#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3377--MA0117.2.Mafb	chr13	45623936	45623947	+	0.000	0.000	Merged-chr13-45624002-39
NR10212--MA0495.2.MAFF	chr6	83428484	83428504	-	0.000	0.000	Merged-chr6-83428521-21
NR5573--MA0495.2.MAFF	chr17	79616755	79616775	+	0.000	0.000	Merged-chr17-79616795-12
NR7801--MA0501.1.MAF::NFE2	chr3	90248124	90248138	-	0.000	0.000	Merged-chr3-90248138-59
NR3661--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR8849--MA0089.1.MAFG::NFE2L1	chr4	129008941	129008946	-	0.000	0.000	Merged-chr4-129008820-34
NR6009--MA0089.1.MAFG::NFE2L1	chr18	76259856	76259861	-	0.000	0.000	Merged-chr18-76259816-26
NR11436--MA0591.1.Bach1::Mafk	chr7	127181021	127181035	+	0.000	0.000	Merged-chr7-127180997-43
NR12148--MA0089.1.MAFG::NFE2L1	chr8	128505928	128505933	+	0.000	0.000	Merged-chr8-128506100-25
NR1896--MA0659.1.MAFG	chr11	5691283	5691303	+	0.000	0.000	Merged-chr11-5691114-14
NR3876--MA0089.1.MAFG::NFE2L1	chr14	8173304	8173309	-	0.000	0.000	Merged-chr14-8173262-80
NR11660--MA0495.2.MAFF	chr8	25263218	25263238	-	0.000	0.000	Merged-chr8-25263139-17
NR9561--MA0591.1.Bach1::Mafk	chr5	100875656	100875670	-	0.000	0.000	Merged-chr5-100875815-38
NR2068--MA0117.2.Mafb	chr11	59226461	59226472	-	0.000	0.000	Merged-chr11-59226578-39
NR8856--MA0501.1.MAF::NFE2	chr4	129263597	129263611	-	0.000	0.000	Merged-chr4-129263671-18
NR10214--MA0659.1.MAFG	chr6	83428484	83428504	+	0.000	0.000	Merged-chr6-83428521-21
NR5230--MA0117.2.Mafb	chr16	94648037	94648048	-	0.000	0.000	Merged-chr16-94648012-22
NR10436--MA0495.2.MAFF	chr6	121210700	121210720	-	0.000	0.000	Merged-chr6-121210795-40
NR4702--MA0089.1.MAFG::NFE2L1	chr15	90229392	90229397	-	0.000	0.000	Merged-chr15-90229607-22
NR5797--MA0495.2.MAFF	chr18	32941393	32941413	+	0.000	0.000	Merged-chr18-32941218-63
NR2523--MA0495.2.MAFF	chr11	118000747	118000767	+	0.000	0.000	Merged-chr11-118000770-19
NR3704--MA0117.2.Mafb	chr13	108498728	108498739	+	0.000	0.000	Merged-chr13-108498755-24
NR416--MA0501.1.MAF::NFE2	chr1	108038596	108038610	+	0.000	0.000	Merged-chr1-108038539-17
NR7824--MA0496.2.MAFK	chr3	94380007	94380025	-	0.000	0.000	Merged-chr3-94379948-32
NR3375--MA0496.2.MAFK	chr13	45623885	45623903	-	0.000	0.000	Merged-chr13-45624002-39
NR4556--MA0501.1.MAF::NFE2	chr15	62824910	62824924	+	0.000	0.000	Merged-chr15-62824757-73
NR11406--MA0089.1.MAFG::NFE2L1	chr7	123354620	123354625	+	0.000	0.000	Merged-chr7-123354508-1
NR5833--MA0089.1.MAFG::NFE2L1	chr18	41888474	41888479	+	0.000	0.000	Merged-chr18-41888397-77
NR3687--MA0089.1.MAFG::NFE2L1	chr13	106998833	106998838	+	0.000	0.000	Merged-chr13-106998870-40
NR1775--MA0117.2.Mafb	chr10	123076013	123076024	-	0.000	0.000	Merged-chr10-123075905-2
NR11888--MA0591.1.Bach1::Mafk	chr8	91395875	91395889	-	0.000	0.000	Merged-chr8-91395862-46
NR8747--MA0089.1.MAFG::NFE2L1	chr4	116018290	116018295	-	0.000	0.000	Merged-chr4-116018460-3
NR12472--MA0501.1.MAF::NFE2	chr9	80057832	80057846	+	0.000	0.000	Merged-chr9-80057847-17
NR1310--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR11890--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR12092--MA0495.2.MAFF	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR5575--MA0117.2.Mafb	chr17	79616764	79616775	-	0.000	0.000	Merged-chr17-79616795-12
NR6553--MA0117.2.Mafb	chr2	22805546	22805557	+	0.000	0.000	Merged-chr2-22805681-51
NR1340--MA0501.1.MAF::NFE2	chr10	57448082	57448096	-	0.000	0.000	Merged-chr10-57448269-42
NR1652--MA0496.2.MAFK	chr10	107858905	107858923	-	0.000	0.000	Merged-chr10-107858878-12
NR12095--MA0591.1.Bach1::Mafk	chr8	126551249	126551263	-	0.000	0.000	Merged-chr8-126551138-20
NR3615--MA0659.1.MAFG	chr13	96697952	96697972	+	0.000	0.000	Merged-chr13-96698036-39
NR9978--MA0089.1.MAFG::NFE2L1	chr6	17629869	17629874	+	0.000	0.000	Merged-chr6-17630018-29
NR872--MA0496.2.MAFK	chr1	177248867	177248885	+	0.000	0.000	Merged-chr1-177248824-22
NR10074--MA0089.1.MAFG::NFE2L1	chr6	50427838	50427843	-	0.000	0.000	Merged-chr6-50427690-6
NR5240--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR12179--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR649--MA0495.2.MAFF	chr1	155091522	155091542	+	0.000	0.000	Merged-chr1-155091563-28
NR7601--MA0089.1.MAFG::NFE2L1	chr3	19411337	19411342	-	0.000	0.000	Merged-chr3-19411369-33
NR9574--MA0089.1.MAFG::NFE2L1	chr5	103719956	103719961	-	0.000	0.000	Merged-chr5-103720100-12
NR1527--MA0496.2.MAFK	chr10	88875145	88875163	-	0.000	0.000	Merged-chr10-88875114-36
NR6204--MA0117.2.Mafb	chr19	19111266	19111277	-	0.000	0.000	Merged-chr19-19111184-72
NR10559--MA0117.2.Mafb	chr6	134348651	134348662	-	0.000	0.000	Merged-chr6-134348726-53
NR6565--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR2284--MA0501.1.MAF::NFE2	chr11	90002600	90002614	-	0.000	0.000	Merged-chr11-90002794-56
NR10052--MA0501.1.MAF::NFE2	chr6	42354547	42354561	+	0.000	0.000	Merged-chr6-42354474-17
NR2783--MA0495.2.MAFF	chr12	76923293	76923313	+	0.000	0.000	Merged-chr12-76923289-32
NR13048--MA0495.2.MAFF	chrX	166661608	166661628	+	0.000	0.000	Merged-chrX-166661565-108
NR667--MA0495.2.MAFF	chr1	156911153	156911173	+	0.000	0.000	Merged-chr1-156911198-16
NR7800--MA0591.1.Bach1::Mafk	chr3	90248127	90248141	-	0.000	0.000	Merged-chr3-90248138-59
NR2210--MA0495.2.MAFF	chr11	79207637	79207657	-	0.000	0.000	Merged-chr11-79207824-18
NR77--MA0495.2.MAFF	chr1	37585875	37585895	-	0.000	0.000	Merged-chr1-37586082-40
NR2895--MA0495.2.MAFF	chr12	98249880	98249900	-	0.000	0.000	Merged-chr12-98249926-13
NR8836--MA0117.2.Mafb	chr4	126181275	126181286	-	0.000	0.000	Merged-chr4-126181413-29
NR12094--MA0117.2.Mafb	chr8	126551246	126551257	+	0.000	0.000	Merged-chr8-126551138-20
NR206--MA0495.2.MAFF	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR5115--MA0501.1.MAF::NFE2	chr16	77644513	77644527	+	0.000	0.000	Merged-chr16-77644361-24
NR157--MA0591.1.Bach1::Mafk	chr1	60565656	60565670	+	0.000	0.000	Merged-chr1-60565512-22,Merged-chr1-60565774-1
NR5179--MA0089.1.MAFG::NFE2L1	chr16	90279410	90279415	-	0.000	0.000	Merged-chr16-90279320-12
NR10274--MA0089.1.MAFG::NFE2L1	chr6	91706372	91706377	-	0.000	0.000	Merged-chr6-91706219-53
NR8899--MA0501.1.MAF::NFE2	chr4	136081836	136081850	+	0.000	0.000	Merged-chr4-136081901-45
NR5440--MA0089.1.MAFG::NFE2L1	chr17	35969932	35969937	+	0.000	0.000	Merged-chr17-35969818-62
NR4609--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	-	0.000	0.000	Merged-chr15-73423381-101
NR8606--MA0591.1.Bach1::Mafk	chr4	87998081	87998095	+	0.000	0.000	Merged-chr4-87998098-18
NR79--MA0659.1.MAFG	chr1	37585875	37585895	+	0.000	0.000	Merged-chr1-37586082-40
NR6005--MA0089.1.MAFG::NFE2L1	chr18	75716330	75716335	+	0.000	0.000	Merged-chr18-75716251-26
NR11955--MA0591.1.Bach1::Mafk	chr8	111056503	111056517	-	0.000	0.000	Merged-chr8-111056490-63
NR8854--MA0117.2.Mafb	chr4	129263597	129263608	+	0.000	0.000	Merged-chr4-129263671-18
NR8109--MA0501.1.MAF::NFE2	chr3	133623604	133623618	+	0.000	0.000	Merged-chr3-133623556-36
NR6455--MA0117.2.Mafb	chr2	7254680	7254691	+	0.000	0.000	Merged-chr2-7254714-17
NR7991--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR1032--MA0089.1.MAFG::NFE2L1	chr1	189085413	189085418	-	0.000	0.000	Merged-chr1-189085418-26
NR208--MA0659.1.MAFG	chr1	64486460	64486480	+	0.000	0.000	Merged-chr1-64486540-36
NR10589--MA0501.1.MAF::NFE2	chr6	137582484	137582498	-	0.000	0.000	Merged-chr6-137582391-38
NR3583--MA0089.1.MAFG::NFE2L1	chr13	91541143	91541148	+	0.000	0.000	Merged-chr13-91541138-52
NR3398--MA0591.1.Bach1::Mafk	chr13	49294321	49294335	-	0.000	0.000	Merged-chr13-49294257-17
NR90--MA0496.2.MAFK	chr1	39196873	39196891	+	0.000	0.000	Merged-chr1-39196974-45
NR12648--MA0089.1.MAFG::NFE2L1	chr9	100689912	100689917	-	0.000	0.000	Merged-chr9-100689976-48
NR9672--MA0089.1.MAFG::NFE2L1	chr5	117388974	117388979	-	0.000	0.000	Merged-chr5-117388866-82
NR2841--MA0089.1.MAFG::NFE2L1	chr12	86859667	86859672	+	0.000	0.000	Merged-chr12-86859498-23
NR8677--MA0501.1.MAF::NFE2	chr4	102393740	102393754	-	0.000	0.000	Merged-chr4-102393739-36
NR1899--MA0496.2.MAFK	chr11	5691284	5691302	-	0.000	0.000	Merged-chr11-5691114-14
NR8407--MA0659.1.MAFG	chr4	8988453	8988473	-	0.000	0.000	Merged-chr4-8988398-15
NR5640--MA0089.1.MAFG::NFE2L1	chr17	86215768	86215773	+	0.000	0.000	Merged-chr17-86215920-18
NR9750--MA0495.2.MAFF	chr5	130196620	130196640	-	0.000	0.000	Merged-chr5-130196551-48
NR4847--MA0495.2.MAFF	chr16	14237421	14237441	-	0.000	0.000	Merged-chr16-14237452-27
NR5637--MA0501.1.MAF::NFE2	chr17	86188066	86188080	+	0.000	0.000	Merged-chr17-86187981-35
NR3374--MA0501.1.MAF::NFE2	chr13	45623894	45623908	-	0.000	0.000	Merged-chr13-45624002-39
NR9598--MA0089.1.MAFG::NFE2L1	chr5	107649020	107649025	+	0.000	0.000	Merged-chr5-107649073-49
NR2767--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR1347--MA0089.1.MAFG::NFE2L1	chr10	59636946	59636951	-	0.000	0.000	Merged-chr10-59636988-40
NR65--MA0591.1.Bach1::Mafk	chr1	36160375	36160389	-	0.000	0.000	Merged-chr1-36160446-48
NR12444--MA0659.1.MAFG	chr9	78039248	78039268	+	0.000	0.000	Merged-chr9-78039218-36
NR2652--MA0089.1.MAFG::NFE2L1	chr12	28829738	28829743	-	0.000	0.000	Merged-chr12-28829718-31
NR2342--MA0117.2.Mafb	chr11	98747283	98747294	-	0.000	0.000	Merged-chr11-98747477-33
NR12784--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR173--MA0089.1.MAFG::NFE2L1	chr1	60937233	60937238	-	0.000	0.000	Merged-chr1-60937145-34
NR932--MA0591.1.Bach1::Mafk	chr1	182528141	182528155	-	0.000	0.000	Merged-chr1-182528373-67
NR7304--MA0501.1.MAF::NFE2	chr2	150582221	150582235	-	0.000	0.000	Merged-chr2-150582331-12
NR3102--MA0089.1.MAFG::NFE2L1	chr12	115013018	115013023	-	0.000	0.000	Merged-chr12-115012998-22
NR4849--MA0659.1.MAFG	chr16	14237421	14237441	-	0.000	0.000	Merged-chr16-14237452-27
NR7559--MA0659.1.MAFG	chr2	181307396	181307416	-	0.000	0.000	Merged-chr2-181307341-24
NR10095--MA0501.1.MAF::NFE2	chr6	53498094	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR879--MA0089.1.MAFG::NFE2L1	chr1	177685247	177685252	-	0.000	0.000	Merged-chr1-177685195-9
NR1910--MA0089.1.MAFG::NFE2L1	chr11	11657435	11657440	+	0.000	0.000	Merged-chr11-11657249-55
NR868--MA0591.1.Bach1::Mafk	chr1	177248869	177248883	-	0.000	0.000	Merged-chr1-177248824-22
NR6353--MA0501.1.MAF::NFE2	chr19	53566189	53566203	+	0.000	0.000	Merged-chr19-53566161-15
NR5868--MA0089.1.MAFG::NFE2L1	chr18	50024052	50024057	-	0.000	0.000	Merged-chr18-50024197-35
NR7332--MA0591.1.Bach1::Mafk	chr2	152029410	152029424	-	0.000	0.000	Merged-chr2-152029501-52
NR11247--MA0659.1.MAFG	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR3404--MA0089.1.MAFG::NFE2L1	chr13	51401362	51401367	-	0.000	0.000	Merged-chr13-51401242-7
NR3618--MA0496.2.MAFK	chr13	96697953	96697971	+	0.000	0.000	Merged-chr13-96698036-39
NR6035--MA0659.1.MAFG	chr18	79303644	79303664	+	0.000	0.000	Merged-chr18-79303705-44
NR1358--MA0591.1.Bach1::Mafk	chr10	61383382	61383396	+	0.000	0.000	Merged-chr10-61383375-39
NR9508--MA0089.1.MAFG::NFE2L1	chr5	96948964	96948969	+	0.000	0.000	Merged-chr5-96949155-39
NR5118--MA0591.1.Bach1::Mafk	chr16	78532154	78532168	+	0.000	0.000	Merged-chr16-78532286-51
NR7371--MA0659.1.MAFG	chr2	158379838	158379858	-	0.000	0.000	Merged-chr2-158379910-26
NR5191--MA0117.2.Mafb	chr16	91793525	91793536	+	0.000	0.000	Merged-chr16-91793603-12
NR9674--MA0591.1.Bach1::Mafk	chr5	118082152	118082166	+	0.000	0.000	Merged-chr5-118082270-75
NR5946--MA0501.1.MAF::NFE2	chr18	65626630	65626644	-	0.000	0.000	Merged-chr18-65626623-8
NR1497--MA0495.2.MAFF	chr10	86727747	86727767	-	0.000	0.000	Merged-chr10-86727830-49
NR8989--MA0117.2.Mafb	chr4	146480758	146480769	-	0.000	0.000	Merged-chr4-146480671-39
NR11024--MA0089.1.MAFG::NFE2L1	chr7	64213171	64213176	-	0.000	0.000	Merged-chr7-64213076-17
NR2053--MA0501.1.MAF::NFE2	chr11	55197807	55197821	+	0.000	0.000	Merged-chr11-55197770-39
NR6008--MA0117.2.Mafb	chr18	76034922	76034933	+	0.000	0.000	Merged-chr18-76035068-49
NR4622--MA0089.1.MAFG::NFE2L1	chr15	76199519	76199524	+	0.000	0.000	Merged-chr15-76199609-68
NR435--MA0501.1.MAF::NFE2	chr1	120197405	120197419	+	0.000	0.000	Merged-chr1-120197360-57
NR6140--MA0496.2.MAFK	chr19	5878142	5878160	-	0.000	0.000	Merged-chr19-5878025-63
NR5612--MA0117.2.Mafb	chr17	83483964	83483975	-	0.000	0.000	Merged-chr17-83484048-22
NR5931--MA0501.1.MAF::NFE2	chr18	64516556	64516570	+	0.000	0.000	Merged-chr18-64516532-71
NR7140--MA0591.1.Bach1::Mafk	chr2	128465764	128465778	+	0.000	0.000	Merged-chr2-128465659-44
NR864--MA0089.1.MAFG::NFE2L1	chr1	176944965	176944970	+	0.000	0.000	Merged-chr1-176944899-30
NR7421--MA0089.1.MAFG::NFE2L1	chr2	166651843	166651848	-	0.000	0.000	Merged-chr2-166651674-28
NR7904--MA0659.1.MAFG	chr3	105892539	105892559	-	0.000	0.000	Merged-chr3-105892493-111
NR12001--MA0117.2.Mafb	chr8	117322174	117322185	-	0.000	0.000	Merged-chr8-117322226-46
NR9060--MA0501.1.MAF::NFE2	chr4	152362350	152362364	+	0.000	0.000	Merged-chr4-152362349-23
NR12679--MA0591.1.Bach1::Mafk	chr9	107612979	107612993	+	0.000	0.000	Merged-chr9-107612807-59
NR8739--MA0591.1.Bach1::Mafk	chr4	115063128	115063142	+	0.000	0.000	Merged-chr4-115063345-31
NR12717--MA0501.1.MAF::NFE2	chr9	111290153	111290167	+	0.000	0.000	Merged-chr9-111290022-34
NR2865--MA0089.1.MAFG::NFE2L1	chr12	91746020	91746025	+	0.000	0.000	Merged-chr12-91745848-45
NR7650--MA0501.1.MAF::NFE2	chr3	36863832	36863846	+	0.000	0.000	Merged-chr3-36863683-1
NR3010--MA0495.2.MAFF	chr12	110210329	110210349	-	0.000	0.000	Merged-chr12-110210281-21
NR4936--MA0591.1.Bach1::Mafk	chr16	38358567	38358581	+	0.000	0.000	Merged-chr16-38358548-13
NR7477--MA0495.2.MAFF	chr2	172976722	172976742	+	0.000	0.000	Merged-chr2-172976797-9
NR6551--MA0501.1.MAF::NFE2	chr2	22722237	22722251	-	0.000	0.000	Merged-chr2-22721936-56
NR7595--MA0117.2.Mafb	chr3	18243876	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR6714--MA0495.2.MAFF	chr2	52955271	52955291	-	0.000	0.000	Merged-chr2-52955279-28
NR7158--MA0089.1.MAFG::NFE2L1	chr2	131820290	131820295	-	0.000	0.000	Merged-chr2-131820410-33
NR1747--MA0089.1.MAFG::NFE2L1	chr10	118766320	118766325	+	0.000	0.000	Merged-chr10-118766153-45
NR2676--MA0089.1.MAFG::NFE2L1	chr12	35532326	35532331	-	0.000	0.000	Merged-chr12-35532379-20
NR3012--MA0659.1.MAFG	chr12	110210329	110210349	+	0.000	0.000	Merged-chr12-110210281-21
NR4331--MA0089.1.MAFG::NFE2L1	chr14	122830647	122830652	+	0.000	0.000	Merged-chr14-122830576-36
NR4563--MA0659.1.MAFG	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR2479--MA0501.1.MAF::NFE2	chr11	115172976	115172990	-	0.000	0.000	Merged-chr11-115173098-6
NR11507--MA0501.1.MAF::NFE2	chr7	135652414	135652428	-	0.000	0.000	Merged-chr7-135652396-133
NR5787--MA0591.1.Bach1::Mafk	chr18	30365829	30365843	-	0.000	0.000	Merged-chr18-30365802-26
NR8665--MA0089.1.MAFG::NFE2L1	chr4	101141976	101141981	-	0.000	0.000	Merged-chr4-101141952-10
NR102--MA0501.1.MAF::NFE2	chr1	40386291	40386305	+	0.000	0.000	Merged-chr1-40386352-39
NR8112--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR4829--MA0591.1.Bach1::Mafk	chr16	5013318	5013332	+	0.000	0.000	Merged-chr16-5013441-63
NR3800--MA0659.1.MAFG	chr13	114935790	114935810	+	0.000	0.000	Merged-chr13-114935699-10
NR2338--MA0591.1.Bach1::Mafk	chr11	97936078	97936092	+	0.000	0.000	Merged-chr11-97936039-14
NR11661--MA0591.1.Bach1::Mafk	chr8	25263221	25263235	+	0.000	0.000	Merged-chr8-25263139-17
NR2267--MA0659.1.MAFG	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR4081--MA0591.1.Bach1::Mafk	chr14	66221159	66221173	-	0.000	0.000	Merged-chr14-66221220-33
NR5186--MA0089.1.MAFG::NFE2L1	chr16	91413276	91413281	+	0.000	0.000	Merged-chr16-91413429-37
NR10182--MA0496.2.MAFK	chr6	71156853	71156871	-	0.000	0.000	Merged-chr6-71156958-28
NR8261--MA0089.1.MAFG::NFE2L1	chr3	146159321	146159326	+	0.000	0.000	Merged-chr3-146159248-1
NR9504--MA0591.1.Bach1::Mafk	chr5	96879086	96879100	+	0.000	0.000	Merged-chr5-96879087-37
NR7701--MA0495.2.MAFF	chr3	61344268	61344288	-	0.000	0.000	Merged-chr3-61344207-16
NR499--MA0089.1.MAFG::NFE2L1	chr1	131010623	131010628	-	0.000	0.000	Merged-chr1-131010715-50
NR3195--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR9908--MA0089.1.MAFG::NFE2L1	chr6	3498376	3498381	-	0.000	0.000	Merged-chr6-3498450-52
NR12468--MA0089.1.MAFG::NFE2L1	chr9	79779635	79779640	+	0.000	0.000	Merged-chr9-79779626-22
NR11424--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR670--MA0501.1.MAF::NFE2	chr1	156911159	156911173	+	0.000	0.000	Merged-chr1-156911198-16
NR7143--MA0089.1.MAFG::NFE2L1	chr2	129180153	129180158	+	0.000	0.000	Merged-chr2-129180074-1
NR1157--MA0496.2.MAFK	chr10	8114752	8114770	-	0.000	0.000	Merged-chr10-8114818-9
NR1233--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR11639--MA0089.1.MAFG::NFE2L1	chr8	15014319	15014324	+	0.000	0.000	Merged-chr8-15014301-41
NR10219--MA0089.1.MAFG::NFE2L1	chr6	83763019	83763024	+	0.000	0.000	Merged-chr6-83763123-27
NR3226--MA0089.1.MAFG::NFE2L1	chr13	13557113	13557118	-	0.000	0.000	Merged-chr13-13557258-36
NR11384--MA0496.2.MAFK	chr7	119800883	119800901	-	0.000	0.000	Merged-chr7-119801060-49
NR7125--MA0501.1.MAF::NFE2	chr2	128401511	128401525	-	0.000	0.000	Merged-chr2-128401504-24
NR7465--MA0591.1.Bach1::Mafk	chr2	170511359	170511373	+	0.000	0.000	Merged-chr2-170511459-72
NR4875--MA0501.1.MAF::NFE2	chr16	22920107	22920121	-	0.000	0.000	Merged-chr16-22920184-19
NR11726--MA0089.1.MAFG::NFE2L1	chr8	61276353	61276358	-	0.000	0.000	Merged-chr8-61276355-46
NR1167--MA0089.1.MAFG::NFE2L1	chr10	12842754	12842759	-	0.000	0.000	Merged-chr10-12842715-46
NR5171--MA0089.1.MAFG::NFE2L1	chr16	87754990	87754995	+	0.000	0.000	Merged-chr16-87755077-33
NR10089--MA0495.2.MAFF	chr6	53498088	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR3937--MA0501.1.MAF::NFE2	chr14	25640608	25640622	-	0.000	0.000	Merged-chr14-25640736-54
NR2934--MA0501.1.MAF::NFE2	chr12	101718522	101718536	+	0.000	0.000	Merged-chr12-101718493-65
NR4899--MA0117.2.Mafb	chr16	30948338	30948349	-	0.000	0.000	Merged-chr16-30948411-38
NR12742--MA0089.1.MAFG::NFE2L1	chr9	114507371	114507376	-	0.000	0.000	Merged-chr9-114507598-34
NR11684--MA0591.1.Bach1::Mafk	chr8	34142942	34142956	-	0.000	0.000	Merged-chr8-34142846-49
NR3413--MA0089.1.MAFG::NFE2L1	chr13	51970226	51970231	+	0.000	0.000	Merged-chr13-51970284-43
NR7744--MA0591.1.Bach1::Mafk	chr3	79248496	79248510	+	0.000	0.000	Merged-chr3-79248582-102
NR8461--MA0089.1.MAFG::NFE2L1	chr4	32126925	32126930	-	0.000	0.000	Merged-chr4-32126903-56
NR2070--MA0117.2.Mafb	chr11	59293985	59293996	-	0.000	0.000	Merged-chr11-59293910-11
NR718--MA0495.2.MAFF	chr1	162773892	162773912	-	0.000	0.000	Merged-chr1-162773825-31
NR699--MA0089.1.MAFG::NFE2L1	chr1	160246056	160246061	+	0.000	0.000	Merged-chr1-160246205-43
NR11757--MA0501.1.MAF::NFE2	chr8	69967958	69967972	+	0.000	0.000	Merged-chr8-69967994-19
NR4668--MA0501.1.MAF::NFE2	chr15	83149657	83149671	+	0.000	0.000	Merged-chr15-83149470-115
NR7374--MA0496.2.MAFK	chr2	158379839	158379857	-	0.000	0.000	Merged-chr2-158379910-26
NR1845--MA0089.1.MAFG::NFE2L1	chr10	128526174	128526179	-	0.000	0.000	Merged-chr10-128526022-11
NR6893--MA0089.1.MAFG::NFE2L1	chr2	90917617	90917622	-	0.000	0.000	Merged-chr2-90917717-75
NR11964--MA0117.2.Mafb	chr8	111976532	111976543	-	0.000	0.000	Merged-chr8-111976573-47
NR1772--MA0591.1.Bach1::Mafk	chr10	122815305	122815319	+	0.000	0.000	Merged-chr10-122815337-49
NR1516--MA0495.2.MAFF	chr10	88783292	88783312	+	0.000	0.000	Merged-chr10-88783253-12
NR10204--MA0089.1.MAFG::NFE2L1	chr6	82702798	82702803	-	0.000	0.000	Merged-chr6-82702849-35
NR12177--MA0089.1.MAFG::NFE2L1	chr9	14071962	14071967	+	0.000	0.000	Merged-chr9-14072005-21
NR8487--MA0495.2.MAFF	chr4	41569525	41569545	-	0.000	0.000	Merged-chr4-41569502-63
NR1849--MA0117.2.Mafb	chr10	128989707	128989718	-	0.000	0.000	Merged-chr10-128989693-5
NR12745--MA0501.1.MAF::NFE2	chr9	114955995	114956009	+	0.000	0.000	Merged-chr9-114956052-31
NR3369--MA0495.2.MAFF	chr13	45623884	45623904	-	0.000	0.000	Merged-chr13-45624002-39
NR12714--MA0659.1.MAFG	chr9	111271627	111271647	-	0.000	0.000	Merged-chr9-111271747-70
NR7315--MA0591.1.Bach1::Mafk	chr2	150904536	150904550	-	0.000	0.000	Merged-chr2-150904585-65
NR9213--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR5775--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR13003--MA0089.1.MAFG::NFE2L1	chrX	106704807	106704812	+	0.000	0.000	Merged-chrX-106704745-40
NR8842--MA0501.1.MAF::NFE2	chr4	127060909	127060923	-	0.000	0.000	Merged-chr4-127061069-56
NR4682--MA0496.2.MAFK	chr15	84654346	84654364	-	0.000	0.000	Merged-chr15-84654435-24
NR10105--MA0591.1.Bach1::Mafk	chr6	55056326	55056340	+	0.000	0.000	Merged-chr6-55056430-13
NR5383--MA0591.1.Bach1::Mafk	chr17	27028434	27028448	+	0.000	0.000	Merged-chr17-27028353-65
NR6723--MA0496.2.MAFK	chr2	52955272	52955290	-	0.000	0.000	Merged-chr2-52955279-28
NR2081--MA0089.1.MAFG::NFE2L1	chr11	60769641	60769646	+	0.000	0.000	Merged-chr11-60769599-13
NR158--MA0496.2.MAFK	chr1	60565654	60565672	-	0.000	0.000	Merged-chr1-60565512-22,Merged-chr1-60565774-1
NR8689--MA0089.1.MAFG::NFE2L1	chr4	106749721	106749726	-	0.000	0.000	Merged-chr4-106749870-11
NR2724--MA0117.2.Mafb	chr12	54696857	54696868	+	0.000	0.000	Merged-chr12-54696952-12
NR8507--MA0591.1.Bach1::Mafk	chr4	49567752	49567766	+	0.000	0.000	Merged-chr4-49567834-34
NR933--MA0501.1.MAF::NFE2	chr1	182528138	182528152	-	0.000	0.000	Merged-chr1-182528373-67
NR11435--MA0089.1.MAFG::NFE2L1	chr7	126862578	126862583	-	0.000	0.000	Merged-chr7-126862632-1
NR1367--MA0089.1.MAFG::NFE2L1	chr10	62543619	62543624	+	0.000	0.000	Merged-chr10-62543854-97
