#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR4854--MA0002.2.RUNX1	chr17	47515652	47515662	-	0.000	0.000	Merged-chr17-47515680-12
NR9640--MA0002.2.RUNX1	chr7	114671162	114671172	-	0.000	0.000	Merged-chr7-114671342-44
NR2161--MA0684.1.RUNX3	chr11	119671400	119671409	-	0.000	0.000	Merged-chr11-119671227-50
NR6808--MA0511.2.RUNX2	chr3	95697805	95697813	+	0.000	0.000	Merged-chr3-95697809-14
NR4857--MA0511.2.RUNX2	chr17	50148364	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR2511--MA0511.2.RUNX2	chr12	99633811	99633819	-	0.000	0.000	Merged-chr12-99633921-16
NR699--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR8432--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR205--MA0002.2.RUNX1	chr1	62829800	62829810	+	0.000	0.000	Merged-chr1-62829921-36
NR10238--MA0002.2.RUNX1	chr8	116717266	116717276	-	0.000	0.000	Merged-chr8-116717291-13
NR2250--MA0002.2.RUNX1	chr12	32285223	32285233	+	0.000	0.000	Merged-chr12-32285209-18
NR6881--MA0684.1.RUNX3	chr3	108718344	108718353	+	0.000	0.000	Merged-chr3-108718262-42
NR2001--MA0511.2.RUNX2	chr11	98948109	98948117	+	0.000	0.000	Merged-chr11-98948156-24
NR6404--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR10032--MA0511.2.RUNX2	chr8	66497233	66497241	+	0.000	0.000	Merged-chr8-66497339-52
NR2425--MA0002.2.RUNX1	chr12	84762818	84762828	+	0.000	0.000	Merged-chr12-84762785-51
NR9003--MA0511.2.RUNX2	chr6	127617443	127617451	+	0.000	0.000	Merged-chr6-127617353-34
NR4565--MA0511.2.RUNX2	chr16	91789929	91789937	+	0.000	0.000	Merged-chr16-91789935-50
NR4195--MA0002.2.RUNX1	chr16	11054664	11054674	+	0.000	0.000	Merged-chr16-11054655-12
NR9093--MA0511.2.RUNX2	chr6	137316449	137316457	-	0.000	0.000	Merged-chr6-137316445-24
NR4323--MA0002.2.RUNX1	chr16	35905582	35905592	+	0.000	0.000	Merged-chr16-35905598-39
NR2372--MA0002.2.RUNX1	chr12	75837679	75837689	-	0.000	0.000	Merged-chr12-75837700-7
NR11120--MA0002.2.RUNX1	chrX	77640459	77640469	+	0.000	0.000	Merged-chrX-77640531-25
NR4674--MA0511.2.RUNX2	chr17	12163002	12163010	-	0.000	0.000	Merged-chr17-12163028-32
NR10598--MA0684.1.RUNX3	chr9	65491674	65491683	+	0.000	0.000	Merged-chr9-65491594-16
NR6016--MA0002.2.RUNX1	chr2	72536031	72536041	+	0.000	0.000	Merged-chr2-72536133-16
NR4065--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR469--MA0684.1.RUNX3	chr1	131446757	131446766	-	0.000	0.000	Merged-chr1-131446788-25
NR9850--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR4859--MA0002.2.RUNX1	chr17	50148371	50148381	-	0.000	0.000	Merged-chr17-50148334-29
NR2437--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR8262--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR8057--MA0002.2.RUNX1	chr5	77367928	77367938	-	0.000	0.000	Merged-chr5-77367800-15
NR2023--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR8741--MA0511.2.RUNX2	chr6	86850881	86850889	-	0.000	0.000	Merged-chr6-86850884-40
NR1815--MA0002.2.RUNX1	chr11	68502603	68502613	-	0.000	0.000	Merged-chr11-68502596-20
NR1401--MA0002.2.RUNX1	chr10	117898610	117898620	-	0.000	0.000	Merged-chr10-117898542-54
NR2112--MA0002.2.RUNX1	chr11	113362859	113362869	+	0.000	0.000	Merged-chr11-113362898-34
NR8275--MA0002.2.RUNX1	chr5	121796150	121796160	+	0.000	0.000	Merged-chr5-121796162-9
NR2572--MA0511.2.RUNX2	chr12	107047452	107047460	-	0.000	0.000	Merged-chr12-107047336-65
NR3551--MA0002.2.RUNX1	chr14	63377580	63377590	-	0.000	0.000	Merged-chr14-63377518-21
NR3822--MA0002.2.RUNX1	chr15	25884590	25884600	-	0.000	0.000	Merged-chr15-25884835-36
NR1871--MA0002.2.RUNX1	chr11	78864802	78864812	+	0.000	0.000	Merged-chr11-78864613-1,Merged-chr11-78864936-24
NR10871--MA0002.2.RUNX1	chr9	106373162	106373172	+	0.000	0.000	Merged-chr9-106373149-39
NR8101--MA0511.2.RUNX2	chr5	92964797	92964805	-	0.000	0.000	Merged-chr5-92964665-18
NR3660--MA0002.2.RUNX1	chr14	77861400	77861410	-	0.000	0.000	Merged-chr14-77861310-50
NR7543--MA0002.2.RUNX1	chr4	118162267	118162277	+	0.000	0.000	Merged-chr4-118162293-29
NR6451--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR2713--MA0511.2.RUNX2	chr12	118439165	118439173	+	0.000	0.000	Merged-chr12-118439012-3
NR2072--MA0002.2.RUNX1	chr11	109149661	109149671	+	0.000	0.000	Merged-chr11-109149686-17
NR7923--MA0002.2.RUNX1	chr5	35166060	35166070	+	0.000	0.000	Merged-chr5-35166204-55
NR2247--MA0002.2.RUNX1	chr12	30557659	30557669	-	0.000	0.000	Merged-chr12-30557589-12
NR9811--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR1870--MA0684.1.RUNX3	chr11	78780187	78780196	+	0.000	0.000	Merged-chr11-78780322-31
NR9712--MA0002.2.RUNX1	chr7	122317088	122317098	-	0.000	0.000	Merged-chr7-122317075-24
NR8637--MA0511.2.RUNX2	chr6	54807563	54807571	+	0.000	0.000	Merged-chr6-54807598-18
NR3530--MA0002.2.RUNX1	chr14	61518777	61518787	-	0.000	0.000	Merged-chr14-61518892-20
NR11203--MA0511.2.RUNX2	chrX	164318752	164318760	+	0.000	0.000	Merged-chrX-164318746-35
NR2504--MA0684.1.RUNX3	chr12	99468132	99468141	+	0.000	0.000	Merged-chr12-99468213-62
NR9311--MA0002.2.RUNX1	chr7	30402557	30402567	-	0.000	0.000	Merged-chr7-30402572-19
NR2517--MA0684.1.RUNX3	chr12	100747341	100747350	+	0.000	0.000	Merged-chr12-100747316-18
NR2098--MA0002.2.RUNX1	chr11	110897234	110897244	-	0.000	0.000	Merged-chr11-110897111-25
NR4210--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR8759--MA0511.2.RUNX2	chr6	88939629	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR3381--MA0002.2.RUNX1	chr14	25421961	25421971	-	0.000	0.000	Merged-chr14-25421957-44
NR4158--MA0002.2.RUNX1	chr15	102458450	102458460	+	0.000	0.000	Merged-chr15-102458382-2
NR4829--MA0684.1.RUNX3	chr17	44121820	44121829	+	0.000	0.000	Merged-chr17-44121634-62
NR4809--MA0002.2.RUNX1	chr17	35246462	35246472	+	0.000	0.000	Merged-chr17-35246340-22
NR2609--MA0511.2.RUNX2	chr12	110506352	110506360	+	0.000	0.000	Merged-chr12-110506270-12
NR6199--MA0002.2.RUNX1	chr2	125948404	125948414	-	0.000	0.000	Merged-chr2-125948432-8
NR3813--MA0684.1.RUNX3	chr15	12606557	12606566	+	0.000	0.000	Merged-chr15-12606518-21
NR5202--MA0002.2.RUNX1	chr18	39102429	39102439	-	0.000	0.000	Merged-chr18-39102352-12
NR6436--MA0002.2.RUNX1	chr2	164829008	164829018	+	0.000	0.000	Merged-chr2-164829091-12
NR174--MA0511.2.RUNX2	chr1	59917569	59917577	-	0.000	0.000	Merged-chr1-59917651-27
NR1889--MA0002.2.RUNX1	chr11	80785982	80785992	-	0.000	0.000	Merged-chr11-80785938-31
NR8196--MA0511.2.RUNX2	chr5	110735786	110735794	+	0.000	0.000	Merged-chr5-110735767-7
NR9794--MA0002.2.RUNX1	chr7	132748844	132748854	+	0.000	0.000	Merged-chr7-132748920-16
NR11205--MA0002.2.RUNX1	chrX	164318752	164318762	-	0.000	0.000	Merged-chrX-164318746-35
NR475--MA0684.1.RUNX3	chr1	131993387	131993396	+	0.000	0.000	Merged-chr1-131993308-10
NR7514--MA0002.2.RUNX1	chr4	107210268	107210278	+	0.000	0.000	Merged-chr4-107210545-62
NR9717--MA0002.2.RUNX1	chr7	123217604	123217614	+	0.000	0.000	Merged-chr7-123217710-2
NR5943--MA0002.2.RUNX1	chr2	60774692	60774702	-	0.000	0.000	Merged-chr2-60774747-55
NR7560--MA0511.2.RUNX2	chr4	122923027	122923035	-	0.000	0.000	Merged-chr4-122923030-28
NR1759--MA0002.2.RUNX1	chr11	58829921	58829931	-	0.000	0.000	Merged-chr11-58829916-12
NR8096--MA0684.1.RUNX3	chr5	92327538	92327547	+	0.000	0.000	Merged-chr5-92327493-24
NR4358--MA0511.2.RUNX2	chr16	45019096	45019104	+	0.000	0.000	Merged-chr16-45019020-28
NR1950--MA0684.1.RUNX3	chr11	90675672	90675681	+	0.000	0.000	Merged-chr11-90675808-18
NR8175--MA0511.2.RUNX2	chr5	105840059	105840067	-	0.000	0.000	Merged-chr5-105840151-44
NR3610--MA0002.2.RUNX1	chr14	70792768	70792778	-	0.000	0.000	Merged-chr14-70792747-14
NR5912--MA0511.2.RUNX2	chr2	55082025	55082033	-	0.000	0.000	Merged-chr2-55082182-18
NR3690--MA0511.2.RUNX2	chr14	101879179	101879187	+	0.000	0.000	Merged-chr14-101879110-69
NR5271--MA0002.2.RUNX1	chr18	62191706	62191716	-	0.000	0.000	Merged-chr18-62191653-15
NR8747--MA0684.1.RUNX3	chr6	87447421	87447430	+	0.000	0.000	Merged-chr6-87447444-55
NR3514--MA0002.2.RUNX1	chr14	59553403	59553413	-	0.000	0.000	Merged-chr14-59553394-22
NR5651--MA0002.2.RUNX1	chr19	53536908	53536918	+	0.000	0.000	Merged-chr19-53536868-40
NR6395--MA0684.1.RUNX3	chr2	158450879	158450888	+	0.000	0.000	Merged-chr2-158450944-19
NR10800--MA0002.2.RUNX1	chr9	95832853	95832863	+	0.000	0.000	Merged-chr9-95832946-23
NR4589--MA0511.2.RUNX2	chr16	94068074	94068082	+	0.000	0.000	Merged-chr16-94067922-8
NR1162--MA0002.2.RUNX1	chr10	77478379	77478389	+	0.000	0.000	Merged-chr10-77478359-10
NR1433--MA0002.2.RUNX1	chr10	120193513	120193523	+	0.000	0.000	Merged-chr10-120193454-50
NR4175--MA0511.2.RUNX2	chr16	4503549	4503557	+	0.000	0.000	Merged-chr16-4503652-20
NR10433--MA0002.2.RUNX1	chr9	32394803	32394813	+	0.000	0.000	Merged-chr9-32394945-22
NR7996--MA0684.1.RUNX3	chr5	64651525	64651534	+	0.000	0.000	Merged-chr5-64651532-36
NR5650--MA0684.1.RUNX3	chr19	53407588	53407597	+	0.000	0.000	Merged-chr19-53407600-23
NR7182--MA0002.2.RUNX1	chr3	157803536	157803546	+	0.000	0.000	Merged-chr3-157803404-34
NR3844--MA0511.2.RUNX2	chr15	34389153	34389161	-	0.000	0.000	Merged-chr15-34389092-27
NR5302--MA0684.1.RUNX3	chr18	67882982	67882991	-	0.000	0.000	Merged-chr18-67882933-18
NR8359--MA0684.1.RUNX3	chr5	139300569	139300578	+	0.000	0.000	Merged-chr5-139300628-14
NR6013--MA0684.1.RUNX3	chr2	72365442	72365451	-	0.000	0.000	Merged-chr2-72365558-19
NR1794--MA0002.2.RUNX1	chr11	64116918	64116928	+	0.000	0.000	Merged-chr11-64116814-48
NR1750--MA0511.2.RUNX2	chr11	55031376	55031384	+	0.000	0.000	Merged-chr11-55031517-56
NR5011--MA0002.2.RUNX1	chr17	83772990	83773000	+	0.000	0.000	Merged-chr17-83772963-43
NR4207--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR6388--MA0002.2.RUNX1	chr2	158105843	158105853	+	0.000	0.000	Merged-chr2-158105775-9
NR2305--MA0684.1.RUNX3	chr12	54568751	54568760	+	0.000	0.000	Merged-chr12-54568862-31
NR1575--MA0684.1.RUNX3	chr11	16988016	16988025	+	0.000	0.000	Merged-chr11-16987963-24
NR8054--MA0684.1.RUNX3	chr5	77166147	77166156	-	0.000	0.000	Merged-chr5-77166256-29
NR4568--MA0511.2.RUNX2	chr16	91793557	91793565	-	0.000	0.000	Merged-chr16-91793603-12
NR7703--MA0002.2.RUNX1	chr4	141917978	141917988	+	0.000	0.000	Merged-chr4-141918116-30
NR4677--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR9635--MA0002.2.RUNX1	chr7	114356567	114356577	+	0.000	0.000	Merged-chr7-114356592-29
NR5960--MA0511.2.RUNX2	chr2	65133924	65133932	+	0.000	0.000	Merged-chr2-65133825-19
NR1297--MA0002.2.RUNX1	chr10	95910679	95910689	-	0.000	0.000	Merged-chr10-95910701-11
NR7812--MA0002.2.RUNX1	chr5	8397722	8397732	+	0.000	0.000	Merged-chr5-8397712-7
NR4088--MA0684.1.RUNX3	chr15	94259702	94259711	-	0.000	0.000	Merged-chr15-94259724-7
NR1154--MA0002.2.RUNX1	chr10	76271470	76271480	-	0.000	0.000	Merged-chr10-76271555-43
NR4911--MA0002.2.RUNX1	chr17	57183079	57183089	+	0.000	0.000	Merged-chr17-57183114-28
NR1786--MA0002.2.RUNX1	chr11	63148463	63148473	+	0.000	0.000	Merged-chr11-63148506-21
NR5655--MA0684.1.RUNX3	chr19	55137610	55137619	+	0.000	0.000	Merged-chr19-55137510-21
NR3703--MA0002.2.RUNX1	chr14	103622590	103622600	+	0.000	0.000	Merged-chr14-103622465-10
NR7666--MA0511.2.RUNX2	chr4	138257515	138257523	+	0.000	0.000	Merged-chr4-138257384-22
NR7715--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR8919--MA0511.2.RUNX2	chr6	119408841	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR1804--MA0684.1.RUNX3	chr11	67564417	67564426	+	0.000	0.000	Merged-chr11-67564427-31
NR9104--MA0002.2.RUNX1	chr6	137795425	137795435	-	0.000	0.000	Merged-chr6-137795480-24
NR7424--MA0002.2.RUNX1	chr4	89400558	89400568	+	0.000	0.000	Merged-chr4-89400416-12
NR1242--MA0002.2.RUNX1	chr10	89597441	89597451	-	0.000	0.000	Merged-chr10-89597404-12
NR3716--MA0002.2.RUNX1	chr14	105240287	105240297	+	0.000	0.000	Merged-chr14-105240325-24
NR1289--MA0002.2.RUNX1	chr10	94942930	94942940	-	0.000	0.000	Merged-chr10-94942923-6
NR10864--MA0511.2.RUNX2	chr9	105499568	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR7533--MA0002.2.RUNX1	chr4	116185319	116185329	+	0.000	0.000	Merged-chr4-116185296-27
NR9835--MA0511.2.RUNX2	chr7	140981913	140981921	+	0.000	0.000	Merged-chr7-140982058-21
NR861--MA0684.1.RUNX3	chr1	191124512	191124521	-	0.000	0.000	Merged-chr1-191124534-8
NR7536--MA0511.2.RUNX2	chr4	116678005	116678013	-	0.000	0.000	Merged-chr4-116678042-15
NR1403--MA0684.1.RUNX3	chr10	117975594	117975603	+	0.000	0.000	Merged-chr10-117975710-27
NR3663--MA0002.2.RUNX1	chr14	78688062	78688072	-	0.000	0.000	Merged-chr14-78687892-42
NR9431--MA0002.2.RUNX1	chr7	75760662	75760672	+	0.000	0.000	Merged-chr7-75760769-39
NR129--MA0511.2.RUNX2	chr1	51572884	51572892	-	0.000	0.000	Merged-chr1-51572755-47
NR5866--MA0002.2.RUNX1	chr2	34969673	34969683	-	0.000	0.000	Merged-chr2-34969662-3
NR1241--MA0684.1.RUNX3	chr10	89597370	89597379	-	0.000	0.000	Merged-chr10-89597404-12
NR8972--MA0002.2.RUNX1	chr6	124375733	124375743	-	0.000	0.000	Merged-chr6-124375670-49
NR9831--MA0684.1.RUNX3	chr7	140947307	140947316	-	0.000	0.000	Merged-chr7-140947277-49
NR1364--MA0002.2.RUNX1	chr10	116487538	116487548	-	0.000	0.000	Merged-chr10-116487356-53
NR9683--MA0002.2.RUNX1	chr7	118113648	118113658	-	0.000	0.000	Merged-chr7-118113743-35
NR7384--MA0002.2.RUNX1	chr4	83234294	83234304	-	0.000	0.000	Merged-chr4-83234214-31
NR7611--MA0511.2.RUNX2	chr4	132748881	132748889	+	0.000	0.000	Merged-chr4-132748989-25
NR10221--MA0002.2.RUNX1	chr8	115462228	115462238	-	0.000	0.000	Merged-chr8-115462396-21
NR3262--MA0002.2.RUNX1	chr13	111569229	111569239	-	0.000	0.000	Merged-chr13-111569188-35
NR5835--MA0511.2.RUNX2	chr2	30112735	30112743	-	0.000	0.000	Merged-chr2-30112786-18
NR9381--MA0511.2.RUNX2	chr7	63973380	63973388	+	0.000	0.000	Merged-chr7-63973470-12
NR5988--MA0002.2.RUNX1	chr2	69415321	69415331	-	0.000	0.000	Merged-chr2-69415236-25
NR1905--MA0684.1.RUNX3	chr11	83746275	83746284	+	0.000	0.000	Merged-chr11-83746367-9
NR1442--MA0511.2.RUNX2	chr10	121189374	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR7525--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR5355--MA0684.1.RUNX3	chr18	79300920	79300929	-	0.000	0.000	Merged-chr18-79300838-16
NR9837--MA0002.2.RUNX1	chr7	140981913	140981923	-	0.000	0.000	Merged-chr7-140982058-21
NR7886--MA0002.2.RUNX1	chr5	23637511	23637521	-	0.000	0.000	Merged-chr5-23637519-38
NR3579--MA0684.1.RUNX3	chr14	65330857	65330866	-	0.000	0.000	Merged-chr14-65330788-23
