#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed
NR37306--MA0599.1.KLF5	chr2	101762097	101762106	+	0.000	0.000	Merged-chr2-101762037-3
NR68887--MA0741.1.KLF16	chr9	57339936	57339946	-	0.000	0.000	Merged-chr9-57339944-60
NR2048--MA0599.1.KLF5	chr1	120073818	120073827	-	0.000	0.000	Merged-chr1-120073802-51
NR52051--MA0493.1.Klf1	chr5	113825600	113825610	-	0.000	0.000	Merged-chr5-113825707-48
NR22131--MA0741.1.KLF16	chr14	122186865	122186875	+	0.000	0.000	Merged-chr14-122187060-26
NR58742--MA0741.1.KLF16	chr7	3290416	3290426	-	0.000	0.000	Merged-chr7-3290343-35
NR7898--MA0740.1.KLF14	chr10	98776527	98776540	-	0.000	0.000	Merged-chr10-98776574-38
NR7282--MA0493.1.Klf1	chr10	81401939	81401949	-	0.000	0.000	Merged-chr10-81401925-26
NR71138--MA1107.1.KLF9	chr9	116384206	116384218	-	0.000	0.000	Merged-chr9-116384318-47
NR2830--MA0039.3.KLF4	chr1	143466274	143466284	-	0.000	0.000	Merged-chr1-143466091-51
NR23950--MA0493.1.Klf1	chr15	82224397	82224407	+	0.000	0.000	Merged-chr15-82224462-30
NR57179--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR10874--MA0493.1.Klf1	chr11	70597424	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR56853--MA0039.3.KLF4	chr6	108630899	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR2505--MA0599.1.KLF5	chr1	133801283	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR42804--MA1107.1.KLF9	chr3	116487881	116487893	+	0.000	0.000	Merged-chr3-116487886-17
NR43696--MA0741.1.KLF16	chr3	142281223	142281233	+	0.000	0.000	Merged-chr3-142281213-32
NR20797--MA0493.1.Klf1	chr14	67886974	67886984	+	0.000	0.000	Merged-chr14-67887091-21
NR16500--MA0493.1.Klf1	chr13	33072120	33072130	+	0.000	0.000	Merged-chr13-33072044-31
NR3071--MA0599.1.KLF5	chr1	153304231	153304240	-	0.000	0.000	Merged-chr1-153304263-23
NR56871--MA0039.3.KLF4	chr6	108688445	108688455	+	0.000	0.000	Merged-chr6-108688529-50
NR52443--MA0741.1.KLF16	chr5	120831204	120831214	+	0.000	0.000	Merged-chr5-120831228-43
NR30298--MA0740.1.KLF14	chr17	80169132	80169145	+	0.000	0.000	Merged-chr17-80169005-20
NR66922--MA0742.1.Klf12	chr8	117481994	117482008	+	0.000	0.000	Merged-chr8-117482001-12
NR68886--MA0599.1.KLF5	chr9	57339937	57339946	-	0.000	0.000	Merged-chr9-57339944-60
NR57725--MA0493.1.Klf1	chr6	128796576	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR35273--MA0039.3.KLF4	chr2	25170652	25170662	-	0.000	0.000	Merged-chr2-25170502-21
NR42294--MA0740.1.KLF14	chr3	101570966	101570979	+	0.000	0.000	Merged-chr3-101570775-35
NR23063--MA0657.1.KLF13	chr15	58655195	58655212	+	0.000	0.000	Merged-chr15-58655104-54
NR61247--MA1107.1.KLF9	chr7	81075553	81075565	-	0.000	0.000	Merged-chr7-81075371-56
NR30300--MA0599.1.KLF5	chr17	80169133	80169142	+	0.000	0.000	Merged-chr17-80169005-20
NR57188--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR63762--MA0039.3.KLF4	chr7	142354083	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR23423--MA0599.1.KLF5	chr15	74935470	74935479	+	0.000	0.000	Merged-chr15-74935411-23
NR59483--MA0039.3.KLF4	chr7	25155931	25155941	+	0.000	0.000	Merged-chr7-25155994-40
NR41886--MA0599.1.KLF5	chr3	94388229	94388238	-	0.000	0.000	Merged-chr3-94388255-39
NR69748--MA0599.1.KLF5	chr9	79970927	79970936	+	0.000	0.000	Merged-chr9-79970896-33
NR17961--MA0039.3.KLF4	chr13	93990319	93990329	-	0.000	0.000	Merged-chr13-93990352-84
NR30411--MA1107.1.KLF9	chr17	83654858	83654870	-	0.000	0.000	Merged-chr17-83654883-58
NR58743--MA1107.1.KLF9	chr7	3290415	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR22226--MA0599.1.KLF5	chr15	3174252	3174261	-	0.000	0.000	Merged-chr15-3174330-41
NR65387--MA0039.3.KLF4	chr8	71286463	71286473	+	0.000	0.000	Merged-chr8-71286337-41
NR36965--MA0599.1.KLF5	chr2	85060752	85060761	-	0.000	0.000	Merged-chr2-85060915-54
NR60199--MA0599.1.KLF5	chr7	43437108	43437117	-	0.000	0.000	Merged-chr7-43436818-56
NR62052--MA0599.1.KLF5	chr7	110203788	110203797	-	0.000	0.000	Merged-chr7-110203728-41
NR37952--MA0599.1.KLF5	chr2	121008266	121008275	-	0.000	0.000	Merged-chr2-121008420-56
NR2774--MA0493.1.Klf1	chr1	138588035	138588045	-	0.000	0.000	Merged-chr1-138588005-39
NR11655--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR15133--MA1107.1.KLF9	chr12	94083629	94083641	+	0.000	0.000	Merged-chr12-94083592-14
NR3076--MA0493.1.Klf1	chr1	153304278	153304288	+	0.000	0.000	Merged-chr1-153304263-23
NR71206--MA0742.1.Klf12	chr9	117910975	117910989	-	0.000	0.000	Merged-chr9-117910970-21
NR52441--MA0039.3.KLF4	chr5	120831205	120831215	+	0.000	0.000	Merged-chr5-120831228-43
NR52438--MA0657.1.KLF13	chr5	120831202	120831219	+	0.000	0.000	Merged-chr5-120831228-43
NR4846--MA1107.1.KLF9	chr1	191850524	191850536	-	0.000	0.000	Merged-chr1-191850553-19
NR32498--MA0493.1.Klf1	chr18	80609767	80609777	+	0.000	0.000	Merged-chr18-80609939-56
NR51720--MA0599.1.KLF5	chr5	105616216	105616225	-	0.000	0.000	Merged-chr5-105616345-34
NR50019--MA0741.1.KLF16	chr5	35176571	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR62387--MA1107.1.KLF9	chr7	118499313	118499325	-	0.000	0.000	Merged-chr7-118499270-20
NR2344--MA1107.1.KLF9	chr1	128830826	128830838	-	0.000	0.000	Merged-chr1-128830861-23
NR42662--MA1107.1.KLF9	chr3	109133237	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR94--MA0039.3.KLF4	chr1	13301834	13301844	+	0.000	0.000	Merged-chr1-13301807-39
NR15129--MA1107.1.KLF9	chr12	94083598	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR55990--MA0599.1.KLF5	chr6	82744662	82744671	-	0.000	0.000	Merged-chr6-82744737-54
NR20790--MA0599.1.KLF5	chr14	67878037	67878046	-	0.000	0.000	Merged-chr14-67877957-30
NR40272--MA1107.1.KLF9	chr2	180732238	180732250	-	0.000	0.000	Merged-chr2-180732168-28
NR43525--MA0599.1.KLF5	chr3	136556572	136556581	-	0.000	0.000	Merged-chr3-136556627-33
NR52348--MA1107.1.KLF9	chr5	118465388	118465400	-	0.000	0.000	Merged-chr5-118465239-56
NR31212--MA0599.1.KLF5	chr18	34783618	34783627	-	0.000	0.000	Merged-chr18-34783714-45
NR68881--MA0742.1.Klf12	chr9	57278571	57278585	+	0.000	0.000	Merged-chr9-57278495-40
NR41042--MA0741.1.KLF16	chr3	52732180	52732190	+	0.000	0.000	Merged-chr3-52732187-17
NR66872--MA1107.1.KLF9	chr8	116952622	116952634	-	0.000	0.000	Merged-chr8-116952526-34
NR33523--MA0742.1.Klf12	chr19	24527492	24527506	+	0.000	0.000	Merged-chr19-24527365-48
NR36522--MA0493.1.Klf1	chr2	70092920	70092930	+	0.000	0.000	Merged-chr2-70092874-16
NR43758--MA0599.1.KLF5	chr3	144381105	144381114	+	0.000	0.000	Merged-chr3-144381351-98
NR39339--MA1107.1.KLF9	chr2	160657971	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR63935--MA0599.1.KLF5	chr8	3353399	3353408	+	0.000	0.000	Merged-chr8-3353373-47
NR12272--MA0740.1.KLF14	chr11	102284766	102284779	+	0.000	0.000	Merged-chr11-102284938-63
NR57480--MA0493.1.Klf1	chr6	125067859	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR30453--MA0493.1.Klf1	chr17	83854488	83854498	+	0.000	0.000	Merged-chr17-83854411-35
NR22229--MA0741.1.KLF16	chr15	3174251	3174261	-	0.000	0.000	Merged-chr15-3174330-41
NR66890--MA1107.1.KLF9	chr8	117052555	117052567	-	0.000	0.000	Merged-chr8-117052612-3
NR5025--MA0742.1.Klf12	chr1	194995347	194995361	+	0.000	0.000	Merged-chr1-194995347-49
NR5946--MA0493.1.Klf1	chr10	53461610	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR47682--MA1107.1.KLF9	chr4	132749032	132749044	-	0.000	0.000	Merged-chr4-132748989-25
NR56852--MA0599.1.KLF5	chr6	108630898	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR11832--MA0599.1.KLF5	chr11	95834562	95834571	+	0.000	0.000	Merged-chr11-95834511-50
NR18518--MA0741.1.KLF16	chr13	107095396	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR34459--MA0493.1.Klf1	chr19	56756564	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR15707--MA1107.1.KLF9	chr12	110506241	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR20428--MA0599.1.KLF5	chr14	55913577	55913586	+	0.000	0.000	Merged-chr14-55913661-13
NR39490--MA0742.1.Klf12	chr2	164867101	164867115	+	0.000	0.000	Merged-chr2-164866998-31
NR5945--MA0039.3.KLF4	chr10	53461608	53461618	-	0.000	0.000	Merged-chr10-53461441-37
NR66896--MA0599.1.KLF5	chr8	117074706	117074715	+	0.000	0.000	Merged-chr8-117074609-38
NR16046--MA0599.1.KLF5	chr12	118428455	118428464	+	0.000	0.000	Merged-chr12-118428603-36
NR48969--MA0742.1.Klf12	chr4	154105753	154105767	-	0.000	0.000	Merged-chr4-154105612-38
NR12479--MA0599.1.KLF5	chr11	106193700	106193709	+	0.000	0.000	Merged-chr11-106193514-84
NR15189--MA0599.1.KLF5	chr12	99468029	99468038	-	0.000	0.000	Merged-chr12-99468213-62
NR57265--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR71137--MA0599.1.KLF5	chr9	116384208	116384217	-	0.000	0.000	Merged-chr9-116384318-47
NR35272--MA0742.1.Klf12	chr2	25170650	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR66886--MA1107.1.KLF9	chr8	117052547	117052559	-	0.000	0.000	Merged-chr8-117052612-3
NR20994--MA0742.1.Klf12	chr14	73596754	73596768	+	0.000	0.000	Merged-chr14-73596722-14
NR24074--MA0741.1.KLF16	chr15	84896461	84896471	+	0.000	0.000	Merged-chr15-84896641-45
NR16045--MA1107.1.KLF9	chr12	118424068	118424080	-	0.000	0.000	Merged-chr12-118424167-25
NR33649--MA0741.1.KLF16	chr19	31337345	31337355	-	0.000	0.000	Merged-chr19-31337298-1
NR54155--MA0741.1.KLF16	chr5	146655615	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR18175--MA0740.1.KLF14	chr13	98692030	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR37957--MA0740.1.KLF14	chr2	121008393	121008406	-	0.000	0.000	Merged-chr2-121008420-56
NR55404--MA0493.1.Klf1	chr6	51533557	51533567	+	0.000	0.000	Merged-chr6-51533616-16
NR70861--MA0741.1.KLF16	chr9	110896831	110896841	-	0.000	0.000	Merged-chr9-110896831-29
NR63761--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR52520--MA0599.1.KLF5	chr5	122430273	122430282	+	0.000	0.000	Merged-chr5-122430278-22
NR10210--MA0599.1.KLF5	chr11	53810334	53810343	-	0.000	0.000	Merged-chr11-53810428-22
NR59482--MA0599.1.KLF5	chr7	25155910	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR38199--MA0742.1.Klf12	chr2	128470704	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR12501--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR56171--MA0742.1.Klf12	chr6	87038456	87038470	-	0.000	0.000	Merged-chr6-87038264-54
NR16736--MA0599.1.KLF5	chr13	43250875	43250884	+	0.000	0.000	Merged-chr13-43250604-89
NR70526--MA0741.1.KLF16	chr9	104269533	104269543	+	0.000	0.000	Merged-chr9-104269530-16
NR49988--MA1107.1.KLF9	chr5	34636796	34636808	-	0.000	0.000	Merged-chr5-34636823-94
NR24688--MA0039.3.KLF4	chr15	99009040	99009050	+	0.000	0.000	Merged-chr15-99008995-43
NR62051--MA0742.1.Klf12	chr7	110203784	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR38197--MA0493.1.Klf1	chr2	128470480	128470490	+	0.000	0.000	Merged-chr2-128470524-44
NR50021--MA0742.1.Klf12	chr5	35176592	35176606	+	0.000	0.000	Merged-chr5-35176446-65
NR746--MA0742.1.Klf12	chr1	52578381	52578395	+	0.000	0.000	Merged-chr1-52578518-39
NR12398--MA1107.1.KLF9	chr11	104631543	104631555	-	0.000	0.000	Merged-chr11-104631492-24
NR28851--MA1107.1.KLF9	chr17	35841734	35841746	-	0.000	0.000	Merged-chr17-35841564-66
NR57727--MA1107.1.KLF9	chr6	128796574	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR17964--MA0741.1.KLF16	chr13	93990540	93990550	+	0.000	0.000	Merged-chr13-93990352-84
NR13733--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR17956--MA0599.1.KLF5	chr13	93763102	93763111	-	0.000	0.000	Merged-chr13-93763032-30
NR17345--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR29274--MA1107.1.KLF9	chr17	47943116	47943128	+	0.000	0.000	Merged-chr17-47943297-31
NR18176--MA0657.1.KLF13	chr13	98692027	98692044	-	0.000	0.000	Merged-chr13-98692096-35
NR42290--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR3266--MA0493.1.Klf1	chr1	156459830	156459840	+	0.000	0.000	Merged-chr1-156459929-41
NR52440--MA0599.1.KLF5	chr5	120831204	120831213	+	0.000	0.000	Merged-chr5-120831228-43
NR9245--MA1107.1.KLF9	chr11	5005465	5005477	+	0.000	0.000	Merged-chr11-5005546-13
NR22555--MA0599.1.KLF5	chr15	31357168	31357177	+	0.000	0.000	Merged-chr15-31357016-32
NR54284--MA0599.1.KLF5	chr5	149246287	149246296	+	0.000	0.000	Merged-chr5-149246178-51
NR10102--MA1107.1.KLF9	chr11	51931920	51931932	+	0.000	0.000	Merged-chr11-51931974-36
NR55547--MA0039.3.KLF4	chr6	54685277	54685287	-	0.000	0.000	Merged-chr6-54685260-34
NR42266--MA0493.1.Klf1	chr3	101224331	101224341	+	0.000	0.000	Merged-chr3-101224387-31
NR12474--MA0740.1.KLF14	chr11	106193665	106193678	+	0.000	0.000	Merged-chr11-106193514-84
NR43494--MA1107.1.KLF9	chr3	135675685	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR13359--MA0493.1.Klf1	chr12	4065643	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR65166--MA1107.1.KLF9	chr8	68158285	68158297	+	0.000	0.000	Merged-chr8-68158417-16
NR36184--MA0741.1.KLF16	chr2	52319513	52319523	-	0.000	0.000	Merged-chr2-52319482-58
NR49585--MA0742.1.Klf12	chr5	23722185	23722199	+	0.000	0.000	Merged-chr5-23722080-21
NR13050--MA0493.1.Klf1	chr11	117611237	117611247	+	0.000	0.000	Merged-chr11-117611199-52
NR93--MA0599.1.KLF5	chr1	13301833	13301842	+	0.000	0.000	Merged-chr1-13301807-39
NR26233--MA1107.1.KLF9	chr16	49982428	49982440	-	0.000	0.000	Merged-chr16-49982447-38
NR33650--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR12276--MA0742.1.Klf12	chr11	102284774	102284788	-	0.000	0.000	Merged-chr11-102284938-63
NR62043--MA0742.1.Klf12	chr7	110202890	110202904	+	0.000	0.000	Merged-chr7-110202943-8
NR12780--MA0599.1.KLF5	chr11	114699564	114699573	+	0.000	0.000	Merged-chr11-114699717-26
NR24686--MA0742.1.Klf12	chr15	99009038	99009052	+	0.000	0.000	Merged-chr15-99008995-43
NR42297--MA1107.1.KLF9	chr3	101570966	101570978	+	0.000	0.000	Merged-chr3-101570775-35
NR30406--MA0599.1.KLF5	chr17	83654866	83654875	-	0.000	0.000	Merged-chr17-83654883-58
NR51639--MA0741.1.KLF16	chr5	103365877	103365887	-	0.000	0.000	Merged-chr5-103365833-17
NR42292--MA0039.3.KLF4	chr3	101570948	101570958	+	0.000	0.000	Merged-chr3-101570775-35
NR52230--MA0599.1.KLF5	chr5	115516564	115516573	+	0.000	0.000	Merged-chr5-115516638-85
NR7617--MA0493.1.Klf1	chr10	88540383	88540393	-	0.000	0.000	Merged-chr10-88540211-41
NR41078--MA0493.1.Klf1	chr3	54567550	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR66897--MA0741.1.KLF16	chr8	117074700	117074710	+	0.000	0.000	Merged-chr8-117074609-38
NR8398--MA0493.1.Klf1	chr10	117861085	117861095	-	0.000	0.000	Merged-chr10-117861044-50
NR69651--MA1107.1.KLF9	chr9	78074209	78074221	+	0.000	0.000	Merged-chr9-78074095-46
NR68883--MA0039.3.KLF4	chr9	57278573	57278583	+	0.000	0.000	Merged-chr9-57278495-40
NR62047--MA0741.1.KLF16	chr7	110202891	110202901	+	0.000	0.000	Merged-chr7-110202943-8
NR52435--MA1107.1.KLF9	chr5	120688650	120688662	-	0.000	0.000	Merged-chr5-120688663-27
NR34797--MA0599.1.KLF5	chr2	9548544	9548553	-	0.000	0.000	Merged-chr2-9548561-14
NR8863--MA1107.1.KLF9	chr10	127141094	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR47081--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR11877--MA0039.3.KLF4	chr11	97104263	97104273	+	0.000	0.000	Merged-chr11-97104187-33
NR53525--MA1107.1.KLF9	chr5	137692128	137692140	+	0.000	0.000	Merged-chr5-137692077-23
NR12865--MA0493.1.Klf1	chr11	115603931	115603941	-	0.000	0.000	Merged-chr11-115603871-66
NR26458--MA0493.1.Klf1	chr16	64800651	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR36049--MA1107.1.KLF9	chr2	45172976	45172988	-	0.000	0.000	Merged-chr2-45172921-51
NR3312--MA0599.1.KLF5	chr1	156956591	156956600	-	0.000	0.000	Merged-chr1-156956579-55
NR57192--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR5944--MA0599.1.KLF5	chr10	53461610	53461619	-	0.000	0.000	Merged-chr10-53461441-37
NR65894--MA0741.1.KLF16	chr8	84825803	84825813	-	0.000	0.000	Merged-chr8-84825845-44
NR54531--MA0599.1.KLF5	chr6	8648813	8648822	+	0.000	0.000	Merged-chr6-8648625-101
NR52338--MA0599.1.KLF5	chr5	118404363	118404372	+	0.000	0.000	Merged-chr5-118404562-37
NR20795--MA0742.1.Klf12	chr14	67886974	67886988	+	0.000	0.000	Merged-chr14-67887091-21
NR5155--MA1107.1.KLF9	chr10	8415517	8415529	-	0.000	0.000	Merged-chr10-8415419-33
NR15132--MA0493.1.Klf1	chr12	94083629	94083639	+	0.000	0.000	Merged-chr12-94083592-14
NR42803--MA0741.1.KLF16	chr3	116487882	116487892	+	0.000	0.000	Merged-chr3-116487886-17
NR32500--MA1107.1.KLF9	chr18	80609767	80609779	+	0.000	0.000	Merged-chr18-80609939-56
NR20699--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR19397--MA1107.1.KLF9	chr14	20168669	20168681	-	0.000	0.000	Merged-chr14-20168649-33
NR35644--MA0039.3.KLF4	chr2	31131252	31131262	+	0.000	0.000	Merged-chr2-31131193-36
NR60803--MA0740.1.KLF14	chr7	64043089	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR52128--MA0599.1.KLF5	chr5	114246605	114246614	+	0.000	0.000	Merged-chr5-114246791-23
NR42661--MA0493.1.Klf1	chr3	109133237	109133247	+	0.000	0.000	Merged-chr3-109133281-24
NR57482--MA1107.1.KLF9	chr6	125067857	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR15128--MA0493.1.Klf1	chr12	94083598	94083608	+	0.000	0.000	Merged-chr12-94083592-14
NR28847--MA0740.1.KLF14	chr17	35841733	35841746	-	0.000	0.000	Merged-chr17-35841564-66
NR57726--MA0741.1.KLF16	chr6	128796575	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR27052--MA0599.1.KLF5	chr16	91780938	91780947	-	0.000	0.000	Merged-chr16-91781071-63
NR30455--MA1107.1.KLF9	chr17	83854488	83854500	+	0.000	0.000	Merged-chr17-83854411-35
NR51273--MA0741.1.KLF16	chr5	93092483	93092493	-	0.000	0.000	Merged-chr5-93092425-6
NR53756--MA0742.1.Klf12	chr5	140638132	140638146	+	0.000	0.000	Merged-chr5-140638213-26
NR62046--MA0493.1.Klf1	chr7	110202890	110202900	+	0.000	0.000	Merged-chr7-110202943-8
NR24669--MA0599.1.KLF5	chr15	98934504	98934513	+	0.000	0.000	Merged-chr15-98934343-98
NR52347--MA0493.1.Klf1	chr5	118465400	118465410	-	0.000	0.000	Merged-chr5-118465239-56
NR22703--MA1107.1.KLF9	chr15	38143647	38143659	+	0.000	0.000	Merged-chr15-38143465-33
NR52439--MA0742.1.Klf12	chr5	120831203	120831217	+	0.000	0.000	Merged-chr5-120831228-43
NR43694--MA0740.1.KLF14	chr3	142281222	142281235	+	0.000	0.000	Merged-chr3-142281213-32
NR65893--MA0493.1.Klf1	chr8	84825809	84825819	-	0.000	0.000	Merged-chr8-84825845-44
NR8462--MA0740.1.KLF14	chr10	118884341	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR50870--MA0493.1.Klf1	chr5	73206407	73206417	-	0.000	0.000	Merged-chr5-73206518-35
NR24687--MA0599.1.KLF5	chr15	99009039	99009048	+	0.000	0.000	Merged-chr15-99008995-43
NR9239--MA0740.1.KLF14	chr11	5005465	5005478	+	0.000	0.000	Merged-chr11-5005546-13
NR62045--MA0039.3.KLF4	chr7	110202892	110202902	+	0.000	0.000	Merged-chr7-110202943-8
NR13329--MA0741.1.KLF16	chr11	121706536	121706546	-	0.000	0.000	Merged-chr11-121706633-48
NR39494--MA1107.1.KLF9	chr2	164867101	164867113	+	0.000	0.000	Merged-chr2-164866998-31
NR20792--MA1107.1.KLF9	chr14	67878035	67878047	-	0.000	0.000	Merged-chr14-67877957-30
NR20998--MA1107.1.KLF9	chr14	73596754	73596766	+	0.000	0.000	Merged-chr14-73596722-14
NR47681--MA0493.1.Klf1	chr4	132749054	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR30549--MA0039.3.KLF4	chr17	85908831	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR69050--MA0741.1.KLF16	chr9	61427105	61427115	-	0.000	0.000	Merged-chr9-61427187-31
NR37423--MA0599.1.KLF5	chr2	103754856	103754865	+	0.000	0.000	Merged-chr2-103754819-28
NR22130--MA0657.1.KLF13	chr14	122186863	122186880	+	0.000	0.000	Merged-chr14-122187060-26
NR63853--MA0599.1.KLF5	chr7	143724047	143724056	-	0.000	0.000	Merged-chr7-143724096-15
NR20928--MA0742.1.Klf12	chr14	71113728	71113742	+	0.000	0.000	Merged-chr14-71113589-38
NR15706--MA0493.1.Klf1	chr12	110506243	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR30450--MA0742.1.Klf12	chr17	83854488	83854502	+	0.000	0.000	Merged-chr17-83854411-35
NR22589--MA0742.1.Klf12	chr15	34050335	34050349	-	0.000	0.000	Merged-chr15-34050417-28
NR12422--MA0741.1.KLF16	chr11	105589601	105589611	+	0.000	0.000	Merged-chr11-105589746-85
NR16501--MA0599.1.KLF5	chr13	33077252	33077261	-	0.000	0.000	Merged-chr13-33077340-51
NR13360--MA1107.1.KLF9	chr12	4065643	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR57264--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR68067--MA0599.1.KLF5	chr9	25186659	25186668	+	0.000	0.000	Merged-chr9-25186654-66
NR57184--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR23117--MA0039.3.KLF4	chr15	60120106	60120116	-	0.000	0.000	Merged-chr15-60120172-38
NR28848--MA0657.1.KLF13	chr17	35841730	35841747	-	0.000	0.000	Merged-chr17-35841564-66
NR7937--MA0741.1.KLF16	chr10	99268729	99268739	-	0.000	0.000	Merged-chr10-99268874-71
NR10356--MA0740.1.KLF14	chr11	58096413	58096426	+	0.000	0.000	Merged-chr11-58096378-33
NR30454--MA0741.1.KLF16	chr17	83854489	83854499	+	0.000	0.000	Merged-chr17-83854411-35
NR63522--MA0599.1.KLF5	chr7	139169315	139169324	+	0.000	0.000	Merged-chr7-139169350-23
NR44957--MA0039.3.KLF4	chr4	40781323	40781333	+	0.000	0.000	Merged-chr4-40781341-5
NR63861--MA1107.1.KLF9	chr7	143724082	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR7279--MA0599.1.KLF5	chr10	81401934	81401943	-	0.000	0.000	Merged-chr10-81401925-26
NR16044--MA0493.1.Klf1	chr12	118424070	118424080	-	0.000	0.000	Merged-chr12-118424167-25
NR22087--MA0599.1.KLF5	chr14	121422502	121422511	-	0.000	0.000	Merged-chr14-121422362-22
NR34457--MA0657.1.KLF13	chr19	56756558	56756575	-	0.000	0.000	Merged-chr19-56756635-43
NR68967--MA0599.1.KLF5	chr9	58583283	58583292	-	0.000	0.000	Merged-chr9-58583464-18
NR66898--MA1107.1.KLF9	chr8	117074699	117074711	+	0.000	0.000	Merged-chr8-117074609-38
NR39499--MA0740.1.KLF14	chr2	164943169	164943182	-	0.000	0.000	Merged-chr2-164943047-31
NR11395--MA0039.3.KLF4	chr11	82214554	82214564	-	0.000	0.000	Merged-chr11-82214647-44
NR8463--MA0657.1.KLF13	chr10	118884338	118884355	-	0.000	0.000	Merged-chr10-118884259-20
NR43759--MA0742.1.Klf12	chr3	144381759	144381773	+	0.000	0.000	Merged-chr3-144381817-2
NR9785--MA0493.1.Klf1	chr11	32580749	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR17343--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR50679--MA0599.1.KLF5	chr5	64864833	64864842	+	0.000	0.000	Merged-chr5-64864889-25
NR42291--MA0599.1.KLF5	chr3	101570947	101570956	+	0.000	0.000	Merged-chr3-101570775-35
NR38200--MA0599.1.KLF5	chr2	128470708	128470717	-	0.000	0.000	Merged-chr2-128470524-44
NR12280--MA0493.1.Klf1	chr11	102284778	102284788	-	0.000	0.000	Merged-chr11-102284938-63
