#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR50368--MA0740.1.KLF14	chr5	135115296	135115309	+	0.000	0.000	Merged-chr5-135115482-49
NR15921--MA0599.1.KLF5	chr13	32868381	32868390	+	0.000	0.000	Merged-chr13-32868285-30
NR48832--MA0741.1.KLF16	chr5	103365877	103365887	-	0.000	0.000	Merged-chr5-103365833-17
NR49225--MA0493.1.Klf1	chr5	112301909	112301919	+	0.000	0.000	Merged-chr5-112301937-36
NR66284--MA1107.1.KLF9	chr9	114446424	114446436	-	0.000	0.000	Merged-chr9-114446417-16
NR5473--MA0039.3.KLF4	chr10	43004696	43004706	+	0.000	0.000	Merged-chr10-43004823-13
NR33935--MA0741.1.KLF16	chr2	34938784	34938794	+	0.000	0.000	Merged-chr2-34938971-69
NR14589--MA0493.1.Klf1	chr12	99642764	99642774	+	0.000	0.000	Merged-chr12-99642640-25
NR13634--MA0599.1.KLF5	chr12	54568772	54568781	-	0.000	0.000	Merged-chr12-54568862-31
NR55710--MA1107.1.KLF9	chr7	24369909	24369921	-	0.000	0.000	Merged-chr7-24370030-56
NR20469--MA0742.1.Klf12	chr14	101879180	101879194	+	0.000	0.000	Merged-chr14-101879110-69
NR58551--MA0599.1.KLF5	chr7	119855057	119855066	+	0.000	0.000	Merged-chr7-119855035-12
NR32044--MA1107.1.KLF9	chr19	38746133	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR21596--MA0493.1.Klf1	chr15	51803265	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR54719--MA1107.1.KLF9	chr6	142955193	142955205	+	0.000	0.000	Merged-chr6-142955079-5
NR32042--MA0741.1.KLF16	chr19	38746128	38746138	-	0.000	0.000	Merged-chr19-38746267-36
NR6429--MA0039.3.KLF4	chr10	79692124	79692134	+	0.000	0.000	Merged-chr10-79692164-17
NR31854--MA0741.1.KLF16	chr19	31337345	31337355	-	0.000	0.000	Merged-chr19-31337298-1
NR4075--MA1107.1.KLF9	chr1	184005773	184005785	+	0.000	0.000	Merged-chr1-184005889-70
NR28312--MA0493.1.Klf1	chr17	74865000	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR10270--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR16540--MA0741.1.KLF16	chr13	54073632	54073642	+	0.000	0.000	Merged-chr13-54073650-18
NR16811--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR65884--MA1107.1.KLF9	chr9	106430935	106430947	+	0.000	0.000	Merged-chr9-106430870-17
NR16801--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR30123--MA0741.1.KLF16	chr18	65107251	65107261	+	0.000	0.000	Merged-chr18-65107334-45
NR1123--MA0039.3.KLF4	chr1	75213261	75213271	-	0.000	0.000	Merged-chr1-75213327-22
NR59091--MA0741.1.KLF16	chr7	128555757	128555767	-	0.000	0.000	Merged-chr7-128555863-14
NR15908--MA0741.1.KLF16	chr13	30756243	30756253	+	0.000	0.000	Merged-chr13-30756228-14
NR7715--MA0741.1.KLF16	chr10	111031829	111031839	+	0.000	0.000	Merged-chr10-111031729-43
NR24265--MA0742.1.Klf12	chr16	33769775	33769789	-	0.000	0.000	Merged-chr16-33769896-51
NR15701--MA1107.1.KLF9	chr13	15982597	15982609	+	0.000	0.000	Merged-chr13-15982553-21
NR49229--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR43524--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR27885--MA0741.1.KLF16	chr17	56905172	56905182	+	0.000	0.000	Merged-chr17-56905051-10
NR50369--MA0657.1.KLF13	chr5	135115295	135115312	+	0.000	0.000	Merged-chr5-135115482-49
NR34647--MA0742.1.Klf12	chr2	71275531	71275545	+	0.000	0.000	Merged-chr2-71275399-1
NR12790--MA0657.1.KLF13	chr11	118200326	118200343	-	0.000	0.000	Merged-chr11-118200400-19
NR51400--MA0657.1.KLF13	chr6	5295225	5295242	+	0.000	0.000	Merged-chr6-5295174-26
NR47897--MA0599.1.KLF5	chr5	67155620	67155629	+	0.000	0.000	Merged-chr5-67155759-12
NR52920--MA1107.1.KLF9	chr6	86607662	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR39436--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR39221--MA0039.3.KLF4	chr3	68784313	68784323	-	0.000	0.000	Merged-chr3-68784168-43
NR67716--MA0599.1.KLF5	chrX	102032000	102032009	-	0.000	0.000	Merged-chrX-102031926-48
NR19847--MA0599.1.KLF5	chr14	67911783	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR24781--MA0493.1.Klf1	chr16	64800651	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR29532--MA0493.1.Klf1	chr18	39141876	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR58686--MA0599.1.KLF5	chr7	122317172	122317181	+	0.000	0.000	Merged-chr7-122317075-24
NR26742--MA0599.1.KLF5	chr17	29297795	29297804	+	0.000	0.000	Merged-chr17-29297953-13
NR19613--MA1107.1.KLF9	chr14	59553220	59553232	+	0.000	0.000	Merged-chr14-59553394-22
NR29674--MA0741.1.KLF16	chr18	46917802	46917812	-	0.000	0.000	Merged-chr18-46917814-10
NR2152--MA0599.1.KLF5	chr1	131049359	131049368	+	0.000	0.000	Merged-chr1-131049436-17
NR58609--MA0742.1.Klf12	chr7	120921325	120921339	-	0.000	0.000	Merged-chr7-120921372-21
NR26686--MA0742.1.Klf12	chr17	28590943	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR21600--MA0039.3.KLF4	chr15	52753914	52753924	+	0.000	0.000	Merged-chr15-52753697-52
NR34724--MA0657.1.KLF13	chr2	72328314	72328331	+	0.000	0.000	Merged-chr2-72328482-10
NR40104--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR50289--MA0493.1.Klf1	chr5	134494506	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR58337--MA0599.1.KLF5	chr7	114356566	114356575	-	0.000	0.000	Merged-chr7-114356592-29
NR7475--MA1107.1.KLF9	chr10	98776715	98776727	-	0.000	0.000	Merged-chr10-98776574-38
NR19841--MA0039.3.KLF4	chr14	67841918	67841928	-	0.000	0.000	Merged-chr14-67841831-15
NR63261--MA0039.3.KLF4	chr8	128552208	128552218	+	0.000	0.000	Merged-chr8-128552310-6
NR59673--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR6820--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR7122--MA0493.1.Klf1	chr10	88428304	88428314	-	0.000	0.000	Merged-chr10-88428108-41
NR64141--MA1107.1.KLF9	chr9	50537457	50537469	+	0.000	0.000	Merged-chr9-50537430-19
NR10513--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR11388--MA0599.1.KLF5	chr11	90687698	90687707	-	0.000	0.000	Merged-chr11-90687520-18
NR30219--MA1107.1.KLF9	chr18	67255881	67255893	-	0.000	0.000	Merged-chr18-67255745-40
NR19608--MA0741.1.KLF16	chr14	59553208	59553218	+	0.000	0.000	Merged-chr14-59553394-22
NR57358--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR51275--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR53316--MA0039.3.KLF4	chr6	100824744	100824754	+	0.000	0.000	Merged-chr6-100824678-47
NR23494--MA1107.1.KLF9	chr16	3962973	3962985	+	0.000	0.000	Merged-chr16-3962878-14
NR32664--MA0599.1.KLF5	chr19	56756824	56756833	-	0.000	0.000	Merged-chr19-56756635-43
NR32047--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR21753--MA1107.1.KLF9	chr15	60120078	60120090	-	0.000	0.000	Merged-chr15-60120172-38
NR47902--MA0599.1.KLF5	chr5	67155755	67155764	+	0.000	0.000	Merged-chr5-67155759-12
NR45833--MA1107.1.KLF9	chr4	141917898	141917910	-	0.000	0.000	Merged-chr4-141918116-30
NR37527--MA0599.1.KLF5	chr2	164828986	164828995	+	0.000	0.000	Merged-chr2-164829091-12
NR48763--MA0493.1.Klf1	chr5	100572397	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR7359--MA1107.1.KLF9	chr10	94942957	94942969	+	0.000	0.000	Merged-chr10-94942923-6
NR14613--MA0741.1.KLF16	chr12	100480844	100480854	+	0.000	0.000	Merged-chr12-100480598-53
NR35462--MA0039.3.KLF4	chr2	103658741	103658751	-	0.000	0.000	Merged-chr2-103658723-12
NR53456--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR14518--MA1107.1.KLF9	chr12	94083629	94083641	+	0.000	0.000	Merged-chr12-94083592-14
NR14880--MA0039.3.KLF4	chr12	104999344	104999354	-	0.000	0.000	Merged-chr12-104999417-2
NR18779--MA1107.1.KLF9	chr14	25161886	25161898	+	0.000	0.000	Merged-chr14-25161984-35
NR35990--MA0741.1.KLF16	chr2	122673095	122673105	+	0.000	0.000	Merged-chr2-122673136-39
NR53465--MA0742.1.Klf12	chr6	108922764	108922778	-	0.000	0.000	Merged-chr6-108922782-44
NR31582--MA1107.1.KLF9	chr19	17256999	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR39478--MA0493.1.Klf1	chr3	87266865	87266875	-	0.000	0.000	Merged-chr3-87266700-20
NR14634--MA0039.3.KLF4	chr12	100928459	100928469	-	0.000	0.000	Merged-chr12-100928517-22
NR41435--MA0742.1.Klf12	chr3	141778822	141778836	-	0.000	0.000	Merged-chr3-141778800-74
NR3050--MA0599.1.KLF5	chr1	159813016	159813025	-	0.000	0.000	Merged-chr1-159812982-41
NR30014--MA0493.1.Klf1	chr18	62089810	62089820	-	0.000	0.000	Merged-chr18-62089904-13
NR43480--MA0599.1.KLF5	chr4	70303936	70303945	+	0.000	0.000	Merged-chr4-70303963-30
NR33017--MA0742.1.Klf12	chr2	6444947	6444961	+	0.000	0.000	Merged-chr2-6444990-17
NR1975--MA1107.1.KLF9	chr1	121241526	121241538	-	0.000	0.000	Merged-chr1-121241343-38
NR40553--MA0741.1.KLF16	chr3	116434981	116434991	-	0.000	0.000	Merged-chr3-116434903-21
NR25320--MA0039.3.KLF4	chr16	91588191	91588201	+	0.000	0.000	Merged-chr16-91588038-25
NR49950--MA0741.1.KLF16	chr5	125052283	125052293	+	0.000	0.000	Merged-chr5-125052528-23
NR62535--MA1107.1.KLF9	chr8	117052555	117052567	-	0.000	0.000	Merged-chr8-117052612-3
NR56618--MA1107.1.KLF9	chr7	45771257	45771269	+	0.000	0.000	Merged-chr7-45771241-24
NR21409--MA1107.1.KLF9	chr15	36562768	36562780	+	0.000	0.000	Merged-chr15-36562926-39
NR3816--MA0741.1.KLF16	chr1	178182343	178182353	+	0.000	0.000	Merged-chr1-178182458-49
NR46477--MA0741.1.KLF16	chr4	154105712	154105722	-	0.000	0.000	Merged-chr4-154105612-38
NR44873--MA0039.3.KLF4	chr4	129060104	129060114	-	0.000	0.000	Merged-chr4-129060075-18
NR40295--MA0741.1.KLF16	chr3	105825731	105825741	+	0.000	0.000	Merged-chr3-105825792-34
NR184--MA0493.1.Klf1	chr1	21870788	21870798	+	0.000	0.000	Merged-chr1-21870806-15
NR53967--MA0742.1.Klf12	chr6	125067855	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR28614--MA0599.1.KLF5	chr17	84116731	84116740	+	0.000	0.000	Merged-chr17-84116630-65
NR48673--MA0039.3.KLF4	chr5	97964566	97964576	-	0.000	0.000	Merged-chr5-97964675-19
NR6883--MA1107.1.KLF9	chr10	83336548	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR3139--MA1107.1.KLF9	chr1	161791977	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR28707--MA1107.1.KLF9	chr17	85908829	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR16808--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR29152--MA1107.1.KLF9	chr18	14675768	14675780	+	0.000	0.000	Merged-chr18-14675814-20
NR5472--MA0599.1.KLF5	chr10	43004695	43004704	+	0.000	0.000	Merged-chr10-43004823-13
NR59088--MA0741.1.KLF16	chr7	128555753	128555763	-	0.000	0.000	Merged-chr7-128555863-14
NR48503--MA0741.1.KLF16	chr5	92967509	92967519	+	0.000	0.000	Merged-chr5-92967427-8
NR7714--MA0493.1.Klf1	chr10	111031828	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR36917--MA0599.1.KLF5	chr2	150918853	150918862	+	0.000	0.000	Merged-chr2-150918832-31
NR2183--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR37219--MA0599.1.KLF5	chr2	157447413	157447422	+	0.000	0.000	Merged-chr2-157447566-79
NR13126--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR41743--MA1107.1.KLF9	chr3	148419632	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR65967--MA0741.1.KLF16	chr9	107551418	107551428	+	0.000	0.000	Merged-chr9-107551360-55
NR21339--MA0599.1.KLF5	chr15	31357168	31357177	+	0.000	0.000	Merged-chr15-31357016-32
NR6428--MA0599.1.KLF5	chr10	79692123	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR34646--MA0740.1.KLF14	chr2	71275531	71275544	+	0.000	0.000	Merged-chr2-71275399-1
NR14326--MA0039.3.KLF4	chr12	85632519	85632529	-	0.000	0.000	Merged-chr12-85632486-20
NR34648--MA0599.1.KLF5	chr2	71275532	71275541	+	0.000	0.000	Merged-chr2-71275399-1
NR10605--MA0741.1.KLF16	chr11	72963735	72963745	-	0.000	0.000	Merged-chr11-72963811-9
NR65071--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR9594--MA0493.1.Klf1	chr11	49177975	49177985	-	0.000	0.000	Merged-chr11-49177868-11
NR1122--MA0599.1.KLF5	chr1	75213263	75213272	-	0.000	0.000	Merged-chr1-75213327-22
NR62688--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR28873--MA1107.1.KLF9	chr17	88479189	88479201	-	0.000	0.000	Merged-chr17-88479234-18
NR49228--MA0599.1.KLF5	chr5	112311049	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR58503--MA1107.1.KLF9	chr7	118499313	118499325	-	0.000	0.000	Merged-chr7-118499270-20
NR62795--MA0039.3.KLF4	chr8	121995344	121995354	-	0.000	0.000	Merged-chr8-121995236-25
NR27381--MA0741.1.KLF16	chr17	44569346	44569356	+	0.000	0.000	Merged-chr17-44569444-63
NR40519--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR39435--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR13129--MA0657.1.KLF13	chr12	8829881	8829898	-	0.000	0.000	Merged-chr12-8829730-25
NR24173--MA0039.3.KLF4	chr16	31148904	31148914	+	0.000	0.000	Merged-chr16-31149070-8
NR33334--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR62559--MA0493.1.Klf1	chr8	117278227	117278237	-	0.000	0.000	Merged-chr8-117278352-17
NR49227--MA1107.1.KLF9	chr5	112301909	112301921	+	0.000	0.000	Merged-chr5-112301937-36
NR9895--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR61281--MA0493.1.Klf1	chr8	75082634	75082644	-	0.000	0.000	Merged-chr8-75082480-28
NR31852--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR50290--MA1107.1.KLF9	chr5	134494506	134494518	+	0.000	0.000	Merged-chr5-134494514-28
NR37492--MA0493.1.Klf1	chr2	164041216	164041226	+	0.000	0.000	Merged-chr2-164041176-18
NR53451--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR34978--MA0039.3.KLF4	chr2	79122755	79122765	+	0.000	0.000	Merged-chr2-79122721-3
NR36175--MA0741.1.KLF16	chr2	128318409	128318419	+	0.000	0.000	Merged-chr2-128318457-15
NR40109--MA0599.1.KLF5	chr3	101588935	101588944	+	0.000	0.000	Merged-chr3-101588946-10
NR10241--MA0493.1.Klf1	chr11	64116917	64116927	-	0.000	0.000	Merged-chr11-64116814-48
NR41230--MA0599.1.KLF5	chr3	135440448	135440457	-	0.000	0.000	Merged-chr3-135440382-31
NR33333--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR59145--MA0039.3.KLF4	chr7	130369647	130369657	+	0.000	0.000	Merged-chr7-130369779-7
NR7759--MA1107.1.KLF9	chr10	111635682	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR45124--MA0599.1.KLF5	chr4	132771916	132771925	+	0.000	0.000	Merged-chr4-132771976-11
NR19840--MA0599.1.KLF5	chr14	67841920	67841929	-	0.000	0.000	Merged-chr14-67841831-15
NR48508--MA0741.1.KLF16	chr5	92967514	92967524	+	0.000	0.000	Merged-chr5-92967427-8
NR682--MA0493.1.Klf1	chr1	52578408	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR37491--MA0039.3.KLF4	chr2	164041241	164041251	-	0.000	0.000	Merged-chr2-164041176-18
NR24329--MA0742.1.Klf12	chr16	35984017	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR48489--MA0741.1.KLF16	chr5	92961723	92961733	+	0.000	0.000	Merged-chr5-92961688-16
NR51274--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR28581--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR26816--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR19373--MA0039.3.KLF4	chr14	54061510	54061520	+	0.000	0.000	Merged-chr14-54061633-25
NR10272--MA1107.1.KLF9	chr11	66961665	66961677	+	0.000	0.000	Merged-chr11-66961666-9
NR5942--MA1107.1.KLF9	chr10	68036574	68036586	-	0.000	0.000	Merged-chr10-68036383-95
NR40117--MA1107.1.KLF9	chr3	101588946	101588958	+	0.000	0.000	Merged-chr3-101588946-10
NR58727--MA0039.3.KLF4	chr7	123217647	123217657	-	0.000	0.000	Merged-chr7-123217710-2
NR22264--MA0599.1.KLF5	chr15	78835209	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR40112--MA0039.3.KLF4	chr3	101588936	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR1339--MA0741.1.KLF16	chr1	85680448	85680458	+	0.000	0.000	Merged-chr1-85680352-18
NR67599--MA0741.1.KLF16	chrX	77640412	77640422	-	0.000	0.000	Merged-chrX-77640531-25
NR65879--MA0599.1.KLF5	chr9	106430936	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR8401--MA0039.3.KLF4	chr10	122726167	122726177	-	0.000	0.000	Merged-chr10-122726100-19
NR19611--MA1107.1.KLF9	chr14	59553216	59553228	+	0.000	0.000	Merged-chr14-59553394-22
NR38009--MA0741.1.KLF16	chr2	172390703	172390713	-	0.000	0.000	Merged-chr2-172390550-32
NR59653--MA0599.1.KLF5	chr7	141579225	141579234	-	0.000	0.000	Merged-chr7-141579078-48
NR54444--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR39233--MA1107.1.KLF9	chr3	68784294	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR31992--MA0493.1.Klf1	chr19	37110671	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR24783--MA1107.1.KLF9	chr16	64800651	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR7352--MA1107.1.KLF9	chr10	94942850	94942862	+	0.000	0.000	Merged-chr10-94942923-6
NR33633--MA0741.1.KLF16	chr2	29849205	29849215	-	0.000	0.000	Merged-chr2-29849136-11
NR40293--MA0599.1.KLF5	chr3	105825735	105825744	+	0.000	0.000	Merged-chr3-105825792-34
NR40115--MA0741.1.KLF16	chr3	101588947	101588957	+	0.000	0.000	Merged-chr3-101588946-10
NR35988--MA0039.3.KLF4	chr2	122673096	122673106	+	0.000	0.000	Merged-chr2-122673136-39
NR62461--MA0741.1.KLF16	chr8	115726938	115726948	-	0.000	0.000	Merged-chr8-115726918-55
NR24532--MA0039.3.KLF4	chr16	49797121	49797131	-	0.000	0.000	Merged-chr16-49797153-43
NR15700--MA0493.1.Klf1	chr13	15982597	15982607	+	0.000	0.000	Merged-chr13-15982553-21
NR54068--MA0039.3.KLF4	chr6	127303009	127303019	+	0.000	0.000	Merged-chr6-127302896-25
NR53462--MA1107.1.KLF9	chr6	108717912	108717924	-	0.000	0.000	Merged-chr6-108717791-30
NR40127--MA0493.1.Klf1	chr3	101748387	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR39225--MA0493.1.Klf1	chr3	68784304	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR40498--MA1107.1.KLF9	chr3	115669470	115669482	+	0.000	0.000	Merged-chr3-115669354-51
NR67029--MA0493.1.Klf1	chrX	9219773	9219783	-	0.000	0.000	Merged-chrX-9219820-29
NR21751--MA1107.1.KLF9	chr15	59805086	59805098	+	0.000	0.000	Merged-chr15-59805045-21
NR36157--MA0657.1.KLF13	chr2	127922210	127922227	-	0.000	0.000	Merged-chr2-127922166-31
NR13525--MA0493.1.Klf1	chr12	41040118	41040128	-	0.000	0.000	Merged-chr12-41040097-12
NR60885--MA0039.3.KLF4	chr8	68218578	68218588	-	0.000	0.000	Merged-chr8-68218689-19
NR26502--MA1107.1.KLF9	chr17	25584051	25584063	-	0.000	0.000	Merged-chr17-25583989-33
NR40128--MA0741.1.KLF16	chr3	101748388	101748398	+	0.000	0.000	Merged-chr3-101748481-44
NR53328--MA1107.1.KLF9	chr6	100879712	100879724	+	0.000	0.000	Merged-chr6-100879682-24
NR44039--MA0493.1.Klf1	chr4	107210267	107210277	-	0.000	0.000	Merged-chr4-107210545-62
NR47175--MA0740.1.KLF14	chr5	28269889	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR364--MA0039.3.KLF4	chr1	37286804	37286814	-	0.000	0.000	Merged-chr1-37286924-34
NR40257--MA0493.1.Klf1	chr3	104796706	104796716	-	0.000	0.000	Merged-chr3-104796663-34
NR46479--MA0599.1.KLF5	chr4	154105757	154105766	-	0.000	0.000	Merged-chr4-154105612-38
NR67028--MA0039.3.KLF4	chrX	9219771	9219781	-	0.000	0.000	Merged-chrX-9219820-29
NR45119--MA0039.3.KLF4	chr4	132749104	132749114	-	0.000	0.000	Merged-chr4-132748989-25
NR14521--MA0493.1.Klf1	chr12	94083667	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR37534--MA0599.1.KLF5	chr2	164867067	164867076	+	0.000	0.000	Merged-chr2-164866998-31
NR24332--MA0493.1.Klf1	chr16	35984021	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR53458--MA1107.1.KLF9	chr6	108630897	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR12791--MA0742.1.Klf12	chr11	118200328	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR29677--MA0741.1.KLF16	chr18	46917805	46917815	-	0.000	0.000	Merged-chr18-46917814-10
NR50958--MA0039.3.KLF4	chr5	143976870	143976880	-	0.000	0.000	Merged-chr5-143976902-14
NR64140--MA0493.1.Klf1	chr9	50537457	50537467	+	0.000	0.000	Merged-chr9-50537430-19
NR25412--MA0039.3.KLF4	chr16	93777385	93777395	+	0.000	0.000	Merged-chr16-93777222-1
NR25395--MA0740.1.KLF14	chr16	93552856	93552869	+	0.000	0.000	Merged-chr16-93552984-42
NR5503--MA0742.1.Klf12	chr10	44368843	44368857	+	0.000	0.000	Merged-chr10-44368737-26
NR4512--MA0741.1.KLF16	chr1	191738896	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR21747--MA1107.1.KLF9	chr15	59762305	59762317	-	0.000	0.000	Merged-chr15-59762255-43
NR24457--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR62726--MA0493.1.Klf1	chr8	120701898	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR40107--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR29208--MA1107.1.KLF9	chr18	23733803	23733815	+	0.000	0.000	Merged-chr18-23733972-8
NR65356--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR47301--MA0741.1.KLF16	chr5	32148851	32148861	+	0.000	0.000	Merged-chr5-32148738-21
NR5475--MA0741.1.KLF16	chr10	43004695	43004705	+	0.000	0.000	Merged-chr10-43004823-13
NR24962--MA0742.1.Klf12	chr16	75920943	75920957	+	0.000	0.000	Merged-chr16-75921068-56
NR28313--MA0741.1.KLF16	chr17	74864999	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR31849--MA0741.1.KLF16	chr19	31337340	31337350	-	0.000	0.000	Merged-chr19-31337298-1
NR39231--MA0741.1.KLF16	chr3	68784320	68784330	-	0.000	0.000	Merged-chr3-68784168-43
NR45939--MA1107.1.KLF9	chr4	144906817	144906829	-	0.000	0.000	Merged-chr4-144906777-28
NR37427--MA0599.1.KLF5	chr2	163084402	163084411	+	0.000	0.000	Merged-chr2-163084384-15
NR12795--MA0741.1.KLF16	chr11	118200331	118200341	-	0.000	0.000	Merged-chr11-118200400-19
NR5659--MA0742.1.Klf12	chr10	59897199	59897213	-	0.000	0.000	Merged-chr10-59896998-59
NR25325--MA0742.1.Klf12	chr16	91588231	91588245	+	0.000	0.000	Merged-chr16-91588038-25
NR14517--MA0493.1.Klf1	chr12	94083629	94083639	+	0.000	0.000	Merged-chr12-94083592-14
NR13225--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR18778--MA0493.1.Klf1	chr14	25161886	25161896	+	0.000	0.000	Merged-chr14-25161984-35
NR37663--MA1107.1.KLF9	chr2	166740622	166740634	-	0.000	0.000	Merged-chr2-166740656-12
NR16806--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR31581--MA0493.1.Klf1	chr19	17257001	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR59433--MA0039.3.KLF4	chr7	137476771	137476781	+	0.000	0.000	Merged-chr7-137476773-22
NR52274--MA0039.3.KLF4	chr6	54096529	54096539	-	0.000	0.000	Merged-chr6-54096523-11
NR18911--MA0740.1.KLF14	chr14	30827013	30827026	-	0.000	0.000	Merged-chr14-30826905-18
NR34650--MA0741.1.KLF16	chr2	71275532	71275542	+	0.000	0.000	Merged-chr2-71275399-1
