#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR5191--MA0659.1.MAFG	chr15	55327531	55327551	-	0.000	0.000	Merged-chr15-55327422-12
NR2806--MA0591.1.Bach1::Mafk	chr11	117194576	117194590	-	0.000	0.000	Merged-chr11-117194632-5
NR10911--MA0496.2.MAFK	chr5	58084184	58084202	-	0.000	0.000	Merged-chr5-58084122-29
NR12358--MA0501.1.MAF::NFE2	chr6	134148220	134148234	+	0.000	0.000	Merged-chr6-134148194-39
NR14870--MA0659.1.MAFG	chrX	53607939	53607959	+	0.000	0.000	Merged-chrX-53607978-28
NR9949--MA0117.2.Mafb	chr4	57731337	57731348	+	0.000	0.000	Merged-chr4-57731162-88
NR14718--MA0659.1.MAFG	chr9	116319684	116319704	+	0.000	0.000	Merged-chr9-116319642-35
NR6353--MA0501.1.MAF::NFE2	chr17	44337053	44337067	-	0.000	0.000	Merged-chr17-44337024-21
NR12357--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR6122--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR14292--MA0591.1.Bach1::Mafk	chr9	48538401	48538415	-	0.000	0.000	Merged-chr9-48538454-59
NR8895--MA0117.2.Mafb	chr3	41077515	41077526	+	0.000	0.000	Merged-chr3-41077638-22
NR5998--MA0501.1.MAF::NFE2	chr16	89974505	89974519	-	0.000	0.000	Merged-chr16-89974505-28
NR11126--MA0117.2.Mafb	chr5	100929909	100929920	-	0.000	0.000	Merged-chr5-100929891-31
NR9723--MA0496.2.MAFK	chr3	157884229	157884247	-	0.000	0.000	Merged-chr3-157884103-23
NR9863--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR487--MA0501.1.MAF::NFE2	chr1	91909103	91909117	+	0.000	0.000	Merged-chr1-91909100-9
NR3744--MA0591.1.Bach1::Mafk	chr13	44507141	44507155	+	0.000	0.000	Merged-chr13-44507226-54
NR7826--MA0501.1.MAF::NFE2	chr2	68302118	68302132	-	0.000	0.000	Merged-chr2-68302090-16
NR6782--MA0089.1.MAFG::NFE2L1	chr18	38701084	38701089	-	0.000	0.000	Merged-chr18-38700911-27
NR3719--MA0089.1.MAFG::NFE2L1	chr13	42077768	42077773	-	0.000	0.000	Merged-chr13-42077893-29
NR11811--MA0117.2.Mafb	chr6	65818513	65818524	-	0.000	0.000	Merged-chr6-65818480-32
NR11714--MA0501.1.MAF::NFE2	chr6	52825668	52825682	-	0.000	0.000	Merged-chr6-52825813-18
NR6099--MA0591.1.Bach1::Mafk	chr16	97442160	97442174	+	0.000	0.000	Merged-chr16-97442198-19
NR4885--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR4244--MA0089.1.MAFG::NFE2L1	chr13	113466653	113466658	-	0.000	0.000	Merged-chr13-113466791-29
NR9616--MA0496.2.MAFK	chr3	146063413	146063431	+	0.000	0.000	Merged-chr3-146063322-20
NR14371--MA0501.1.MAF::NFE2	chr9	66615320	66615334	+	0.000	0.000	Merged-chr9-66615364-32
NR13660--MA0089.1.MAFG::NFE2L1	chr8	76902051	76902056	-	0.000	0.000	Merged-chr8-76902143-41
NR4552--MA0591.1.Bach1::Mafk	chr14	46578217	46578231	-	0.000	0.000	Merged-chr14-46578431-37
NR5406--MA0501.1.MAF::NFE2	chr15	93583201	93583215	+	0.000	0.000	Merged-chr15-93583275-25
NR11151--MA0496.2.MAFK	chr5	103367069	103367087	+	0.000	0.000	Merged-chr5-103367276-46
NR7236--MA0501.1.MAF::NFE2	chr19	20239517	20239531	-	0.000	0.000	Merged-chr19-20239652-7
NR2617--MA0591.1.Bach1::Mafk	chr11	90512649	90512663	-	0.000	0.000	Merged-chr11-90512841-45
NR9392--MA0089.1.MAFG::NFE2L1	chr3	120458113	120458118	+	0.000	0.000	Merged-chr3-120457943-64
NR5134--MA0501.1.MAF::NFE2	chr15	41612398	41612412	+	0.000	0.000	Merged-chr15-41612397-47
NR8697--MA0495.2.MAFF	chr2	174566021	174566041	-	0.000	0.000	Merged-chr2-174566072-46
NR6604--MA0117.2.Mafb	chr17	88379294	88379305	+	0.000	0.000	Merged-chr17-88379493-23
NR12127--MA0501.1.MAF::NFE2	chr6	115684920	115684934	-	0.000	0.000	Merged-chr6-115685008-41
NR1410--MA0659.1.MAFG	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR2257--MA0501.1.MAF::NFE2	chr11	23570306	23570320	-	0.000	0.000	Merged-chr11-23570355-13
NR1241--MA0089.1.MAFG::NFE2L1	chr1	191872624	191872629	+	0.000	0.000	Merged-chr1-191872609-17
NR4749--MA0496.2.MAFK	chr14	73472444	73472462	-	0.000	0.000	Merged-chr14-73472602-8
NR4460--MA0117.2.Mafb	chr14	31415164	31415175	-	0.000	0.000	Merged-chr14-31414970-54
NR9719--MA0591.1.Bach1::Mafk	chr3	157884105	157884119	+	0.000	0.000	Merged-chr3-157884103-23
NR11964--MA0501.1.MAF::NFE2	chr6	91713068	91713082	-	0.000	0.000	Merged-chr6-91712946-25
NR12900--MA0501.1.MAF::NFE2	chr7	88460101	88460115	+	0.000	0.000	Merged-chr7-88459917-15
NR11013--MA0501.1.MAF::NFE2	chr5	86783379	86783393	-	0.000	0.000	Merged-chr5-86783243-43
NR2587--MA0089.1.MAFG::NFE2L1	chr11	84016436	84016441	-	0.000	0.000	Merged-chr11-84016302-8
NR14873--MA0496.2.MAFK	chrX	53607940	53607958	+	0.000	0.000	Merged-chrX-53607978-28
NR13911--MA0659.1.MAFG	chr8	111624157	111624177	+	0.000	0.000	Merged-chr8-111624206-14
NR6081--MA0591.1.Bach1::Mafk	chr16	95893575	95893589	+	0.000	0.000	Merged-chr16-95893684-47
NR484--MA0089.1.MAFG::NFE2L1	chr1	91909102	91909107	+	0.000	0.000	Merged-chr1-91909100-9
NR3930--MA0117.2.Mafb	chr13	75053923	75053934	+	0.000	0.000	Merged-chr13-75053881-13
NR10986--MA0117.2.Mafb	chr5	74132971	74132982	-	0.000	0.000	Merged-chr5-74132835-25
NR8002--MA0501.1.MAF::NFE2	chr2	93454541	93454555	+	0.000	0.000	Merged-chr2-93454506-54
NR5591--MA0501.1.MAF::NFE2	chr16	24953194	24953208	+	0.000	0.000	Merged-chr16-24953085-11
NR11963--MA0591.1.Bach1::Mafk	chr6	91713071	91713085	-	0.000	0.000	Merged-chr6-91712946-25
NR14307--MA0117.2.Mafb	chr9	52349313	52349324	+	0.000	0.000	Merged-chr9-52349266-37
NR9588--MA0501.1.MAF::NFE2	chr3	144432276	144432290	-	0.000	0.000	Merged-chr3-144432353-38
NR382--MA0089.1.MAFG::NFE2L1	chr1	82429288	82429293	-	0.000	0.000	Merged-chr1-82429225-23
NR11448--MA0089.1.MAFG::NFE2L1	chr5	147049418	147049423	+	0.000	0.000	Merged-chr5-147049236-7
NR11150--MA0591.1.Bach1::Mafk	chr5	103367071	103367085	-	0.000	0.000	Merged-chr5-103367276-46
NR4340--MA0089.1.MAFG::NFE2L1	chr14	9090172	9090177	-	0.000	0.000	Merged-chr14-9090049-14
NR940--MA0591.1.Bach1::Mafk	chr1	162773895	162773909	+	0.000	0.000	Merged-chr1-162773825-31
NR3019--MA0591.1.Bach1::Mafk	chr12	52382987	52383001	-	0.000	0.000	Merged-chr12-52383146-23
NR13899--MA0591.1.Bach1::Mafk	chr8	110993045	110993059	+	0.000	0.000	Merged-chr8-110993131-10
NR10315--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR6916--MA0089.1.MAFG::NFE2L1	chr18	64919471	64919476	+	0.000	0.000	Merged-chr18-64919536-37
NR10781--MA0089.1.MAFG::NFE2L1	chr5	34822878	34822883	-	0.000	0.000	Merged-chr5-34822830-22
NR11365--MA0591.1.Bach1::Mafk	chr5	136550859	136550873	-	0.000	0.000	Merged-chr5-136550897-14
NR12899--MA0501.1.MAF::NFE2	chr7	88459922	88459936	+	0.000	0.000	Merged-chr7-88459917-15
NR9906--MA0117.2.Mafb	chr4	47716211	47716222	+	0.000	0.000	Merged-chr4-47716164-4
NR11648--MA0089.1.MAFG::NFE2L1	chr6	33004674	33004679	+	0.000	0.000	Merged-chr6-33004502-19
NR5795--MA0501.1.MAF::NFE2	chr16	52292837	52292851	+	0.000	0.000	Merged-chr16-52292729-42
NR14599--MA0659.1.MAFG	chr9	102587546	102587566	+	0.000	0.000	Merged-chr9-102587549-11
NR2002--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR14151--MA0117.2.Mafb	chr9	21680091	21680102	-	0.000	0.000	Merged-chr9-21680027-16
NR3300--MA0659.1.MAFG	chr12	102588572	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR4746--MA0501.1.MAF::NFE2	chr14	73472449	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR12081--MA0496.2.MAFK	chr6	108895317	108895335	+	0.000	0.000	Merged-chr6-108895381-27
NR14601--MA0501.1.MAF::NFE2	chr9	102587552	102587566	+	0.000	0.000	Merged-chr9-102587549-11
NR11674--MA0117.2.Mafb	chr6	41113446	41113457	-	0.000	0.000	Merged-chr6-41113305-59
NR5103--MA0089.1.MAFG::NFE2L1	chr15	35465177	35465182	+	0.000	0.000	Merged-chr15-35465086-12
NR12294--MA0501.1.MAF::NFE2	chr6	129304201	129304215	-	0.000	0.000	Merged-chr6-129304354-36
NR10905--MA0495.2.MAFF	chr5	58084183	58084203	+	0.000	0.000	Merged-chr5-58084122-29
NR3985--MA0117.2.Mafb	chr13	84791275	84791286	-	0.000	0.000	Merged-chr13-84791325-24
NR6554--MA0496.2.MAFK	chr17	80139918	80139936	-	0.000	0.000	Merged-chr17-80140059-47
NR11711--MA0591.1.Bach1::Mafk	chr6	52825671	52825685	-	0.000	0.000	Merged-chr6-52825813-18
NR5366--MA0591.1.Bach1::Mafk	chr15	84450763	84450777	-	0.000	0.000	Merged-chr15-84450776-14
NR8885--MA0089.1.MAFG::NFE2L1	chr3	37483947	37483952	-	0.000	0.000	Merged-chr3-37484009-38
NR2983--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR4744--MA0659.1.MAFG	chr14	73472443	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR63--MA0089.1.MAFG::NFE2L1	chr1	20740624	20740629	+	0.000	0.000	Merged-chr1-20740658-39
NR6560--MA0591.1.Bach1::Mafk	chr17	80762648	80762662	+	0.000	0.000	Merged-chr17-80762560-27
NR10907--MA0117.2.Mafb	chr5	58084192	58084203	-	0.000	0.000	Merged-chr5-58084122-29
NR966--MA0591.1.Bach1::Mafk	chr1	165075763	165075777	+	0.000	0.000	Merged-chr1-165075837-38
NR6579--MA0117.2.Mafb	chr17	85189690	85189701	+	0.000	0.000	Merged-chr17-85189630-51
NR12209--MA0089.1.MAFG::NFE2L1	chr6	121230040	121230045	+	0.000	0.000	Merged-chr6-121230042-8
NR491--MA0495.2.MAFF	chr1	92119341	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR10864--MA0591.1.Bach1::Mafk	chr5	52609888	52609902	+	0.000	0.000	Merged-chr5-52609918-24
NR8090--MA0089.1.MAFG::NFE2L1	chr2	112556687	112556692	-	0.000	0.000	Merged-chr2-112556688-44
NR12446--MA0501.1.MAF::NFE2	chr6	143132513	143132527	+	0.000	0.000	Merged-chr6-143132490-15
NR7540--MA0501.1.MAF::NFE2	chr2	18519348	18519362	+	0.000	0.000	Merged-chr2-18519177-24
NR6749--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR14631--MA0117.2.Mafb	chr9	106234135	106234146	+	0.000	0.000	Merged-chr9-106234085-16
NR14602--MA0496.2.MAFK	chr9	102587547	102587565	+	0.000	0.000	Merged-chr9-102587549-11
NR3303--MA0496.2.MAFK	chr12	102588573	102588591	+	0.000	0.000	Merged-chr12-102588735-27
NR14370--MA0591.1.Bach1::Mafk	chr9	66615317	66615331	+	0.000	0.000	Merged-chr9-66615364-32
NR13519--MA0117.2.Mafb	chr8	46197117	46197128	+	0.000	0.000	Merged-chr8-46197044-15
NR14867--MA0495.2.MAFF	chrX	53607939	53607959	+	0.000	0.000	Merged-chrX-53607978-28
NR1048--MA0501.1.MAF::NFE2	chr1	176986349	176986363	-	0.000	0.000	Merged-chr1-176986467-25
NR7850--MA0089.1.MAFG::NFE2L1	chr2	71964270	71964275	-	0.000	0.000	Merged-chr2-71964438-14
NR12483--MA0117.2.Mafb	chr6	144927578	144927589	-	0.000	0.000	Merged-chr6-144927646-14
NR5994--MA0495.2.MAFF	chr16	89974505	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR7561--MA0089.1.MAFG::NFE2L1	chr2	25620598	25620603	+	0.000	0.000	Merged-chr2-25620603-21
NR2802--MA0591.1.Bach1::Mafk	chr11	117194556	117194570	+	0.000	0.000	Merged-chr11-117194632-5
NR11588--MA0591.1.Bach1::Mafk	chr6	24894759	24894773	+	0.000	0.000	Merged-chr6-24894743-37
NR10863--MA0117.2.Mafb	chr5	52609894	52609905	-	0.000	0.000	Merged-chr5-52609918-24
NR5072--MA0591.1.Bach1::Mafk	chr15	25692550	25692564	-	0.000	0.000	Merged-chr15-25692698-43
NR2890--MA0089.1.MAFG::NFE2L1	chr12	17373772	17373777	+	0.000	0.000	Merged-chr12-17373480-96
NR6838--MA0495.2.MAFF	chr18	54822970	54822990	-	0.000	0.000	Merged-chr18-54822886-30
NR14714--MA0591.1.Bach1::Mafk	chr9	116283901	116283915	-	0.000	0.000	Merged-chr9-116283998-37
NR11088--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR2783--MA0591.1.Bach1::Mafk	chr11	113612360	113612374	-	0.000	0.000	Merged-chr11-113612276-39
NR631--MA0495.2.MAFF	chr1	119469663	119469683	+	0.000	0.000	Merged-chr1-119469584-5
NR3931--MA0495.2.MAFF	chr13	75053978	75053998	-	0.000	0.000	Merged-chr13-75053881-13
NR7825--MA0495.2.MAFF	chr2	68302118	68302138	+	0.000	0.000	Merged-chr2-68302090-16
NR6086--MA0495.2.MAFF	chr16	96358152	96358172	-	0.000	0.000	Merged-chr16-96358039-35
NR14509--MA0496.2.MAFK	chr9	90906844	90906862	+	0.000	0.000	Merged-chr9-90906856-12
NR633--MA0659.1.MAFG	chr1	119469663	119469683	+	0.000	0.000	Merged-chr1-119469584-5
NR2805--MA0496.2.MAFK	chr11	117194554	117194572	-	0.000	0.000	Merged-chr11-117194632-5
NR536--MA0089.1.MAFG::NFE2L1	chr1	97764338	97764343	+	0.000	0.000	Merged-chr1-97764346-16
NR8586--MA0591.1.Bach1::Mafk	chr2	163122626	163122640	+	0.000	0.000	Merged-chr2-163122630-45
NR6078--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR4005--MA0495.2.MAFF	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR10244--MA0089.1.MAFG::NFE2L1	chr4	109471206	109471211	-	0.000	0.000	Merged-chr4-109471151-19
NR8543--MA0591.1.Bach1::Mafk	chr2	158771241	158771255	-	0.000	0.000	Merged-chr2-158771297-12
NR409--MA0501.1.MAF::NFE2	chr1	84881711	84881725	-	0.000	0.000	Merged-chr1-84881698-12
NR5121--MA0089.1.MAFG::NFE2L1	chr15	38120472	38120477	-	0.000	0.000	Merged-chr15-38120488-27
NR9985--MA0501.1.MAF::NFE2	chr4	62476050	62476064	+	0.000	0.000	Merged-chr4-62476033-55
NR11562--MA0089.1.MAFG::NFE2L1	chr6	17498964	17498969	+	0.000	0.000	Merged-chr6-17498932-15
NR7845--MA0591.1.Bach1::Mafk	chr2	70933191	70933205	+	0.000	0.000	Merged-chr2-70933304-29
NR14717--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR4747--MA0501.1.MAF::NFE2	chr14	73472443	73472457	-	0.000	0.000	Merged-chr14-73472602-8
NR10317--MA0501.1.MAF::NFE2	chr4	121002459	121002473	-	0.000	0.000	Merged-chr4-121002570-50
NR14595--MA0495.2.MAFF	chr9	102587546	102587566	+	0.000	0.000	Merged-chr9-102587549-11
NR3296--MA0495.2.MAFF	chr12	102588572	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR13230--MA0089.1.MAFG::NFE2L1	chr7	130886494	130886499	-	0.000	0.000	Merged-chr7-130886495-31
NR3978--MA0591.1.Bach1::Mafk	chr13	83566392	83566406	-	0.000	0.000	Merged-chr13-83566220-57
NR8700--MA0496.2.MAFK	chr2	174566022	174566040	-	0.000	0.000	Merged-chr2-174566072-46
NR258--MA0089.1.MAFG::NFE2L1	chr1	60882910	60882915	-	0.000	0.000	Merged-chr1-60883000-15
NR8812--MA0496.2.MAFK	chr3	18243868	18243886	-	0.000	0.000	Merged-chr3-18243680-52
NR13231--MA0501.1.MAF::NFE2	chr7	130886484	130886498	-	0.000	0.000	Merged-chr7-130886495-31
NR6548--MA0495.2.MAFF	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR6194--MA0501.1.MAF::NFE2	chr17	18462873	18462887	-	0.000	0.000	Merged-chr17-18462916-14
NR14597--MA0117.2.Mafb	chr9	102587546	102587557	+	0.000	0.000	Merged-chr9-102587549-11
NR3298--MA0117.2.Mafb	chr12	102588581	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR4743--MA0591.1.Bach1::Mafk	chr14	73472446	73472460	-	0.000	0.000	Merged-chr14-73472602-8
NR4276--MA0117.2.Mafb	chr13	119649580	119649591	-	0.000	0.000	Merged-chr13-119649440-22
NR12443--MA0591.1.Bach1::Mafk	chr6	143132510	143132524	+	0.000	0.000	Merged-chr6-143132490-15
NR7868--MA0117.2.Mafb	chr2	75148091	75148102	+	0.000	0.000	Merged-chr2-75148078-33
NR4035--MA0591.1.Bach1::Mafk	chr13	93939723	93939737	-	0.000	0.000	Merged-chr13-93939742-17
