#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed
NR5115--MA0769.1.Tcf7	chr2	132691812	132691823	+	0.000	0.000	Merged-chr2-132691913-20
NR3768--MA1421.1.TCF7L1	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR2311--MA0769.1.Tcf7	chr13	55255381	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR5464--MA1421.1.TCF7L1	chr3	41077509	41077520	+	0.000	0.000	Merged-chr3-41077638-22
NR557--MA1421.1.TCF7L1	chr1	165063212	165063223	+	0.000	0.000	Merged-chr1-165063084-17
NR4061--MA0769.1.Tcf7	chr18	24237172	24237183	+	0.000	0.000	Merged-chr18-24237197-17
NR4370--MA0523.1.TCF7L2	chr19	16274718	16274731	-	0.000	0.000	Merged-chr19-16274697-6
NR8386--MA0523.1.TCF7L2	chr8	104416244	104416257	+	0.000	0.000	Merged-chr8-104416222-18
NR3992--MA0769.1.Tcf7	chr17	87983328	87983339	-	0.000	0.000	Merged-chr17-87983353-13
NR4042--MA1421.1.TCF7L1	chr18	15331926	15331937	-	0.000	0.000	Merged-chr18-15331866-28
NR3094--MA0523.1.TCF7L2	chr15	35917965	35917978	+	0.000	0.000	Merged-chr15-35918069-6
NR4603--MA0769.1.Tcf7	chr2	19316122	19316133	-	0.000	0.000	Merged-chr2-19316159-10
NR95--MA0523.1.TCF7L2	chr1	43475214	43475227	-	0.000	0.000	Merged-chr1-43475284-1
NR279--MA0523.1.TCF7L2	chr1	95375652	95375665	-	0.000	0.000	Merged-chr1-95375799-8
NR8976--MA0769.1.Tcf7	chr9	117400612	117400623	+	0.000	0.000	Merged-chr9-117400417-34
NR119--MA1421.1.TCF7L1	chr1	57952719	57952730	+	0.000	0.000	Merged-chr1-57952740-16
NR485--MA0523.1.TCF7L2	chr1	151167830	151167843	+	0.000	0.000	Merged-chr1-151167792-22
NR6107--MA0769.1.Tcf7	chr4	34429185	34429196	+	0.000	0.000	Merged-chr4-34429163-2
NR4425--MA1421.1.TCF7L1	chr19	34510905	34510916	+	0.000	0.000	Merged-chr19-34511025-19
NR3574--MA1421.1.TCF7L1	chr16	57319958	57319969	+	0.000	0.000	Merged-chr16-57319907-20
NR8975--MA0523.1.TCF7L2	chr9	117400612	117400625	+	0.000	0.000	Merged-chr9-117400417-34
NR759--MA1421.1.TCF7L1	chr10	13467072	13467083	+	0.000	0.000	Merged-chr10-13467057-15
NR8251--MA1421.1.TCF7L1	chr8	60954792	60954803	+	0.000	0.000	Merged-chr8-60954738-34
NR7103--MA0769.1.Tcf7	chr6	33056066	33056077	-	0.000	0.000	Merged-chr6-33055928-12
NR2114--MA1421.1.TCF7L1	chr12	117679066	117679077	-	0.000	0.000	Merged-chr12-117679056-43
NR3536--MA0769.1.Tcf7	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
