#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR485--MA0089.1.MAFG::NFE2L1	chr1	91909128	91909133	+	0.000	0.000	Merged-chr1-91909100-9
NR6894--MA0089.1.MAFG::NFE2L1	chr18	62169291	62169296	-	0.000	0.000	Merged-chr18-62169369-48
NR7459--MA0089.1.MAFG::NFE2L1	chr2	4559625	4559630	+	0.000	0.000	Merged-chr2-4559721-92
NR3836--MA0496.2.MAFK	chr13	58206783	58206801	-	0.000	0.000	Merged-chr13-58206802-1
NR13408--MA0089.1.MAFG::NFE2L1	chr8	13705881	13705886	+	0.000	0.000	Merged-chr8-13705846-21
NR13119--MA0089.1.MAFG::NFE2L1	chr7	117090989	117090994	-	0.000	0.000	Merged-chr7-117091001-52
NR12441--MA0495.2.MAFF	chr6	143132507	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR10908--MA0659.1.MAFG	chr5	58084183	58084203	+	0.000	0.000	Merged-chr5-58084122-29
NR4732--MA0089.1.MAFG::NFE2L1	chr14	72807429	72807434	-	0.000	0.000	Merged-chr14-72807438-29
NR10996--MA0591.1.Bach1::Mafk	chr5	77082919	77082933	+	0.000	0.000	Merged-chr5-77082994-13
NR1744--MA0089.1.MAFG::NFE2L1	chr10	81249846	81249851	+	0.000	0.000	Merged-chr10-81249714-12
NR7218--MA0591.1.Bach1::Mafk	chr19	17024895	17024909	+	0.000	0.000	Merged-chr19-17024956-8
NR11738--MA0089.1.MAFG::NFE2L1	chr6	54216696	54216701	+	0.000	0.000	Merged-chr6-54216714-19
NR10910--MA0496.2.MAFK	chr5	58084184	58084202	+	0.000	0.000	Merged-chr5-58084122-29
NR12419--MA0495.2.MAFF	chr6	140817163	140817183	+	0.000	0.000	Merged-chr6-140817043-66
NR6000--MA0496.2.MAFK	chr16	89974506	89974524	-	0.000	0.000	Merged-chr16-89974505-28
NR1238--MA0117.2.Mafb	chr1	191609841	191609852	-	0.000	0.000	Merged-chr1-191609738-30
NR8068--MA0496.2.MAFK	chr2	106015177	106015195	-	0.000	0.000	Merged-chr2-106015150-10
NR1483--MA0591.1.Bach1::Mafk	chr10	40688547	40688561	+	0.000	0.000	Merged-chr10-40688620-20
NR12517--MA0496.2.MAFK	chr6	146960324	146960342	-	0.000	0.000	Merged-chr6-146960171-26
NR4415--MA0591.1.Bach1::Mafk	chr14	25108465	25108479	+	0.000	0.000	Merged-chr14-25108517-12
NR12841--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR10707--MA0089.1.MAFG::NFE2L1	chr5	20083230	20083235	+	0.000	0.000	Merged-chr5-20083207-6
NR5006--MA0089.1.MAFG::NFE2L1	chr14	121983397	121983402	-	0.000	0.000	Merged-chr14-121983424-16
NR8894--MA0117.2.Mafb	chr3	41062071	41062082	+	0.000	0.000	Merged-chr3-41062130-17
NR11375--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR13719--MA0496.2.MAFK	chr8	83131933	83131951	+	0.000	0.000	Merged-chr8-83131891-13
NR3034--MA0089.1.MAFG::NFE2L1	chr12	54353155	54353160	-	0.000	0.000	Merged-chr12-54353201-29
NR3410--MA0089.1.MAFG::NFE2L1	chr12	112699369	112699374	+	0.000	0.000	Merged-chr12-112699364-12
NR14032--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR8788--MA0089.1.MAFG::NFE2L1	chr3	9767229	9767234	+	0.000	0.000	Merged-chr3-9767219-17
NR13910--MA0591.1.Bach1::Mafk	chr8	111624160	111624174	-	0.000	0.000	Merged-chr8-111624206-14
NR3594--MA0501.1.MAF::NFE2	chr13	18820906	18820920	+	0.000	0.000	Merged-chr13-18820828-2
NR442--MA0501.1.MAF::NFE2	chr1	87132001	87132015	-	0.000	0.000	Merged-chr1-87131942-1
NR11710--MA0495.2.MAFF	chr6	52825668	52825688	-	0.000	0.000	Merged-chr6-52825813-18
NR3490--MA0659.1.MAFG	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR5607--MA0117.2.Mafb	chr16	29837300	29837311	-	0.000	0.000	Merged-chr16-29837368-7
NR10217--MA0501.1.MAF::NFE2	chr4	106841850	106841864	+	0.000	0.000	Merged-chr4-106841993-21
NR13417--MA0591.1.Bach1::Mafk	chr8	14968203	14968217	-	0.000	0.000	Merged-chr8-14968096-34
NR14771--MA0117.2.Mafb	chr9	120130060	120130071	-	0.000	0.000	Merged-chr9-120130104-3
NR10871--MA0495.2.MAFF	chr5	53401309	53401329	-	0.000	0.000	Merged-chr5-53401251-38
NR5670--MA0089.1.MAFG::NFE2L1	chr16	36477130	36477135	+	0.000	0.000	Merged-chr16-36477048-49
NR8696--MA0495.2.MAFF	chr2	174566021	174566041	+	0.000	0.000	Merged-chr2-174566072-46
NR9310--MA0089.1.MAFG::NFE2L1	chr3	108767465	108767470	+	0.000	0.000	Merged-chr3-108767545-22
NR11192--MA0501.1.MAF::NFE2	chr5	105798641	105798655	-	0.000	0.000	Merged-chr5-105798670-49
NR10401--MA0089.1.MAFG::NFE2L1	chr4	133185424	133185429	-	0.000	0.000	Merged-chr4-133185402-47
NR6120--MA0089.1.MAFG::NFE2L1	chr17	5138740	5138745	-	0.000	0.000	Merged-chr17-5138884-51
NR4748--MA0496.2.MAFK	chr14	73472444	73472462	+	0.000	0.000	Merged-chr14-73472602-8
NR3593--MA0591.1.Bach1::Mafk	chr13	18820903	18820917	+	0.000	0.000	Merged-chr13-18820828-2
NR6947--MA0501.1.MAF::NFE2	chr18	68052876	68052890	-	0.000	0.000	Merged-chr18-68052962-20
NR692--MA0501.1.MAF::NFE2	chr1	128772711	128772725	-	0.000	0.000	Merged-chr1-128772538-19
NR6948--MA0117.2.Mafb	chr18	68234736	68234747	+	0.000	0.000	Merged-chr18-68234781-25
NR7467--MA0496.2.MAFK	chr2	6379052	6379070	+	0.000	0.000	Merged-chr2-6378947-26
NR4742--MA0591.1.Bach1::Mafk	chr14	73472446	73472460	+	0.000	0.000	Merged-chr14-73472602-8
NR8003--MA0089.1.MAFG::NFE2L1	chr2	93759409	93759414	-	0.000	0.000	Merged-chr2-93759368-15
NR13718--MA0501.1.MAF::NFE2	chr8	83131938	83131952	+	0.000	0.000	Merged-chr8-83131891-13
NR6843--MA0496.2.MAFK	chr18	54822971	54822989	-	0.000	0.000	Merged-chr18-54822886-30
NR13817--MA0089.1.MAFG::NFE2L1	chr8	95672944	95672949	-	0.000	0.000	Merged-chr8-95673039-19
NR4678--MA0089.1.MAFG::NFE2L1	chr14	67674648	67674653	+	0.000	0.000	Merged-chr14-67674822-11
NR5619--MA0496.2.MAFK	chr16	30676265	30676283	+	0.000	0.000	Merged-chr16-30676152-12
NR7977--MA0591.1.Bach1::Mafk	chr2	90528312	90528326	-	0.000	0.000	Merged-chr2-90528384-23
NR13904--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR3005--MA0496.2.MAFK	chr12	41565895	41565913	-	0.000	0.000	Merged-chr12-41565825-5
NR10245--MA0501.1.MAF::NFE2	chr4	109471196	109471210	-	0.000	0.000	Merged-chr4-109471151-19
NR9447--MA0501.1.MAF::NFE2	chr3	126570836	126570850	+	0.000	0.000	Merged-chr3-126570904-20
NR1408--MA0495.2.MAFF	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR10775--MA0117.2.Mafb	chr5	32950849	32950860	-	0.000	0.000	Merged-chr5-32950856-18
NR4008--MA0659.1.MAFG	chr13	90101751	90101771	-	0.000	0.000	Merged-chr13-90101603-11
NR3302--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR690--MA0089.1.MAFG::NFE2L1	chr1	128771028	128771033	+	0.000	0.000	Merged-chr1-128770934-28
NR12288--MA0501.1.MAF::NFE2	chr6	128902117	128902131	-	0.000	0.000	Merged-chr6-128902189-21
NR4010--MA0496.2.MAFK	chr13	90101752	90101770	-	0.000	0.000	Merged-chr13-90101603-11
NR7978--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR3742--MA0659.1.MAFG	chr13	44420069	44420089	-	0.000	0.000	Merged-chr13-44420007-1
NR7879--MA0089.1.MAFG::NFE2L1	chr2	76421649	76421654	-	0.000	0.000	Merged-chr2-76421582-29
NR5415--MA0089.1.MAFG::NFE2L1	chr15	94476217	94476222	+	0.000	0.000	Merged-chr15-94476156-15
NR7929--MA0496.2.MAFK	chr2	83700796	83700814	-	0.000	0.000	Merged-chr2-83700891-43
NR2999--MA0501.1.MAF::NFE2	chr12	41090047	41090061	+	0.000	0.000	Merged-chr12-41090116-16
NR1674--MA0117.2.Mafb	chr10	75170480	75170491	-	0.000	0.000	Merged-chr10-75170572-27
NR4243--MA0496.2.MAFK	chr13	113418360	113418378	-	0.000	0.000	Merged-chr13-113418245-6
NR14552--MA0591.1.Bach1::Mafk	chr9	96773199	96773213	-	0.000	0.000	Merged-chr9-96773309-49
NR7562--MA0089.1.MAFG::NFE2L1	chr2	25620596	25620601	-	0.000	0.000	Merged-chr2-25620603-21
NR1788--MA0089.1.MAFG::NFE2L1	chr10	85829481	85829486	-	0.000	0.000	Merged-chr10-85829298-76
NR10448--MA0591.1.Bach1::Mafk	chr4	140601232	140601246	+	0.000	0.000	Merged-chr4-140601329-15
NR691--MA0495.2.MAFF	chr1	128772711	128772731	+	0.000	0.000	Merged-chr1-128772538-19
NR7607--MA0496.2.MAFK	chr2	32181555	32181573	-	0.000	0.000	Merged-chr2-32181600-13
NR10449--MA0501.1.MAF::NFE2	chr4	140601235	140601249	+	0.000	0.000	Merged-chr4-140601329-15
NR7645--MA0117.2.Mafb	chr2	38610375	38610386	+	0.000	0.000	Merged-chr2-38610347-16
NR11919--MA0591.1.Bach1::Mafk	chr6	83478913	83478927	-	0.000	0.000	Merged-chr6-83478852-15
NR9400--MA0591.1.Bach1::Mafk	chr3	121600593	121600607	-	0.000	0.000	Merged-chr3-121600632-14
NR7762--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR6553--MA0496.2.MAFK	chr17	80139918	80139936	+	0.000	0.000	Merged-chr17-80140059-47
NR7271--MA0089.1.MAFG::NFE2L1	chr19	23447456	23447461	+	0.000	0.000	Merged-chr19-23447568-37
NR1361--MA0117.2.Mafb	chr10	17920071	17920082	-	0.000	0.000	Merged-chr10-17920210-30
NR4741--MA0495.2.MAFF	chr14	73472443	73472463	-	0.000	0.000	Merged-chr14-73472602-8
NR12781--MA0117.2.Mafb	chr7	64122535	64122546	-	0.000	0.000	Merged-chr7-64122484-38
NR9558--MA0089.1.MAFG::NFE2L1	chr3	139024638	139024643	+	0.000	0.000	Merged-chr3-139024771-15
NR3638--MA0495.2.MAFF	chr13	28551868	28551888	-	0.000	0.000	Merged-chr13-28551845-49
NR14470--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR13045--MA0501.1.MAF::NFE2	chr7	110109321	110109335	+	0.000	0.000	Merged-chr7-110109267-48
NR9615--MA0659.1.MAFG	chr3	146063412	146063432	-	0.000	0.000	Merged-chr3-146063322-20
NR12796--MA0089.1.MAFG::NFE2L1	chr7	68250580	68250585	-	0.000	0.000	Merged-chr7-68250535-42
NR11363--MA0495.2.MAFF	chr5	136550856	136550876	-	0.000	0.000	Merged-chr5-136550897-14
NR8832--MA0591.1.Bach1::Mafk	chr3	27209973	27209987	+	0.000	0.000	Merged-chr3-27210053-38
NR9861--MA0117.2.Mafb	chr4	41295680	41295691	-	0.000	0.000	Merged-chr4-41295781-15
NR6277--MA0591.1.Bach1::Mafk	chr17	32023270	32023284	-	0.000	0.000	Merged-chr17-32023327-13
NR10904--MA0496.2.MAFK	chr5	58084108	58084126	-	0.000	0.000	Merged-chr5-58084122-29
NR3580--MA0501.1.MAF::NFE2	chr13	13493568	13493582	+	0.000	0.000	Merged-chr13-13493678-12
NR477--MA0495.2.MAFF	chr1	91626307	91626327	-	0.000	0.000	Merged-chr1-91626193-21
NR6793--MA0591.1.Bach1::Mafk	chr18	43393488	43393502	-	0.000	0.000	Merged-chr18-43393382-40
NR4648--MA0501.1.MAF::NFE2	chr14	61770866	61770880	+	0.000	0.000	Merged-chr14-61770762-4
NR13520--MA0089.1.MAFG::NFE2L1	chr8	46420722	46420727	+	0.000	0.000	Merged-chr8-46420639-16
NR11837--MA0591.1.Bach1::Mafk	chr6	67668303	67668317	-	0.000	0.000	Merged-chr6-67668321-12
NR904--MA0117.2.Mafb	chr1	157039063	157039074	+	0.000	0.000	Merged-chr1-157039058-34
NR3683--MA0495.2.MAFF	chr13	36203199	36203219	-	0.000	0.000	Merged-chr13-36203222-10
NR5636--MA0501.1.MAF::NFE2	chr16	32972774	32972788	+	0.000	0.000	Merged-chr16-32972762-21
NR2253--MA0495.2.MAFF	chr11	23570306	23570326	-	0.000	0.000	Merged-chr11-23570355-13
NR12026--MA0089.1.MAFG::NFE2L1	chr6	99643708	99643713	-	0.000	0.000	Merged-chr6-99643748-32
NR11302--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR54--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR11878--MA0089.1.MAFG::NFE2L1	chr6	73210625	73210630	+	0.000	0.000	Merged-chr6-73210689-51
NR8323--MA0089.1.MAFG::NFE2L1	chr2	132282172	132282177	+	0.000	0.000	Merged-chr2-132282020-68
NR1129--MA0089.1.MAFG::NFE2L1	chr1	184060600	184060605	+	0.000	0.000	Merged-chr1-184060676-8
NR12113--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR4195--MA0591.1.Bach1::Mafk	chr13	112288318	112288332	+	0.000	0.000	Merged-chr13-112288360-131
NR5863--MA0495.2.MAFF	chr16	65351162	65351182	+	0.000	0.000	Merged-chr16-65351191-13
NR5220--MA0089.1.MAFG::NFE2L1	chr15	59542055	59542060	+	0.000	0.000	Merged-chr15-59542049-14
NR10298--MA0659.1.MAFG	chr4	118078607	118078627	-	0.000	0.000	Merged-chr4-118078644-25
NR12415--MA0089.1.MAFG::NFE2L1	chr6	140548147	140548152	+	0.000	0.000	Merged-chr6-140548189-34
NR7899--MA0089.1.MAFG::NFE2L1	chr2	79698315	79698320	+	0.000	0.000	Merged-chr2-79698404-21
NR8678--MA0659.1.MAFG	chr2	172977503	172977523	-	0.000	0.000	Merged-chr2-172977593-131
NR9554--MA0089.1.MAFG::NFE2L1	chr3	138746828	138746833	-	0.000	0.000	Merged-chr3-138746730-15
NR9063--MA0089.1.MAFG::NFE2L1	chr3	79270093	79270098	+	0.000	0.000	Merged-chr3-79270045-21
NR11561--MA0089.1.MAFG::NFE2L1	chr6	17479042	17479047	+	0.000	0.000	Merged-chr6-17478988-3
NR8878--MA0591.1.Bach1::Mafk	chr3	35802320	35802334	+	0.000	0.000	Merged-chr3-35802225-4
NR3209--MA0495.2.MAFF	chr12	91604327	91604347	-	0.000	0.000	Merged-chr12-91604478-1
NR9104--MA0591.1.Bach1::Mafk	chr3	84570962	84570976	+	0.000	0.000	Merged-chr3-84570776-21
NR6942--MA0089.1.MAFG::NFE2L1	chr18	67301728	67301733	+	0.000	0.000	Merged-chr18-67301646-31
NR7016--MA0089.1.MAFG::NFE2L1	chr18	75489514	75489519	-	0.000	0.000	Merged-chr18-75489446-39
NR5997--MA0501.1.MAF::NFE2	chr16	89974511	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR11149--MA0495.2.MAFF	chr5	103367068	103367088	-	0.000	0.000	Merged-chr5-103367276-46
NR11920--MA0501.1.MAF::NFE2	chr6	83478910	83478924	-	0.000	0.000	Merged-chr6-83478852-15
NR8523--MA0089.1.MAFG::NFE2L1	chr2	156278897	156278902	-	0.000	0.000	Merged-chr2-156278789-33
NR8680--MA0496.2.MAFK	chr2	172977504	172977522	-	0.000	0.000	Merged-chr2-172977593-131
NR9864--MA0496.2.MAFK	chr4	41295741	41295759	+	0.000	0.000	Merged-chr4-41295781-15
NR14001--MA0591.1.Bach1::Mafk	chr8	124658004	124658018	+	0.000	0.000	Merged-chr8-124658101-13
NR12030--MA0117.2.Mafb	chr6	100255567	100255578	+	0.000	0.000	Merged-chr6-100255672-12
NR3765--MA0089.1.MAFG::NFE2L1	chr13	45884989	45884994	-	0.000	0.000	Merged-chr13-45885080-29
NR1491--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR12500--MA0089.1.MAFG::NFE2L1	chr6	146185759	146185764	-	0.000	0.000	Merged-chr6-146185680-43
NR6837--MA0495.2.MAFF	chr18	54822970	54822990	+	0.000	0.000	Merged-chr18-54822886-30
NR6073--MA0117.2.Mafb	chr16	95152145	95152156	-	0.000	0.000	Merged-chr16-95151987-32
NR1227--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR4547--MA0117.2.Mafb	chr14	45038235	45038246	+	0.000	0.000	Merged-chr14-45038197-18
NR939--MA0495.2.MAFF	chr1	162773892	162773912	-	0.000	0.000	Merged-chr1-162773825-31
NR14216--MA0591.1.Bach1::Mafk	chr9	37242636	37242650	-	0.000	0.000	Merged-chr9-37242651-16
NR10778--MA0591.1.Bach1::Mafk	chr5	34430984	34430998	+	0.000	0.000	Merged-chr5-34430803-28
NR9444--MA0495.2.MAFF	chr3	126570830	126570850	-	0.000	0.000	Merged-chr3-126570904-20
NR3663--MA0089.1.MAFG::NFE2L1	chr13	30831528	30831533	-	0.000	0.000	Merged-chr13-30831512-31
NR10246--MA0501.1.MAF::NFE2	chr4	109665339	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR5132--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR14528--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR6085--MA0495.2.MAFF	chr16	96358152	96358172	+	0.000	0.000	Merged-chr16-96358039-35
NR14199--MA0496.2.MAFK	chr9	34996152	34996170	-	0.000	0.000	Merged-chr9-34996088-18
NR4241--MA0501.1.MAF::NFE2	chr13	113418359	113418373	-	0.000	0.000	Merged-chr13-113418245-6
NR941--MA0501.1.MAF::NFE2	chr1	162773898	162773912	+	0.000	0.000	Merged-chr1-162773825-31
NR2804--MA0496.2.MAFK	chr11	117194554	117194572	+	0.000	0.000	Merged-chr11-117194632-5
NR11123--MA0501.1.MAF::NFE2	chr5	100823556	100823570	+	0.000	0.000	Merged-chr5-100823471-2
NR8621--MA0089.1.MAFG::NFE2L1	chr2	168170384	168170389	-	0.000	0.000	Merged-chr2-168170286-45
NR13116--MA0117.2.Mafb	chr7	116715386	116715397	-	0.000	0.000	Merged-chr7-116715582-45
NR13369--MA0591.1.Bach1::Mafk	chr8	8343193	8343207	-	0.000	0.000	Merged-chr8-8343206-7
NR9550--MA0089.1.MAFG::NFE2L1	chr3	137961940	137961945	+	0.000	0.000	Merged-chr3-137962071-28
NR2256--MA0501.1.MAF::NFE2	chr11	23570312	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR2957--MA0495.2.MAFF	chr12	36363882	36363902	+	0.000	0.000	Merged-chr12-36363919-6
NR4237--MA0495.2.MAFF	chr13	113418359	113418379	-	0.000	0.000	Merged-chr13-113418245-6
NR5074--MA0501.1.MAF::NFE2	chr15	25817412	25817426	-	0.000	0.000	Merged-chr15-25817272-36
NR10929--MA0501.1.MAF::NFE2	chr5	63964855	63964869	-	0.000	0.000	Merged-chr5-63964753-8
NR3832--MA0495.2.MAFF	chr13	58206782	58206802	-	0.000	0.000	Merged-chr13-58206802-1
NR1891--MA0089.1.MAFG::NFE2L1	chr10	96535667	96535672	+	0.000	0.000	Merged-chr10-96535668-22
NR8809--MA0659.1.MAFG	chr3	18243867	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR10459--MA0591.1.Bach1::Mafk	chr4	141952341	141952355	+	0.000	0.000	Merged-chr4-141952458-47
NR8699--MA0496.2.MAFK	chr2	174566022	174566040	+	0.000	0.000	Merged-chr2-174566072-46
NR12420--MA0501.1.MAF::NFE2	chr6	140817163	140817177	-	0.000	0.000	Merged-chr6-140817043-66
NR13221--MA0591.1.Bach1::Mafk	chr7	129764600	129764614	-	0.000	0.000	Merged-chr7-129764736-16
NR4556--MA0501.1.MAF::NFE2	chr14	46671312	46671326	+	0.000	0.000	Merged-chr14-46671310-13
NR72--MA0495.2.MAFF	chr1	21604147	21604167	-	0.000	0.000	Merged-chr1-21604184-30
NR8343--MA0089.1.MAFG::NFE2L1	chr2	135891302	135891307	+	0.000	0.000	Merged-chr2-135891354-60
NR8811--MA0496.2.MAFK	chr3	18243868	18243886	+	0.000	0.000	Merged-chr3-18243680-52
NR7072--MA0496.2.MAFK	chr18	80671895	80671913	-	0.000	0.000	Merged-chr18-80671844-8
NR13436--MA0591.1.Bach1::Mafk	chr8	18768249	18768263	-	0.000	0.000	Merged-chr8-18768213-14
NR14469--MA0495.2.MAFF	chr9	83564270	83564290	-	0.000	0.000	Merged-chr9-83564254-44
NR9449--MA0496.2.MAFK	chr3	126570831	126570849	-	0.000	0.000	Merged-chr3-126570904-20
NR2232--MA0501.1.MAF::NFE2	chr11	20565266	20565280	+	0.000	0.000	Merged-chr11-20565128-32
NR2803--MA0591.1.Bach1::Mafk	chr11	117194556	117194570	-	0.000	0.000	Merged-chr11-117194632-5
NR3383--MA0089.1.MAFG::NFE2L1	chr12	110389608	110389613	+	0.000	0.000	Merged-chr12-110389691-32
NR8950--MA0496.2.MAFK	chr3	55688309	55688327	+	0.000	0.000	Merged-chr3-55688329-24
NR479--MA0089.1.MAFG::NFE2L1	chr1	91755238	91755243	-	0.000	0.000	Merged-chr1-91755348-8
NR9393--MA0117.2.Mafb	chr3	120458094	120458105	+	0.000	0.000	Merged-chr3-120457943-64
NR1398--MA0591.1.Bach1::Mafk	chr10	21946996	21947010	+	0.000	0.000	Merged-chr10-21947042-21
NR3979--MA0501.1.MAF::NFE2	chr13	83566389	83566403	-	0.000	0.000	Merged-chr13-83566220-57
NR4482--MA0591.1.Bach1::Mafk	chr14	40902839	40902853	+	0.000	0.000	Merged-chr14-40902839-11
NR2315--MA0659.1.MAFG	chr11	43362487	43362507	-	0.000	0.000	Merged-chr11-43362318-2
NR6888--MA0089.1.MAFG::NFE2L1	chr18	61207178	61207183	+	0.000	0.000	Merged-chr18-61207122-39
NR14290--MA0495.2.MAFF	chr9	48538398	48538418	+	0.000	0.000	Merged-chr9-48538454-59
NR5365--MA0117.2.Mafb	chr15	84372887	84372898	+	0.000	0.000	Merged-chr15-84372915-18
NR4135--MA0089.1.MAFG::NFE2L1	chr13	106957537	106957542	+	0.000	0.000	Merged-chr13-106957693-14
NR13066--MA0495.2.MAFF	chr7	112213250	112213270	-	0.000	0.000	Merged-chr7-112213302-61
NR3306--MA0089.1.MAFG::NFE2L1	chr12	102652430	102652435	-	0.000	0.000	Merged-chr12-102652464-144
NR753--MA0089.1.MAFG::NFE2L1	chr1	136898486	136898491	-	0.000	0.000	Merged-chr1-136898317-25
NR11718--MA0591.1.Bach1::Mafk	chr6	52825791	52825805	-	0.000	0.000	Merged-chr6-52825813-18
NR1603--MA0501.1.MAF::NFE2	chr10	60162722	60162736	-	0.000	0.000	Merged-chr10-60162645-38
NR3739--MA0495.2.MAFF	chr13	44420069	44420089	+	0.000	0.000	Merged-chr13-44420007-1
NR7881--MA0501.1.MAF::NFE2	chr2	77341711	77341725	+	0.000	0.000	Merged-chr2-77341563-2
NR9370--MA0089.1.MAFG::NFE2L1	chr3	115897947	115897952	-	0.000	0.000	Merged-chr3-115897908-5
NR679--MA0089.1.MAFG::NFE2L1	chr1	127297096	127297101	-	0.000	0.000	Merged-chr1-127297024-52
NR14778--MA0501.1.MAF::NFE2	chr9	121361039	121361053	+	0.000	0.000	Merged-chr9-121360909-87
NR360--MA0117.2.Mafb	chr1	78591382	78591393	+	0.000	0.000	Merged-chr1-78591432-38
NR10909--MA0659.1.MAFG	chr5	58084183	58084203	-	0.000	0.000	Merged-chr5-58084122-29
NR7538--MA0089.1.MAFG::NFE2L1	chr2	18519387	18519392	-	0.000	0.000	Merged-chr2-18519177-24
NR953--MA0089.1.MAFG::NFE2L1	chr1	164405703	164405708	-	0.000	0.000	Merged-chr1-164405623-22
NR12444--MA0659.1.MAFG	chr6	143132507	143132527	+	0.000	0.000	Merged-chr6-143132490-15
NR8526--MA0495.2.MAFF	chr2	156970685	156970705	-	0.000	0.000	Merged-chr2-156970494-23
NR14716--MA0495.2.MAFF	chr9	116319684	116319704	-	0.000	0.000	Merged-chr9-116319642-35
NR5191--MA0659.1.MAFG	chr15	55327531	55327551	-	0.000	0.000	Merged-chr15-55327422-12
NR2806--MA0591.1.Bach1::Mafk	chr11	117194576	117194590	-	0.000	0.000	Merged-chr11-117194632-5
NR10911--MA0496.2.MAFK	chr5	58084184	58084202	-	0.000	0.000	Merged-chr5-58084122-29
NR12358--MA0501.1.MAF::NFE2	chr6	134148220	134148234	+	0.000	0.000	Merged-chr6-134148194-39
NR14870--MA0659.1.MAFG	chrX	53607939	53607959	+	0.000	0.000	Merged-chrX-53607978-28
NR9949--MA0117.2.Mafb	chr4	57731337	57731348	+	0.000	0.000	Merged-chr4-57731162-88
NR14718--MA0659.1.MAFG	chr9	116319684	116319704	+	0.000	0.000	Merged-chr9-116319642-35
NR6353--MA0501.1.MAF::NFE2	chr17	44337053	44337067	-	0.000	0.000	Merged-chr17-44337024-21
NR12357--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR6122--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR14292--MA0591.1.Bach1::Mafk	chr9	48538401	48538415	-	0.000	0.000	Merged-chr9-48538454-59
NR8895--MA0117.2.Mafb	chr3	41077515	41077526	+	0.000	0.000	Merged-chr3-41077638-22
NR5998--MA0501.1.MAF::NFE2	chr16	89974505	89974519	-	0.000	0.000	Merged-chr16-89974505-28
NR11126--MA0117.2.Mafb	chr5	100929909	100929920	-	0.000	0.000	Merged-chr5-100929891-31
NR9723--MA0496.2.MAFK	chr3	157884229	157884247	-	0.000	0.000	Merged-chr3-157884103-23
NR9863--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR487--MA0501.1.MAF::NFE2	chr1	91909103	91909117	+	0.000	0.000	Merged-chr1-91909100-9
NR2958--MA0501.1.MAF::NFE2	chr12	36363882	36363896	-	0.000	0.000	Merged-chr12-36363919-6
NR3744--MA0591.1.Bach1::Mafk	chr13	44507141	44507155	+	0.000	0.000	Merged-chr13-44507226-54
NR7826--MA0501.1.MAF::NFE2	chr2	68302118	68302132	-	0.000	0.000	Merged-chr2-68302090-16
