#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR3641--MA0511.2.RUNX2	chr14	75069000	75069008	-	0.000	0.000	Merged-chr14-75068888-3
NR10405--MA0002.2.RUNX1	chr9	15526089	15526099	-	0.000	0.000	Merged-chr9-15526156-7
NR8950--MA0511.2.RUNX2	chr6	122302848	122302856	+	0.000	0.000	Merged-chr6-122302793-16
NR5474--MA0002.2.RUNX1	chr19	14305786	14305796	+	0.000	0.000	Merged-chr19-14305924-12
NR8851--MA0002.2.RUNX1	chr6	108630932	108630942	+	0.000	0.000	Merged-chr6-108631007-44
NR4177--MA0684.1.RUNX3	chr16	4503549	4503558	+	0.000	0.000	Merged-chr16-4503652-20
NR4620--MA0002.2.RUNX1	chr16	96273469	96273479	-	0.000	0.000	Merged-chr16-96273446-72
NR9979--MA0511.2.RUNX2	chr8	40584804	40584812	+	0.000	0.000	Merged-chr8-40584789-43
NR11119--MA0511.2.RUNX2	chrX	77640461	77640469	-	0.000	0.000	Merged-chrX-77640531-25
NR3846--MA0684.1.RUNX3	chr15	34389221	34389230	-	0.000	0.000	Merged-chr15-34389092-27
NR5649--MA0002.2.RUNX1	chr19	53407588	53407598	-	0.000	0.000	Merged-chr19-53407600-23
NR7885--MA0511.2.RUNX2	chr5	23637511	23637519	+	0.000	0.000	Merged-chr5-23637519-38
NR5605--MA0511.2.RUNX2	chr19	42149675	42149683	+	0.000	0.000	Merged-chr19-42149753-11
NR10451--MA0511.2.RUNX2	chr9	41153628	41153636	-	0.000	0.000	Merged-chr9-41153398-36
NR1752--MA0684.1.RUNX3	chr11	55031376	55031385	+	0.000	0.000	Merged-chr11-55031517-56
NR6390--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR4209--MA0684.1.RUNX3	chr16	14088427	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR5758--MA0002.2.RUNX1	chr2	11040240	11040250	-	0.000	0.000	Merged-chr2-11040200-20
NR7994--MA0511.2.RUNX2	chr5	64651525	64651533	+	0.000	0.000	Merged-chr5-64651532-36
NR10547--MA0684.1.RUNX3	chr9	57800765	57800774	+	0.000	0.000	Merged-chr9-57800660-12
NR10875--MA0002.2.RUNX1	chr9	108083384	108083394	+	0.000	0.000	Merged-chr9-108083224-47
NR4904--MA0002.2.RUNX1	chr17	56289436	56289446	-	0.000	0.000	Merged-chr17-56289493-28
NR1212--MA0511.2.RUNX2	chr10	84897547	84897555	+	0.000	0.000	Merged-chr10-84897526-62
NR2953--MA0002.2.RUNX1	chr13	55641101	55641111	-	0.000	0.000	Merged-chr13-55640933-22
NR9227--MA0002.2.RUNX1	chr6	148748273	148748283	+	0.000	0.000	Merged-chr6-148748111-1
NR3001--MA0511.2.RUNX2	chr13	73955717	73955725	-	0.000	0.000	Merged-chr13-73955669-7
NR5125--MA0684.1.RUNX3	chr18	14985725	14985734	-	0.000	0.000	Merged-chr18-14985821-9
NR3568--MA0002.2.RUNX1	chr14	64487042	64487052	+	0.000	0.000	Merged-chr14-64487000-12
NR1888--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR1573--MA0511.2.RUNX2	chr11	16988016	16988024	+	0.000	0.000	Merged-chr11-16987963-24
NR7385--MA0002.2.RUNX1	chr4	83234308	83234318	-	0.000	0.000	Merged-chr4-83234214-31
NR1080--MA0684.1.RUNX3	chr10	60290309	60290318	-	0.000	0.000	Merged-chr10-60290356-31
NR6802--MA0002.2.RUNX1	chr3	94916042	94916052	-	0.000	0.000	Merged-chr3-94916123-28
NR3776--MA0511.2.RUNX2	chr14	123163086	123163094	+	0.000	0.000	Merged-chr14-123163033-38
NR170--MA0002.2.RUNX1	chr1	59180217	59180227	-	0.000	0.000	Merged-chr1-59180254-19
NR441--MA0002.2.RUNX1	chr1	127557421	127557431	-	0.000	0.000	Merged-chr1-127557367-11
NR8986--MA0002.2.RUNX1	chr6	125067777	125067787	+	0.000	0.000	Merged-chr6-125067765-41
NR7516--MA0511.2.RUNX2	chr4	108371652	108371660	+	0.000	0.000	Merged-chr4-108371608-19
NR821--MA0002.2.RUNX1	chr1	184534678	184534688	-	0.000	0.000	Merged-chr1-184534660-49
NR7398--MA0002.2.RUNX1	chr4	85709849	85709859	+	0.000	0.000	Merged-chr4-85709823-9
NR9034--MA0511.2.RUNX2	chr6	130288355	130288363	+	0.000	0.000	Merged-chr6-130288327-19
NR5118--MA0002.2.RUNX1	chr18	14985706	14985716	+	0.000	0.000	Merged-chr18-14985821-9
NR10506--MA0002.2.RUNX1	chr9	53430251	53430261	+	0.000	0.000	Merged-chr9-53430212-10
NR3123--MA0511.2.RUNX2	chr13	95913144	95913152	-	0.000	0.000	Merged-chr13-95913173-23
NR331--MA0684.1.RUNX3	chr1	91049441	91049450	+	0.000	0.000	Merged-chr1-91049511-13
NR7192--MA0511.2.RUNX2	chr4	6924977	6924985	+	0.000	0.000	Merged-chr4-6924913-49
NR10615--MA0002.2.RUNX1	chr9	69092610	69092620	+	0.000	0.000	Merged-chr9-69092509-18
NR5290--MA0684.1.RUNX3	chr18	65691625	65691634	+	0.000	0.000	Merged-chr18-65691617-34
NR933--MA0511.2.RUNX2	chr10	13970473	13970481	-	0.000	0.000	Merged-chr10-13970545-12
NR7364--MA0002.2.RUNX1	chr4	63847309	63847319	+	0.000	0.000	Merged-chr4-63847263-40
NR9000--MA0511.2.RUNX2	chr6	127302987	127302995	+	0.000	0.000	Merged-chr6-127302896-25
NR3385--MA0002.2.RUNX1	chr14	25560069	25560079	-	0.000	0.000	Merged-chr14-25560139-23
NR8713--MA0002.2.RUNX1	chr6	82744675	82744685	-	0.000	0.000	Merged-chr6-82744737-54
NR6762--MA0002.2.RUNX1	chr3	87387617	87387627	+	0.000	0.000	Merged-chr3-87387698-10
NR4211--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR5194--MA0684.1.RUNX3	chr18	37814060	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR4877--MA0002.2.RUNX1	chr17	51789246	51789256	+	0.000	0.000	Merged-chr17-51789354-14
NR943--MA0002.2.RUNX1	chr10	19104783	19104793	-	0.000	0.000	Merged-chr10-19104955-55
NR7668--MA0684.1.RUNX3	chr4	138257515	138257524	+	0.000	0.000	Merged-chr4-138257384-22
NR5051--MA0684.1.RUNX3	chr17	86779459	86779468	+	0.000	0.000	Merged-chr17-86779381-46
NR3659--MA0511.2.RUNX2	chr14	77861400	77861408	+	0.000	0.000	Merged-chr14-77861310-50
NR10291--MA0002.2.RUNX1	chr8	123032959	123032969	-	0.000	0.000	Merged-chr8-123033029-47
NR4942--MA0511.2.RUNX2	chr17	65817917	65817925	-	0.000	0.000	Merged-chr17-65817855-23
NR9679--MA0511.2.RUNX2	chr7	117635774	117635782	+	0.000	0.000	Merged-chr7-117635751-13
NR781--MA0002.2.RUNX1	chr1	180810552	180810562	+	0.000	0.000	Merged-chr1-180810648-13
NR3275--MA0684.1.RUNX3	chr13	112211292	112211301	+	0.000	0.000	Merged-chr13-112211274-7
NR9807--MA0511.2.RUNX2	chr7	136255794	136255802	-	0.000	0.000	Merged-chr7-136255803-24
NR10866--MA0684.1.RUNX3	chr9	105499567	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR4952--MA0002.2.RUNX1	chr17	71216501	71216511	+	0.000	0.000	Merged-chr17-71216494-9
NR8219--MA0511.2.RUNX2	chr5	113621184	113621192	-	0.000	0.000	Merged-chr5-113621220-18
NR1104--MA0684.1.RUNX3	chr10	67662499	67662508	+	0.000	0.000	Merged-chr10-67662488-5
NR8564--MA0002.2.RUNX1	chr6	41141082	41141092	+	0.000	0.000	Merged-chr6-41141136-19
NR608--MA0002.2.RUNX1	chr1	156459737	156459747	-	0.000	0.000	Merged-chr1-156459929-41
NR2801--MA0684.1.RUNX3	chr13	19219834	19219843	+	0.000	0.000	Merged-chr13-19219739-41
NR7075--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR6741--MA0002.2.RUNX1	chr3	84126137	84126147	-	0.000	0.000	Merged-chr3-84126096-28
NR4856--MA0002.2.RUNX1	chr17	50071769	50071779	+	0.000	0.000	Merged-chr17-50071769-42
NR3288--MA0684.1.RUNX3	chr13	113549211	113549220	-	0.000	0.000	Merged-chr13-113549207-25
NR4171--MA0002.2.RUNX1	chr16	3982463	3982473	-	0.000	0.000	Merged-chr16-3982293-15
NR7184--MA0511.2.RUNX2	chr3	157938676	157938684	-	0.000	0.000	Merged-chr3-157938783-43
NR8881--MA0511.2.RUNX2	chr6	115594629	115594637	+	0.000	0.000	Merged-chr6-115594731-47
NR7356--MA0002.2.RUNX1	chr4	63401123	63401133	+	0.000	0.000	Merged-chr4-63401068-56
NR826--MA0002.2.RUNX1	chr1	184908695	184908705	-	0.000	0.000	Merged-chr1-184908710-36
NR7008--MA0002.2.RUNX1	chr3	135662284	135662294	+	0.000	0.000	Merged-chr3-135662466-47
NR7613--MA0684.1.RUNX3	chr4	132748881	132748890	+	0.000	0.000	Merged-chr4-132748989-25
NR9101--MA0511.2.RUNX2	chr6	137582263	137582271	-	0.000	0.000	Merged-chr6-137582391-38
NR10697--MA0002.2.RUNX1	chr9	79919425	79919435	-	0.000	0.000	Merged-chr9-79919473-56
NR4--MA0002.2.RUNX1	chr1	6467286	6467296	+	0.000	0.000	Merged-chr1-6467226-38
NR5837--MA0684.1.RUNX3	chr2	30112734	30112743	-	0.000	0.000	Merged-chr2-30112786-18
NR1044--MA0002.2.RUNX1	chr10	53461315	53461325	-	0.000	0.000	Merged-chr10-53461441-37
NR76--MA0002.2.RUNX1	chr1	38694359	38694369	+	0.000	0.000	Merged-chr1-38694375-50
NR825--MA0684.1.RUNX3	chr1	184576648	184576657	+	0.000	0.000	Merged-chr1-184576440-44
NR8490--MA0002.2.RUNX1	chr6	13078913	13078923	+	0.000	0.000	Merged-chr6-13078885-13
NR10239--MA0684.1.RUNX3	chr8	116717266	116717275	+	0.000	0.000	Merged-chr8-116717291-13
NR4801--MA0002.2.RUNX1	chr17	34630397	34630407	+	0.000	0.000	Merged-chr17-34630470-19
NR10318--MA0511.2.RUNX2	chr8	125725665	125725673	-	0.000	0.000	Merged-chr8-125725496-61
NR7067--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR9124--MA0002.2.RUNX1	chr6	140819581	140819591	-	0.000	0.000	Merged-chr6-140819599-25
NR4577--MA0002.2.RUNX1	chr16	92654066	92654076	+	0.000	0.000	Merged-chr16-92654045-22
NR8870--MA0002.2.RUNX1	chr6	114680715	114680725	+	0.000	0.000	Merged-chr6-114680975-48
NR1013--MA0511.2.RUNX2	chr10	40171385	40171393	-	0.000	0.000	Merged-chr10-40171372-15
NR772--MA0684.1.RUNX3	chr1	180410442	180410451	+	0.000	0.000	Merged-chr1-180410391-12
NR646--MA0511.2.RUNX2	chr1	164079560	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR9028--MA0002.2.RUNX1	chr6	130136694	130136704	-	0.000	0.000	Merged-chr6-130136655-31
NR10186--MA0684.1.RUNX3	chr8	110813252	110813261	+	0.000	0.000	Merged-chr8-110813191-16
NR4814--MA0002.2.RUNX1	chr17	35526816	35526826	+	0.000	0.000	Merged-chr17-35526917-14
NR881--MA0684.1.RUNX3	chr1	192778940	192778949	+	0.000	0.000	Merged-chr1-192778895-23
NR6623--MA0684.1.RUNX3	chr3	37606147	37606156	-	0.000	0.000	Merged-chr3-37605967-27
NR10708--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR5528--MA0511.2.RUNX2	chr19	29347396	29347404	-	0.000	0.000	Merged-chr19-29347328-12
NR3577--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR8535--MA0002.2.RUNX1	chr6	33675651	33675661	-	0.000	0.000	Merged-chr6-33675584-7
NR5114--MA0511.2.RUNX2	chr18	14985708	14985716	-	0.000	0.000	Merged-chr18-14985821-9
NR9868--MA0511.2.RUNX2	chr7	143644145	143644153	+	0.000	0.000	Merged-chr7-143644190-29
NR2753--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR9454--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR11210--MA0002.2.RUNX1	chrX	167037990	167038000	+	0.000	0.000	Merged-chrX-167038027-22
NR751--MA0684.1.RUNX3	chr1	178218441	178218450	-	0.000	0.000	Merged-chr1-178218511-16
NR8230--MA0002.2.RUNX1	chr5	114041829	114041839	-	0.000	0.000	Merged-chr5-114041714-24
NR10244--MA0511.2.RUNX2	chr8	117074472	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR8134--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR10416--MA0002.2.RUNX1	chr9	22366959	22366969	+	0.000	0.000	Merged-chr9-22366928-17
NR10082--MA0511.2.RUNX2	chr8	81704155	81704163	-	0.000	0.000	Merged-chr8-81703996-53
NR4678--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR10210--MA0511.2.RUNX2	chr8	114879899	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR4949--MA0002.2.RUNX1	chr17	71192225	71192235	-	0.000	0.000	Merged-chr17-71192022-46
NR7069--MA0002.2.RUNX1	chr3	142281338	142281348	-	0.000	0.000	Merged-chr3-142281213-32
NR2998--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR2603--MA0002.2.RUNX1	chr12	108601089	108601099	+	0.000	0.000	Merged-chr12-108601181-28
NR10178--MA0684.1.RUNX3	chr8	107360744	107360753	-	0.000	0.000	Merged-chr8-107360738-8
NR744--MA0002.2.RUNX1	chr1	177670800	177670810	-	0.000	0.000	Merged-chr1-177670807-27
NR3109--MA0002.2.RUNX1	chr13	95449935	95449945	-	0.000	0.000	Merged-chr13-95449730-51
NR5123--MA0684.1.RUNX3	chr18	14985713	14985722	-	0.000	0.000	Merged-chr18-14985821-9
NR5961--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR330--MA0002.2.RUNX1	chr1	91049441	91049451	-	0.000	0.000	Merged-chr1-91049511-13
NR6672--MA0002.2.RUNX1	chr3	58671329	58671339	-	0.000	0.000	Merged-chr3-58671349-14
NR5597--MA0511.2.RUNX2	chr19	40300140	40300148	+	0.000	0.000	Merged-chr19-40300210-18
NR9006--MA0684.1.RUNX3	chr6	127617443	127617452	+	0.000	0.000	Merged-chr6-127617353-34
NR6467--MA0002.2.RUNX1	chr2	168429763	168429773	-	0.000	0.000	Merged-chr2-168429700-17
NR1095--MA0511.2.RUNX2	chr10	66953973	66953981	-	0.000	0.000	Merged-chr10-66953660-61
NR4918--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR442--MA0511.2.RUNX2	chr1	127619490	127619498	-	0.000	0.000	Merged-chr1-127619429-18
NR6685--MA0002.2.RUNX1	chr3	61409825	61409835	+	0.000	0.000	Merged-chr3-61409766-58
NR1028--MA0002.2.RUNX1	chr10	44565400	44565410	+	0.000	0.000	Merged-chr10-44565261-15
NR2602--MA0684.1.RUNX3	chr12	108601019	108601028	-	0.000	0.000	Merged-chr12-108601181-28
NR8222--MA0002.2.RUNX1	chr5	113672598	113672608	+	0.000	0.000	Merged-chr5-113672609-14
NR1014--MA0684.1.RUNX3	chr10	40171384	40171393	-	0.000	0.000	Merged-chr10-40171372-15
NR8997--MA0002.2.RUNX1	chr6	126995691	126995701	+	0.000	0.000	Merged-chr6-126995755-15
NR6717--MA0002.2.RUNX1	chr3	75930325	75930335	+	0.000	0.000	Merged-chr3-75930291-55
NR4180--MA0511.2.RUNX2	chr16	4584024	4584032	+	0.000	0.000	Merged-chr16-4584045-35
NR504--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR8854--MA0002.2.RUNX1	chr6	108717915	108717925	+	0.000	0.000	Merged-chr6-108717791-30
NR4081--MA0002.2.RUNX1	chr15	93913639	93913649	-	0.000	0.000	Merged-chr15-93913565-49
NR8235--MA0002.2.RUNX1	chr5	114246943	114246953	-	0.000	0.000	Merged-chr5-114246791-23
NR9489--MA0684.1.RUNX3	chr7	84386627	84386636	+	0.000	0.000	Merged-chr7-84386751-45
NR6240--MA0511.2.RUNX2	chr2	130555014	130555022	-	0.000	0.000	Merged-chr2-130555023-33
NR6812--MA0684.1.RUNX3	chr3	96338257	96338266	+	0.000	0.000	Merged-chr3-96338308-3
NR9869--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR673--MA0511.2.RUNX2	chr1	165845215	165845223	+	0.000	0.000	Merged-chr1-165845365-11
NR2956--MA0002.2.RUNX1	chr13	56476959	56476969	-	0.000	0.000	Merged-chr13-56477022-46
NR3068--MA0684.1.RUNX3	chr13	90981481	90981490	-	0.000	0.000	Merged-chr13-90981461-11
NR8453--MA0002.2.RUNX1	chr5	149641831	149641841	+	0.000	0.000	Merged-chr5-149641711-30
NR8519--MA0002.2.RUNX1	chr6	30347013	30347023	-	0.000	0.000	Merged-chr6-30346913-17
NR6839--MA0002.2.RUNX1	chr3	101588972	101588982	-	0.000	0.000	Merged-chr3-101588946-10
NR10196--MA0511.2.RUNX2	chr8	111998969	111998977	+	0.000	0.000	Merged-chr8-111998914-9
NR8710--MA0684.1.RUNX3	chr6	72841926	72841935	+	0.000	0.000	Merged-chr6-72841906-9
NR10245--MA0684.1.RUNX3	chr8	117074471	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR1149--MA0684.1.RUNX3	chr10	75697171	75697180	+	0.000	0.000	Merged-chr10-75697186-22
NR9640--MA0002.2.RUNX1	chr7	114671162	114671172	-	0.000	0.000	Merged-chr7-114671342-44
NR7960--MA0002.2.RUNX1	chr5	44220689	44220699	-	0.000	0.000	Merged-chr5-44220668-26
NR8737--MA0002.2.RUNX1	chr6	86754842	86754852	-	0.000	0.000	Merged-chr6-86754818-10
NR2161--MA0684.1.RUNX3	chr11	119671400	119671409	-	0.000	0.000	Merged-chr11-119671227-50
NR6808--MA0511.2.RUNX2	chr3	95697805	95697813	+	0.000	0.000	Merged-chr3-95697809-14
NR3209--MA0684.1.RUNX3	chr13	104576342	104576351	-	0.000	0.000	Merged-chr13-104576446-28
NR4857--MA0511.2.RUNX2	chr17	50148364	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR2511--MA0511.2.RUNX2	chr12	99633811	99633819	-	0.000	0.000	Merged-chr12-99633921-16
NR3904--MA0002.2.RUNX1	chr15	58750401	58750411	-	0.000	0.000	Merged-chr15-58750240-28
NR699--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR3318--MA0684.1.RUNX3	chr13	119653361	119653370	+	0.000	0.000	Merged-chr13-119653292-20
NR8432--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR205--MA0002.2.RUNX1	chr1	62829800	62829810	+	0.000	0.000	Merged-chr1-62829921-36
NR10238--MA0002.2.RUNX1	chr8	116717266	116717276	-	0.000	0.000	Merged-chr8-116717291-13
NR4867--MA0002.2.RUNX1	chr17	50310626	50310636	-	0.000	0.000	Merged-chr17-50310494-22
NR2250--MA0002.2.RUNX1	chr12	32285223	32285233	+	0.000	0.000	Merged-chr12-32285209-18
NR6881--MA0684.1.RUNX3	chr3	108718344	108718353	+	0.000	0.000	Merged-chr3-108718262-42
NR2001--MA0511.2.RUNX2	chr11	98948109	98948117	+	0.000	0.000	Merged-chr11-98948156-24
NR6133--MA0002.2.RUNX1	chr2	104177442	104177452	-	0.000	0.000	Merged-chr2-104177493-61
NR6404--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR4248--MA0002.2.RUNX1	chr16	23197032	23197042	+	0.000	0.000	Merged-chr16-23196963-14
NR4919--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR665--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR10032--MA0511.2.RUNX2	chr8	66497233	66497241	+	0.000	0.000	Merged-chr8-66497339-52
NR2425--MA0002.2.RUNX1	chr12	84762818	84762828	+	0.000	0.000	Merged-chr12-84762785-51
NR9003--MA0511.2.RUNX2	chr6	127617443	127617451	+	0.000	0.000	Merged-chr6-127617353-34
NR4710--MA0684.1.RUNX3	chr17	18957940	18957949	+	0.000	0.000	Merged-chr17-18957901-23
NR4979--MA0511.2.RUNX2	chr17	74745175	74745183	-	0.000	0.000	Merged-chr17-74745133-7
NR4565--MA0511.2.RUNX2	chr16	91789929	91789937	+	0.000	0.000	Merged-chr16-91789935-50
NR360--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR4195--MA0002.2.RUNX1	chr16	11054664	11054674	+	0.000	0.000	Merged-chr16-11054655-12
NR9159--MA0511.2.RUNX2	chr6	144602993	144603001	+	0.000	0.000	Merged-chr6-144603024-14
NR4866--MA0684.1.RUNX3	chr17	50310589	50310598	+	0.000	0.000	Merged-chr17-50310494-22
NR9980--MA0002.2.RUNX1	chr8	40584798	40584808	-	0.000	0.000	Merged-chr8-40584789-43
NR4323--MA0002.2.RUNX1	chr16	35905582	35905592	+	0.000	0.000	Merged-chr16-35905598-39
NR2372--MA0002.2.RUNX1	chr12	75837679	75837689	-	0.000	0.000	Merged-chr12-75837700-7
NR11120--MA0002.2.RUNX1	chrX	77640459	77640469	+	0.000	0.000	Merged-chrX-77640531-25
NR4674--MA0511.2.RUNX2	chr17	12163002	12163010	-	0.000	0.000	Merged-chr17-12163028-32
NR8206--MA0002.2.RUNX1	chr5	111235963	111235973	+	0.000	0.000	Merged-chr5-111235959-11
NR1770--MA0002.2.RUNX1	chr11	60937936	60937946	+	0.000	0.000	Merged-chr11-60937827-26
NR10598--MA0684.1.RUNX3	chr9	65491674	65491683	+	0.000	0.000	Merged-chr9-65491594-16
NR4684--MA0002.2.RUNX1	chr17	12722759	12722769	-	0.000	0.000	Merged-chr17-12722736-16
NR6016--MA0002.2.RUNX1	chr2	72536031	72536041	+	0.000	0.000	Merged-chr2-72536133-16
NR4065--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR9850--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR4859--MA0002.2.RUNX1	chr17	50148371	50148381	-	0.000	0.000	Merged-chr17-50148334-29
NR8090--MA0511.2.RUNX2	chr5	92245662	92245670	-	0.000	0.000	Merged-chr5-92245649-42
NR2437--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR8262--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR2023--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR9039--MA0002.2.RUNX1	chr6	130342279	130342289	-	0.000	0.000	Merged-chr6-130342331-49
NR11146--MA0002.2.RUNX1	chrX	100476699	100476709	+	0.000	0.000	Merged-chrX-100476611-55
NR2354--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR11003--MA0002.2.RUNX1	chr9	122233149	122233159	-	0.000	0.000	Merged-chr9-122233247-97
NR1401--MA0002.2.RUNX1	chr10	117898610	117898620	-	0.000	0.000	Merged-chr10-117898542-54
NR2112--MA0002.2.RUNX1	chr11	113362859	113362869	+	0.000	0.000	Merged-chr11-113362898-34
NR8275--MA0002.2.RUNX1	chr5	121796150	121796160	+	0.000	0.000	Merged-chr5-121796162-9
NR2539--MA0002.2.RUNX1	chr12	102945738	102945748	-	0.000	0.000	Merged-chr12-102945751-11
NR636--MA0511.2.RUNX2	chr1	161909273	161909281	+	0.000	0.000	Merged-chr1-161909340-8
NR4903--MA0511.2.RUNX2	chr17	56289436	56289444	+	0.000	0.000	Merged-chr17-56289493-28
NR8436--MA0684.1.RUNX3	chr5	148769564	148769573	+	0.000	0.000	Merged-chr5-148769647-40
NR3822--MA0002.2.RUNX1	chr15	25884590	25884600	-	0.000	0.000	Merged-chr15-25884835-36
NR1871--MA0002.2.RUNX1	chr11	78864802	78864812	+	0.000	0.000	Merged-chr11-78864613-1,Merged-chr11-78864936-24
NR11002--MA0684.1.RUNX3	chr9	122233121	122233130	-	0.000	0.000	Merged-chr9-122233247-97
NR2648--MA0002.2.RUNX1	chr12	114804630	114804640	-	0.000	0.000	Merged-chr12-114804708-39
NR666--MA0684.1.RUNX3	chr1	165691743	165691752	+	0.000	0.000	Merged-chr1-165691684-32
NR10871--MA0002.2.RUNX1	chr9	106373162	106373172	+	0.000	0.000	Merged-chr9-106373149-39
NR2111--MA0684.1.RUNX3	chr11	113194938	113194947	+	0.000	0.000	Merged-chr11-113194847-27
NR8101--MA0511.2.RUNX2	chr5	92964797	92964805	-	0.000	0.000	Merged-chr5-92964665-18
NR3660--MA0002.2.RUNX1	chr14	77861400	77861410	-	0.000	0.000	Merged-chr14-77861310-50
NR7543--MA0002.2.RUNX1	chr4	118162267	118162277	+	0.000	0.000	Merged-chr4-118162293-29
NR6451--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR8254--MA0002.2.RUNX1	chr5	117182533	117182543	+	0.000	0.000	Merged-chr5-117182580-11
NR9680--MA0002.2.RUNX1	chr7	117635774	117635784	-	0.000	0.000	Merged-chr7-117635751-13
NR2072--MA0002.2.RUNX1	chr11	109149661	109149671	+	0.000	0.000	Merged-chr11-109149686-17
NR1983--MA0511.2.RUNX2	chr11	97129170	97129178	-	0.000	0.000	Merged-chr11-97129027-2
NR2409--MA0002.2.RUNX1	chr12	82174127	82174137	+	0.000	0.000	Merged-chr12-82174098-6
NR6226--MA0002.2.RUNX1	chr2	128335918	128335928	+	0.000	0.000	Merged-chr2-128335870-5
NR2538--MA0684.1.RUNX3	chr12	102651562	102651571	+	0.000	0.000	Merged-chr12-102651576-1
NR7923--MA0002.2.RUNX1	chr5	35166060	35166070	+	0.000	0.000	Merged-chr5-35166204-55
NR8092--MA0002.2.RUNX1	chr5	92245660	92245670	+	0.000	0.000	Merged-chr5-92245649-42
NR9811--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR659--MA0002.2.RUNX1	chr1	164966197	164966207	-	0.000	0.000	Merged-chr1-164966286-53
NR9712--MA0002.2.RUNX1	chr7	122317088	122317098	-	0.000	0.000	Merged-chr7-122317075-24
NR11203--MA0511.2.RUNX2	chrX	164318752	164318760	+	0.000	0.000	Merged-chrX-164318746-35
NR5862--MA0684.1.RUNX3	chr2	34162613	34162622	+	0.000	0.000	Merged-chr2-34162703-13
