#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed
NR57148--MA0741.1.KLF16	chr6	117937310	117937320	-	0.000	0.000	Merged-chr6-117937569-43
NR36348--MA0657.1.KLF13	chr2	60774633	60774650	-	0.000	0.000	Merged-chr2-60774747-55
NR33418--MA0039.3.KLF4	chr19	17256999	17257009	-	0.000	0.000	Merged-chr19-17256835-48
NR48804--MA1107.1.KLF9	chr4	150894753	150894765	+	0.000	0.000	Merged-chr4-150894695-19
NR12503--MA0741.1.KLF16	chr11	106536354	106536364	+	0.000	0.000	Merged-chr11-106536245-61
NR69650--MA1107.1.KLF9	chr9	78074207	78074219	+	0.000	0.000	Merged-chr9-78074095-46
NR26219--MA1107.1.KLF9	chr16	49796921	49796933	+	0.000	0.000	Merged-chr16-49797153-43
NR46321--MA0599.1.KLF5	chr4	95188385	95188394	-	0.000	0.000	Merged-chr4-95188222-47
NR52911--MA0657.1.KLF13	chr5	129192018	129192035	+	0.000	0.000	Merged-chr5-129191899-21
NR29918--MA0039.3.KLF4	chr17	71288395	71288405	+	0.000	0.000	Merged-chr17-71288308-17
NR62385--MA0599.1.KLF5	chr7	118499324	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR36048--MA1107.1.KLF9	chr2	45172974	45172986	-	0.000	0.000	Merged-chr2-45172921-51
NR71530--MA0742.1.Klf12	chr9	123941499	123941513	+	0.000	0.000	Merged-chr9-123941453-43
NR67225--MA0741.1.KLF16	chr8	122530730	122530740	+	0.000	0.000	Merged-chr8-122530722-16
NR51041--MA0599.1.KLF5	chr5	77140309	77140318	+	0.000	0.000	Merged-chr5-77140362-54
NR2430--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR50648--MA0741.1.KLF16	chr5	64651646	64651656	-	0.000	0.000	Merged-chr5-64651532-36
NR69087--MA0493.1.Klf1	chr9	62368721	62368731	-	0.000	0.000	Merged-chr9-62368780-17
NR51261--MA0740.1.KLF14	chr5	92897985	92897998	-	0.000	0.000	Merged-chr5-92897961-19
NR33816--MA0741.1.KLF16	chr19	38746189	38746199	-	0.000	0.000	Merged-chr19-38746267-36
NR50018--MA0493.1.Klf1	chr5	35176572	35176582	-	0.000	0.000	Merged-chr5-35176446-65
NR69655--MA1107.1.KLF9	chr9	78074217	78074229	+	0.000	0.000	Merged-chr9-78074095-46
NR10703--MA0599.1.KLF5	chr11	68465197	68465206	+	0.000	0.000	Merged-chr11-68465236-16
NR65892--MA0599.1.KLF5	chr8	84825809	84825818	-	0.000	0.000	Merged-chr8-84825845-44
NR15134--MA0742.1.Klf12	chr12	94083667	94083681	+	0.000	0.000	Merged-chr12-94083592-14
NR20809--MA0493.1.Klf1	chr14	68078500	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR22012--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR17337--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR9934--MA0039.3.KLF4	chr11	46127133	46127143	-	0.000	0.000	Merged-chr11-46127089-49
NR1687--MA0741.1.KLF16	chr1	91825519	91825529	-	0.000	0.000	Merged-chr1-91825474-20
NR10706--MA0741.1.KLF16	chr11	68499101	68499111	-	0.000	0.000	Merged-chr11-68499042-49
NR55065--MA0599.1.KLF5	chr6	38810072	38810081	+	0.000	0.000	Merged-chr6-38810070-95
NR52341--MA0493.1.Klf1	chr5	118404355	118404365	-	0.000	0.000	Merged-chr5-118404562-37
NR8425--MA0599.1.KLF5	chr10	118419168	118419177	-	0.000	0.000	Merged-chr10-118419236-59
NR48088--MA0741.1.KLF16	chr4	137603899	137603909	+	0.000	0.000	Merged-chr4-137603877-24
NR30682--MA1107.1.KLF9	chr17	88484670	88484682	+	0.000	0.000	Merged-chr17-88484456-37
NR50049--MA1107.1.KLF9	chr5	35819665	35819677	+	0.000	0.000	Merged-chr5-35819826-21
NR61688--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR42753--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR42295--MA0742.1.Klf12	chr3	101570966	101570980	+	0.000	0.000	Merged-chr3-101570775-35
NR33813--MA1107.1.KLF9	chr19	38746133	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR66854--MA0741.1.KLF16	chr8	116645534	116645544	-	0.000	0.000	Merged-chr8-116645599-31
NR50442--MA0657.1.KLF13	chr5	54111078	54111095	+	0.000	0.000	Merged-chr5-54110931-21
NR5947--MA1107.1.KLF9	chr10	53461608	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR10282--MA0493.1.Klf1	chr11	55131242	55131252	+	0.000	0.000	Merged-chr11-55131266-10
NR53245--MA0742.1.Klf12	chr5	134494506	134494520	+	0.000	0.000	Merged-chr5-134494514-28
NR14176--MA0493.1.Klf1	chr12	54398449	54398459	-	0.000	0.000	Merged-chr12-54398333-42
NR35271--MA0657.1.KLF13	chr2	25170648	25170665	-	0.000	0.000	Merged-chr2-25170502-21
NR20993--MA0657.1.KLF13	chr14	73596753	73596770	+	0.000	0.000	Merged-chr14-73596722-14
NR52346--MA0493.1.Klf1	chr5	118465390	118465400	-	0.000	0.000	Merged-chr5-118465239-56
NR3230--MA1107.1.KLF9	chr1	155173686	155173698	-	0.000	0.000	Merged-chr1-155173464-79
NR33646--MA0741.1.KLF16	chr19	31337342	31337352	-	0.000	0.000	Merged-chr19-31337298-1
NR62053--MA0039.3.KLF4	chr7	110203786	110203796	-	0.000	0.000	Merged-chr7-110203728-41
NR22009--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR39337--MA0493.1.Klf1	chr2	160657973	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR22167--MA0740.1.KLF14	chr14	122852467	122852480	-	0.000	0.000	Merged-chr14-122852603-67
NR27019--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR33818--MA1107.1.KLF9	chr19	38746188	38746200	-	0.000	0.000	Merged-chr19-38746267-36
NR9784--MA0599.1.KLF5	chr11	32580749	32580758	-	0.000	0.000	Merged-chr11-32580688-47
NR4785--MA0741.1.KLF16	chr1	191097790	191097800	+	0.000	0.000	Merged-chr1-191097986-4
NR55633--MA1107.1.KLF9	chr6	56931861	56931873	+	0.000	0.000	Merged-chr6-56931757-12
NR58004--MA0599.1.KLF5	chr6	135373582	135373591	+	0.000	0.000	Merged-chr6-135373581-28
NR68182--MA0599.1.KLF5	chr9	32740970	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR57147--MA0599.1.KLF5	chr6	117937311	117937320	-	0.000	0.000	Merged-chr6-117937569-43
NR47680--MA0493.1.Klf1	chr4	132749032	132749042	-	0.000	0.000	Merged-chr4-132748989-25
NR67038--MA0493.1.Klf1	chr8	120050179	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR36350--MA0599.1.KLF5	chr2	60774639	60774648	-	0.000	0.000	Merged-chr2-60774747-55
NR48896--MA0599.1.KLF5	chr4	152185548	152185557	-	0.000	0.000	Merged-chr4-152185660-92
NR49062--MA0039.3.KLF4	chr4	155162567	155162577	-	0.000	0.000	Merged-chr4-155162672-62
NR52915--MA0493.1.Klf1	chr5	129192019	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR58231--MA0039.3.KLF4	chr6	140598613	140598623	-	0.000	0.000	Merged-chr6-140598794-45
NR37306--MA0599.1.KLF5	chr2	101762097	101762106	+	0.000	0.000	Merged-chr2-101762037-3
NR68887--MA0741.1.KLF16	chr9	57339936	57339946	-	0.000	0.000	Merged-chr9-57339944-60
NR22131--MA0741.1.KLF16	chr14	122186865	122186875	+	0.000	0.000	Merged-chr14-122187060-26
NR25632--MA0740.1.KLF14	chr16	24160873	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR7898--MA0740.1.KLF14	chr10	98776527	98776540	-	0.000	0.000	Merged-chr10-98776574-38
NR39713--MA1107.1.KLF9	chr2	168492183	168492195	-	0.000	0.000	Merged-chr2-168492092-36
NR33631--MA0493.1.Klf1	chr19	30119063	30119073	+	0.000	0.000	Merged-chr19-30118858-30
NR4228--MA0599.1.KLF5	chr1	180387575	180387584	+	0.000	0.000	Merged-chr1-180387589-46
NR63199--MA0599.1.KLF5	chr7	132772647	132772656	-	0.000	0.000	Merged-chr7-132772585-7
NR13678--MA0493.1.Klf1	chr12	21480429	21480439	+	0.000	0.000	Merged-chr12-21480312-60
NR2830--MA0039.3.KLF4	chr1	143466274	143466284	-	0.000	0.000	Merged-chr1-143466091-51
NR56075--MA0493.1.Klf1	chr6	85147856	85147866	+	0.000	0.000	Merged-chr6-85147771-14
NR10874--MA0493.1.Klf1	chr11	70597424	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR56853--MA0039.3.KLF4	chr6	108630899	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR2505--MA0599.1.KLF5	chr1	133801283	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR4232--MA0493.1.Klf1	chr1	180390392	180390402	-	0.000	0.000	Merged-chr1-180390562-55
NR45852--MA0741.1.KLF16	chr4	63399435	63399445	-	0.000	0.000	Merged-chr4-63399469-54
NR43696--MA0741.1.KLF16	chr3	142281223	142281233	+	0.000	0.000	Merged-chr3-142281213-32
NR20797--MA0493.1.Klf1	chr14	67886974	67886984	+	0.000	0.000	Merged-chr14-67887091-21
NR16500--MA0493.1.Klf1	chr13	33072120	33072130	+	0.000	0.000	Merged-chr13-33072044-31
NR56871--MA0039.3.KLF4	chr6	108688445	108688455	+	0.000	0.000	Merged-chr6-108688529-50
NR41177--MA1107.1.KLF9	chr3	60603217	60603229	-	0.000	0.000	Merged-chr3-60603394-48
NR54688--MA0493.1.Klf1	chr6	22340138	22340148	-	0.000	0.000	Merged-chr6-22340067-27
NR4231--MA0039.3.KLF4	chr1	180390390	180390400	-	0.000	0.000	Merged-chr1-180390562-55
NR20311--MA0657.1.KLF13	chr14	54146701	54146718	+	0.000	0.000	Merged-chr14-54146707-32
NR67223--MA0599.1.KLF5	chr8	122530730	122530739	+	0.000	0.000	Merged-chr8-122530722-16
NR3070--MA1107.1.KLF9	chr1	153288197	153288209	+	0.000	0.000	Merged-chr1-153288080-22
NR8430--MA0741.1.KLF16	chr10	118419173	118419183	-	0.000	0.000	Merged-chr10-118419236-59
NR47497--MA1107.1.KLF9	chr4	129696177	129696189	+	0.000	0.000	Merged-chr4-129696167-1
NR68886--MA0599.1.KLF5	chr9	57339937	57339946	-	0.000	0.000	Merged-chr9-57339944-60
NR57725--MA0493.1.Klf1	chr6	128796576	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR35273--MA0039.3.KLF4	chr2	25170652	25170662	-	0.000	0.000	Merged-chr2-25170502-21
NR72117--MA0493.1.Klf1	chrX	71474453	71474463	+	0.000	0.000	Merged-chrX-71474506-18
NR42294--MA0740.1.KLF14	chr3	101570966	101570979	+	0.000	0.000	Merged-chr3-101570775-35
NR59363--MA0493.1.Klf1	chr7	19946291	19946301	+	0.000	0.000	Merged-chr7-19946114-52
NR23063--MA0657.1.KLF13	chr15	58655195	58655212	+	0.000	0.000	Merged-chr15-58655104-54
NR61247--MA1107.1.KLF9	chr7	81075553	81075565	-	0.000	0.000	Merged-chr7-81075371-56
NR70662--MA1107.1.KLF9	chr9	107334439	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR37674--MA0742.1.Klf12	chr2	114136989	114137003	-	0.000	0.000	Merged-chr2-114137020-31
NR63762--MA0039.3.KLF4	chr7	142354083	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR58585--MA0741.1.KLF16	chr6	145256893	145256903	+	0.000	0.000	Merged-chr6-145256997-16
NR41886--MA0599.1.KLF5	chr3	94388229	94388238	-	0.000	0.000	Merged-chr3-94388255-39
NR10333--MA0493.1.Klf1	chr11	57958376	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR6319--MA0599.1.KLF5	chr10	63023265	63023274	+	0.000	0.000	Merged-chr10-63023225-2
NR30411--MA1107.1.KLF9	chr17	83654858	83654870	-	0.000	0.000	Merged-chr17-83654883-58
NR48476--MA0493.1.Klf1	chr4	144901550	144901560	+	0.000	0.000	Merged-chr4-144901724-37
NR65387--MA0039.3.KLF4	chr8	71286463	71286473	+	0.000	0.000	Merged-chr8-71286337-41
NR61938--MA0599.1.KLF5	chr7	106256575	106256584	-	0.000	0.000	Merged-chr7-106256658-33
NR36965--MA0599.1.KLF5	chr2	85060752	85060761	-	0.000	0.000	Merged-chr2-85060915-54
NR60199--MA0599.1.KLF5	chr7	43437108	43437117	-	0.000	0.000	Merged-chr7-43436818-56
NR51558--MA0493.1.Klf1	chr5	100875935	100875945	+	0.000	0.000	Merged-chr5-100875815-38
NR45300--MA0741.1.KLF16	chr4	46404270	46404280	+	0.000	0.000	Merged-chr4-46404308-42
NR62052--MA0599.1.KLF5	chr7	110203788	110203797	-	0.000	0.000	Merged-chr7-110203728-41
NR2774--MA0493.1.Klf1	chr1	138588035	138588045	-	0.000	0.000	Merged-chr1-138588005-39
NR11655--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR15133--MA1107.1.KLF9	chr12	94083629	94083641	+	0.000	0.000	Merged-chr12-94083592-14
NR22374--MA0599.1.KLF5	chr15	12030509	12030518	+	0.000	0.000	Merged-chr15-12030440-19
NR1079--MA0741.1.KLF16	chr1	69513669	69513679	+	0.000	0.000	Merged-chr1-69513618-39
NR22237--MA0741.1.KLF16	chr15	3979571	3979581	+	0.000	0.000	Merged-chr15-3979556-75
NR65168--MA0039.3.KLF4	chr8	68218578	68218588	-	0.000	0.000	Merged-chr8-68218689-19
NR44107--MA0740.1.KLF14	chr3	152152187	152152200	+	0.000	0.000	Merged-chr3-152152191-31
NR36349--MA0742.1.Klf12	chr2	60774635	60774649	-	0.000	0.000	Merged-chr2-60774747-55
NR32498--MA0493.1.Klf1	chr18	80609767	80609777	+	0.000	0.000	Merged-chr18-80609939-56
NR62372--MA0742.1.Klf12	chr7	118276889	118276903	+	0.000	0.000	Merged-chr7-118276887-4
NR58609--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR50019--MA0741.1.KLF16	chr5	35176571	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR62387--MA1107.1.KLF9	chr7	118499313	118499325	-	0.000	0.000	Merged-chr7-118499270-20
NR42662--MA1107.1.KLF9	chr3	109133237	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR586--MA1107.1.KLF9	chr1	40386302	40386314	+	0.000	0.000	Merged-chr1-40386352-39
NR94--MA0039.3.KLF4	chr1	13301834	13301844	+	0.000	0.000	Merged-chr1-13301807-39
NR8431--MA1107.1.KLF9	chr10	118419170	118419182	-	0.000	0.000	Merged-chr10-118419236-59
NR58230--MA0599.1.KLF5	chr6	140598615	140598624	-	0.000	0.000	Merged-chr6-140598794-45
NR15129--MA1107.1.KLF9	chr12	94083598	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR33808--MA0599.1.KLF5	chr19	38746129	38746138	-	0.000	0.000	Merged-chr19-38746267-36
NR55990--MA0599.1.KLF5	chr6	82744662	82744671	-	0.000	0.000	Merged-chr6-82744737-54
NR10284--MA1107.1.KLF9	chr11	55131242	55131254	+	0.000	0.000	Merged-chr11-55131266-10
NR53439--MA0599.1.KLF5	chr5	136953118	136953127	+	0.000	0.000	Merged-chr5-136953170-41
NR20790--MA0599.1.KLF5	chr14	67878037	67878046	-	0.000	0.000	Merged-chr14-67877957-30
NR6320--MA0741.1.KLF16	chr10	63023265	63023275	+	0.000	0.000	Merged-chr10-63023225-2
NR14178--MA1107.1.KLF9	chr12	54398449	54398461	-	0.000	0.000	Merged-chr12-54398333-42
NR43525--MA0599.1.KLF5	chr3	136556572	136556581	-	0.000	0.000	Merged-chr3-136556627-33
NR52348--MA1107.1.KLF9	chr5	118465388	118465400	-	0.000	0.000	Merged-chr5-118465239-56
NR31212--MA0599.1.KLF5	chr18	34783618	34783627	-	0.000	0.000	Merged-chr18-34783714-45
NR41042--MA0741.1.KLF16	chr3	52732180	52732190	+	0.000	0.000	Merged-chr3-52732187-17
NR36522--MA0493.1.Klf1	chr2	70092920	70092930	+	0.000	0.000	Merged-chr2-70092874-16
NR39339--MA1107.1.KLF9	chr2	160657971	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR42515--MA0740.1.KLF14	chr3	105704890	105704903	+	0.000	0.000	Merged-chr3-105704887-86
NR61321--MA0599.1.KLF5	chr7	82957411	82957420	-	0.000	0.000	Merged-chr7-82957578-74
NR57480--MA0493.1.Klf1	chr6	125067859	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR55512--MA0741.1.KLF16	chr6	54092929	54092939	+	0.000	0.000	Merged-chr6-54092801-44
NR66890--MA1107.1.KLF9	chr8	117052555	117052567	-	0.000	0.000	Merged-chr8-117052612-3
NR10276--MA0741.1.KLF16	chr11	55131214	55131224	+	0.000	0.000	Merged-chr11-55131266-10
NR5025--MA0742.1.Klf12	chr1	194995347	194995361	+	0.000	0.000	Merged-chr1-194995347-49
NR5946--MA0493.1.Klf1	chr10	53461610	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR47682--MA1107.1.KLF9	chr4	132749032	132749044	-	0.000	0.000	Merged-chr4-132748989-25
NR56852--MA0599.1.KLF5	chr6	108630898	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR37767--MA0742.1.Klf12	chr2	117089690	117089704	-	0.000	0.000	Merged-chr2-117089625-28
NR51262--MA0741.1.KLF16	chr5	92897987	92897997	-	0.000	0.000	Merged-chr5-92897961-19
NR18518--MA0741.1.KLF16	chr13	107095396	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR34459--MA0493.1.Klf1	chr19	56756564	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR15707--MA1107.1.KLF9	chr12	110506241	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR39490--MA0742.1.Klf12	chr2	164867101	164867115	+	0.000	0.000	Merged-chr2-164866998-31
NR1080--MA1107.1.KLF9	chr1	69513668	69513680	+	0.000	0.000	Merged-chr1-69513618-39
NR23697--MA0493.1.Klf1	chr15	78835209	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR5945--MA0039.3.KLF4	chr10	53461608	53461618	-	0.000	0.000	Merged-chr10-53461441-37
NR43918--MA0742.1.Klf12	chr3	148419630	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR18222--MA0742.1.Klf12	chr13	99781078	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR66896--MA0599.1.KLF5	chr8	117074706	117074715	+	0.000	0.000	Merged-chr8-117074609-38
NR52917--MA1107.1.KLF9	chr5	129192019	129192031	+	0.000	0.000	Merged-chr5-129191899-21
NR45299--MA0741.1.KLF16	chr4	46404269	46404279	+	0.000	0.000	Merged-chr4-46404308-42
NR48969--MA0742.1.Klf12	chr4	154105753	154105767	-	0.000	0.000	Merged-chr4-154105612-38
NR15189--MA0599.1.KLF5	chr12	99468029	99468038	-	0.000	0.000	Merged-chr12-99468213-62
NR57265--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR35272--MA0742.1.Klf12	chr2	25170650	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR66886--MA1107.1.KLF9	chr8	117052547	117052559	-	0.000	0.000	Merged-chr8-117052612-3
NR20994--MA0742.1.Klf12	chr14	73596754	73596768	+	0.000	0.000	Merged-chr14-73596722-14
NR61204--MA1107.1.KLF9	chr7	80450050	80450062	+	0.000	0.000	Merged-chr7-80450087-44
NR7821--MA1107.1.KLF9	chr10	94942951	94942963	+	0.000	0.000	Merged-chr10-94942923-6
NR16045--MA1107.1.KLF9	chr12	118424068	118424080	-	0.000	0.000	Merged-chr12-118424167-25
NR33649--MA0741.1.KLF16	chr19	31337345	31337355	-	0.000	0.000	Merged-chr19-31337298-1
NR13470--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR67618--MA1107.1.KLF9	chr8	128421100	128421112	-	0.000	0.000	Merged-chr8-128420826-46
NR18175--MA0740.1.KLF14	chr13	98692030	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR51411--MA1107.1.KLF9	chr5	97983336	97983348	+	0.000	0.000	Merged-chr5-97983447-49
NR48480--MA0741.1.KLF16	chr4	144901711	144901721	+	0.000	0.000	Merged-chr4-144901724-37
NR70861--MA0741.1.KLF16	chr9	110896831	110896841	-	0.000	0.000	Merged-chr9-110896831-29
NR63761--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR52520--MA0599.1.KLF5	chr5	122430273	122430282	+	0.000	0.000	Merged-chr5-122430278-22
NR10210--MA0599.1.KLF5	chr11	53810334	53810343	-	0.000	0.000	Merged-chr11-53810428-22
NR40812--MA0741.1.KLF16	chr3	37157149	37157159	+	0.000	0.000	Merged-chr3-37157248-37
NR38199--MA0742.1.Klf12	chr2	128470704	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR12501--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR32212--MA1107.1.KLF9	chr18	73816991	73817003	+	0.000	0.000	Merged-chr18-73816843-39
NR53816--MA0599.1.KLF5	chr5	140992699	140992708	-	0.000	0.000	Merged-chr5-140992576-52
NR16736--MA0599.1.KLF5	chr13	43250875	43250884	+	0.000	0.000	Merged-chr13-43250604-89
NR9689--MA0599.1.KLF5	chr11	30182936	30182945	-	0.000	0.000	Merged-chr11-30182963-54
NR70526--MA0741.1.KLF16	chr9	104269533	104269543	+	0.000	0.000	Merged-chr9-104269530-16
NR62051--MA0742.1.Klf12	chr7	110203784	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR1691--MA0741.1.KLF16	chr1	91825523	91825533	-	0.000	0.000	Merged-chr1-91825474-20
NR38197--MA0493.1.Klf1	chr2	128470480	128470490	+	0.000	0.000	Merged-chr2-128470524-44
NR50021--MA0742.1.Klf12	chr5	35176592	35176606	+	0.000	0.000	Merged-chr5-35176446-65
NR7818--MA0742.1.Klf12	chr10	94942957	94942971	+	0.000	0.000	Merged-chr10-94942923-6
NR52310--MA0599.1.KLF5	chr5	117158970	117158979	+	0.000	0.000	Merged-chr5-117158818-32
NR746--MA0742.1.Klf12	chr1	52578381	52578395	+	0.000	0.000	Merged-chr1-52578518-39
NR12398--MA1107.1.KLF9	chr11	104631543	104631555	-	0.000	0.000	Merged-chr11-104631492-24
NR39734--MA1107.1.KLF9	chr2	168531561	168531573	-	0.000	0.000	Merged-chr2-168531705-18
NR57727--MA1107.1.KLF9	chr6	128796574	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR62313--MA0493.1.Klf1	chr7	117419189	117419199	-	0.000	0.000	Merged-chr7-117419068-12
NR11577--MA0741.1.KLF16	chr11	88131942	88131952	+	0.000	0.000	Merged-chr11-88132051-21
NR17956--MA0599.1.KLF5	chr13	93763102	93763111	-	0.000	0.000	Merged-chr13-93763032-30
NR17345--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR29274--MA1107.1.KLF9	chr17	47943116	47943128	+	0.000	0.000	Merged-chr17-47943297-31
NR18176--MA0657.1.KLF13	chr13	98692027	98692044	-	0.000	0.000	Merged-chr13-98692096-35
NR42290--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR64507--MA0599.1.KLF5	chr8	27201025	27201034	+	0.000	0.000	Merged-chr8-27201067-26
NR5409--MA0039.3.KLF4	chr10	21354069	21354079	-	0.000	0.000	Merged-chr10-21353968-32
NR22555--MA0599.1.KLF5	chr15	31357168	31357177	+	0.000	0.000	Merged-chr15-31357016-32
NR42266--MA0493.1.Klf1	chr3	101224331	101224341	+	0.000	0.000	Merged-chr3-101224387-31
NR25633--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR26215--MA1107.1.KLF9	chr16	49796913	49796925	+	0.000	0.000	Merged-chr16-49797153-43
NR68184--MA0741.1.KLF16	chr9	32740970	32740980	+	0.000	0.000	Merged-chr9-32741073-58
NR43494--MA1107.1.KLF9	chr3	135675685	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR13359--MA0493.1.Klf1	chr12	4065643	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR49585--MA0742.1.Klf12	chr5	23722185	23722199	+	0.000	0.000	Merged-chr5-23722080-21
NR93--MA0599.1.KLF5	chr1	13301833	13301842	+	0.000	0.000	Merged-chr1-13301807-39
NR26233--MA1107.1.KLF9	chr16	49982428	49982440	-	0.000	0.000	Merged-chr16-49982447-38
NR33650--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR42297--MA1107.1.KLF9	chr3	101570966	101570978	+	0.000	0.000	Merged-chr3-101570775-35
NR30406--MA0599.1.KLF5	chr17	83654866	83654875	-	0.000	0.000	Merged-chr17-83654883-58
NR51639--MA0741.1.KLF16	chr5	103365877	103365887	-	0.000	0.000	Merged-chr5-103365833-17
NR42292--MA0039.3.KLF4	chr3	101570948	101570958	+	0.000	0.000	Merged-chr3-101570775-35
NR20312--MA0742.1.Klf12	chr14	54146702	54146716	+	0.000	0.000	Merged-chr14-54146707-32
NR52230--MA0599.1.KLF5	chr5	115516564	115516573	+	0.000	0.000	Merged-chr5-115516638-85
NR7617--MA0493.1.Klf1	chr10	88540383	88540393	-	0.000	0.000	Merged-chr10-88540211-41
NR37766--MA0740.1.KLF14	chr2	117089691	117089704	-	0.000	0.000	Merged-chr2-117089625-28
NR29572--MA0741.1.KLF16	chr17	56913626	56913636	-	0.000	0.000	Merged-chr17-56913567-28
NR7831--MA0741.1.KLF16	chr10	95299982	95299992	-	0.000	0.000	Merged-chr10-95299831-73
NR66897--MA0741.1.KLF16	chr8	117074700	117074710	+	0.000	0.000	Merged-chr8-117074609-38
NR8398--MA0493.1.Klf1	chr10	117861085	117861095	-	0.000	0.000	Merged-chr10-117861044-50
NR69651--MA1107.1.KLF9	chr9	78074209	78074221	+	0.000	0.000	Merged-chr9-78074095-46
NR60872--MA1107.1.KLF9	chr7	65714405	65714417	+	0.000	0.000	Merged-chr7-65714407-39
NR8863--MA1107.1.KLF9	chr10	127141094	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR53525--MA1107.1.KLF9	chr5	137692128	137692140	+	0.000	0.000	Merged-chr5-137692077-23
NR26458--MA0493.1.Klf1	chr16	64800651	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR36049--MA1107.1.KLF9	chr2	45172976	45172988	-	0.000	0.000	Merged-chr2-45172921-51
NR48478--MA0039.3.KLF4	chr4	144901712	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR64539--MA0599.1.KLF5	chr8	33308164	33308173	-	0.000	0.000	Merged-chr8-33308213-19
NR67249--MA0599.1.KLF5	chr8	122678182	122678191	+	0.000	0.000	Merged-chr8-122678075-1
