#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR14591--MA1107.1.KLF9	chr12	99642764	99642776	+	0.000	0.000	Merged-chr12-99642640-25
NR43443--MA0742.1.Klf12	chr4	63704363	63704377	+	0.000	0.000	Merged-chr4-63704429-30
NR4462--MA0741.1.KLF16	chr1	191115088	191115098	-	0.000	0.000	Merged-chr1-191115212-7
NR21353--MA0599.1.KLF5	chr15	34389240	34389249	-	0.000	0.000	Merged-chr15-34389092-27
NR14519--MA0742.1.Klf12	chr12	94083667	94083681	+	0.000	0.000	Merged-chr12-94083592-14
NR62448--MA0599.1.KLF5	chr8	115232563	115232572	-	0.000	0.000	Merged-chr8-115232618-16
NR64625--MA0741.1.KLF16	chr9	66158205	66158215	+	0.000	0.000	Merged-chr9-66158396-48
NR13528--MA0741.1.KLF16	chr12	41040117	41040127	-	0.000	0.000	Merged-chr12-41040097-12
NR50788--MA0493.1.Klf1	chr5	140839008	140839018	+	0.000	0.000	Merged-chr5-140838792-15
NR21554--MA0493.1.Klf1	chr15	42983385	42983395	+	0.000	0.000	Merged-chr15-42983258-15
NR15637--MA0493.1.Klf1	chr13	9360276	9360286	-	0.000	0.000	Merged-chr13-9360244-14
NR10582--MA0599.1.KLF5	chr11	72318199	72318208	+	0.000	0.000	Merged-chr11-72318312-8
NR10269--MA0742.1.Klf12	chr11	66961665	66961679	+	0.000	0.000	Merged-chr11-66961666-9
NR3041--MA0039.3.KLF4	chr1	159812977	159812987	-	0.000	0.000	Merged-chr1-159812982-41
NR39215--MA0740.1.KLF14	chr3	68784301	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR18700--MA1107.1.KLF9	chr14	20168669	20168681	-	0.000	0.000	Merged-chr14-20168649-33
NR8061--MA1107.1.KLF9	chr10	118556519	118556531	-	0.000	0.000	Merged-chr10-118556627-31
NR18592--MA0039.3.KLF4	chr14	12243816	12243826	+	0.000	0.000	Merged-chr14-12243878-61
NR20035--MA0599.1.KLF5	chr14	75064699	75064708	+	0.000	0.000	Merged-chr14-75064758-13
NR62849--MA0741.1.KLF16	chr8	122678202	122678212	+	0.000	0.000	Merged-chr8-122678075-1
NR24963--MA0599.1.KLF5	chr16	75920944	75920953	+	0.000	0.000	Merged-chr16-75921068-56
NR19610--MA0741.1.KLF16	chr14	59553211	59553221	+	0.000	0.000	Merged-chr14-59553394-22
NR22399--MA0741.1.KLF16	chr15	80192529	80192539	+	0.000	0.000	Merged-chr15-80192413-58
NR51180--MA0741.1.KLF16	chr5	148489422	148489432	+	0.000	0.000	Merged-chr5-148489625-52
NR51789--MA0599.1.KLF5	chr6	34497705	34497714	-	0.000	0.000	Merged-chr6-34497714-15
NR3298--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR41244--MA0741.1.KLF16	chr3	135590639	135590649	+	0.000	0.000	Merged-chr3-135590750-10
NR63505--MA0039.3.KLF4	chr9	21419887	21419897	-	0.000	0.000	Merged-chr9-21419783-26
NR24775--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR15636--MA0039.3.KLF4	chr13	9360274	9360284	-	0.000	0.000	Merged-chr13-9360244-14
NR6876--MA0493.1.Klf1	chr10	83330561	83330571	-	0.000	0.000	Merged-chr10-83330457-45
NR7620--MA0039.3.KLF4	chr10	107872815	107872825	+	0.000	0.000	Merged-chr10-107872809-21
NR32463--MA0039.3.KLF4	chr19	47829047	47829057	-	0.000	0.000	Merged-chr19-47829109-19
NR30727--MA1107.1.KLF9	chr18	80600764	80600776	-	0.000	0.000	Merged-chr18-80600681-25
NR9893--MA0741.1.KLF16	chr11	55131214	55131224	+	0.000	0.000	Merged-chr11-55131266-10
NR18289--MA0740.1.KLF14	chr13	113549198	113549211	+	0.000	0.000	Merged-chr13-113549207-25
NR20141--MA0039.3.KLF4	chr14	76579948	76579958	-	0.000	0.000	Merged-chr14-76580010-38
NR6875--MA0039.3.KLF4	chr10	83330559	83330569	-	0.000	0.000	Merged-chr10-83330457-45
NR65072--MA1107.1.KLF9	chr9	78074213	78074225	+	0.000	0.000	Merged-chr9-78074095-46
NR57442--MA0599.1.KLF5	chr7	84166085	84166094	-	0.000	0.000	Merged-chr7-84166236-11
NR40105--MA0599.1.KLF5	chr3	101570947	101570956	+	0.000	0.000	Merged-chr3-101570775-35
NR37237--MA1107.1.KLF9	chr2	158105824	158105836	-	0.000	0.000	Merged-chr2-158105775-9
NR51252--MA0599.1.KLF5	chr5	149583727	149583736	-	0.000	0.000	Merged-chr5-149583571-10
NR34452--MA0599.1.KLF5	chr2	65022813	65022822	-	0.000	0.000	Merged-chr2-65022793-47
NR39418--MA0599.1.KLF5	chr3	84630926	84630935	-	0.000	0.000	Merged-chr3-84630888-13
NR28874--MA1107.1.KLF9	chr17	88479191	88479203	-	0.000	0.000	Merged-chr17-88479234-18
NR48927--MA0599.1.KLF5	chr5	105709897	105709906	-	0.000	0.000	Merged-chr5-105709845-15
NR54950--MA0741.1.KLF16	chr6	146081079	146081089	-	0.000	0.000	Merged-chr6-146081045-99
NR6819--MA0741.1.KLF16	chr10	81525255	81525265	-	0.000	0.000	Merged-chr10-81525209-7
NR4463--MA0742.1.Klf12	chr1	191118122	191118136	+	0.000	0.000	Merged-chr1-191118105-3
NR18293--MA1107.1.KLF9	chr13	113549198	113549210	+	0.000	0.000	Merged-chr13-113549207-25
NR3158--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR9917--MA1107.1.KLF9	chr11	57669657	57669669	-	0.000	0.000	Merged-chr11-57669677-39
NR37489--MA0599.1.KLF5	chr2	164041217	164041226	+	0.000	0.000	Merged-chr2-164041176-18
NR50816--MA0599.1.KLF5	chr5	140999422	140999431	-	0.000	0.000	Merged-chr5-140999389-30
NR28580--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR49013--MA1107.1.KLF9	chr5	107926651	107926663	+	0.000	0.000	Merged-chr5-107926816-56
NR10125--MA1107.1.KLF9	chr11	60937981	60937993	-	0.000	0.000	Merged-chr11-60937827-26
NR5486--MA1107.1.KLF9	chr10	43954215	43954227	-	0.000	0.000	Merged-chr10-43954194-45
NR14078--MA0742.1.Klf12	chr12	77765417	77765431	+	0.000	0.000	Merged-chr12-77765433-12
NR34451--MA0740.1.KLF14	chr2	65022815	65022828	-	0.000	0.000	Merged-chr2-65022793-47
NR62466--MA0493.1.Klf1	chr8	115728735	115728745	+	0.000	0.000	Merged-chr8-115728663-11
NR32155--MA1107.1.KLF9	chr19	42149846	42149858	+	0.000	0.000	Merged-chr19-42149753-11
NR8093--MA1107.1.KLF9	chr10	119001584	119001596	-	0.000	0.000	Merged-chr10-119001692-38
NR34336--MA0599.1.KLF5	chr2	59513733	59513742	-	0.000	0.000	Merged-chr2-59513816-12
NR11901--MA0599.1.KLF5	chr11	101171546	101171555	-	0.000	0.000	Merged-chr11-101171521-37
NR50508--MA0740.1.KLF14	chr5	136953139	136953152	+	0.000	0.000	Merged-chr5-136953170-41
NR50820--MA0493.1.Klf1	chr5	140999428	140999438	-	0.000	0.000	Merged-chr5-140999389-30
NR12203--MA0599.1.KLF5	chr11	106961922	106961931	-	0.000	0.000	Merged-chr11-106961822-47
NR5912--MA0493.1.Klf1	chr10	67607753	67607763	-	0.000	0.000	Merged-chr10-67607847-59
NR24776--MA0657.1.KLF13	chr16	64800650	64800667	+	0.000	0.000	Merged-chr16-64800516-42
NR50040--MA0039.3.KLF4	chr5	129192021	129192031	+	0.000	0.000	Merged-chr5-129191899-21
NR31853--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR54159--MA0493.1.Klf1	chr6	128796576	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR33018--MA0599.1.KLF5	chr2	6444948	6444957	+	0.000	0.000	Merged-chr2-6444990-17
NR64739--MA0741.1.KLF16	chr9	69092608	69092618	-	0.000	0.000	Merged-chr9-69092509-18
NR13576--MA0741.1.KLF16	chr12	51866519	51866529	-	0.000	0.000	Merged-chr12-51866615-3
NR53969--MA0493.1.Klf1	chr6	125067859	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR41455--MA0599.1.KLF5	chr3	142281223	142281232	+	0.000	0.000	Merged-chr3-142281213-32
NR53754--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR2115--MA0599.1.KLF5	chr1	128540453	128540462	+	0.000	0.000	Merged-chr1-128540410-9
NR16810--MA0741.1.KLF16	chr13	63189569	63189579	-	0.000	0.000	Merged-chr13-63189715-33
NR49475--MA0493.1.Klf1	chr5	115516815	115516825	-	0.000	0.000	Merged-chr5-115516638-85
NR39217--MA0599.1.KLF5	chr3	68784304	68784313	-	0.000	0.000	Merged-chr3-68784168-43
NR14055--MA1107.1.KLF9	chr12	76889980	76889992	+	0.000	0.000	Merged-chr12-76889803-12
NR37843--MA0599.1.KLF5	chr2	168591377	168591386	-	0.000	0.000	Merged-chr2-168591388-1
NR64543--MA0493.1.Klf1	chr9	64797331	64797341	+	0.000	0.000	Merged-chr9-64797561-46
NR36184--MA0493.1.Klf1	chr2	128392480	128392490	+	0.000	0.000	Merged-chr2-128392502-21
NR12454--MA0599.1.KLF5	chr11	113802537	113802546	-	0.000	0.000	Merged-chr11-113802652-27
NR53629--MA0493.1.Klf1	chr6	115021461	115021471	+	0.000	0.000	Merged-chr6-115021349-12
NR31863--MA0493.1.Klf1	chr19	32172589	32172599	-	0.000	0.000	Merged-chr19-32172725-56
NR5119--MA0039.3.KLF4	chr10	21975566	21975576	+	0.000	0.000	Merged-chr10-21975536-24
NR56044--MA0599.1.KLF5	chr7	28820817	28820826	-	0.000	0.000	Merged-chr7-28820769-1
NR52319--MA0657.1.KLF13	chr6	54925958	54925975	+	0.000	0.000	Merged-chr6-54926058-40
NR20001--MA0657.1.KLF13	chr14	73596753	73596770	+	0.000	0.000	Merged-chr14-73596722-14
NR47403--MA0493.1.Klf1	chr5	35176572	35176582	-	0.000	0.000	Merged-chr5-35176446-65
NR19846--MA0599.1.KLF5	chr14	67911777	67911786	-	0.000	0.000	Merged-chr14-67911920-26
NR14728--MA0599.1.KLF5	chr12	102627699	102627708	+	0.000	0.000	Merged-chr12-102627698-2
NR37615--MA0599.1.KLF5	chr2	166607046	166607055	+	0.000	0.000	Merged-chr2-166607083-27
NR7390--MA0741.1.KLF16	chr10	95299982	95299992	-	0.000	0.000	Merged-chr10-95299831-73
NR29673--MA0741.1.KLF16	chr18	46917801	46917811	-	0.000	0.000	Merged-chr18-46917814-10
NR31862--MA0039.3.KLF4	chr19	32172587	32172597	-	0.000	0.000	Merged-chr19-32172725-56
NR22283--MA0599.1.KLF5	chr15	78926265	78926274	+	0.000	0.000	Merged-chr15-78926202-1
NR28655--MA0039.3.KLF4	chr17	84368866	84368876	-	0.000	0.000	Merged-chr17-84368765-10
NR45385--MA0599.1.KLF5	chr4	135068053	135068062	-	0.000	0.000	Merged-chr4-135068016-12
NR39234--MA1107.1.KLF9	chr3	68784296	68784308	-	0.000	0.000	Merged-chr3-68784168-43
NR32976--MA0599.1.KLF5	chr2	5003273	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR29849--MA0493.1.Klf1	chr18	56871835	56871845	-	0.000	0.000	Merged-chr18-56871976-16
NR6712--MA0599.1.KLF5	chr10	81127651	81127660	+	0.000	0.000	Merged-chr10-81127720-40
NR7353--MA1107.1.KLF9	chr10	94942852	94942864	+	0.000	0.000	Merged-chr10-94942923-6
NR61403--MA1107.1.KLF9	chr8	82782549	82782561	+	0.000	0.000	Merged-chr8-82782643-15
NR54442--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR37526--MA0742.1.Klf12	chr2	164828985	164828999	+	0.000	0.000	Merged-chr2-164829091-12
NR56029--MA0741.1.KLF16	chr7	28792591	28792601	+	0.000	0.000	Merged-chr7-28792616-46
NR35234--MA0599.1.KLF5	chr2	92243970	92243979	-	0.000	0.000	Merged-chr2-92243919-9
NR2160--MA0599.1.KLF5	chr1	131161257	131161266	-	0.000	0.000	Merged-chr1-131161352-21
NR34457--MA0493.1.Klf1	chr2	65022852	65022862	-	0.000	0.000	Merged-chr2-65022793-47
NR23676--MA0039.3.KLF4	chr16	11475669	11475679	+	0.000	0.000	Merged-chr16-11475731-38
NR12793--MA0039.3.KLF4	chr11	118200330	118200340	-	0.000	0.000	Merged-chr11-118200400-19
NR34255--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR55679--MA0741.1.KLF16	chr7	19790020	19790030	+	0.000	0.000	Merged-chr7-19790098-49
NR33497--MA0493.1.Klf1	chr2	27487406	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR19607--MA0741.1.KLF16	chr14	59553207	59553217	+	0.000	0.000	Merged-chr14-59553394-22
NR33806--MA0493.1.Klf1	chr2	32493475	32493485	-	0.000	0.000	Merged-chr2-32493543-52
NR26689--MA0741.1.KLF16	chr17	28590946	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR39226--MA0493.1.Klf1	chr3	68784315	68784325	-	0.000	0.000	Merged-chr3-68784168-43
NR57216--MA0741.1.KLF16	chr7	80032536	80032546	+	0.000	0.000	Merged-chr7-80032517-2
NR49631--MA0742.1.Klf12	chr5	120688648	120688662	-	0.000	0.000	Merged-chr5-120688663-27
NR42559--MA0599.1.KLF5	chr4	33588279	33588288	-	0.000	0.000	Merged-chr4-33588346-4
NR60281--MA0742.1.Klf12	chr8	25059855	25059869	+	0.000	0.000	Merged-chr8-25059963-13
NR48520--MA0493.1.Klf1	chr5	93152193	93152203	-	0.000	0.000	Merged-chr5-93152431-86
NR43411--MA0493.1.Klf1	chr4	62661632	62661642	-	0.000	0.000	Merged-chr4-62661511-68
NR39476--MA1107.1.KLF9	chr3	87266829	87266841	-	0.000	0.000	Merged-chr3-87266700-20
NR32869--MA0599.1.KLF5	chr19	60183111	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR26817--MA0493.1.Klf1	chr17	31077832	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR51387--MA0493.1.Klf1	chr6	3536249	3536259	+	0.000	0.000	Merged-chr6-3536376-27
NR13526--MA0493.1.Klf1	chr12	41040123	41040133	-	0.000	0.000	Merged-chr12-41040097-12
NR32046--MA0741.1.KLF16	chr19	38746189	38746199	-	0.000	0.000	Merged-chr19-38746267-36
NR26503--MA1107.1.KLF9	chr17	25584053	25584065	-	0.000	0.000	Merged-chr17-25583989-33
NR24453--MA1107.1.KLF9	chr16	44337716	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR63248--MA0493.1.Klf1	chr8	128420724	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR34454--MA0741.1.KLF16	chr2	65022812	65022822	-	0.000	0.000	Merged-chr2-65022793-47
NR58452--MA0493.1.Klf1	chr7	117406360	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR8215--MA1107.1.KLF9	chr10	121382682	121382694	-	0.000	0.000	Merged-chr10-121382753-17
NR39906--MA1107.1.KLF9	chr3	96338267	96338279	+	0.000	0.000	Merged-chr3-96338308-3
NR31097--MA0039.3.KLF4	chr19	3976115	3976125	+	0.000	0.000	Merged-chr19-3976009-22
NR20379--MA0740.1.KLF14	chr14	99266181	99266194	-	0.000	0.000	Merged-chr14-99266048-28
NR51209--MA0741.1.KLF16	chr5	148769452	148769462	+	0.000	0.000	Merged-chr5-148769647-40
NR20792--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR9897--MA0599.1.KLF5	chr11	55131243	55131252	+	0.000	0.000	Merged-chr11-55131266-10
NR11611--MA0599.1.KLF5	chr11	97146173	97146182	+	0.000	0.000	Merged-chr11-97146058-3
NR23369--MA0599.1.KLF5	chr15	102110645	102110654	-	0.000	0.000	Merged-chr15-102110732-12
NR6909--MA0493.1.Klf1	chr10	83733946	83733956	-	0.000	0.000	Merged-chr10-83733897-13
NR3042--MA0741.1.KLF16	chr1	159812978	159812988	-	0.000	0.000	Merged-chr1-159812982-41
NR13167--MA0741.1.KLF16	chr12	13508949	13508959	-	0.000	0.000	Merged-chr12-13508859-14
NR59738--MA0039.3.KLF4	chr7	143644104	143644114	-	0.000	0.000	Merged-chr7-143644190-29
NR14512--MA0039.3.KLF4	chr12	94083600	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR182--MA0740.1.KLF14	chr1	21870788	21870801	+	0.000	0.000	Merged-chr1-21870806-15
NR26867--MA0599.1.KLF5	chr17	31873301	31873310	-	0.000	0.000	Merged-chr17-31873313-29
NR21749--MA0599.1.KLF5	chr15	59805087	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR59654--MA0493.1.Klf1	chr7	141579225	141579235	-	0.000	0.000	Merged-chr7-141579078-48
NR30721--MA0742.1.Klf12	chr18	80600734	80600748	-	0.000	0.000	Merged-chr18-80600681-25
NR3040--MA0599.1.KLF5	chr1	159812979	159812988	-	0.000	0.000	Merged-chr1-159812982-41
NR2114--MA0742.1.Klf12	chr1	128540452	128540466	+	0.000	0.000	Merged-chr1-128540410-9
NR18591--MA0599.1.KLF5	chr14	12243815	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR12239--MA0742.1.Klf12	chr11	108052551	108052565	-	0.000	0.000	Merged-chr11-108052517-16
NR32519--MA1107.1.KLF9	chr19	53407589	53407601	+	0.000	0.000	Merged-chr19-53407600-23
NR44738--MA1107.1.KLF9	chr4	126053437	126053449	-	0.000	0.000	Merged-chr4-126053470-9
NR2365--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR1974--MA1107.1.KLF9	chr1	121241524	121241536	-	0.000	0.000	Merged-chr1-121241343-38
NR63504--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR47659--MA0493.1.Klf1	chr5	54111079	54111089	+	0.000	0.000	Merged-chr5-54110931-21
NR62463--MA0742.1.Klf12	chr8	115728735	115728749	+	0.000	0.000	Merged-chr8-115728663-11
NR39904--MA0741.1.KLF16	chr3	96338268	96338278	+	0.000	0.000	Merged-chr3-96338308-3
NR15635--MA0599.1.KLF5	chr13	9360276	9360285	-	0.000	0.000	Merged-chr13-9360244-14
NR40552--MA0741.1.KLF16	chr3	116434980	116434990	-	0.000	0.000	Merged-chr3-116434903-21
NR24458--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR29209--MA1107.1.KLF9	chr18	23733805	23733817	+	0.000	0.000	Merged-chr18-23733972-8
NR29678--MA0741.1.KLF16	chr18	46917806	46917816	-	0.000	0.000	Merged-chr18-46917814-10
NR5320--MA0741.1.KLF16	chr10	40171487	40171497	-	0.000	0.000	Merged-chr10-40171372-15
NR17964--MA0740.1.KLF14	chr13	106999703	106999716	-	0.000	0.000	Merged-chr13-106999635-1
NR65878--MA0741.1.KLF16	chr9	106430881	106430891	-	0.000	0.000	Merged-chr9-106430870-17
NR32973--MA0740.1.KLF14	chr2	5003272	5003285	+	0.000	0.000	Merged-chr2-5003396-19
NR11955--MA1107.1.KLF9	chr11	102074295	102074307	+	0.000	0.000	Merged-chr11-102074455-23
NR32462--MA0599.1.KLF5	chr19	47829049	47829058	-	0.000	0.000	Merged-chr19-47829109-19
NR32000--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR3357--MA1107.1.KLF9	chr1	167245605	167245617	-	0.000	0.000	Merged-chr1-167245435-23
NR41276--MA1107.1.KLF9	chr3	136730175	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR2118--MA0741.1.KLF16	chr1	128540453	128540463	+	0.000	0.000	Merged-chr1-128540410-9
NR29227--MA1107.1.KLF9	chr18	23841684	23841696	-	0.000	0.000	Merged-chr18-23841558-17
NR53823--MA0599.1.KLF5	chr6	120199683	120199692	+	0.000	0.000	Merged-chr6-120199707-32
NR10516--MA1107.1.KLF9	chr11	70597422	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR20140--MA0599.1.KLF5	chr14	76579950	76579959	-	0.000	0.000	Merged-chr14-76580010-38
NR42721--MA0741.1.KLF16	chr4	41770564	41770574	+	0.000	0.000	Merged-chr4-41770467-12
NR41182--MA1107.1.KLF9	chr3	133583908	133583920	-	0.000	0.000	Merged-chr3-133583850-2
NR40513--MA1107.1.KLF9	chr3	115706550	115706562	+	0.000	0.000	Merged-chr3-115706402-1
NR40294--MA0741.1.KLF16	chr3	105825697	105825707	+	0.000	0.000	Merged-chr3-105825792-34
NR1065--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR32667--MA1107.1.KLF9	chr19	56756822	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR47327--MA0039.3.KLF4	chr5	33468920	33468930	+	0.000	0.000	Merged-chr5-33468852-15
NR3157--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR40550--MA0599.1.KLF5	chr3	116434990	116434999	-	0.000	0.000	Merged-chr3-116434903-21
NR9539--MA0493.1.Klf1	chr11	46454881	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR38964--MA0039.3.KLF4	chr3	52297523	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR49632--MA0039.3.KLF4	chr5	120688650	120688660	-	0.000	0.000	Merged-chr5-120688663-27
NR50370--MA0599.1.KLF5	chr5	135115315	135115324	+	0.000	0.000	Merged-chr5-135115482-49
NR49222--MA0742.1.Klf12	chr5	112301909	112301923	+	0.000	0.000	Merged-chr5-112301937-36
NR48502--MA0741.1.KLF16	chr5	92967508	92967518	+	0.000	0.000	Merged-chr5-92967427-8
NR50371--MA0741.1.KLF16	chr5	135115297	135115307	+	0.000	0.000	Merged-chr5-135115482-49
NR25329--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR22991--MA0493.1.Klf1	chr15	94255127	94255137	+	0.000	0.000	Merged-chr15-94255177-46
NR21556--MA1107.1.KLF9	chr15	42983385	42983397	+	0.000	0.000	Merged-chr15-42983258-15
NR24109--MA0741.1.KLF16	chr16	24975253	24975263	+	0.000	0.000	Merged-chr16-24975123-11
NR37768--MA0493.1.Klf1	chr2	167831835	167831845	-	0.000	0.000	Merged-chr2-167831852-3
NR7717--MA1107.1.KLF9	chr10	111031828	111031840	+	0.000	0.000	Merged-chr10-111031729-43
NR29380--MA0493.1.Klf1	chr18	34783618	34783628	-	0.000	0.000	Merged-chr18-34783714-45
NR20139--MA0742.1.Klf12	chr14	76579946	76579960	-	0.000	0.000	Merged-chr14-76580010-38
NR41178--MA1107.1.KLF9	chr3	133583900	133583912	-	0.000	0.000	Merged-chr3-133583850-2
NR20032--MA0740.1.KLF14	chr14	75064698	75064711	+	0.000	0.000	Merged-chr14-75064758-13
NR37889--MA0493.1.Klf1	chr2	169702951	169702961	+	0.000	0.000	Merged-chr2-169702917-20
NR48929--MA0741.1.KLF16	chr5	105709896	105709906	-	0.000	0.000	Merged-chr5-105709845-15
NR37664--MA0039.3.KLF4	chr2	166753248	166753258	+	0.000	0.000	Merged-chr2-166753164-6
NR37316--MA0493.1.Klf1	chr2	160657973	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR54703--MA0599.1.KLF5	chr6	142752670	142752679	+	0.000	0.000	Merged-chr6-142752635-30
NR5312--MA0741.1.KLF16	chr10	40171479	40171489	-	0.000	0.000	Merged-chr10-40171372-15
NR45138--MA0741.1.KLF16	chr4	132808284	132808294	-	0.000	0.000	Merged-chr4-132808337-17
NR38778--MA0599.1.KLF5	chr3	37387238	37387247	+	0.000	0.000	Merged-chr3-37387338-33
NR37208--MA1107.1.KLF9	chr2	157147996	157148008	-	0.000	0.000	Merged-chr2-157147783-53
NR17965--MA0657.1.KLF13	chr13	106999700	106999717	-	0.000	0.000	Merged-chr13-106999635-1
NR32974--MA0657.1.KLF13	chr2	5003271	5003288	+	0.000	0.000	Merged-chr2-5003396-19
NR19372--MA0742.1.Klf12	chr14	54061508	54061522	+	0.000	0.000	Merged-chr14-54061633-25
NR51791--MA0740.1.KLF14	chr6	34497749	34497762	-	0.000	0.000	Merged-chr6-34497714-15
NR37315--MA0039.3.KLF4	chr2	160657971	160657981	-	0.000	0.000	Merged-chr2-160657923-30
NR61225--MA0039.3.KLF4	chr8	72163002	72163012	+	0.000	0.000	Merged-chr8-72162977-17
NR32001--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR40433--MA1107.1.KLF9	chr3	108727625	108727637	-	0.000	0.000	Merged-chr3-108727524-22
NR40557--MA0741.1.KLF16	chr3	116434989	116434999	-	0.000	0.000	Merged-chr3-116434903-21
NR25134--MA0741.1.KLF16	chr16	87497083	87497093	-	0.000	0.000	Merged-chr16-87497296-12
NR35513--MA0599.1.KLF5	chr2	104179788	104179797	-	0.000	0.000	Merged-chr2-104179856-4
NR53630--MA1107.1.KLF9	chr6	115021461	115021473	+	0.000	0.000	Merged-chr6-115021349-12
NR63745--MA0039.3.KLF4	chr9	32740971	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR49370--MA0599.1.KLF5	chr5	114041787	114041796	-	0.000	0.000	Merged-chr5-114041714-24
NR57524--MA1107.1.KLF9	chr7	90355557	90355569	-	0.000	0.000	Merged-chr7-90355618-52
NR60284--MA0493.1.Klf1	chr8	25059855	25059865	+	0.000	0.000	Merged-chr8-25059963-13
NR16089--MA1107.1.KLF9	chr13	38503553	38503565	+	0.000	0.000	Merged-chr13-38503650-43
NR9906--MA1107.1.KLF9	chr11	55131273	55131285	+	0.000	0.000	Merged-chr11-55131266-10
NR32493--MA1107.1.KLF9	chr19	53035491	53035503	-	0.000	0.000	Merged-chr19-53035588-13
NR21544--MA0742.1.Klf12	chr15	42983349	42983363	+	0.000	0.000	Merged-chr15-42983258-15
NR44872--MA0742.1.Klf12	chr4	129060102	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR44350--MA0493.1.Klf1	chr4	117220903	117220913	+	0.000	0.000	Merged-chr4-117221015-24
NR66918--MA0599.1.KLF5	chr9	123734003	123734012	-	0.000	0.000	Merged-chr9-123734197-54
NR41454--MA0740.1.KLF14	chr3	142281222	142281235	+	0.000	0.000	Merged-chr3-142281213-32
NR60283--MA0039.3.KLF4	chr8	25059857	25059867	+	0.000	0.000	Merged-chr8-25059963-13
NR31860--MA0742.1.Klf12	chr19	32172585	32172599	-	0.000	0.000	Merged-chr19-32172725-56
NR31861--MA0599.1.KLF5	chr19	32172589	32172598	-	0.000	0.000	Merged-chr19-32172725-56
NR32105--MA0741.1.KLF16	chr19	41360631	41360641	+	0.000	0.000	Merged-chr19-41360707-21
NR28654--MA0599.1.KLF5	chr17	84368868	84368877	-	0.000	0.000	Merged-chr17-84368765-10
NR31851--MA0741.1.KLF16	chr19	31337342	31337352	-	0.000	0.000	Merged-chr19-31337298-1
