#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_dn.bed
NR23209--MA1107.1.KLF9	chr15	99223645	99223657	-	0.000	0.000	Merged-chr15-99223705-10
NR1911--MA0742.1.Klf12	chr1	119637160	119637174	+	0.000	0.000	Merged-chr1-119636990-21
NR47588--MA0740.1.KLF14	chr5	47983090	47983103	-	0.000	0.000	Merged-chr5-47983242-36
NR43790--MA0599.1.KLF5	chr4	97871746	97871755	+	0.000	0.000	Merged-chr4-97871840-30
NR68365--MA0740.1.KLF14	chrY	90799067	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR14883--MA0599.1.KLF5	chr12	105008985	105008994	+	0.000	0.000	Merged-chr12-105009031-28
NR51850--MA1107.1.KLF9	chr6	37564052	37564064	+	0.000	0.000	Merged-chr6-37564158-19
NR47590--MA0599.1.KLF5	chr5	47983093	47983102	-	0.000	0.000	Merged-chr5-47983242-36
NR17277--MA0657.1.KLF13	chr13	89521651	89521668	+	0.000	0.000	Merged-chr13-89521757-30
NR39246--MA1107.1.KLF9	chr3	69156740	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR39241--MA0039.3.KLF4	chr3	68981201	68981211	+	0.000	0.000	Merged-chr3-68981196-42
NR40367--MA0039.3.KLF4	chr3	107823381	107823391	+	0.000	0.000	Merged-chr3-107823378-13
NR56700--MA0741.1.KLF16	chr7	47104249	47104259	-	0.000	0.000	Merged-chr7-47104097-36
NR66203--MA0599.1.KLF5	chr9	112175471	112175480	-	0.000	0.000	Merged-chr9-112175419-1
NR5956--MA0493.1.Klf1	chr10	68137567	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR21332--MA0742.1.Klf12	chr15	31239986	31240000	+	0.000	0.000	Merged-chr15-31239940-27
NR32352--MA0740.1.KLF14	chr19	46148526	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR23679--MA0039.3.KLF4	chr16	11526649	11526659	-	0.000	0.000	Merged-chr16-11526520-43
NR35665--MA0741.1.KLF16	chr2	112240501	112240511	+	0.000	0.000	Merged-chr2-112240570-1
NR31889--MA0493.1.Klf1	chr19	32523948	32523958	-	0.000	0.000	Merged-chr19-32523975-16
NR6732--MA1107.1.KLF9	chr10	81247990	81248002	+	0.000	0.000	Merged-chr10-81248090-40
NR56713--MA0741.1.KLF16	chr7	48137395	48137405	-	0.000	0.000	Merged-chr7-48137318-1
NR43430--MA0741.1.KLF16	chr4	63486710	63486720	+	0.000	0.000	Merged-chr4-63486767-20
NR21336--MA0741.1.KLF16	chr15	31239987	31239997	+	0.000	0.000	Merged-chr15-31239940-27
NR31888--MA0039.3.KLF4	chr19	32523946	32523956	-	0.000	0.000	Merged-chr19-32523975-16
NR25686--MA0599.1.KLF5	chr17	5138638	5138647	-	0.000	0.000	Merged-chr17-5138884-51
NR65569--MA1107.1.KLF9	chr9	99436525	99436537	+	0.000	0.000	Merged-chr9-99436614-46
NR2930--MA0657.1.KLF13	chr1	156522396	156522413	-	0.000	0.000	Merged-chr1-156522298-40
NR964--MA1107.1.KLF9	chr1	69499060	69499072	-	0.000	0.000	Merged-chr1-69499196-51
NR63142--MA0741.1.KLF16	chr8	126699189	126699199	-	0.000	0.000	Merged-chr8-126699390-72
NR29598--MA0599.1.KLF5	chr18	43393466	43393475	+	0.000	0.000	Merged-chr18-43393382-40
NR19988--MA0493.1.Klf1	chr14	73377972	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR40091--MA0493.1.Klf1	chr3	101066376	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR6728--MA1107.1.KLF9	chr10	81247982	81247994	+	0.000	0.000	Merged-chr10-81248090-40
NR51846--MA0039.3.KLF4	chr6	37564040	37564050	+	0.000	0.000	Merged-chr6-37564158-19
NR45644--MA0599.1.KLF5	chr4	138262424	138262433	+	0.000	0.000	Merged-chr4-138262353-56
NR7706--MA1107.1.KLF9	chr10	110952114	110952126	+	0.000	0.000	Merged-chr10-110952029-21
NR25689--MA0741.1.KLF16	chr17	5138644	5138654	-	0.000	0.000	Merged-chr17-5138884-51
NR32353--MA0599.1.KLF5	chr19	46148529	46148538	-	0.000	0.000	Merged-chr19-46148494-21
NR38526--MA0740.1.KLF14	chr3	19706816	19706829	-	0.000	0.000	Merged-chr3-19706982-40
NR37443--MA1107.1.KLF9	chr2	163298966	163298978	+	0.000	0.000	Merged-chr2-163299110-16
NR51888--MA0599.1.KLF5	chr6	38551356	38551365	-	0.000	0.000	Merged-chr6-38551188-3
NR22654--MA0599.1.KLF5	chr15	85378040	85378049	+	0.000	0.000	Merged-chr15-85378082-10
NR13131--MA0493.1.Klf1	chr12	8859009	8859019	-	0.000	0.000	Merged-chr12-8859142-27
NR28928--MA1107.1.KLF9	chr17	88668541	88668553	+	0.000	0.000	Merged-chr17-88668603-31
NR14305--MA0039.3.KLF4	chr12	84851597	84851607	+	0.000	0.000	Merged-chr12-84851532-12
NR31706--MA0742.1.Klf12	chr19	24166912	24166926	+	0.000	0.000	Merged-chr19-24166764-51
NR13905--MA1107.1.KLF9	chr12	71577480	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR22653--MA1107.1.KLF9	chr15	85233151	85233163	+	0.000	0.000	Merged-chr15-85233310-62
NR38188--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR34533--MA0599.1.KLF5	chr2	67565658	67565667	-	0.000	0.000	Merged-chr2-67565838-76
NR65396--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR15254--MA0740.1.KLF14	chr12	112629098	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR22402--MA0039.3.KLF4	chr15	80219311	80219321	-	0.000	0.000	Merged-chr15-80219438-40
NR4830--MA0741.1.KLF16	chr10	7212275	7212285	-	0.000	0.000	Merged-chr10-7212223-140
NR43454--MA0039.3.KLF4	chr4	63863061	63863071	-	0.000	0.000	Merged-chr4-63862999-40
NR64451--MA0741.1.KLF16	chr9	61779366	61779376	+	0.000	0.000	Merged-chr9-61779248-32
NR10798--MA0599.1.KLF5	chr11	77887856	77887865	+	0.000	0.000	Merged-chr11-77887652-60
NR38757--MA0740.1.KLF14	chr3	36613427	36613440	+	0.000	0.000	Merged-chr3-36613405-48
NR13899--MA0742.1.Klf12	chr12	71577478	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR50807--MA0741.1.KLF16	chr5	140944721	140944731	-	0.000	0.000	Merged-chr5-140944857-24
NR4823--MA0599.1.KLF5	chr10	7212244	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR65032--MA0039.3.KLF4	chr9	77456726	77456736	+	0.000	0.000	Merged-chr9-77456588-28
NR41484--MA0741.1.KLF16	chr3	143379404	143379414	+	0.000	0.000	Merged-chr3-143379316-24
NR23972--MA0493.1.Klf1	chr16	21204597	21204607	-	0.000	0.000	Merged-chr16-21204669-33
NR31707--MA0599.1.KLF5	chr19	24166913	24166922	+	0.000	0.000	Merged-chr19-24166764-51
NR43926--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR61914--MA0493.1.Klf1	chr8	95154954	95154964	+	0.000	0.000	Merged-chr8-95154872-23
NR4828--MA0599.1.KLF5	chr10	7212276	7212285	-	0.000	0.000	Merged-chr10-7212223-140
NR54127--MA0741.1.KLF16	chr6	128334912	128334922	-	0.000	0.000	Merged-chr6-128334675-39
NR23897--MA0599.1.KLF5	chr16	18733719	18733728	-	0.000	0.000	Merged-chr16-18733506-32
NR41666--MA0599.1.KLF5	chr3	146121628	146121637	+	0.000	0.000	Merged-chr3-146121713-45
NR15255--MA0657.1.KLF13	chr12	112629095	112629112	-	0.000	0.000	Merged-chr12-112629266-49
NR45649--MA0493.1.Klf1	chr4	138262442	138262452	+	0.000	0.000	Merged-chr4-138262353-56
NR65568--MA0741.1.KLF16	chr9	99436526	99436536	+	0.000	0.000	Merged-chr9-99436614-46
NR59398--MA1107.1.KLF9	chr7	136164718	136164730	+	0.000	0.000	Merged-chr7-136164647-23
NR15160--MA0599.1.KLF5	chr12	110375370	110375379	+	0.000	0.000	Merged-chr12-110375416-20
NR37808--MA0599.1.KLF5	chr2	168525577	168525586	+	0.000	0.000	Merged-chr2-168525389-54
NR24526--MA0599.1.KLF5	chr16	48627489	48627498	-	0.000	0.000	Merged-chr16-48627540-25
NR46416--MA1107.1.KLF9	chr4	152247315	152247327	-	0.000	0.000	Merged-chr4-152247398-23
NR60573--MA0741.1.KLF16	chr8	45410378	45410388	-	0.000	0.000	Merged-chr8-45410262-39
NR7319--MA0599.1.KLF5	chr10	94087500	94087509	+	0.000	0.000	Merged-chr10-94087553-20
NR54572--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR56921--MA1107.1.KLF9	chr7	64012082	64012094	-	0.000	0.000	Merged-chr7-64011985-78
NR23678--MA0599.1.KLF5	chr16	11526651	11526660	-	0.000	0.000	Merged-chr16-11526520-43
NR534--MA0741.1.KLF16	chr1	42953103	42953113	+	0.000	0.000	Merged-chr1-42953184-68
NR27804--MA0742.1.Klf12	chr17	56425189	56425203	-	0.000	0.000	Merged-chr17-56425045-2
NR29746--MA1107.1.KLF9	chr18	53801708	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR31890--MA1107.1.KLF9	chr19	32523946	32523958	-	0.000	0.000	Merged-chr19-32523975-16
NR68370--MA1107.1.KLF9	chrY	90799068	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR8748--MA1107.1.KLF9	chr10	128940594	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR7131--MA0599.1.KLF5	chr10	88875065	88875074	+	0.000	0.000	Merged-chr10-88875114-36
NR14307--MA0741.1.KLF16	chr12	84851601	84851611	+	0.000	0.000	Merged-chr12-84851532-12
NR64450--MA0493.1.Klf1	chr9	61779365	61779375	+	0.000	0.000	Merged-chr9-61779248-32
NR56698--MA0493.1.Klf1	chr7	47104250	47104260	-	0.000	0.000	Merged-chr7-47104097-36
NR29764--MA1107.1.KLF9	chr18	54822920	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR31887--MA0599.1.KLF5	chr19	32523948	32523957	-	0.000	0.000	Merged-chr19-32523975-16
NR27805--MA0599.1.KLF5	chr17	56425181	56425190	-	0.000	0.000	Merged-chr17-56425045-2
