#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR29880--MA0599.1.KLF5	chr17	70728912	70728921	-	0.000	0.000	Merged-chr17-70729015-28
NR49032--MA0599.1.KLF5	chr4	155050224	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR42088--MA0599.1.KLF5	chr3	96575086	96575095	+	0.000	0.000	Merged-chr3-96575084-6
NR50928--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR2776--MA1107.1.KLF9	chr1	139181145	139181157	-	0.000	0.000	Merged-chr1-139181025-29
NR56687--MA1107.1.KLF9	chr6	100072804	100072816	-	0.000	0.000	Merged-chr6-100072784-7
NR17852--MA0039.3.KLF4	chr13	89521654	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR13860--MA1107.1.KLF9	chr12	31621721	31621733	-	0.000	0.000	Merged-chr12-31621788-10
NR41762--MA0039.3.KLF4	chr3	89905229	89905239	+	0.000	0.000	Merged-chr3-89905265-15
NR41772--MA0493.1.Klf1	chr3	89911449	89911459	+	0.000	0.000	Merged-chr3-89911440-10
NR56329--MA1107.1.KLF9	chr6	90629685	90629697	+	0.000	0.000	Merged-chr6-90629668-42
NR63996--MA0741.1.KLF16	chr8	8452336	8452346	-	0.000	0.000	Merged-chr8-8452377-15
NR53691--MA0740.1.KLF14	chr5	140148961	140148974	+	0.000	0.000	Merged-chr5-140149143-22
NR35408--MA0599.1.KLF5	chr2	26628293	26628302	-	0.000	0.000	Merged-chr2-26628456-31
NR39534--MA0493.1.Klf1	chr2	165854761	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR6418--MA0741.1.KLF16	chr10	67891158	67891168	-	0.000	0.000	Merged-chr10-67891340-18
NR37170--MA1107.1.KLF9	chr2	93454492	93454504	+	0.000	0.000	Merged-chr2-93454506-54
NR44486--MA1107.1.KLF9	chr4	8913755	8913767	-	0.000	0.000	Merged-chr4-8913815-2
NR39195--MA0742.1.Klf12	chr2	158179180	158179194	-	0.000	0.000	Merged-chr2-158179183-18
NR2510--MA0742.1.Klf12	chr1	133801880	133801894	+	0.000	0.000	Merged-chr1-133801920-3
NR25615--MA0599.1.KLF5	chr16	23100321	23100330	+	0.000	0.000	Merged-chr16-23100189-17
NR4163--MA0039.3.KLF4	chr1	178777944	178777954	+	0.000	0.000	Merged-chr1-178777930-3
NR8207--MA0741.1.KLF16	chr10	111912406	111912416	-	0.000	0.000	Merged-chr10-111912286-27
NR21246--MA0493.1.Klf1	chr14	84443428	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR14938--MA0599.1.KLF5	chr12	88472043	88472052	+	0.000	0.000	Merged-chr12-88472096-45
NR41558--MA0599.1.KLF5	chr3	84477664	84477673	+	0.000	0.000	Merged-chr3-84477603-8
NR52058--MA0741.1.KLF16	chr5	113873220	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR42771--MA0741.1.KLF16	chr3	115897930	115897940	+	0.000	0.000	Merged-chr3-115897908-5
NR67494--MA1107.1.KLF9	chr8	126864495	126864507	+	0.000	0.000	Merged-chr8-126864545-1
NR33990--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR11252--MA0599.1.KLF5	chr11	78690775	78690784	+	0.000	0.000	Merged-chr11-78690691-3
NR57330--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR48909--MA0493.1.Klf1	chr4	152247435	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR11439--MA1107.1.KLF9	chr11	83185912	83185924	-	0.000	0.000	Merged-chr11-83185820-16
NR51390--MA0741.1.KLF16	chr5	96825220	96825230	+	0.000	0.000	Merged-chr5-96825060-50
NR48291--MA0493.1.Klf1	chr4	140833017	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR38372--MA1107.1.KLF9	chr2	132292169	132292181	+	0.000	0.000	Merged-chr2-132292299-25
NR9742--MA0741.1.KLF16	chr11	32020326	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR42433--MA0599.1.KLF5	chr3	103641458	103641467	+	0.000	0.000	Merged-chr3-103641510-13
NR36770--MA0742.1.Klf12	chr2	75965079	75965093	+	0.000	0.000	Merged-chr2-75964949-43
NR481--MA1107.1.KLF9	chr1	38723616	38723628	+	0.000	0.000	Merged-chr1-38723833-22
NR41576--MA0599.1.KLF5	chr3	84770750	84770759	-	0.000	0.000	Merged-chr3-84770670-24
NR22332--MA0742.1.Klf12	chr15	9533527	9533541	-	0.000	0.000	Merged-chr15-9533546-44
NR37157--MA1107.1.KLF9	chr2	93454466	93454478	+	0.000	0.000	Merged-chr2-93454506-54
NR61753--MA0599.1.KLF5	chr7	101012085	101012094	-	0.000	0.000	Merged-chr7-101011923-30
NR73090--MA0599.1.KLF5	chrY	1116319	1116328	-	0.000	0.000	Merged-chrY-1116441-17
NR9744--MA0599.1.KLF5	chr11	32020367	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR69768--MA1107.1.KLF9	chr9	80754776	80754788	-	0.000	0.000	Merged-chr9-80754738-24
NR2386--MA0741.1.KLF16	chr1	130522447	130522457	+	0.000	0.000	Merged-chr1-130522626-12
NR63181--MA0741.1.KLF16	chr7	132484476	132484486	+	0.000	0.000	Merged-chr7-132484598-7
NR39677--MA1107.1.KLF9	chr2	167936115	167936127	-	0.000	0.000	Merged-chr2-167936072-3
NR42784--MA0741.1.KLF16	chr3	116200269	116200279	+	0.000	0.000	Merged-chr3-116200281-40
NR3940--MA0741.1.KLF16	chr1	171916127	171916137	+	0.000	0.000	Merged-chr1-171916002-44
NR72071--MA0741.1.KLF16	chrX	59951357	59951367	+	0.000	0.000	Merged-chrX-59951386-23
NR2339--MA0599.1.KLF5	chr1	128713044	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR72342--MA0741.1.KLF16	chrX	99042530	99042540	-	0.000	0.000	Merged-chrX-99042663-22
NR13977--MA1107.1.KLF9	chr12	35770598	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR4837--MA0657.1.KLF13	chr1	191662419	191662436	+	0.000	0.000	Merged-chr1-191662407-14
NR23243--MA0599.1.KLF5	chr15	66286892	66286901	+	0.000	0.000	Merged-chr15-66286791-54
NR19801--MA0740.1.KLF14	chr14	31934161	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR9762--MA0599.1.KLF5	chr11	32138430	32138439	-	0.000	0.000	Merged-chr11-32138495-33
NR9743--MA1107.1.KLF9	chr11	32020325	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR60984--MA0039.3.KLF4	chr7	73479745	73479755	+	0.000	0.000	Merged-chr7-73479778-28
NR72845--MA0039.3.KLF4	chrX	160604124	160604134	+	0.000	0.000	Merged-chrX-160604231-21
NR40613--MA0741.1.KLF16	chr3	28402422	28402432	-	0.000	0.000	Merged-chr3-28402386-46
NR559--MA0741.1.KLF16	chr1	39941510	39941520	+	0.000	0.000	Merged-chr1-39941675-40
NR20645--MA0599.1.KLF5	chr14	61744092	61744101	-	0.000	0.000	Merged-chr14-61744186-5
NR60547--MA0599.1.KLF5	chr7	49364571	49364580	+	0.000	0.000	Merged-chr7-49364720-42
NR46457--MA0599.1.KLF5	chr4	101419689	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR57679--MA1107.1.KLF9	chr6	128143630	128143642	-	0.000	0.000	Merged-chr6-128143679-59
NR49492--MA0657.1.KLF13	chr5	20083293	20083310	+	0.000	0.000	Merged-chr5-20083207-6
NR16057--MA0740.1.KLF14	chr12	118847215	118847228	-	0.000	0.000	Merged-chr12-118846996-53
NR31729--MA0493.1.Klf1	chr18	58677039	58677049	+	0.000	0.000	Merged-chr18-58676991-24
NR7108--MA0599.1.KLF5	chr10	80622979	80622988	+	0.000	0.000	Merged-chr10-80622970-10
NR56840--MA0741.1.KLF16	chr6	108448396	108448406	+	0.000	0.000	Merged-chr6-108448378-58
NR31434--MA0599.1.KLF5	chr18	43393466	43393475	+	0.000	0.000	Merged-chr18-43393382-40
NR48762--MA0599.1.KLF5	chr4	149854342	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR2256--MA0741.1.KLF16	chr1	127322329	127322339	-	0.000	0.000	Merged-chr1-127322582-29
NR11004--MA0741.1.KLF16	chr11	74881144	74881154	+	0.000	0.000	Merged-chr11-74881176-15
NR14400--MA1107.1.KLF9	chr12	69502005	69502017	-	0.000	0.000	Merged-chr12-69501974-43
NR16352--MA0493.1.Klf1	chr13	24547215	24547225	-	0.000	0.000	Merged-chr13-24547194-39
NR42581--MA0599.1.KLF5	chr3	108124282	108124291	-	0.000	0.000	Merged-chr3-108124378-33
NR9450--MA0741.1.KLF16	chr11	20035543	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR44603--MA1107.1.KLF9	chr4	14922351	14922363	-	0.000	0.000	Merged-chr4-14922203-28
NR5621--MA1107.1.KLF9	chr10	37721422	37721434	+	0.000	0.000	Merged-chr10-37721362-7
NR5827--MA1107.1.KLF9	chr10	43520073	43520085	+	0.000	0.000	Merged-chr10-43520023-14
NR46260--MA0599.1.KLF5	chr4	89137609	89137618	+	0.000	0.000	Merged-chr4-89137676-98
NR54629--MA1107.1.KLF9	chr6	17307338	17307350	-	0.000	0.000	Merged-chr6-17307561-30
NR23395--MA0741.1.KLF16	chr15	73833446	73833456	-	0.000	0.000	Merged-chr15-73833465-20
NR69558--MA1107.1.KLF9	chr9	75646906	75646918	+	0.000	0.000	Merged-chr9-75646856-3
NR5471--MA0741.1.KLF16	chr10	25140438	25140448	-	0.000	0.000	Merged-chr10-25140477-16
NR18764--MA1107.1.KLF9	chr13	112824273	112824285	+	0.000	0.000	Merged-chr13-112824318-13
NR33708--MA0599.1.KLF5	chr19	34254340	34254349	-	0.000	0.000	Merged-chr19-34254414-29
NR35410--MA0741.1.KLF16	chr2	26628292	26628302	-	0.000	0.000	Merged-chr2-26628456-31
NR30844--MA0740.1.KLF14	chr18	5819922	5819935	+	0.000	0.000	Merged-chr18-5820020-28
NR49037--MA0741.1.KLF16	chr4	155050348	155050358	+	0.000	0.000	Merged-chr4-155050218-26
NR32612--MA0039.3.KLF4	chr18	82532268	82532278	-	0.000	0.000	Merged-chr18-82532131-16
NR7787--MA0039.3.KLF4	chr10	93783434	93783444	-	0.000	0.000	Merged-chr10-93783466-5
NR15822--MA0493.1.Klf1	chr12	112699400	112699410	+	0.000	0.000	Merged-chr12-112699364-12
NR72783--MA1107.1.KLF9	chrX	159199696	159199708	+	0.000	0.000	Merged-chrX-159199808-53
NR1181--MA1107.1.KLF9	chr1	73940865	73940877	+	0.000	0.000	Merged-chr1-73940938-50
NR68907--MA1107.1.KLF9	chr9	57647830	57647842	-	0.000	0.000	Merged-chr9-57647746-26
NR6628--MA0741.1.KLF16	chr10	74967331	74967341	+	0.000	0.000	Merged-chr10-74967177-57
NR16802--MA0741.1.KLF16	chr13	45885052	45885062	+	0.000	0.000	Merged-chr13-45885080-29
NR52244--MA0493.1.Klf1	chr5	115693543	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR48288--MA0740.1.KLF14	chr4	140833014	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR18019--MA0741.1.KLF16	chr13	95063709	95063719	-	0.000	0.000	Merged-chr13-95063599-48
NR51566--MA0742.1.Klf12	chr5	100929920	100929934	+	0.000	0.000	Merged-chr5-100929891-31
NR16011--MA0039.3.KLF4	chr12	117103161	117103171	+	0.000	0.000	Merged-chr12-117103253-4
NR5604--MA0493.1.Klf1	chr10	37207074	37207084	-	0.000	0.000	Merged-chr10-37207171-14
NR9865--MA0493.1.Klf1	chr11	43362440	43362450	-	0.000	0.000	Merged-chr11-43362318-2
NR42776--MA0741.1.KLF16	chr3	115897935	115897945	+	0.000	0.000	Merged-chr3-115897908-5
NR59416--MA1107.1.KLF9	chr7	24467975	24467987	-	0.000	0.000	Merged-chr7-24468111-23
NR15821--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR55868--MA0599.1.KLF5	chr6	71831706	71831715	-	0.000	0.000	Merged-chr6-71831897-1
NR61427--MA0599.1.KLF5	chr7	90341962	90341971	-	0.000	0.000	Merged-chr7-90341759-29
NR41016--MA1107.1.KLF9	chr3	52102782	52102794	+	0.000	0.000	Merged-chr3-52102741-168
NR56711--MA0493.1.Klf1	chr6	100390391	100390401	+	0.000	0.000	Merged-chr6-100390476-26
NR35532--MA0741.1.KLF16	chr2	29622612	29622622	-	0.000	0.000	Merged-chr2-29622559-44
NR66781--MA1107.1.KLF9	chr8	115136962	115136974	+	0.000	0.000	Merged-chr8-115136921-34
NR487--MA0493.1.Klf1	chr1	39102343	39102353	-	0.000	0.000	Merged-chr1-39102412-8
NR182--MA0740.1.KLF14	chr1	20912780	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR62641--MA1107.1.KLF9	chr7	122932281	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR6400--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR27238--MA0740.1.KLF14	chr16	96208434	96208447	-	0.000	0.000	Merged-chr16-96208613-13
NR2258--MA1107.1.KLF9	chr1	127322324	127322336	-	0.000	0.000	Merged-chr1-127322582-29
NR25891--MA0741.1.KLF16	chr16	35154814	35154824	-	0.000	0.000	Merged-chr16-35154981-11
NR23373--MA0493.1.Klf1	chr15	73269739	73269749	-	0.000	0.000	Merged-chr15-73269673-2
NR12490--MA0493.1.Klf1	chr11	106430783	106430793	+	0.000	0.000	Merged-chr11-106430638-37
NR65030--MA0599.1.KLF5	chr8	61283181	61283190	+	0.000	0.000	Merged-chr8-61283229-50
NR61752--MA0742.1.Klf12	chr7	101012081	101012095	-	0.000	0.000	Merged-chr7-101011923-30
NR23387--MA0741.1.KLF16	chr15	73716732	73716742	+	0.000	0.000	Merged-chr15-73716639-32
NR33780--MA0599.1.KLF5	chr19	37523772	37523781	-	0.000	0.000	Merged-chr19-37523720-44
NR60046--MA0741.1.KLF16	chr7	35172061	35172071	-	0.000	0.000	Merged-chr7-35172078-26
NR34847--MA0741.1.KLF16	chr2	11173726	11173736	+	0.000	0.000	Merged-chr2-11173621-55
NR2276--MA1107.1.KLF9	chr1	127796443	127796455	-	0.000	0.000	Merged-chr1-127796546-56
NR30836--MA0740.1.KLF14	chr18	5819883	5819896	+	0.000	0.000	Merged-chr18-5820020-28
NR2388--MA1107.1.KLF9	chr1	130522446	130522458	+	0.000	0.000	Merged-chr1-130522626-12
NR54380--MA0599.1.KLF5	chr5	150232893	150232902	+	0.000	0.000	Merged-chr5-150232910-1
NR68935--MA0493.1.Klf1	chr9	58112455	58112465	+	0.000	0.000	Merged-chr9-58112486-25
NR39701--MA0493.1.Klf1	chr2	168159010	168159020	+	0.000	0.000	Merged-chr2-168159188-34
NR16725--MA0599.1.KLF5	chr13	43192069	43192078	+	0.000	0.000	Merged-chr13-43191968-21
NR14326--MA0599.1.KLF5	chr12	65258708	65258717	-	0.000	0.000	Merged-chr12-65258774-28
NR34718--MA0599.1.KLF5	chr2	4559559	4559568	+	0.000	0.000	Merged-chr2-4559721-92
NR14111--MA0599.1.KLF5	chr12	52383148	52383157	-	0.000	0.000	Merged-chr12-52383146-23
NR33511--MA0493.1.Klf1	chr19	23447338	23447348	-	0.000	0.000	Merged-chr19-23447568-37
NR54492--MA0599.1.KLF5	chr6	6217149	6217158	+	0.000	0.000	Merged-chr6-6217012-81
NR24804--MA0599.1.KLF5	chr15	100723865	100723874	-	0.000	0.000	Merged-chr15-100723788-13
NR35492--MA0741.1.KLF16	chr2	28698443	28698453	+	0.000	0.000	Merged-chr2-28698593-11
NR46747--MA0741.1.KLF16	chr4	109229939	109229949	+	0.000	0.000	Merged-chr4-109229977-29
NR6188--MA1107.1.KLF9	chr10	61233349	61233361	+	0.000	0.000	Merged-chr10-61233317-40
NR50422--MA0039.3.KLF4	chr5	53605580	53605590	-	0.000	0.000	Merged-chr5-53605625-25
NR50772--MA0741.1.KLF16	chr5	66620372	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR71046--MA0599.1.KLF5	chr9	114613181	114613190	-	0.000	0.000	Merged-chr9-114613191-38
NR57046--MA0741.1.KLF16	chr6	114936721	114936731	+	0.000	0.000	Merged-chr6-114936685-54
NR49358--MA0740.1.KLF14	chr5	14514912	14514925	-	0.000	0.000	Merged-chr5-14515082-42
NR42768--MA0741.1.KLF16	chr3	115897927	115897937	+	0.000	0.000	Merged-chr3-115897908-5
NR3036--MA0599.1.KLF5	chr1	152733292	152733301	+	0.000	0.000	Merged-chr1-152733286-16
NR13459--MA1107.1.KLF9	chr12	8827542	8827554	-	0.000	0.000	Merged-chr12-8827572-4
NR66207--MA0741.1.KLF16	chr8	95349080	95349090	-	0.000	0.000	Merged-chr8-95348986-27
NR1088--MA1107.1.KLF9	chr1	69683244	69683256	-	0.000	0.000	Merged-chr1-69683222-14
NR39194--MA0740.1.KLF14	chr2	158179181	158179194	-	0.000	0.000	Merged-chr2-158179183-18
NR24391--MA1107.1.KLF9	chr15	93443919	93443931	+	0.000	0.000	Merged-chr15-93443797-12
NR45268--MA0741.1.KLF16	chr4	45766162	45766172	-	0.000	0.000	Merged-chr4-45766216-17
NR39196--MA0599.1.KLF5	chr2	158179184	158179193	-	0.000	0.000	Merged-chr2-158179183-18
NR36208--MA0493.1.Klf1	chr2	53095206	53095216	+	0.000	0.000	Merged-chr2-53095400-57
NR8387--MA0599.1.KLF5	chr10	117731428	117731437	-	0.000	0.000	Merged-chr10-117731554-42
NR39168--MA1107.1.KLF9	chr2	157119293	157119305	-	0.000	0.000	Merged-chr2-157119108-55
NR6440--MA0599.1.KLF5	chr10	68136635	68136644	+	0.000	0.000	Merged-chr10-68136775-17
NR31810--MA1107.1.KLF9	chr18	62267376	62267388	-	0.000	0.000	Merged-chr18-62267467-16
NR29004--MA0493.1.Klf1	chr17	44105682	44105692	-	0.000	0.000	Merged-chr17-44105756-70
NR60939--MA0657.1.KLF13	chr7	68298601	68298618	+	0.000	0.000	Merged-chr7-68298573-21
NR24379--MA0599.1.KLF5	chr15	93443908	93443917	+	0.000	0.000	Merged-chr15-93443797-12
NR20098--MA0741.1.KLF16	chr14	46578489	46578499	-	0.000	0.000	Merged-chr14-46578431-37
NR5869--MA0493.1.Klf1	chr10	44444024	44444034	-	0.000	0.000	Merged-chr10-44443949-54
NR6401--MA0657.1.KLF13	chr10	67698004	67698021	+	0.000	0.000	Merged-chr10-67697981-39
NR23612--MA0742.1.Klf12	chr15	77306643	77306657	+	0.000	0.000	Merged-chr15-77306793-46
NR27--MA1107.1.KLF9	chr1	6519516	6519528	+	0.000	0.000	Merged-chr1-6519375-11
NR36364--MA1107.1.KLF9	chr2	60880815	60880827	+	0.000	0.000	Merged-chr2-60880763-2
NR17851--MA0599.1.KLF5	chr13	89521653	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR48483--MA0741.1.KLF16	chr4	144996132	144996142	-	0.000	0.000	Merged-chr4-144996009-47
NR14107--MA0599.1.KLF5	chr12	52383127	52383136	-	0.000	0.000	Merged-chr12-52383146-23
NR40021--MA0741.1.KLF16	chr2	173444619	173444629	+	0.000	0.000	Merged-chr2-173444560-32
NR60028--MA1107.1.KLF9	chr7	34630505	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR37115--MA0599.1.KLF5	chr2	92948474	92948483	-	0.000	0.000	Merged-chr2-92948458-20
NR35956--MA0599.1.KLF5	chr2	37765371	37765380	-	0.000	0.000	Merged-chr2-37765232-35
NR58843--MA0599.1.KLF5	chr7	4964460	4964469	+	0.000	0.000	Merged-chr7-4964465-28
NR46605--MA1107.1.KLF9	chr4	106841996	106842008	-	0.000	0.000	Merged-chr4-106841993-21
NR25240--MA0493.1.Klf1	chr16	10788764	10788774	-	0.000	0.000	Merged-chr16-10788652-37
NR54634--MA0741.1.KLF16	chr6	17307665	17307675	-	0.000	0.000	Merged-chr6-17307561-30
NR51111--MA0599.1.KLF5	chr5	88499829	88499838	-	0.000	0.000	Merged-chr5-88499946-26
NR65043--MA1107.1.KLF9	chr8	61283226	61283238	+	0.000	0.000	Merged-chr8-61283229-50
NR65618--MA0741.1.KLF16	chr8	76902242	76902252	+	0.000	0.000	Merged-chr8-76902143-41
NR18386--MA0599.1.KLF5	chr13	102773322	102773331	-	0.000	0.000	Merged-chr13-102773383-12
NR29054--MA0599.1.KLF5	chr17	45342199	45342208	-	0.000	0.000	Merged-chr17-45342322-7
NR31699--MA0493.1.Klf1	chr18	57970445	57970455	+	0.000	0.000	Merged-chr18-57970531-36
NR67484--MA0741.1.KLF16	chr8	126539625	126539635	-	0.000	0.000	Merged-chr8-126539798-23
NR36748--MA0657.1.KLF13	chr2	75114510	75114527	-	0.000	0.000	Merged-chr2-75114355-21
NR40350--MA0740.1.KLF14	chr3	9719199	9719212	-	0.000	0.000	Merged-chr3-9719164-20
NR72284--MA0599.1.KLF5	chrX	93911156	93911165	-	0.000	0.000	Merged-chrX-93911345-24
NR20141--MA0740.1.KLF14	chr14	48376271	48376284	+	0.000	0.000	Merged-chr14-48376361-15
NR30837--MA0657.1.KLF13	chr18	5819882	5819899	+	0.000	0.000	Merged-chr18-5820020-28
NR60928--MA1107.1.KLF9	chr7	68205943	68205955	-	0.000	0.000	Merged-chr7-68206033-25
NR20811--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR24057--MA0599.1.KLF5	chr15	84372964	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR63776--MA0741.1.KLF16	chr7	142457656	142457666	+	0.000	0.000	Merged-chr7-142457551-10
NR16981--MA0742.1.Klf12	chr13	52976726	52976740	+	0.000	0.000	Merged-chr13-52976718-35
NR13841--MA0599.1.KLF5	chr12	30599738	30599747	-	0.000	0.000	Merged-chr12-30599572-41
NR53742--MA0740.1.KLF14	chr5	140586796	140586809	+	0.000	0.000	Merged-chr5-140586794-18
NR3265--MA0741.1.KLF16	chr1	156217597	156217607	+	0.000	0.000	Merged-chr1-156217514-18
NR18652--MA0741.1.KLF16	chr13	109809711	109809721	+	0.000	0.000	Merged-chr13-109809841-14
NR47623--MA0740.1.KLF14	chr4	131696142	131696155	-	0.000	0.000	Merged-chr4-131696229-22
NR11414--MA1107.1.KLF9	chr11	82961934	82961946	-	0.000	0.000	Merged-chr11-82962014-19
NR16353--MA0741.1.KLF16	chr13	24547218	24547228	-	0.000	0.000	Merged-chr13-24547194-39
NR6412--MA0039.3.KLF4	chr10	67891157	67891167	-	0.000	0.000	Merged-chr10-67891340-18
NR50599--MA0599.1.KLF5	chr5	63943576	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR4085--MA0741.1.KLF16	chr1	175693727	175693737	+	0.000	0.000	Merged-chr1-175693836-3
NR13398--MA0599.1.KLF5	chr12	8496543	8496552	-	0.000	0.000	Merged-chr12-8496481-10
NR3231--MA0741.1.KLF16	chr1	155215383	155215393	-	0.000	0.000	Merged-chr1-155215542-10
NR36603--MA0599.1.KLF5	chr2	72137079	72137088	+	0.000	0.000	Merged-chr2-72136999-23
NR37478--MA0599.1.KLF5	chr2	104742868	104742877	+	0.000	0.000	Merged-chr2-104742802-33
NR17968--MA0599.1.KLF5	chr13	94144784	94144793	-	0.000	0.000	Merged-chr13-94144726-31
NR24061--MA0493.1.Klf1	chr15	84372976	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR11432--MA1107.1.KLF9	chr11	83185898	83185910	-	0.000	0.000	Merged-chr11-83185820-16
NR44453--MA0493.1.Klf1	chr4	5644616	5644626	+	0.000	0.000	Merged-chr4-5644345-65
NR61840--MA0599.1.KLF5	chr7	102347595	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR16761--MA0493.1.Klf1	chr13	44088994	44089004	-	0.000	0.000	Merged-chr13-44088979-30
NR58844--MA0741.1.KLF16	chr7	4964460	4964470	+	0.000	0.000	Merged-chr7-4964465-28
NR1598--MA0741.1.KLF16	chr1	88279443	88279453	-	0.000	0.000	Merged-chr1-88279469-20
NR69557--MA0741.1.KLF16	chr9	75646911	75646921	+	0.000	0.000	Merged-chr9-75646856-3
NR60983--MA0599.1.KLF5	chr7	73479744	73479753	+	0.000	0.000	Merged-chr7-73479778-28
NR65039--MA1107.1.KLF9	chr8	61283218	61283230	+	0.000	0.000	Merged-chr8-61283229-50
NR44863--MA0741.1.KLF16	chr4	33390942	33390952	+	0.000	0.000	Merged-chr4-33390737-19
NR33911--MA0599.1.KLF5	chr19	40962984	40962993	+	0.000	0.000	Merged-chr19-40963168-20
NR34552--MA1107.1.KLF9	chr19	58527909	58527921	-	0.000	0.000	Merged-chr19-58527908-29
NR45220--MA1107.1.KLF9	chr4	44624825	44624837	-	0.000	0.000	Merged-chr4-44624836-62
NR64989--MA0599.1.KLF5	chr8	57743796	57743805	+	0.000	0.000	Merged-chr8-57743874-24
NR61039--MA0599.1.KLF5	chr7	75914149	75914158	-	0.000	0.000	Merged-chr7-75914112-33
NR41529--MA0599.1.KLF5	chr3	83987834	83987843	+	0.000	0.000	Merged-chr3-83987942-35
NR13916--MA0039.3.KLF4	chr12	33220641	33220651	-	0.000	0.000	Merged-chr12-33220672-27
NR27412--MA0741.1.KLF16	chr17	5138646	5138656	-	0.000	0.000	Merged-chr17-5138884-51
NR40331--MA0493.1.Klf1	chr3	8667328	8667338	+	0.000	0.000	Merged-chr3-8667385-80
NR67802--MA0599.1.KLF5	chr9	15534285	15534294	+	0.000	0.000	Merged-chr9-15534330-2
NR34898--MA0599.1.KLF5	chr2	12924028	12924037	-	0.000	0.000	Merged-chr2-12924162-70
NR10312--MA0741.1.KLF16	chr11	57791207	57791217	+	0.000	0.000	Merged-chr11-57791276-17
NR1684--MA0657.1.KLF13	chr1	91755259	91755276	+	0.000	0.000	Merged-chr1-91755348-8
NR19238--MA1107.1.KLF9	chr14	12307777	12307789	-	0.000	0.000	Merged-chr14-12307905-40
NR64895--MA0599.1.KLF5	chr8	54077297	54077306	+	0.000	0.000	Merged-chr8-54077425-74
NR70534--MA0493.1.Klf1	chr9	104337793	104337803	-	0.000	0.000	Merged-chr9-104337728-48
NR52103--MA0599.1.KLF5	chr5	113994155	113994164	+	0.000	0.000	Merged-chr5-113994160-2
NR38377--MA0741.1.KLF16	chr2	132379896	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR7855--MA0741.1.KLF16	chr10	95942200	95942210	+	0.000	0.000	Merged-chr10-95942106-29
NR55498--MA0599.1.KLF5	chr6	53778928	53778937	-	0.000	0.000	Merged-chr6-53778855-8
NR23382--MA0740.1.KLF14	chr15	73716727	73716740	+	0.000	0.000	Merged-chr15-73716639-32
NR13749--MA0741.1.KLF16	chr12	25601194	25601204	-	0.000	0.000	Merged-chr12-25601123-16
NR29724--MA0741.1.KLF16	chr17	64827057	64827067	-	0.000	0.000	Merged-chr17-64827066-53
NR24513--MA1107.1.KLF9	chr15	95885024	95885036	+	0.000	0.000	Merged-chr15-95885143-33
NR50918--MA0741.1.KLF16	chr5	74260699	74260709	-	0.000	0.000	Merged-chr5-74260801-106
NR60991--MA1107.1.KLF9	chr7	73589659	73589671	-	0.000	0.000	Merged-chr7-73589494-9
