#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed
NR49498--MA1107.1.KLF9	chr5	20083294	20083306	+	0.000	0.000	Merged-chr5-20083207-6
NR64655--MA0740.1.KLF14	chr8	36249394	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR8985--MA0039.3.KLF4	chr10	128135576	128135586	+	0.000	0.000	Merged-chr10-128135587-20
NR22387--MA0599.1.KLF5	chr15	12285296	12285305	+	0.000	0.000	Merged-chr15-12285432-27
NR68170--MA0599.1.KLF5	chr9	32672295	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR28474--MA0599.1.KLF5	chr17	30027745	30027754	+	0.000	0.000	Merged-chr17-30027791-14
NR60538--MA1107.1.KLF9	chr7	49303806	49303818	-	0.000	0.000	Merged-chr7-49303959-15
NR71210--MA0039.3.KLF4	chr9	118196826	118196836	-	0.000	0.000	Merged-chr9-118196833-13
NR116--MA0493.1.Klf1	chr1	13426974	13426984	-	0.000	0.000	Merged-chr1-13426973-84
NR38946--MA0740.1.KLF14	chr2	151971069	151971082	+	0.000	0.000	Merged-chr2-151971067-35
NR54331--MA0599.1.KLF5	chr5	149440185	149440194	-	0.000	0.000	Merged-chr5-149439971-46
NR39657--MA0740.1.KLF14	chr2	167713147	167713160	-	0.000	0.000	Merged-chr2-167713112-41
NR50930--MA0741.1.KLF16	chr5	74704612	74704622	+	0.000	0.000	Merged-chr5-74704453-70
NR32752--MA1107.1.KLF9	chr18	84911754	84911766	-	0.000	0.000	Merged-chr18-84911932-15
NR14401--MA1107.1.KLF9	chr12	69502007	69502019	-	0.000	0.000	Merged-chr12-69501974-43
NR20076--MA0039.3.KLF4	chr14	45009475	45009485	-	0.000	0.000	Merged-chr14-45009601-8
NR59776--MA0599.1.KLF5	chr7	28982761	28982770	-	0.000	0.000	Merged-chr7-28982424-141
NR34390--MA1107.1.KLF9	chr19	55260745	55260757	-	0.000	0.000	Merged-chr19-55260920-21
NR46485--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR60556--MA1107.1.KLF9	chr7	49450947	49450959	-	0.000	0.000	Merged-chr7-49451105-18
NR69559--MA1107.1.KLF9	chr9	75646910	75646922	+	0.000	0.000	Merged-chr9-75646856-3
NR68169--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR67772--MA0741.1.KLF16	chr9	15014184	15014194	-	0.000	0.000	Merged-chr9-15014101-6
NR31574--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR6185--MA0599.1.KLF5	chr10	61233350	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR65344--MA0599.1.KLF5	chr8	70696647	70696656	-	0.000	0.000	Merged-chr8-70696561-4
NR68730--MA0599.1.KLF5	chr9	51168207	51168216	-	0.000	0.000	Merged-chr9-51168146-14
NR55014--MA0741.1.KLF16	chr6	37564039	37564049	+	0.000	0.000	Merged-chr6-37564158-19
NR68246--MA0740.1.KLF14	chr9	36905621	36905634	-	0.000	0.000	Merged-chr9-36905642-9
NR13155--MA0741.1.KLF16	chr11	119352857	119352867	-	0.000	0.000	Merged-chr11-119352857-1
NR20230--MA0599.1.KLF5	chr14	52296021	52296030	-	0.000	0.000	Merged-chr14-52295899-7
NR67183--MA0493.1.Klf1	chr8	121898641	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR13894--MA0493.1.Klf1	chr12	32999958	32999968	-	0.000	0.000	Merged-chr12-32999849-21
NR34598--MA0741.1.KLF16	chr19	59650732	59650742	-	0.000	0.000	Merged-chr19-59650746-15
NR53697--MA1107.1.KLF9	chr5	140148961	140148973	+	0.000	0.000	Merged-chr5-140149143-22
NR8679--MA0742.1.Klf12	chr10	122778137	122778151	+	0.000	0.000	Merged-chr10-122778014-1
NR52356--MA0039.3.KLF4	chr5	118589291	118589301	-	0.000	0.000	Merged-chr5-118589133-25
NR39720--MA0599.1.KLF5	chr2	168525577	168525586	+	0.000	0.000	Merged-chr2-168525389-54
NR56716--MA1107.1.KLF9	chr6	100390393	100390405	+	0.000	0.000	Merged-chr6-100390476-26
NR42777--MA0741.1.KLF16	chr3	115897936	115897946	+	0.000	0.000	Merged-chr3-115897908-5
NR68720--MA1107.1.KLF9	chr9	51162030	51162042	-	0.000	0.000	Merged-chr9-51161990-29
NR34395--MA1107.1.KLF9	chr19	55260755	55260767	-	0.000	0.000	Merged-chr19-55260920-21
NR24054--MA0740.1.KLF14	chr15	84372961	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR46261--MA0493.1.Klf1	chr4	89137608	89137618	+	0.000	0.000	Merged-chr4-89137676-98
NR9446--MA0599.1.KLF5	chr11	20035544	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR48763--MA0741.1.KLF16	chr4	149854341	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR38048--MA0493.1.Klf1	chr2	122789530	122789540	+	0.000	0.000	Merged-chr2-122789643-8
NR47332--MA0039.3.KLF4	chr4	126253893	126253903	-	0.000	0.000	Merged-chr4-126253924-28
NR38947--MA0657.1.KLF13	chr2	151971068	151971085	+	0.000	0.000	Merged-chr2-151971067-35
NR2674--MA0740.1.KLF14	chr1	136394676	136394689	-	0.000	0.000	Merged-chr1-136394741-13
NR70263--MA0742.1.Klf12	chr9	96765487	96765501	-	0.000	0.000	Merged-chr9-96765649-47
NR59462--MA1107.1.KLF9	chr7	24975003	24975015	-	0.000	0.000	Merged-chr7-24975175-18
NR26680--MA0599.1.KLF5	chr16	76283302	76283311	+	0.000	0.000	Merged-chr16-76283420-1
NR18296--MA0740.1.KLF14	chr13	101569398	101569411	-	0.000	0.000	Merged-chr13-101569413-14
NR6184--MA0742.1.Klf12	chr10	61233349	61233363	+	0.000	0.000	Merged-chr10-61233317-40
NR33269--MA0742.1.Klf12	chr19	9066374	9066388	-	0.000	0.000	Merged-chr19-9066188-87
NR11629--MA0741.1.KLF16	chr11	88595872	88595882	+	0.000	0.000	Merged-chr11-88595910-28
NR68725--MA1107.1.KLF9	chr9	51162040	51162052	-	0.000	0.000	Merged-chr9-51161990-29
NR21110--MA0599.1.KLF5	chr14	76165439	76165448	-	0.000	0.000	Merged-chr14-76165391-21
NR54381--MA0599.1.KLF5	chr5	150232898	150232907	+	0.000	0.000	Merged-chr5-150232910-1
NR11606--MA0657.1.KLF13	chr11	88517191	88517208	-	0.000	0.000	Merged-chr11-88517082-7
NR18015--MA0599.1.KLF5	chr13	95063723	95063732	-	0.000	0.000	Merged-chr13-95063599-48
NR71489--MA1107.1.KLF9	chr9	123229919	123229931	+	0.000	0.000	Merged-chr9-123229915-16
NR25675--MA0493.1.Klf1	chr16	28853747	28853757	+	0.000	0.000	Merged-chr16-28853718-1
NR43373--MA0599.1.KLF5	chr3	132928115	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR628--MA0599.1.KLF5	chr1	43469054	43469063	+	0.000	0.000	Merged-chr1-43469252-2
NR42769--MA0741.1.KLF16	chr3	115897928	115897938	+	0.000	0.000	Merged-chr3-115897908-5
NR19444--MA1107.1.KLF9	chr14	21078650	21078662	-	0.000	0.000	Merged-chr14-21078723-20
NR1887--MA0599.1.KLF5	chr1	106032121	106032130	+	0.000	0.000	Merged-chr1-106032051-18
NR5605--MA0741.1.KLF16	chr10	37207073	37207083	-	0.000	0.000	Merged-chr10-37207171-14
NR43800--MA0741.1.KLF16	chr3	145613473	145613483	+	0.000	0.000	Merged-chr3-145613509-1
NR18836--MA0741.1.KLF16	chr13	114086372	114086382	+	0.000	0.000	Merged-chr13-114086496-8
NR69063--MA1107.1.KLF9	chr9	61715235	61715247	-	0.000	0.000	Merged-chr9-61715160-12
NR57946--MA0493.1.Klf1	chr6	134450908	134450918	-	0.000	0.000	Merged-chr6-134450954-21
NR37314--MA0741.1.KLF16	chr2	102049966	102049976	+	0.000	0.000	Merged-chr2-102050053-17
NR14714--MA0741.1.KLF16	chr12	80885708	80885718	-	0.000	0.000	Merged-chr12-80885869-36
NR13269--MA0741.1.KLF16	chr11	120981077	120981087	+	0.000	0.000	Merged-chr11-120981125-9
NR67267--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR22442--MA0599.1.KLF5	chr15	25673781	25673790	+	0.000	0.000	Merged-chr15-25673661-24
NR57978--MA0599.1.KLF5	chr6	134981448	134981457	-	0.000	0.000	Merged-chr6-134981456-22
NR3938--MA0741.1.KLF16	chr1	171916125	171916135	+	0.000	0.000	Merged-chr1-171916002-44
NR43475--MA1107.1.KLF9	chr3	135579479	135579491	-	0.000	0.000	Merged-chr3-135579457-44
NR9706--MA0741.1.KLF16	chr11	31169346	31169356	+	0.000	0.000	Merged-chr11-31169541-9
NR29170--MA1107.1.KLF9	chr17	46933195	46933207	-	0.000	0.000	Merged-chr17-46933316-17
NR39533--MA0599.1.KLF5	chr2	165854761	165854770	-	0.000	0.000	Merged-chr2-165854688-17
NR17848--MA0740.1.KLF14	chr13	89521652	89521665	+	0.000	0.000	Merged-chr13-89521757-30
NR26242--MA0599.1.KLF5	chr16	50364308	50364317	-	0.000	0.000	Merged-chr16-50364238-69
NR50752--MA0741.1.KLF16	chr5	65950933	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR7407--MA0741.1.KLF16	chr10	84440711	84440721	+	0.000	0.000	Merged-chr10-84440807-71
NR67480--MA0599.1.KLF5	chr8	126539620	126539629	-	0.000	0.000	Merged-chr8-126539798-23
NR15331--MA1107.1.KLF9	chr12	102703862	102703874	-	0.000	0.000	Merged-chr12-102703809-1
NR14493--MA0599.1.KLF5	chr12	71577575	71577584	-	0.000	0.000	Merged-chr12-71577475-38
NR24383--MA0039.3.KLF4	chr15	93443915	93443925	+	0.000	0.000	Merged-chr15-93443797-12
NR31269--MA0740.1.KLF14	chr18	35830178	35830191	+	0.000	0.000	Merged-chr18-35830192-19
NR7406--MA0599.1.KLF5	chr10	84440711	84440720	+	0.000	0.000	Merged-chr10-84440807-71
NR5836--MA0741.1.KLF16	chr10	43706318	43706328	-	0.000	0.000	Merged-chr10-43706280-54
NR48908--MA0599.1.KLF5	chr4	152247436	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR66810--MA1107.1.KLF9	chr8	115531466	115531478	+	0.000	0.000	Merged-chr8-115531430-21
NR25375--MA1107.1.KLF9	chr16	14380126	14380138	-	0.000	0.000	Merged-chr16-14380008-54
NR29908--MA0741.1.KLF16	chr17	71118812	71118822	-	0.000	0.000	Merged-chr17-71118704-30
NR63997--MA0740.1.KLF14	chr8	8661410	8661423	+	0.000	0.000	Merged-chr8-8661451-105
NR54821--MA0740.1.KLF14	chr6	29853647	29853660	-	0.000	0.000	Merged-chr6-29853688-66
NR16354--MA0741.1.KLF16	chr13	24547220	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR63015--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR67769--MA0741.1.KLF16	chr9	15014179	15014189	-	0.000	0.000	Merged-chr9-15014101-6
NR64654--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR2338--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR28520--MA0493.1.Klf1	chr17	31693554	31693564	-	0.000	0.000	Merged-chr17-31693537-59
NR6464--MA0599.1.KLF5	chr10	68300308	68300317	+	0.000	0.000	Merged-chr10-68300314-9
NR63205--MA1107.1.KLF9	chr7	132824632	132824644	+	0.000	0.000	Merged-chr7-132824609-20
NR31472--MA0741.1.KLF16	chr18	46446845	46446855	+	0.000	0.000	Merged-chr18-46446812-2
NR39300--MA0493.1.Klf1	chr2	160367182	160367192	-	0.000	0.000	Merged-chr2-160367322-62
NR31809--MA0741.1.KLF16	chr18	62267377	62267387	-	0.000	0.000	Merged-chr18-62267467-16
NR6095--MA0740.1.KLF14	chr10	59921282	59921295	-	0.000	0.000	Merged-chr10-59921087-38
NR463--MA0599.1.KLF5	chr1	38395439	38395448	+	0.000	0.000	Merged-chr1-38395375-19
NR14713--MA0599.1.KLF5	chr12	80885709	80885718	-	0.000	0.000	Merged-chr12-80885869-36
NR31396--MA0493.1.Klf1	chr18	41753031	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR34772--MA0039.3.KLF4	chr2	6379104	6379114	+	0.000	0.000	Merged-chr2-6378947-26
NR16351--MA0599.1.KLF5	chr13	24547221	24547230	-	0.000	0.000	Merged-chr13-24547194-39
NR1565--MA0741.1.KLF16	chr1	87847400	87847410	-	0.000	0.000	Merged-chr1-87847290-68
NR26683--MA0741.1.KLF16	chr16	76283302	76283312	+	0.000	0.000	Merged-chr16-76283420-1
NR57503--MA0742.1.Klf12	chr6	125229075	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR55162--MA1107.1.KLF9	chr6	43619511	43619523	+	0.000	0.000	Merged-chr6-43619418-19
NR17849--MA0657.1.KLF13	chr13	89521651	89521668	+	0.000	0.000	Merged-chr13-89521757-30
NR30382--MA0742.1.Klf12	chr17	83148733	83148747	+	0.000	0.000	Merged-chr17-83148588-10
NR39661--MA0741.1.KLF16	chr2	167713156	167713166	-	0.000	0.000	Merged-chr2-167713112-41
NR67493--MA1107.1.KLF9	chr8	126864493	126864505	+	0.000	0.000	Merged-chr8-126864545-1
NR11251--MA0599.1.KLF5	chr11	78690770	78690779	+	0.000	0.000	Merged-chr11-78690691-3
NR45002--MA1107.1.KLF9	chr4	41295618	41295630	+	0.000	0.000	Merged-chr4-41295781-15
NR14762--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR42164--MA0741.1.KLF16	chr3	98086073	98086083	-	0.000	0.000	Merged-chr3-98085981-10
NR47744--MA0741.1.KLF16	chr4	133095385	133095395	-	0.000	0.000	Merged-chr4-133095471-9
NR27242--MA1107.1.KLF9	chr16	96208435	96208447	-	0.000	0.000	Merged-chr16-96208613-13
NR41561--MA0493.1.Klf1	chr3	84477663	84477673	+	0.000	0.000	Merged-chr3-84477603-8
NR5603--MA0599.1.KLF5	chr10	37207074	37207083	-	0.000	0.000	Merged-chr10-37207171-14
NR36297--MA0741.1.KLF16	chr2	59332578	59332588	+	0.000	0.000	Merged-chr2-59332590-12
NR36294--MA0039.3.KLF4	chr2	59332403	59332413	-	0.000	0.000	Merged-chr2-59332590-12
NR54822--MA0657.1.KLF13	chr6	29853644	29853661	-	0.000	0.000	Merged-chr6-29853688-66
NR64574--MA0599.1.KLF5	chr8	33902977	33902986	-	0.000	0.000	Merged-chr8-33902890-33
NR51568--MA0039.3.KLF4	chr5	100929922	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR65632--MA0493.1.Klf1	chr8	77383805	77383815	+	0.000	0.000	Merged-chr8-77383968-15
NR5804--MA0493.1.Klf1	chr10	42849028	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR56710--MA0599.1.KLF5	chr6	100390398	100390407	+	0.000	0.000	Merged-chr6-100390476-26
NR17405--MA0493.1.Klf1	chr13	65070137	65070147	+	0.000	0.000	Merged-chr13-65070187-24
NR46344--MA0599.1.KLF5	chr4	98243937	98243946	+	0.000	0.000	Merged-chr4-98243867-45
NR55785--MA0657.1.KLF13	chr6	67318013	67318030	-	0.000	0.000	Merged-chr6-67318064-30
NR14399--MA1107.1.KLF9	chr12	69502003	69502015	-	0.000	0.000	Merged-chr12-69501974-43
NR33916--MA1107.1.KLF9	chr19	41031265	41031277	-	0.000	0.000	Merged-chr19-41031181-46
NR41560--MA0039.3.KLF4	chr3	84477665	84477675	+	0.000	0.000	Merged-chr3-84477603-8
NR17507--MA0039.3.KLF4	chr13	70600157	70600167	-	0.000	0.000	Merged-chr13-70600282-8
NR68355--MA1107.1.KLF9	chr9	41160885	41160897	-	0.000	0.000	Merged-chr9-41160864-12
NR21114--MA0741.1.KLF16	chr14	76165445	76165455	-	0.000	0.000	Merged-chr14-76165391-21
NR23326--MA0742.1.Klf12	chr15	72859485	72859499	+	0.000	0.000	Merged-chr15-72859470-25
NR6096--MA0657.1.KLF13	chr10	59921279	59921296	-	0.000	0.000	Merged-chr10-59921087-38
NR31541--MA0740.1.KLF14	chr18	53245578	53245591	+	0.000	0.000	Merged-chr18-53245593-51
NR65095--MA0493.1.Klf1	chr8	64788878	64788888	+	0.000	0.000	Merged-chr8-64788923-42
NR44700--MA0039.3.KLF4	chr4	21752127	21752137	+	0.000	0.000	Merged-chr4-21752041-18
NR25780--MA0599.1.KLF5	chr16	32516544	32516553	-	0.000	0.000	Merged-chr16-32516451-30
NR23471--MA0740.1.KLF14	chr15	75894345	75894358	-	0.000	0.000	Merged-chr15-75894455-46
NR42767--MA1107.1.KLF9	chr3	115897889	115897901	+	0.000	0.000	Merged-chr3-115897908-5
NR22444--MA0741.1.KLF16	chr15	25673781	25673791	+	0.000	0.000	Merged-chr15-25673661-24
NR524--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR72019--MA0741.1.KLF16	chrX	53607883	53607893	+	0.000	0.000	Merged-chrX-53607978-28
NR50771--MA0599.1.KLF5	chr5	66620373	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR29978--MA0742.1.Klf12	chr17	72854434	72854448	-	0.000	0.000	Merged-chr17-72854440-12
NR68934--MA0599.1.KLF5	chr9	58112461	58112470	+	0.000	0.000	Merged-chr9-58112486-25
NR5844--MA1107.1.KLF9	chr10	43706426	43706438	-	0.000	0.000	Merged-chr10-43706280-54
NR25627--MA1107.1.KLF9	chr16	23375105	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR65614--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR60956--MA0741.1.KLF16	chr7	71379407	71379417	-	0.000	0.000	Merged-chr7-71379218-17
NR45262--MA0741.1.KLF16	chr4	45766156	45766166	-	0.000	0.000	Merged-chr4-45766216-17
NR36037--MA0741.1.KLF16	chr2	44953136	44953146	+	0.000	0.000	Merged-chr2-44953031-31
NR66614--MA0039.3.KLF4	chr8	109957366	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR6164--MA1107.1.KLF9	chr10	60746571	60746583	+	0.000	0.000	Merged-chr10-60746399-1
NR41588--MA1107.1.KLF9	chr3	86104012	86104024	-	0.000	0.000	Merged-chr3-86103938-30
NR39532--MA0742.1.Klf12	chr2	165854757	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR67185--MA1107.1.KLF9	chr8	121898639	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR70916--MA1107.1.KLF9	chr9	112185872	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR34599--MA1107.1.KLF9	chr19	59650731	59650743	-	0.000	0.000	Merged-chr19-59650746-15
NR46264--MA0599.1.KLF5	chr4	89137628	89137637	-	0.000	0.000	Merged-chr4-89137676-98
NR14767--MA0741.1.KLF16	chr12	82187382	82187392	+	0.000	0.000	Merged-chr12-82187311-20
NR55777--MA0657.1.KLF13	chr6	67146672	67146689	-	0.000	0.000	Merged-chr6-67146910-15
NR12466--MA1107.1.KLF9	chr11	106057116	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR68351--MA0741.1.KLF16	chr9	41160882	41160892	-	0.000	0.000	Merged-chr9-41160864-12
NR69062--MA0741.1.KLF16	chr9	61715236	61715246	-	0.000	0.000	Merged-chr9-61715160-12
NR61659--MA0599.1.KLF5	chr7	98995323	98995332	-	0.000	0.000	Merged-chr7-98995432-21
NR60555--MA0741.1.KLF16	chr7	49450948	49450958	-	0.000	0.000	Merged-chr7-49451105-18
NR13556--MA1107.1.KLF9	chr12	16384271	16384283	+	0.000	0.000	Merged-chr12-16384404-18
NR68172--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR7228--MA0493.1.Klf1	chr10	81253302	81253312	-	0.000	0.000	Merged-chr10-81253220-18
NR68249--MA0493.1.Klf1	chr9	36905618	36905628	-	0.000	0.000	Merged-chr9-36905642-9
NR50874--MA0493.1.Klf1	chr5	73223255	73223265	-	0.000	0.000	Merged-chr5-73223278-33
NR19699--MA0657.1.KLF13	chr14	30014615	30014632	-	0.000	0.000	Merged-chr14-30014704-42
NR25793--MA1107.1.KLF9	chr16	32645441	32645453	-	0.000	0.000	Merged-chr16-32645495-50
NR2337--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR2387--MA1107.1.KLF9	chr1	130522444	130522456	+	0.000	0.000	Merged-chr1-130522626-12
NR54383--MA0741.1.KLF16	chr5	150232878	150232888	+	0.000	0.000	Merged-chr5-150232910-1
NR39826--MA0599.1.KLF5	chr2	170216251	170216260	-	0.000	0.000	Merged-chr2-170216227-3
NR9452--MA1107.1.KLF9	chr11	20035547	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR14198--MA0039.3.KLF4	chr12	55007789	55007799	-	0.000	0.000	Merged-chr12-55007826-27
NR65615--MA0657.1.KLF13	chr8	76902218	76902235	+	0.000	0.000	Merged-chr8-76902143-41
NR56714--MA0741.1.KLF16	chr6	100390398	100390408	+	0.000	0.000	Merged-chr6-100390476-26
NR64611--MA0599.1.KLF5	chr8	34818002	34818011	-	0.000	0.000	Merged-chr8-34817852-8
NR71045--MA0599.1.KLF5	chr9	114592623	114592632	+	0.000	0.000	Merged-chr9-114592565-4
NR31273--MA0741.1.KLF16	chr18	35830179	35830189	+	0.000	0.000	Merged-chr18-35830192-19
NR49058--MA0039.3.KLF4	chr4	155154740	155154750	-	0.000	0.000	Merged-chr4-155154662-3
NR9687--MA0740.1.KLF14	chr11	29883365	29883378	-	0.000	0.000	Merged-chr11-29883287-9
NR67265--MA0741.1.KLF16	chr8	122769451	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR34578--MA0657.1.KLF13	chr19	59324483	59324500	-	0.000	0.000	Merged-chr19-59324337-12
NR523--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR57949--MA0599.1.KLF5	chr6	134451034	134451043	-	0.000	0.000	Merged-chr6-134450954-21
NR7806--MA0493.1.Klf1	chr10	94378595	94378605	-	0.000	0.000	Merged-chr10-94378414-58
NR24390--MA1107.1.KLF9	chr15	93443913	93443925	+	0.000	0.000	Merged-chr15-93443797-12
NR58070--MA0741.1.KLF16	chr6	136944784	136944794	+	0.000	0.000	Merged-chr6-136944749-25
NR35265--MA0741.1.KLF16	chr2	25095203	25095213	+	0.000	0.000	Merged-chr2-25095278-14
NR35055--MA0599.1.KLF5	chr2	18909776	18909785	-	0.000	0.000	Merged-chr2-18909851-2
NR16973--MA0740.1.KLF14	chr13	52929727	52929740	+	0.000	0.000	Merged-chr13-52929606-61
NR43473--MA1107.1.KLF9	chr3	135579475	135579487	-	0.000	0.000	Merged-chr3-135579457-44
NR1728--MA0493.1.Klf1	chr1	93115248	93115258	+	0.000	0.000	Merged-chr1-93115270-41
NR36798--MA0493.1.Klf1	chr2	77102610	77102620	+	0.000	0.000	Merged-chr2-77102646-21
NR67180--MA0740.1.KLF14	chr8	121898638	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR13600--MA0741.1.KLF16	chr12	17736621	17736631	-	0.000	0.000	Merged-chr12-17736753-13
NR34771--MA0599.1.KLF5	chr2	6379103	6379112	+	0.000	0.000	Merged-chr2-6378947-26
NR5802--MA0740.1.KLF14	chr10	42849025	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR24396--MA0599.1.KLF5	chr15	93592088	93592097	+	0.000	0.000	Merged-chr15-93591966-21
NR68728--MA1107.1.KLF9	chr9	51162046	51162058	-	0.000	0.000	Merged-chr9-51161990-29
NR70533--MA0599.1.KLF5	chr9	104337793	104337802	-	0.000	0.000	Merged-chr9-104337728-48
NR42174--MA0599.1.KLF5	chr3	98406763	98406772	+	0.000	0.000	Merged-chr3-98406778-20
NR65359--MA0741.1.KLF16	chr8	70776313	70776323	-	0.000	0.000	Merged-chr8-70776141-1
NR59019--MA0599.1.KLF5	chr7	16047795	16047804	+	0.000	0.000	Merged-chr7-16047876-4
NR30841--MA0493.1.Klf1	chr18	5819883	5819893	+	0.000	0.000	Merged-chr18-5820020-28
NR55102--MA0493.1.Klf1	chr6	41559578	41559588	-	0.000	0.000	Merged-chr6-41559544-20
NR64614--MA0741.1.KLF16	chr8	34818008	34818018	-	0.000	0.000	Merged-chr8-34817852-8
NR13261--MA0039.3.KLF4	chr11	120941194	120941204	-	0.000	0.000	Merged-chr11-120941184-16
NR40097--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR59395--MA0599.1.KLF5	chr7	24301056	24301065	+	0.000	0.000	Merged-chr7-24301044-7
NR51567--MA0599.1.KLF5	chr5	100929921	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR32614--MA0741.1.KLF16	chr18	82532269	82532279	-	0.000	0.000	Merged-chr18-82532131-16
NR35876--MA0741.1.KLF16	chr2	35259927	35259937	+	0.000	0.000	Merged-chr2-35259882-5
NR24060--MA0493.1.Klf1	chr15	84372964	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR72937--MA0599.1.KLF5	chrX	166329054	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR5470--MA0493.1.Klf1	chr10	25140439	25140449	-	0.000	0.000	Merged-chr10-25140477-16
NR33443--MA0742.1.Klf12	chr19	18766672	18766686	-	0.000	0.000	Merged-chr19-18766611-24
NR16474--MA0741.1.KLF16	chr13	30186557	30186567	-	0.000	0.000	Merged-chr13-30186492-12
NR69760--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR55009--MA0599.1.KLF5	chr6	37459842	37459851	-	0.000	0.000	Merged-chr6-37459793-1
NR6099--MA0493.1.Klf1	chr10	59921285	59921295	-	0.000	0.000	Merged-chr10-59921087-38
NR24064--MA1107.1.KLF9	chr15	84372974	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR16974--MA0657.1.KLF13	chr13	52929726	52929743	+	0.000	0.000	Merged-chr13-52929606-61
NR57505--MA0039.3.KLF4	chr6	125229077	125229087	-	0.000	0.000	Merged-chr6-125228994-3
NR35875--MA0599.1.KLF5	chr2	35259927	35259936	+	0.000	0.000	Merged-chr2-35259882-5
NR9709--MA0741.1.KLF16	chr11	31169349	31169359	+	0.000	0.000	Merged-chr11-31169541-9
NR34017--MA0740.1.KLF14	chr19	44078470	44078483	+	0.000	0.000	Merged-chr19-44078434-18
NR32608--MA0740.1.KLF14	chr18	82532267	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR64660--MA1107.1.KLF9	chr8	36249395	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR7409--MA0599.1.KLF5	chr10	84440962	84440971	+	0.000	0.000	Merged-chr10-84440807-71
NR39531--MA0740.1.KLF14	chr2	165854758	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR55013--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR28519--MA0599.1.KLF5	chr17	31693554	31693563	-	0.000	0.000	Merged-chr17-31693537-59
