#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR9772--MA0684.1.RUNX3	chr9	80313775	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR2435--MA0684.1.RUNX3	chr13	9107230	9107239	-	0.000	0.000	Merged-chr13-9107382-45
NR7820--MA0002.2.RUNX1	chr5	149368243	149368253	+	0.000	0.000	Merged-chr5-149368318-30
NR4224--MA0684.1.RUNX3	chr17	30363570	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR8107--MA0684.1.RUNX3	chr6	90984209	90984218	+	0.000	0.000	Merged-chr6-90984346-4
NR5839--MA0002.2.RUNX1	chr2	169360519	169360529	-	0.000	0.000	Merged-chr2-169360551-6
NR4476--MA0684.1.RUNX3	chr17	86038397	86038406	+	0.000	0.000	Merged-chr17-86038391-20
NR1608--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR9927--MA0002.2.RUNX1	chr9	108617515	108617525	+	0.000	0.000	Merged-chr9-108617434-16
NR9785--MA0684.1.RUNX3	chr9	80754780	80754789	-	0.000	0.000	Merged-chr9-80754738-24
NR5904--MA0511.2.RUNX2	chr3	9567028	9567036	+	0.000	0.000	Merged-chr3-9567055-14
NR7737--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR8177--MA0002.2.RUNX1	chr6	100255528	100255538	-	0.000	0.000	Merged-chr6-100255672-12
NR9480--MA0684.1.RUNX3	chr8	125667472	125667481	-	0.000	0.000	Merged-chr8-125667402-39
NR3791--MA0511.2.RUNX2	chr16	23181796	23181804	-	0.000	0.000	Merged-chr16-23181616-66
NR3840--MA0684.1.RUNX3	chr16	35742396	35742405	-	0.000	0.000	Merged-chr16-35742622-74
NR2395--MA0684.1.RUNX3	chr12	117586385	117586394	-	0.000	0.000	Merged-chr12-117586270-30
NR1207--MA0002.2.RUNX1	chr10	84897547	84897557	-	0.000	0.000	Merged-chr10-84897526-62
NR3615--MA0002.2.RUNX1	chr15	84372841	84372851	+	0.000	0.000	Merged-chr15-84372915-18
NR4869--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR5917--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR7161--MA0002.2.RUNX1	chr4	148509631	148509641	+	0.000	0.000	Merged-chr4-148509676-49
NR6258--MA0002.2.RUNX1	chr3	104678928	104678938	-	0.000	0.000	Merged-chr3-104679005-14
NR7955--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR2027--MA0002.2.RUNX1	chr12	36157960	36157970	+	0.000	0.000	Merged-chr12-36157829-2
NR3519--MA0002.2.RUNX1	chr15	59669846	59669856	+	0.000	0.000	Merged-chr15-59669905-17
NR7812--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR8556--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR5622--MA0002.2.RUNX1	chr2	128117811	128117821	+	0.000	0.000	Merged-chr2-128117807-36
NR3200--MA0684.1.RUNX3	chr14	78474145	78474154	+	0.000	0.000	Merged-chr14-78474159-29
NR3052--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR1567--MA0684.1.RUNX3	chr11	32138417	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR6952--MA0002.2.RUNX1	chr4	109274052	109274062	+	0.000	0.000	Merged-chr4-109273984-17
NR7663--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR7315--MA0002.2.RUNX1	chr5	31964050	31964060	+	0.000	0.000	Merged-chr5-31963887-11
NR9551--MA0511.2.RUNX2	chr9	20765500	20765508	-	0.000	0.000	Merged-chr9-20765445-35
NR7296--MA0002.2.RUNX1	chr5	25092799	25092809	-	0.000	0.000	Merged-chr5-25092896-11
NR1070--MA0511.2.RUNX2	chr10	60162675	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR9660--MA0511.2.RUNX2	chr9	53854919	53854927	+	0.000	0.000	Merged-chr9-53854971-17
NR5744--MA0002.2.RUNX1	chr2	154754252	154754262	+	0.000	0.000	Merged-chr2-154754253-27
NR3859--MA0002.2.RUNX1	chr16	42907565	42907575	+	0.000	0.000	Merged-chr16-42907502-34
NR3401--MA0511.2.RUNX2	chr15	28081354	28081362	+	0.000	0.000	Merged-chr15-28081319-36
NR1894--MA0684.1.RUNX3	chr11	118232513	118232522	+	0.000	0.000	Merged-chr11-118232579-51
NR1023--MA0684.1.RUNX3	chr10	42849060	42849069	+	0.000	0.000	Merged-chr10-42848913-29
NR8168--MA0684.1.RUNX3	chr6	99498346	99498355	+	0.000	0.000	Merged-chr6-99498294-17
NR5234--MA0002.2.RUNX1	chr2	24679382	24679392	+	0.000	0.000	Merged-chr2-24679385-9
NR7536--MA0511.2.RUNX2	chr5	103746761	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR9594--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR1398--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR9322--MA0002.2.RUNX1	chr8	86642239	86642249	+	0.000	0.000	Merged-chr8-86642161-12
NR7894--MA0002.2.RUNX1	chr6	33261250	33261260	-	0.000	0.000	Merged-chr6-33261248-23
NR7275--MA0002.2.RUNX1	chr5	22360807	22360817	+	0.000	0.000	Merged-chr5-22360842-38
NR9212--MA0684.1.RUNX3	chr8	35898293	35898302	-	0.000	0.000	Merged-chr8-35898290-14
NR7926--MA0002.2.RUNX1	chr6	43619393	43619403	-	0.000	0.000	Merged-chr6-43619418-19
NR810--MA0511.2.RUNX2	chr1	190896288	190896296	-	0.000	0.000	Merged-chr1-190896359-15
NR9272--MA0511.2.RUNX2	chr8	70174664	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR1996--MA0002.2.RUNX1	chr12	25784513	25784523	-	0.000	0.000	Merged-chr12-25784585-45
NR7370--MA0684.1.RUNX3	chr5	52872436	52872445	+	0.000	0.000	Merged-chr5-52872385-12
NR7641--MA0684.1.RUNX3	chr5	115693470	115693479	+	0.000	0.000	Merged-chr5-115693567-32
NR7912--MA0684.1.RUNX3	chr6	39347440	39347449	+	0.000	0.000	Merged-chr6-39347435-5
NR1952--MA0511.2.RUNX2	chr12	16165140	16165148	+	0.000	0.000	Merged-chr12-16165159-14
NR14--MA0002.2.RUNX1	chr1	10325539	10325549	-	0.000	0.000	Merged-chr1-10325689-27
NR3785--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR7397--MA0002.2.RUNX1	chr5	63943498	63943508	-	0.000	0.000	Merged-chr5-63943362-36
NR8256--MA0684.1.RUNX3	chr6	119159740	119159749	+	0.000	0.000	Merged-chr6-119159656-11
NR4025--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR3708--MA0002.2.RUNX1	chr15	100301529	100301539	+	0.000	0.000	Merged-chr15-100301694-19
NR5369--MA0002.2.RUNX1	chr2	59716626	59716636	+	0.000	0.000	Merged-chr2-59716624-17
NR833--MA0002.2.RUNX1	chr1	192510749	192510759	-	0.000	0.000	Merged-chr1-192510804-31
NR962--MA0684.1.RUNX3	chr10	26562869	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR9695--MA0684.1.RUNX3	chr9	61225167	61225176	+	0.000	0.000	Merged-chr9-61225287-14
NR9300--MA0684.1.RUNX3	chr8	77341136	77341145	+	0.000	0.000	Merged-chr8-77341017-10
