#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed
NR10779--MA0599.1.KLF5	chr11	90257464	90257473	+	0.000	0.000	Merged-chr11-90257307-51
NR55193--MA0741.1.KLF16	chr7	34630499	34630509	-	0.000	0.000	Merged-chr7-34630517-24
NR2651--MA0599.1.KLF5	chr1	155050326	155050335	-	0.000	0.000	Merged-chr1-155050378-11
NR30265--MA0039.3.KLF4	chr18	75210435	75210445	+	0.000	0.000	Merged-chr18-75210545-14
NR20356--MA1107.1.KLF9	chr14	118483101	118483113	+	0.000	0.000	Merged-chr14-118482949-23
NR4495--MA0599.1.KLF5	chr10	7212276	7212285	-	0.000	0.000	Merged-chr10-7212223-140
NR53019--MA0493.1.Klf1	chr6	129049286	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR31243--MA0039.3.KLF4	chr19	16998097	16998107	-	0.000	0.000	Merged-chr19-16998164-33
NR47165--MA0599.1.KLF5	chr5	89882217	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR27994--MA1107.1.KLF9	chr17	70886786	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR62371--MA0740.1.KLF14	chr9	40746881	40746894	+	0.000	0.000	Merged-chr9-40746987-16
NR14293--MA0657.1.KLF13	chr12	101718560	101718577	+	0.000	0.000	Merged-chr12-101718493-65
NR5540--MA0741.1.KLF16	chr10	63175387	63175397	+	0.000	0.000	Merged-chr10-63175316-22
NR55639--MA0741.1.KLF16	chr7	49246034	49246044	+	0.000	0.000	Merged-chr7-49246156-57
NR61468--MA0740.1.KLF14	chr8	125727531	125727544	-	0.000	0.000	Merged-chr8-125727602-12
NR66525--MA0740.1.KLF14	chrX	113298146	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR46617--MA0599.1.KLF5	chr5	63943576	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR62424--MA0039.3.KLF4	chr9	42423877	42423887	+	0.000	0.000	Merged-chr9-42423784-11
NR34510--MA0741.1.KLF16	chr2	85223625	85223635	-	0.000	0.000	Merged-chr2-85223588-7
NR29960--MA0741.1.KLF16	chr18	67212691	67212701	+	0.000	0.000	Merged-chr18-67212775-57
NR5227--MA0599.1.KLF5	chr10	53461528	53461537	-	0.000	0.000	Merged-chr10-53461441-37
NR55999--MA0039.3.KLF4	chr7	74296316	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR17202--MA0741.1.KLF16	chr13	96465482	96465492	+	0.000	0.000	Merged-chr13-96465577-16
NR62894--MA0039.3.KLF4	chr9	58140062	58140072	+	0.000	0.000	Merged-chr9-58140138-21
NR64865--MA0599.1.KLF5	chr9	114613181	114613190	-	0.000	0.000	Merged-chr9-114613191-38
NR32235--MA1107.1.KLF9	chr19	56682118	56682130	+	0.000	0.000	Merged-chr19-56681979-1
NR54363--MA0039.3.KLF4	chr7	16001849	16001859	-	0.000	0.000	Merged-chr7-16001989-41
NR58948--MA0599.1.KLF5	chr8	33968620	33968629	+	0.000	0.000	Merged-chr8-33968508-27
NR204--MA0657.1.KLF13	chr1	21781120	21781137	+	0.000	0.000	Merged-chr1-21781098-42
NR20495--MA1107.1.KLF9	chr14	121107739	121107751	-	0.000	0.000	Merged-chr14-121107843-45
NR52837--MA0039.3.KLF4	chr6	125678723	125678733	-	0.000	0.000	Merged-chr6-125678786-19
NR8260--MA0740.1.KLF14	chr10	128933731	128933744	-	0.000	0.000	Merged-chr10-128933885-33
NR31373--MA0039.3.KLF4	chr19	24984210	24984220	-	0.000	0.000	Merged-chr19-24984187-40
NR4998--MA0741.1.KLF16	chr10	40713392	40713402	+	0.000	0.000	Merged-chr10-40713251-44
NR50125--MA1107.1.KLF9	chr5	148266869	148266881	-	0.000	0.000	Merged-chr5-148266957-7
NR23048--MA0039.3.KLF4	chr15	99276215	99276225	-	0.000	0.000	Merged-chr15-99276334-34
NR47232--MA0740.1.KLF14	chr5	92967505	92967518	+	0.000	0.000	Merged-chr5-92967427-8
NR17629--MA0741.1.KLF16	chr13	105294051	105294061	+	0.000	0.000	Merged-chr13-105294247-42
NR39990--MA0493.1.Klf1	chr3	122202470	122202480	+	0.000	0.000	Merged-chr3-122202498-54
NR22365--MA0741.1.KLF16	chr15	84663177	84663187	-	0.000	0.000	Merged-chr15-84663201-26
NR47510--MA0599.1.KLF5	chr5	103459228	103459237	+	0.000	0.000	Merged-chr5-103459309-20
NR22333--MA0740.1.KLF14	chr15	84372961	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR13045--MA1107.1.KLF9	chr12	30557512	30557524	+	0.000	0.000	Merged-chr12-30557589-12
NR64867--MA0657.1.KLF13	chr9	114613216	114613233	-	0.000	0.000	Merged-chr9-114613191-38
NR440--MA1107.1.KLF9	chr1	39197012	39197024	+	0.000	0.000	Merged-chr1-39196974-45
NR1575--MA0599.1.KLF5	chr1	105443764	105443773	+	0.000	0.000	Merged-chr1-105443622-43
NR42079--MA0740.1.KLF14	chr4	45530838	45530851	+	0.000	0.000	Merged-chr4-45530813-118
NR25247--MA0740.1.KLF14	chr16	93552856	93552869	+	0.000	0.000	Merged-chr16-93552984-42
NR62416--MA0740.1.KLF14	chr9	42423816	42423829	+	0.000	0.000	Merged-chr9-42423784-11
NR19875--MA0741.1.KLF16	chr14	84443429	84443439	+	0.000	0.000	Merged-chr14-84443299-57
NR15490--MA0599.1.KLF5	chr13	18948332	18948341	+	0.000	0.000	Merged-chr13-18948396-31
NR42190--MA0493.1.Klf1	chr4	47251261	47251271	+	0.000	0.000	Merged-chr4-47251279-48
NR66536--MA0741.1.KLF16	chrX	113298191	113298201	-	0.000	0.000	Merged-chrX-113298172-75
NR47137--MA0039.3.KLF4	chr5	88988906	88988916	-	0.000	0.000	Merged-chr5-88989096-7
NR45415--MA0493.1.Klf1	chr4	154246634	154246644	-	0.000	0.000	Merged-chr4-154246608-23
NR59892--MA0741.1.KLF16	chr8	76902220	76902230	+	0.000	0.000	Merged-chr8-76902143-41
NR5361--MA0493.1.Klf1	chr10	60225389	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR1902--MA0599.1.KLF5	chr1	128712883	128712892	-	0.000	0.000	Merged-chr1-128713010-21
NR61926--MA1107.1.KLF9	chr9	21419887	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR53913--MA0742.1.Klf12	chr6	145992967	145992981	+	0.000	0.000	Merged-chr6-145993129-56
NR18602--MA1107.1.KLF9	chr14	27174412	27174424	-	0.000	0.000	Merged-chr14-27174454-2
NR34690--MA0740.1.KLF14	chr2	94273385	94273398	-	0.000	0.000	Merged-chr2-94273480-55
NR26603--MA0742.1.Klf12	chr17	29155933	29155947	-	0.000	0.000	Merged-chr17-29155963-15
NR58644--MA0599.1.KLF5	chr8	13974844	13974853	+	0.000	0.000	Merged-chr8-13974729-61
NR15134--MA0741.1.KLF16	chr12	117173293	117173303	+	0.000	0.000	Merged-chr12-117173433-4
NR18924--MA0039.3.KLF4	chr14	47740788	47740798	+	0.000	0.000	Merged-chr14-47740703-52
NR13193--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR33922--MA0599.1.KLF5	chr2	60375320	60375329	-	0.000	0.000	Merged-chr2-60375404-17
NR47361--MA0742.1.Klf12	chr5	99495558	99495572	+	0.000	0.000	Merged-chr5-99495568-41
NR1901--MA1107.1.KLF9	chr1	128618085	128618097	+	0.000	0.000	Merged-chr1-128617938-22
NR40436--MA0493.1.Klf1	chr3	133758585	133758595	+	0.000	0.000	Merged-chr3-133758511-65
NR106--MA0599.1.KLF5	chr1	14740102	14740111	-	0.000	0.000	Merged-chr1-14740213-10
NR13260--MA0740.1.KLF14	chr12	52383031	52383044	+	0.000	0.000	Merged-chr12-52383146-23
NR15589--MA0599.1.KLF5	chr13	24467828	24467837	+	0.000	0.000	Merged-chr13-24467982-34
NR64301--MA0493.1.Klf1	chr9	102852592	102852602	-	0.000	0.000	Merged-chr9-102852625-20
NR42946--MA0039.3.KLF4	chr4	107989142	107989152	-	0.000	0.000	Merged-chr4-107989218-22
NR51238--MA0741.1.KLF16	chr6	54495160	54495170	+	0.000	0.000	Merged-chr6-54495059-17
NR50139--MA1107.1.KLF9	chr5	148266897	148266909	-	0.000	0.000	Merged-chr5-148266957-7
NR5025--MA1107.1.KLF9	chr10	41620110	41620122	-	0.000	0.000	Merged-chr10-41620205-22
NR19378--MA0741.1.KLF16	chr14	62878863	62878873	+	0.000	0.000	Merged-chr14-62878901-5
NR45119--MA0741.1.KLF16	chr4	149912680	149912690	+	0.000	0.000	Merged-chr4-149912693-20
NR21115--MA0039.3.KLF4	chr15	38120405	38120415	-	0.000	0.000	Merged-chr15-38120488-27
NR48349--MA0740.1.KLF14	chr5	118661941	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR29727--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR47524--MA0599.1.KLF5	chr5	103579947	103579956	-	0.000	0.000	Merged-chr5-103579979-7
NR6223--MA0493.1.Klf1	chr10	80662383	80662393	+	0.000	0.000	Merged-chr10-80662335-4
NR51347--MA0741.1.KLF16	chr6	61271207	61271217	+	0.000	0.000	Merged-chr6-61271177-5
NR64270--MA0657.1.KLF13	chr9	101251868	101251885	+	0.000	0.000	Merged-chr9-101251656-72
NR29965--MA0741.1.KLF16	chr18	67255707	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR14750--MA0741.1.KLF16	chr12	110381480	110381490	+	0.000	0.000	Merged-chr12-110381552-59
NR52207--MA1107.1.KLF9	chr6	106981293	106981305	-	0.000	0.000	Merged-chr6-106981432-3
NR22530--MA0740.1.KLF14	chr15	89498912	89498925	+	0.000	0.000	Merged-chr15-89498857-24
NR66378--MA0493.1.Klf1	chrX	100777162	100777172	+	0.000	0.000	Merged-chrX-100777014-69
NR46643--MA0039.3.KLF4	chr5	64455581	64455591	+	0.000	0.000	Merged-chr5-64455679-15
NR39105--MA0599.1.KLF5	chr3	96040728	96040737	+	0.000	0.000	Merged-chr3-96040740-50
NR5925--MA1107.1.KLF9	chr10	78115184	78115196	-	0.000	0.000	Merged-chr10-78115092-14
NR21143--MA0493.1.Klf1	chr15	38710158	38710168	-	0.000	0.000	Merged-chr15-38710125-56
NR32622--MA0599.1.KLF5	chr2	10581282	10581291	+	0.000	0.000	Merged-chr2-10581253-23
NR16104--MA0742.1.Klf12	chr13	49251347	49251361	-	0.000	0.000	Merged-chr13-49251247-4
NR19876--MA0742.1.Klf12	chr14	84443460	84443474	-	0.000	0.000	Merged-chr14-84443299-57
NR56106--MA0493.1.Klf1	chr7	79759957	79759967	+	0.000	0.000	Merged-chr7-79759916-34
NR3737--MA0493.1.Klf1	chr1	181352593	181352603	-	0.000	0.000	Merged-chr1-181352639-14
NR19379--MA1107.1.KLF9	chr14	62878862	62878874	+	0.000	0.000	Merged-chr14-62878901-5
NR28549--MA0599.1.KLF5	chr17	84944342	84944351	-	0.000	0.000	Merged-chr17-84944510-25
NR6222--MA0039.3.KLF4	chr10	80662385	80662395	+	0.000	0.000	Merged-chr10-80662335-4
NR66994--MA0742.1.Klf12	chrX	166672851	166672865	+	0.000	0.000	Merged-chrX-166672902-11
NR62417--MA0657.1.KLF13	chr9	42423815	42423832	+	0.000	0.000	Merged-chr9-42423784-11
NR29726--MA0741.1.KLF16	chr18	60625570	60625580	-	0.000	0.000	Merged-chr18-60625535-13
NR56477--MA1107.1.KLF9	chr7	97332371	97332383	-	0.000	0.000	Merged-chr7-97332491-89
NR32716--MA0657.1.KLF13	chr2	17855796	17855813	-	0.000	0.000	Merged-chr2-17855738-13
NR39199--MA0741.1.KLF16	chr3	97055084	97055094	+	0.000	0.000	Merged-chr3-97055000-19
NR23318--MA1107.1.KLF9	chr15	101486141	101486153	-	0.000	0.000	Merged-chr15-101486135-60
NR11452--MA0039.3.KLF4	chr11	102074474	102074484	+	0.000	0.000	Merged-chr11-102074455-23
NR8999--MA0599.1.KLF5	chr11	43701637	43701646	+	0.000	0.000	Merged-chr11-43701551-5
NR25623--MA1107.1.KLF9	chr17	5748066	5748078	-	0.000	0.000	Merged-chr17-5748141-46
NR30278--MA0741.1.KLF16	chr18	75322575	75322585	-	0.000	0.000	Merged-chr18-75322404-42
NR13839--MA0493.1.Klf1	chr12	82166464	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR17814--MA0742.1.Klf12	chr13	110394993	110395007	+	0.000	0.000	Merged-chr13-110394904-109
NR47235--MA0741.1.KLF16	chr5	92967508	92967518	+	0.000	0.000	Merged-chr5-92967427-8
NR4625--MA1107.1.KLF9	chr10	13446835	13446847	-	0.000	0.000	Merged-chr10-13446841-15
NR49923--MA0493.1.Klf1	chr5	144358186	144358196	-	0.000	0.000	Merged-chr5-144358177-56
NR22363--MA0493.1.Klf1	chr15	84663178	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR57106--MA1107.1.KLF9	chr7	116484540	116484552	-	0.000	0.000	Merged-chr7-116484434-42
NR55947--MA1107.1.KLF9	chr7	68205949	68205961	-	0.000	0.000	Merged-chr7-68206033-25
NR11381--MA1107.1.KLF9	chr11	101199829	101199841	-	0.000	0.000	Merged-chr11-101199720-6
NR12879--MA0493.1.Klf1	chr12	17511203	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR61922--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR57075--MA0741.1.KLF16	chr7	115217062	115217072	-	0.000	0.000	Merged-chr7-115217038-43
NR40248--MA1107.1.KLF9	chr3	129879503	129879515	-	0.000	0.000	Merged-chr3-129879420-1
NR55634--MA0740.1.KLF14	chr7	49246033	49246046	+	0.000	0.000	Merged-chr7-49246156-57
NR66379--MA0741.1.KLF16	chrX	100777163	100777173	+	0.000	0.000	Merged-chrX-100777014-69
NR20210--MA0740.1.KLF14	chr14	105895394	105895407	+	0.000	0.000	Merged-chr14-105895286-34
NR51435--MA0741.1.KLF16	chr6	67533270	67533280	+	0.000	0.000	Merged-chr6-67533170-65
NR53638--MA0741.1.KLF16	chr6	142507960	142507970	-	0.000	0.000	Merged-chr6-142507875-63
NR44823--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR37961--MA0741.1.KLF16	chr3	28402422	28402432	-	0.000	0.000	Merged-chr3-28402386-46
NR42674--MA1107.1.KLF9	chr4	89350503	89350515	+	0.000	0.000	Merged-chr4-89350457-2
NR643--MA0742.1.Klf12	chr1	52952740	52952754	-	0.000	0.000	Merged-chr1-52952796-56
NR64776--MA0740.1.KLF14	chr9	112186614	112186627	+	0.000	0.000	Merged-chr9-112186441-37
NR55195--MA1107.1.KLF9	chr7	34630505	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR66345--MA0741.1.KLF16	chrX	99042496	99042506	+	0.000	0.000	Merged-chrX-99042663-22
NR54530--MA0039.3.KLF4	chr7	19239732	19239742	-	0.000	0.000	Merged-chr7-19239613-31
NR19873--MA0599.1.KLF5	chr14	84443429	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR34693--MA0741.1.KLF16	chr2	94273529	94273539	-	0.000	0.000	Merged-chr2-94273480-55
NR66965--MA0493.1.Klf1	chrX	166185376	166185386	+	0.000	0.000	Merged-chrX-166185579-37
NR19515--MA0599.1.KLF5	chr14	68078501	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR27592--MA0741.1.KLF16	chr17	52601275	52601285	+	0.000	0.000	Merged-chr17-52601188-69
NR53333--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR47541--MA0039.3.KLF4	chr5	103917211	103917221	-	0.000	0.000	Merged-chr5-103917325-19
NR66527--MA0599.1.KLF5	chrX	113298149	113298158	-	0.000	0.000	Merged-chrX-113298172-75
NR61655--MA0741.1.KLF16	chr8	128418609	128418619	+	0.000	0.000	Merged-chr8-128418642-30
NR55983--MA1107.1.KLF9	chr7	73531211	73531223	-	0.000	0.000	Merged-chr7-73531012-64
NR29048--MA0740.1.KLF14	chr18	25367729	25367742	+	0.000	0.000	Merged-chr18-25367708-17
NR32189--MA0741.1.KLF16	chr19	55401899	55401909	-	0.000	0.000	Merged-chr19-55401887-30
NR8122--MA0599.1.KLF5	chr10	128039286	128039295	+	0.000	0.000	Merged-chr10-128039274-35
NR14661--MA0599.1.KLF5	chr12	108453564	108453573	+	0.000	0.000	Merged-chr12-108453818-55
NR43649--MA0741.1.KLF16	chr4	128713451	128713461	-	0.000	0.000	Merged-chr4-128713412-15
NR9744--MA0493.1.Klf1	chr11	64116917	64116927	-	0.000	0.000	Merged-chr11-64116814-48
NR21604--MA0741.1.KLF16	chr15	73423332	73423342	-	0.000	0.000	Merged-chr15-73423381-101
NR1817--MA1107.1.KLF9	chr1	127380937	127380949	-	0.000	0.000	Merged-chr1-127381080-26
NR10872--MA0741.1.KLF16	chr11	94210226	94210236	+	0.000	0.000	Merged-chr11-94210319-4
NR31792--MA0741.1.KLF16	chr19	43520844	43520854	-	0.000	0.000	Merged-chr19-43520668-20
NR55645--MA0741.1.KLF16	chr7	49494958	49494968	+	0.000	0.000	Merged-chr7-49494921-17
NR66531--MA0740.1.KLF14	chrX	113298189	113298202	-	0.000	0.000	Merged-chrX-113298172-75
NR15732--MA1107.1.KLF9	chr13	30760597	30760609	-	0.000	0.000	Merged-chr13-30760784-79
NR24902--MA0599.1.KLF5	chr16	78295030	78295039	-	0.000	0.000	Merged-chr16-78294970-14
NR51946--MA0742.1.Klf12	chr6	91156640	91156654	+	0.000	0.000	Merged-chr6-91156791-33
NR286--MA0599.1.KLF5	chr1	34831629	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR21713--MA0741.1.KLF16	chr15	76190077	76190087	+	0.000	0.000	Merged-chr15-76190238-30
NR40925--MA0493.1.Klf1	chr3	146765065	146765075	+	0.000	0.000	Merged-chr3-146765113-32
NR27396--MA1107.1.KLF9	chr17	46880156	46880168	+	0.000	0.000	Merged-chr17-46880120-39
NR2902--MA0039.3.KLF4	chr1	162477006	162477016	+	0.000	0.000	Merged-chr1-162477062-12
NR53869--MA0741.1.KLF16	chr6	145256794	145256804	-	0.000	0.000	Merged-chr6-145256997-16
NR57124--MA0039.3.KLF4	chr7	117406358	117406368	-	0.000	0.000	Merged-chr7-117406595-16
NR12472--MA0493.1.Klf1	chr11	118731874	118731884	+	0.000	0.000	Merged-chr11-118731916-25
NR12034--MA0599.1.KLF5	chr11	114068456	114068465	+	0.000	0.000	Merged-chr11-114068502-5
NR16953--MA0599.1.KLF5	chr13	89539639	89539648	+	0.000	0.000	Merged-chr13-89539460-39
NR28119--MA1107.1.KLF9	chr17	73810286	73810298	-	0.000	0.000	Merged-chr17-73810198-2
NR48828--MA0741.1.KLF16	chr5	129192020	129192030	+	0.000	0.000	Merged-chr5-129191899-21
NR1853--MA1107.1.KLF9	chr1	127796455	127796467	-	0.000	0.000	Merged-chr1-127796546-56
NR62893--MA0599.1.KLF5	chr9	58140061	58140070	+	0.000	0.000	Merged-chr9-58140138-21
NR54362--MA0599.1.KLF5	chr7	16001851	16001860	-	0.000	0.000	Merged-chr7-16001989-41
NR55635--MA0657.1.KLF13	chr7	49246032	49246049	+	0.000	0.000	Merged-chr7-49246156-57
NR8268--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR64277--MA0741.1.KLF16	chr9	101251890	101251900	+	0.000	0.000	Merged-chr9-101251656-72
NR1039--MA0493.1.Klf1	chr1	74854899	74854909	-	0.000	0.000	Merged-chr1-74854969-34
NR13674--MA0493.1.Klf1	chr12	75818297	75818307	-	0.000	0.000	Merged-chr12-75818494-81
NR36570--MA0493.1.Klf1	chr2	160367182	160367192	-	0.000	0.000	Merged-chr2-160367322-62
NR49928--MA0742.1.Klf12	chr5	144358274	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR18684--MA1107.1.KLF9	chr14	31398269	31398281	-	0.000	0.000	Merged-chr14-31398460-1
NR7722--MA0599.1.KLF5	chr10	120697633	120697642	+	0.000	0.000	Merged-chr10-120697518-32
NR5734--MA0741.1.KLF16	chr10	74967331	74967341	+	0.000	0.000	Merged-chr10-74967177-57
NR8125--MA0741.1.KLF16	chr10	128039374	128039384	+	0.000	0.000	Merged-chr10-128039274-35
NR61809--MA0741.1.KLF16	chr9	15531413	15531423	+	0.000	0.000	Merged-chr9-15531370-12
NR36462--MA1107.1.KLF9	chr2	157119295	157119307	-	0.000	0.000	Merged-chr2-157119108-55
NR66693--MA0599.1.KLF5	chrX	140664827	140664836	+	0.000	0.000	Merged-chrX-140664923-33
NR57931--MA0493.1.Klf1	chr7	136894457	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR62422--MA0740.1.KLF14	chr9	42423875	42423888	+	0.000	0.000	Merged-chr9-42423784-11
NR23047--MA0599.1.KLF5	chr15	99276217	99276226	-	0.000	0.000	Merged-chr15-99276334-34
NR44855--MA0493.1.Klf1	chr4	145315208	145315218	+	0.000	0.000	Merged-chr4-145315219-45
NR37810--MA0741.1.KLF16	chr3	16227569	16227579	-	0.000	0.000	Merged-chr3-16227487-10
NR47936--MA0740.1.KLF14	chr5	112483181	112483194	+	0.000	0.000	Merged-chr5-112483145-18
NR24105--MA0493.1.Klf1	chr16	24834889	24834899	+	0.000	0.000	Merged-chr16-24834930-16
NR64354--MA0740.1.KLF14	chr9	104002482	104002495	+	0.000	0.000	Merged-chr9-104002686-98
NR11279--MA1107.1.KLF9	chr11	99132679	99132691	-	0.000	0.000	Merged-chr11-99132520-18
NR5843--MA0741.1.KLF16	chr10	77367039	77367049	+	0.000	0.000	Merged-chr10-77367193-51
NR5093--MA0039.3.KLF4	chr10	42887289	42887299	-	0.000	0.000	Merged-chr10-42887187-18
NR66726--MA0742.1.Klf12	chrX	150813353	150813367	+	0.000	0.000	Merged-chrX-150813149-62
NR47363--MA1107.1.KLF9	chr5	99495558	99495570	+	0.000	0.000	Merged-chr5-99495568-41
NR57362--MA0740.1.KLF14	chr7	123189953	123189966	+	0.000	0.000	Merged-chr7-123189982-13
NR17815--MA0599.1.KLF5	chr13	110394994	110395003	+	0.000	0.000	Merged-chr13-110394904-109
NR27039--MA0493.1.Klf1	chr17	35197378	35197388	+	0.000	0.000	Merged-chr17-35197339-8
NR22036--MA0741.1.KLF16	chr15	80192529	80192539	+	0.000	0.000	Merged-chr15-80192413-58
NR44621--MA0740.1.KLF14	chr4	140833014	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR53916--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR62999--MA0742.1.Klf12	chr9	61054576	61054590	-	0.000	0.000	Merged-chr9-61054632-26
NR57080--MA1107.1.KLF9	chr7	115217069	115217081	-	0.000	0.000	Merged-chr7-115217038-43
NR53020--MA0741.1.KLF16	chr6	129049285	129049295	-	0.000	0.000	Merged-chr6-129049251-27
NR53254--MA0493.1.Klf1	chr6	135167962	135167972	-	0.000	0.000	Merged-chr6-135168143-37
NR64181--MA1107.1.KLF9	chr9	98616511	98616523	+	0.000	0.000	Merged-chr9-98616546-17
NR53240--MA0740.1.KLF14	chr6	135088024	135088037	-	0.000	0.000	Merged-chr6-135087974-38
NR4493--MA0599.1.KLF5	chr10	7212244	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR34829--MA1107.1.KLF9	chr2	104286394	104286406	-	0.000	0.000	Merged-chr2-104286317-9
NR24337--MA0039.3.KLF4	chr16	35984019	35984029	-	0.000	0.000	Merged-chr16-35984000-4
NR36506--MA0741.1.KLF16	chr2	158179201	158179211	-	0.000	0.000	Merged-chr2-158179183-18
NR18689--MA1107.1.KLF9	chr14	31398279	31398291	-	0.000	0.000	Merged-chr14-31398460-1
NR39943--MA0493.1.Klf1	chr3	121426492	121426502	-	0.000	0.000	Merged-chr3-121426726-98
NR34824--MA0039.3.KLF4	chr2	104172840	104172850	-	0.000	0.000	Merged-chr2-104172938-49
NR4170--MA0740.1.KLF14	chr1	191097789	191097802	+	0.000	0.000	Merged-chr1-191097986-4
NR16948--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR60992--MA0741.1.KLF16	chr8	119569905	119569915	-	0.000	0.000	Merged-chr8-119570093-35
NR42734--MA0741.1.KLF16	chr4	98436894	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR47140--MA0493.1.Klf1	chr5	89045089	89045099	+	0.000	0.000	Merged-chr5-89044916-44
NR56553--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR18923--MA0599.1.KLF5	chr14	47740787	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR8265--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR58961--MA0741.1.KLF16	chr8	34397997	34398007	+	0.000	0.000	Merged-chr8-34397971-66
NR43349--MA0741.1.KLF16	chr4	120288021	120288031	+	0.000	0.000	Merged-chr4-120287807-68
NR62427--MA1107.1.KLF9	chr9	42423875	42423887	+	0.000	0.000	Merged-chr9-42423784-11
NR1909--MA0741.1.KLF16	chr1	128713044	128713054	+	0.000	0.000	Merged-chr1-128713010-21
NR34297--MA0741.1.KLF16	chr2	75114515	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR47166--MA0741.1.KLF16	chr5	89882216	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR53182--MA1107.1.KLF9	chr6	134348663	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR65277--MA0599.1.KLF5	chr9	119453534	119453543	-	0.000	0.000	Merged-chr9-119453486-15
NR46041--MA0741.1.KLF16	chr5	29195956	29195966	-	0.000	0.000	Merged-chr5-29195906-68
NR28178--MA0741.1.KLF16	chr17	74865041	74865051	-	0.000	0.000	Merged-chr17-74864979-18
NR14726--MA0741.1.KLF16	chr12	109446514	109446524	-	0.000	0.000	Merged-chr12-109446341-43
NR8098--MA0741.1.KLF16	chr10	127621763	127621773	+	0.000	0.000	Merged-chr10-127621595-57
NR20519--MA0742.1.Klf12	chr14	121658770	121658784	+	0.000	0.000	Merged-chr14-121658944-24
NR12276--MA0493.1.Klf1	chr11	116688047	116688057	-	0.000	0.000	Merged-chr11-116688042-60
NR64355--MA0657.1.KLF13	chr9	104002481	104002498	+	0.000	0.000	Merged-chr9-104002686-98
NR8758--MA0742.1.Klf12	chr11	22001792	22001806	+	0.000	0.000	Merged-chr11-22001855-28
NR59905--MA1107.1.KLF9	chr8	77268560	77268572	+	0.000	0.000	Merged-chr8-77268341-22
NR41739--MA0599.1.KLF5	chr4	35130602	35130611	+	0.000	0.000	Merged-chr4-35130648-17
NR30032--MA0741.1.KLF16	chr18	68190010	68190020	+	0.000	0.000	Merged-chr18-68190088-51
NR48353--MA0741.1.KLF16	chr5	118661946	118661956	+	0.000	0.000	Merged-chr5-118661904-17
NR50132--MA1107.1.KLF9	chr5	148266883	148266895	-	0.000	0.000	Merged-chr5-148266957-7
NR211--MA0599.1.KLF5	chr1	23383259	23383268	+	0.000	0.000	Merged-chr1-23383198-84
