#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR10864--MA0002.2.RUNX1	chr9	61826560	61826570	+	0.000	0.000	Merged-chr9-61826642-1
NR6143--MA0511.2.RUNX2	chr2	60080116	60080124	+	0.000	0.000	Merged-chr2-60080152-7
NR7013--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR4307--MA0684.1.RUNX3	chr16	17695010	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR2356--MA0684.1.RUNX3	chr12	40008396	40008405	-	0.000	0.000	Merged-chr12-40008525-27
NR8203--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR8869--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR11479--MA0002.2.RUNX1	chrX	142384585	142384595	-	0.000	0.000	Merged-chrX-142384466-2
NR5171--MA0002.2.RUNX1	chr17	84056421	84056431	-	0.000	0.000	Merged-chr17-84056540-29
NR11065--MA0002.2.RUNX1	chr9	89900264	89900274	-	0.000	0.000	Merged-chr9-89900406-12
NR7374--MA0002.2.RUNX1	chr4	3209765	3209775	-	0.000	0.000	Merged-chr4-3209817-19
NR6348--MA0684.1.RUNX3	chr2	117399617	117399626	+	0.000	0.000	Merged-chr2-117399695-40
NR6090--MA0511.2.RUNX2	chr2	45139036	45139044	-	0.000	0.000	Merged-chr2-45139148-28
NR9577--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
NR7897--MA0002.2.RUNX1	chr4	139242156	139242166	+	0.000	0.000	Merged-chr4-139242159-17
NR4476--MA0511.2.RUNX2	chr16	50298930	50298938	-	0.000	0.000	Merged-chr16-50299012-15
NR3937--MA0002.2.RUNX1	chr15	58750401	58750411	-	0.000	0.000	Merged-chr15-58750240-28
NR6013--MA0511.2.RUNX2	chr2	24776337	24776345	+	0.000	0.000	Merged-chr2-24776490-30
NR115--MA0684.1.RUNX3	chr1	40585668	40585677	-	0.000	0.000	Merged-chr1-40585603-1
NR1638--MA0002.2.RUNX1	chr11	32013609	32013619	-	0.000	0.000	Merged-chr11-32013500-11
NR6314--MA0684.1.RUNX3	chr2	107006054	107006063	-	0.000	0.000	Merged-chr2-107005967-12
NR1767--MA0684.1.RUNX3	chr11	58829921	58829930	+	0.000	0.000	Merged-chr11-58829916-12
NR1780--MA0511.2.RUNX2	chr11	61564313	61564321	+	0.000	0.000	Merged-chr11-61564144-31
NR7592--MA0002.2.RUNX1	chr4	63898505	63898515	+	0.000	0.000	Merged-chr4-63898483-4
NR2557--MA0511.2.RUNX2	chr12	98601154	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR8369--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR5520--MA0511.2.RUNX2	chr18	79473211	79473219	+	0.000	0.000	Merged-chr18-79473118-20
NR7972--MA0002.2.RUNX1	chr4	150339058	150339068	+	0.000	0.000	Merged-chr4-150339180-18
NR1270--MA0511.2.RUNX2	chr10	85035481	85035489	-	0.000	0.000	Merged-chr10-85035484-19
NR1171--MA0002.2.RUNX1	chr10	70133337	70133347	+	0.000	0.000	Merged-chr10-70133310-29
NR11173--MA0684.1.RUNX3	chr9	110594067	110594076	-	0.000	0.000	Merged-chr9-110594121-11
NR7876--MA0002.2.RUNX1	chr4	135520640	135520650	-	0.000	0.000	Merged-chr4-135520643-13
NR3774--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR3231--MA0002.2.RUNX1	chr13	102708733	102708743	+	0.000	0.000	Merged-chr13-102708794-10
NR11299--MA0511.2.RUNX2	chr9	120116423	120116431	+	0.000	0.000	Merged-chr9-120116499-4
NR3502--MA0002.2.RUNX1	chr14	61818564	61818574	-	0.000	0.000	Merged-chr14-61818597-46
NR8639--MA0684.1.RUNX3	chr5	143038779	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR9794--MA0684.1.RUNX3	chr7	101027880	101027889	-	0.000	0.000	Merged-chr7-101027827-19
NR2457--MA0684.1.RUNX3	chr12	80069270	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR2900--MA0002.2.RUNX1	chr13	30154464	30154474	-	0.000	0.000	Merged-chr13-30154580-19
NR3340--MA0002.2.RUNX1	chr14	7913994	7914004	+	0.000	0.000	Merged-chr14-7914040-29
NR9651--MA0684.1.RUNX3	chr7	67500545	67500554	-	0.000	0.000	Merged-chr7-67500556-27
NR2881--MA0002.2.RUNX1	chr13	24866804	24866814	-	0.000	0.000	Merged-chr13-24866887-32
NR9730--MA0511.2.RUNX2	chr7	84740072	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR1312--MA0002.2.RUNX1	chr10	93188655	93188665	+	0.000	0.000	Merged-chr10-93188465-33
NR3121--MA0684.1.RUNX3	chr13	89540474	89540483	-	0.000	0.000	Merged-chr13-89540544-3
NR945--MA0002.2.RUNX1	chr10	13438594	13438604	-	0.000	0.000	Merged-chr10-13438536-33
NR5751--MA0511.2.RUNX2	chr19	32121044	32121052	-	0.000	0.000	Merged-chr19-32120972-21
NR3767--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR11218--MA0684.1.RUNX3	chr9	115391026	115391035	+	0.000	0.000	Merged-chr9-115391205-18
NR5699--MA0002.2.RUNX1	chr19	18715927	18715937	+	0.000	0.000	Merged-chr19-18715934-3
NR2579--MA0684.1.RUNX3	chr12	100277062	100277071	+	0.000	0.000	Merged-chr12-100277058-24
NR6018--MA0511.2.RUNX2	chr2	25856080	25856088	-	0.000	0.000	Merged-chr2-25856140-7
NR5142--MA0002.2.RUNX1	chr17	80579292	80579302	+	0.000	0.000	Merged-chr17-80579337-18
NR2387--MA0511.2.RUNX2	chr12	55466581	55466589	+	0.000	0.000	Merged-chr12-55466597-41
NR1804--MA0511.2.RUNX2	chr11	67633799	67633807	+	0.000	0.000	Merged-chr11-67633953-18
NR4639--MA0684.1.RUNX3	chr16	90502528	90502537	+	0.000	0.000	Merged-chr16-90502619-8
NR229--MA0684.1.RUNX3	chr1	64549480	64549489	-	0.000	0.000	Merged-chr1-64549530-8
NR5380--MA0684.1.RUNX3	chr18	58669639	58669648	-	0.000	0.000	Merged-chr18-58669510-1
NR10686--MA0002.2.RUNX1	chr9	14172082	14172092	-	0.000	0.000	Merged-chr9-14171965-37
NR9534--MA0684.1.RUNX3	chr7	39650867	39650876	+	0.000	0.000	Merged-chr7-39650740-5
NR289--MA0511.2.RUNX2	chr1	80404562	80404570	-	0.000	0.000	Merged-chr1-80404544-1
NR7311--MA0002.2.RUNX1	chr3	149262212	149262222	-	0.000	0.000	Merged-chr3-149262161-2
NR11148--MA0511.2.RUNX2	chr9	106070486	106070494	-	0.000	0.000	Merged-chr9-106070497-6
NR3160--MA0511.2.RUNX2	chr13	94144821	94144829	-	0.000	0.000	Merged-chr13-94144726-31
NR1480--MA0511.2.RUNX2	chr10	121382804	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR2528--MA0511.2.RUNX2	chr12	90810732	90810740	-	0.000	0.000	Merged-chr12-90810823-15
NR5905--MA0511.2.RUNX2	chr19	58850826	58850834	+	0.000	0.000	Merged-chr19-58850860-26
NR10176--MA0002.2.RUNX1	chr8	22544815	22544825	+	0.000	0.000	Merged-chr8-22544867-25
NR1926--MA0511.2.RUNX2	chr11	85384535	85384543	-	0.000	0.000	Merged-chr11-85384605-20
NR7423--MA0511.2.RUNX2	chr4	19311225	19311233	+	0.000	0.000	Merged-chr4-19311302-15
NR10304--MA0002.2.RUNX1	chr8	68112509	68112519	+	0.000	0.000	Merged-chr8-68112424-37
NR1827--MA0002.2.RUNX1	chr11	70949183	70949193	+	0.000	0.000	Merged-chr11-70949142-6
NR5809--MA0511.2.RUNX2	chr19	40821498	40821506	+	0.000	0.000	Merged-chr19-40821418-1
NR3967--MA0511.2.RUNX2	chr15	64163572	64163580	+	0.000	0.000	Merged-chr15-64163684-42
NR10936--MA0002.2.RUNX1	chr9	70040165	70040175	+	0.000	0.000	Merged-chr9-70040199-23
NR6974--MA0002.2.RUNX1	chr3	97055096	97055106	+	0.000	0.000	Merged-chr3-97055000-19
NR9365--MA0002.2.RUNX1	chr6	145002345	145002355	+	0.000	0.000	Merged-chr6-145002461-23
NR10251--MA0002.2.RUNX1	chr8	40584804	40584814	-	0.000	0.000	Merged-chr8-40584789-43
NR10522--MA0002.2.RUNX1	chr8	116590654	116590664	-	0.000	0.000	Merged-chr8-116590566-65
NR6560--MA0002.2.RUNX1	chr2	156683220	156683230	+	0.000	0.000	Merged-chr2-156683135-11
NR10317--MA0002.2.RUNX1	chr8	70174662	70174672	+	0.000	0.000	Merged-chr8-70174484-11
NR5805--MA0684.1.RUNX3	chr19	40267494	40267503	+	0.000	0.000	Merged-chr19-40267576-38
NR10569--MA0002.2.RUNX1	chr8	121650712	121650722	-	0.000	0.000	Merged-chr8-121650674-17
NR1982--MA0511.2.RUNX2	chr11	96925060	96925068	+	0.000	0.000	Merged-chr11-96925082-7
NR4803--MA0002.2.RUNX1	chr17	12513682	12513692	+	0.000	0.000	Merged-chr17-12513699-7
NR3292--MA0002.2.RUNX1	chr13	112694426	112694436	+	0.000	0.000	Merged-chr13-112694448-12
NR3692--MA0684.1.RUNX3	chr14	101892390	101892399	-	0.000	0.000	Merged-chr14-101892350-14
NR44--MA0002.2.RUNX1	chr1	32104282	32104292	-	0.000	0.000	Merged-chr1-32104339-13
NR1535--MA0002.2.RUNX1	chr10	128991149	128991159	+	0.000	0.000	Merged-chr10-128991197-23
NR9854--MA0002.2.RUNX1	chr7	109861553	109861563	+	0.000	0.000	Merged-chr7-109861640-6
NR3344--MA0684.1.RUNX3	chr14	10593655	10593664	+	0.000	0.000	Merged-chr14-10593654-13
NR3738--MA0002.2.RUNX1	chr14	121291071	121291081	-	0.000	0.000	Merged-chr14-121291161-18
NR9857--MA0511.2.RUNX2	chr7	110376355	110376363	-	0.000	0.000	Merged-chr7-110376386-11
NR7207--MA0002.2.RUNX1	chr3	136531788	136531798	+	0.000	0.000	Merged-chr3-136531691-41
NR5527--MA0002.2.RUNX1	chr18	80600861	80600871	-	0.000	0.000	Merged-chr18-80600681-25
NR7763--MA0511.2.RUNX2	chr4	118331935	118331943	-	0.000	0.000	Merged-chr4-118331878-7
NR10373--MA0002.2.RUNX1	chr8	81572864	81572874	-	0.000	0.000	Merged-chr8-81572647-16
NR1852--MA0511.2.RUNX2	chr11	75878726	75878734	+	0.000	0.000	Merged-chr11-75878686-10
NR8047--MA0684.1.RUNX3	chr5	7829816	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR10773--MA0684.1.RUNX3	chr9	42272815	42272824	+	0.000	0.000	Merged-chr9-42272782-11
NR6019--MA0684.1.RUNX3	chr2	25856079	25856088	-	0.000	0.000	Merged-chr2-25856140-7
NR9248--MA0002.2.RUNX1	chr6	129304397	129304407	-	0.000	0.000	Merged-chr6-129304354-36
NR2831--MA0002.2.RUNX1	chr13	13729840	13729850	+	0.000	0.000	Merged-chr13-13729900-19
NR1120--MA0684.1.RUNX3	chr10	59392124	59392133	+	0.000	0.000	Merged-chr10-59392092-23
NR3589--MA0002.2.RUNX1	chr14	70272601	70272611	-	0.000	0.000	Merged-chr14-70272572-43
NR10928--MA0002.2.RUNX1	chr9	69642879	69642889	-	0.000	0.000	Merged-chr9-69642979-4
NR10071--MA0511.2.RUNX2	chr7	139911297	139911305	+	0.000	0.000	Merged-chr7-139911302-6
NR10991--MA0684.1.RUNX3	chr9	79756092	79756101	+	0.000	0.000	Merged-chr9-79756214-5
NR1643--MA0684.1.RUNX3	chr11	32138417	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR1766--MA0002.2.RUNX1	chr11	58829921	58829931	-	0.000	0.000	Merged-chr11-58829916-12
NR10514--MA0002.2.RUNX1	chr8	114974783	114974793	+	0.000	0.000	Merged-chr8-114974743-26
NR10914--MA0684.1.RUNX3	chr9	67901997	67902006	+	0.000	0.000	Merged-chr9-67901955-26
NR3969--MA0002.2.RUNX1	chr15	64176573	64176583	+	0.000	0.000	Merged-chr15-64176551-12
NR7786--MA0002.2.RUNX1	chr4	122829547	122829557	-	0.000	0.000	Merged-chr4-122829434-12
NR6932--MA0002.2.RUNX1	chr3	89906197	89906207	-	0.000	0.000	Merged-chr3-89906356-37
NR4981--MA0002.2.RUNX1	chr17	45703419	45703429	-	0.000	0.000	Merged-chr17-45703436-19
NR10974--MA0511.2.RUNX2	chr9	75805158	75805166	+	0.000	0.000	Merged-chr9-75805166-16
NR36--MA0002.2.RUNX1	chr1	20740681	20740691	+	0.000	0.000	Merged-chr1-20740658-39
NR1256--MA0002.2.RUNX1	chr10	83590839	83590849	+	0.000	0.000	Merged-chr10-83590901-21
NR7296--MA0684.1.RUNX3	chr3	148510625	148510634	+	0.000	0.000	Merged-chr3-148510691-67
NR10133--MA0684.1.RUNX3	chr8	8695503	8695512	-	0.000	0.000	Merged-chr8-8695569-9
NR1779--MA0002.2.RUNX1	chr11	61564198	61564208	-	0.000	0.000	Merged-chr11-61564144-31
NR7153--MA0684.1.RUNX3	chr3	129613935	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR7424--MA0684.1.RUNX3	chr4	19311225	19311234	+	0.000	0.000	Merged-chr4-19311302-15
NR4885--MA0002.2.RUNX1	chr17	27323198	27323208	+	0.000	0.000	Merged-chr17-27323176-36
NR9783--MA0511.2.RUNX2	chr7	99798455	99798463	-	0.000	0.000	Merged-chr7-99798520-10
NR5867--MA0002.2.RUNX1	chr19	55408646	55408656	-	0.000	0.000	Merged-chr19-55408533-26
NR623--MA0684.1.RUNX3	chr1	160268535	160268544	+	0.000	0.000	Merged-chr1-160268500-8
NR10656--MA0684.1.RUNX3	chr8	128622960	128622969	-	0.000	0.000	Merged-chr8-128622909-9
NR1094--MA0002.2.RUNX1	chr10	44786535	44786545	+	0.000	0.000	Merged-chr10-44786456-11
NR5552--MA0511.2.RUNX2	chr18	82493046	82493054	+	0.000	0.000	Merged-chr18-82492983-14
NR3524--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR9607--MA0002.2.RUNX1	chr7	58392981	58392991	+	0.000	0.000	Merged-chr7-58392737-68
NR6531--MA0002.2.RUNX1	chr2	152906976	152906986	+	0.000	0.000	Merged-chr2-152906761-58
NR10417--MA0684.1.RUNX3	chr8	91395943	91395952	+	0.000	0.000	Merged-chr8-91395862-46
NR5979--MA0511.2.RUNX2	chr2	14992740	14992748	+	0.000	0.000	Merged-chr2-14992808-37
NR10430--MA0511.2.RUNX2	chr8	94633720	94633728	-	0.000	0.000	Merged-chr8-94633712-19
NR3206--MA0684.1.RUNX3	chr13	99503595	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR4960--MA0002.2.RUNX1	chr17	43645395	43645405	-	0.000	0.000	Merged-chr17-43645396-23
NR2661--MA0002.2.RUNX1	chr12	110332811	110332821	-	0.000	0.000	Merged-chr12-110332893-21
NR7132--MA0684.1.RUNX3	chr3	123192399	123192408	+	0.000	0.000	Merged-chr3-123192207-28
NR8780--MA0511.2.RUNX2	chr6	30592267	30592275	-	0.000	0.000	Merged-chr6-30592201-27
NR7255--MA0002.2.RUNX1	chr3	142892308	142892318	-	0.000	0.000	Merged-chr3-142892335-19
NR10758--MA0002.2.RUNX1	chr9	42022493	42022503	-	0.000	0.000	Merged-chr9-42022537-24
NR5227--MA0002.2.RUNX1	chr18	5941459	5941469	-	0.000	0.000	Merged-chr18-5941516-3
NR28--MA0002.2.RUNX1	chr1	14484634	14484644	-	0.000	0.000	Merged-chr1-14484636-21
NR7572--MA0511.2.RUNX2	chr4	59895269	59895277	-	0.000	0.000	Merged-chr4-59895245-17
NR2802--MA0002.2.RUNX1	chr13	5757410	5757420	-	0.000	0.000	Merged-chr13-5757363-53
NR9775--MA0511.2.RUNX2	chr7	99003412	99003420	+	0.000	0.000	Merged-chr7-99003498-20
NR10853--MA0684.1.RUNX3	chr9	61055563	61055572	-	0.000	0.000	Merged-chr9-61055598-4
NR10648--MA0684.1.RUNX3	chr8	128429729	128429738	+	0.000	0.000	Merged-chr8-128429719-10
NR3593--MA0511.2.RUNX2	chr14	71269651	71269659	-	0.000	0.000	Merged-chr14-71269621-12
NR1313--MA0511.2.RUNX2	chr10	93188700	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR8280--MA0002.2.RUNX1	chr5	86778245	86778255	+	0.000	0.000	Merged-chr5-86778111-4
NR10291--MA0002.2.RUNX1	chr8	64805444	64805454	+	0.000	0.000	Merged-chr8-64805470-51
NR2021--MA0002.2.RUNX1	chr11	101194812	101194822	-	0.000	0.000	Merged-chr11-101194910-10
NR10422--MA0511.2.RUNX2	chr8	94240484	94240492	+	0.000	0.000	Merged-chr8-94240399-13
NR291--MA0684.1.RUNX3	chr1	80404561	80404570	-	0.000	0.000	Merged-chr1-80404544-1
NR5458--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR2530--MA0684.1.RUNX3	chr12	90810731	90810740	-	0.000	0.000	Merged-chr12-90810823-15
NR11130--MA0002.2.RUNX1	chr9	101249834	101249844	+	0.000	0.000	Merged-chr9-101249791-43
NR5044--MA0002.2.RUNX1	chr17	56443647	56443657	-	0.000	0.000	Merged-chr17-56443573-18
NR3093--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR3320--MA0511.2.RUNX2	chr13	117390205	117390213	-	0.000	0.000	Merged-chr13-117390259-3
NR446--MA0002.2.RUNX1	chr1	127732966	127732976	+	0.000	0.000	Merged-chr1-127732945-24
NR2910--MA0684.1.RUNX3	chr13	30732971	30732980	+	0.000	0.000	Merged-chr13-30733063-17
NR3268--MA0002.2.RUNX1	chr13	110505797	110505807	-	0.000	0.000	Merged-chr13-110505877-1
NR8801--MA0002.2.RUNX1	chr6	34364971	34364981	-	0.000	0.000	Merged-chr6-34364838-25
NR2414--MA0002.2.RUNX1	chr12	71030587	71030597	+	0.000	0.000	Merged-chr12-71030638-56
NR6754--MA0002.2.RUNX1	chr3	10151849	10151859	+	0.000	0.000	Merged-chr3-10151750-17
NR492--MA0511.2.RUNX2	chr1	135019166	135019174	+	0.000	0.000	Merged-chr1-135019182-17
NR7408--MA0684.1.RUNX3	chr4	11492628	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR1719--MA0511.2.RUNX2	chr11	53097005	53097013	+	0.000	0.000	Merged-chr11-53097142-34
NR11159--MA0511.2.RUNX2	chr9	107148733	107148741	-	0.000	0.000	Merged-chr9-107148647-3
NR773--MA0002.2.RUNX1	chr1	180398587	180398597	+	0.000	0.000	Merged-chr1-180398476-24
NR3409--MA0002.2.RUNX1	chr14	36932188	36932198	-	0.000	0.000	Merged-chr14-36932132-23
NR9528--MA0511.2.RUNX2	chr7	35742516	35742524	+	0.000	0.000	Merged-chr7-35742502-39
NR7577--MA0511.2.RUNX2	chr4	63018395	63018403	-	0.000	0.000	Merged-chr4-63018226-1,Merged-chr4-63018456-1
NR3124--MA0684.1.RUNX3	chr13	89670127	89670136	+	0.000	0.000	Merged-chr13-89670013-3
NR10937--MA0511.2.RUNX2	chr9	70080178	70080186	-	0.000	0.000	Merged-chr9-70080238-33
NR5135--MA0511.2.RUNX2	chr17	79817129	79817137	+	0.000	0.000	Merged-chr17-79817109-13
NR4325--MA0002.2.RUNX1	chr16	22632705	22632715	-	0.000	0.000	Merged-chr16-22632558-6
NR8413--MA0002.2.RUNX1	chr5	110390447	110390457	+	0.000	0.000	Merged-chr5-110390618-8
NR742--MA0511.2.RUNX2	chr1	176845711	176845719	-	0.000	0.000	Merged-chr1-176845739-2
NR1090--MA0511.2.RUNX2	chr10	44679957	44679965	-	0.000	0.000	Merged-chr10-44679817-10
NR8870--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR2582--MA0511.2.RUNX2	chr12	100442375	100442383	+	0.000	0.000	Merged-chr12-100442312-6
NR9603--MA0511.2.RUNX2	chr7	58319564	58319572	+	0.000	0.000	Merged-chr7-58319604-3
NR10057--MA0002.2.RUNX1	chr7	138876909	138876919	+	0.000	0.000	Merged-chr7-138877099-9
NR9855--MA0511.2.RUNX2	chr7	109861694	109861702	+	0.000	0.000	Merged-chr7-109861640-6
NR1314--MA0684.1.RUNX3	chr10	93188699	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR9362--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR818--MA0002.2.RUNX1	chr1	184277146	184277156	+	0.000	0.000	Merged-chr1-184277240-19
NR5148--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR10122--MA0511.2.RUNX2	chr8	3205373	3205381	-	0.000	0.000	Merged-chr8-3205181-19
NR6875--MA0684.1.RUNX3	chr3	68240229	68240238	+	0.000	0.000	Merged-chr3-68240034-18
NR5191--MA0511.2.RUNX2	chr17	86184915	86184923	-	0.000	0.000	Merged-chr17-86185009-23
NR927--MA0002.2.RUNX1	chr10	9856012	9856022	-	0.000	0.000	Merged-chr10-9856019-18
NR10689--MA0002.2.RUNX1	chr9	14200216	14200226	-	0.000	0.000	Merged-chr9-14200294-59
NR913--MA0684.1.RUNX3	chr10	5795438	5795447	-	0.000	0.000	Merged-chr10-5795457-7
NR765--MA0002.2.RUNX1	chr1	179493151	179493161	-	0.000	0.000	Merged-chr1-179493163-27
NR7569--MA0511.2.RUNX2	chr4	59790007	59790015	-	0.000	0.000	Merged-chr4-59790006-29
NR1036--MA0002.2.RUNX1	chr10	37323929	37323939	+	0.000	0.000	Merged-chr10-37323815-38
NR9040--MA0511.2.RUNX2	chr6	94660393	94660401	+	0.000	0.000	Merged-chr6-94660484-13
NR817--MA0684.1.RUNX3	chr1	184182457	184182466	-	0.000	0.000	Merged-chr1-184182339-15
NR8482--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR4251--MA0002.2.RUNX1	chr16	10806272	10806282	+	0.000	0.000	Merged-chr16-10806280-14
NR211--MA0511.2.RUNX2	chr1	61402534	61402542	+	0.000	0.000	Merged-chr1-61402618-25
NR10022--MA0684.1.RUNX3	chr7	132749006	132749015	+	0.000	0.000	Merged-chr7-132748920-16
NR7264--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR10416--MA0002.2.RUNX1	chr8	91395943	91395953	-	0.000	0.000	Merged-chr8-91395862-46
NR8657--MA0002.2.RUNX1	chr5	144308221	144308231	+	0.000	0.000	Merged-chr5-144308281-9
NR7373--MA0511.2.RUNX2	chr4	3209765	3209773	+	0.000	0.000	Merged-chr4-3209817-19
NR3586--MA0684.1.RUNX3	chr14	69980921	69980930	+	0.000	0.000	Merged-chr14-69980861-5
NR8914--MA0684.1.RUNX3	chr6	61270549	61270558	+	0.000	0.000	Merged-chr6-61270558-8
NR473--MA0002.2.RUNX1	chr1	131993468	131993478	+	0.000	0.000	Merged-chr1-131993308-10
NR10257--MA0511.2.RUNX2	chr8	41334319	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR7055--MA0684.1.RUNX3	chr3	108887078	108887087	+	0.000	0.000	Merged-chr3-108887140-15
NR4787--MA0002.2.RUNX1	chr17	8236108	8236118	-	0.000	0.000	Merged-chr17-8235955-6
NR1637--MA0511.2.RUNX2	chr11	32013609	32013617	+	0.000	0.000	Merged-chr11-32013500-11
NR4521--MA0684.1.RUNX3	chr16	57465311	57465320	+	0.000	0.000	Merged-chr16-57465471-22
NR9529--MA0684.1.RUNX3	chr7	35742516	35742525	+	0.000	0.000	Merged-chr7-35742502-39
NR3076--MA0684.1.RUNX3	chr13	75901212	75901221	+	0.000	0.000	Merged-chr13-75901199-5
NR2759--MA0002.2.RUNX1	chr12	117173279	117173289	+	0.000	0.000	Merged-chr12-117173433-4
NR4995--MA0511.2.RUNX2	chr17	47710437	47710445	-	0.000	0.000	Merged-chr17-47710307-11
NR10538--MA0002.2.RUNX1	chr8	117395352	117395362	+	0.000	0.000	Merged-chr8-117395323-13
NR33--MA0684.1.RUNX3	chr1	20260127	20260136	+	0.000	0.000	Merged-chr1-20260109-34
NR9509--MA0002.2.RUNX1	chr7	28423074	28423084	+	0.000	0.000	Merged-chr7-28423189-12
NR7287--MA0002.2.RUNX1	chr3	146196568	146196578	+	0.000	0.000	Merged-chr3-146196576-15
NR886--MA0684.1.RUNX3	chr1	192510749	192510758	+	0.000	0.000	Merged-chr1-192510804-31
NR6833--MA0684.1.RUNX3	chr3	52369415	52369424	+	0.000	0.000	Merged-chr3-52369347-12
NR4961--MA0511.2.RUNX2	chr17	43645417	43645425	+	0.000	0.000	Merged-chr17-43645396-23
NR743--MA0684.1.RUNX3	chr1	176845710	176845719	-	0.000	0.000	Merged-chr1-176845739-2
NR2583--MA0684.1.RUNX3	chr12	100442375	100442384	+	0.000	0.000	Merged-chr12-100442312-6
NR600--MA0684.1.RUNX3	chr1	156107632	156107641	-	0.000	0.000	Merged-chr1-156107572-8
NR4786--MA0684.1.RUNX3	chr17	8225308	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR6750--MA0511.2.RUNX2	chr3	9968792	9968800	-	0.000	0.000	Merged-chr3-9968684-31
NR3217--MA0684.1.RUNX3	chr13	99781337	99781346	-	0.000	0.000	Merged-chr13-99781144-21
NR1266--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR7157--MA0002.2.RUNX1	chr3	129904713	129904723	-	0.000	0.000	Merged-chr3-129904865-18
NR2196--MA0002.2.RUNX1	chr11	116554672	116554682	-	0.000	0.000	Merged-chr11-116554635-8
NR6240--MA0511.2.RUNX2	chr2	84582459	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR342--MA0684.1.RUNX3	chr1	88475603	88475612	+	0.000	0.000	Merged-chr1-88475619-20
NR2880--MA0511.2.RUNX2	chr13	24866804	24866812	+	0.000	0.000	Merged-chr13-24866887-32
NR9346--MA0684.1.RUNX3	chr6	143816692	143816701	-	0.000	0.000	Merged-chr6-143816694-7
NR4404--MA0684.1.RUNX3	chr16	35485017	35485026	+	0.000	0.000	Merged-chr16-35485007-20
NR10249--MA0511.2.RUNX2	chr8	40584804	40584812	+	0.000	0.000	Merged-chr8-40584789-43
NR944--MA0511.2.RUNX2	chr10	13438594	13438602	+	0.000	0.000	Merged-chr10-13438536-33
NR2976--MA0684.1.RUNX3	chr13	46159487	46159496	+	0.000	0.000	Merged-chr13-46159501-43
NR5810--MA0002.2.RUNX1	chr19	40821498	40821508	-	0.000	0.000	Merged-chr19-40821418-1
NR4094--MA0002.2.RUNX1	chr15	84178922	84178932	-	0.000	0.000	Merged-chr15-84178956-9
NR769--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR8182--MA0002.2.RUNX1	chr5	52126097	52126107	-	0.000	0.000	Merged-chr5-52126006-25
