#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR5009--MA0769.1.Tcf7	chr2	113234797	113234808	-	0.000	0.000	Merged-chr2-113234652-8
NR4945--MA0523.1.TCF7L2	chr2	102040255	102040268	-	0.000	0.000	Merged-chr2-102040255-6
NR3235--MA0523.1.TCF7L2	chr15	80020709	80020722	+	0.000	0.000	Merged-chr15-80020745-7
NR7926--MA0523.1.TCF7L2	chr7	112213248	112213261	-	0.000	0.000	Merged-chr7-112213302-61
NR6709--MA1421.1.TCF7L1	chr5	74105560	74105571	-	0.000	0.000	Merged-chr5-74105575-19
NR4124--MA0523.1.TCF7L2	chr18	46381184	46381197	+	0.000	0.000	Merged-chr18-46381195-31
NR2684--MA0769.1.Tcf7	chr14	34670398	34670409	+	0.000	0.000	Merged-chr14-34670464-10
NR6048--MA0523.1.TCF7L2	chr4	7961626	7961639	-	0.000	0.000	Merged-chr4-7961828-25
NR3441--MA0523.1.TCF7L2	chr16	30656095	30656108	+	0.000	0.000	Merged-chr16-30655956-7
NR7061--MA0523.1.TCF7L2	chr6	13650188	13650201	+	0.000	0.000	Merged-chr6-13650395-4
NR4837--MA0769.1.Tcf7	chr2	70727345	70727356	+	0.000	0.000	Merged-chr2-70727299-23
NR6254--MA0523.1.TCF7L2	chr4	88122427	88122440	+	0.000	0.000	Merged-chr4-88122493-27
NR9185--MA0769.1.Tcf7	chrX	166718155	166718166	+	0.000	0.000	Merged-chrX-166718260-20
NR254--MA1421.1.TCF7L1	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR3313--MA0769.1.Tcf7	chr15	97842349	97842360	-	0.000	0.000	Merged-chr15-97842393-22
NR2864--MA1421.1.TCF7L1	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR195--MA0523.1.TCF7L2	chr1	82795538	82795551	+	0.000	0.000	Merged-chr1-82795778-30
NR1608--MA0523.1.TCF7L2	chr11	109785570	109785583	+	0.000	0.000	Merged-chr11-109785498-8
NR7471--MA0769.1.Tcf7	chr6	118621840	118621851	-	0.000	0.000	Merged-chr6-118621968-6
NR870--MA0523.1.TCF7L2	chr10	44444529	44444542	+	0.000	0.000	Merged-chr10-44444573-2
NR7113--MA0769.1.Tcf7	chr6	34939575	34939586	-	0.000	0.000	Merged-chr6-34939585-12
NR1192--MA1421.1.TCF7L1	chr10	111562791	111562802	+	0.000	0.000	Merged-chr10-111562842-26
NR4810--MA1421.1.TCF7L1	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR4076--MA0523.1.TCF7L2	chr18	33781014	33781027	+	0.000	0.000	Merged-chr18-33781041-12
NR1035--MA0769.1.Tcf7	chr10	82728186	82728197	-	0.000	0.000	Merged-chr10-82728321-8
NR3534--MA1421.1.TCF7L1	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
NR879--MA0523.1.TCF7L2	chr10	50650806	50650819	-	0.000	0.000	Merged-chr10-50650757-16
NR8888--MA0769.1.Tcf7	chr9	102546098	102546109	-	0.000	0.000	Merged-chr9-102546012-3
NR226--MA0523.1.TCF7L2	chr1	85958379	85958392	+	0.000	0.000	Merged-chr1-85958439-33
NR5567--MA0523.1.TCF7L2	chr3	79129254	79129267	-	0.000	0.000	Merged-chr3-79129160-12
NR152--MA0769.1.Tcf7	chr1	64308913	64308924	-	0.000	0.000	Merged-chr1-64308786-15
NR7756--MA1421.1.TCF7L1	chr7	63816454	63816465	+	0.000	0.000	Merged-chr7-63816277-96
NR3309--MA0769.1.Tcf7	chr15	97400989	97401000	+	0.000	0.000	Merged-chr15-97401100-7
NR2296--MA1421.1.TCF7L1	chr13	52628151	52628162	+	0.000	0.000	Merged-chr13-52628204-1
NR5817--MA0523.1.TCF7L2	chr3	126825131	126825144	-	0.000	0.000	Merged-chr3-126825034-19
NR1728--MA0523.1.TCF7L2	chr12	25601139	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR8079--MA0523.1.TCF7L2	chr7	136211566	136211579	+	0.000	0.000	Merged-chr7-136211556-10
NR6919--MA0769.1.Tcf7	chr5	121173009	121173020	+	0.000	0.000	Merged-chr5-121173124-16
NR2670--MA1421.1.TCF7L1	chr14	30024459	30024470	-	0.000	0.000	Merged-chr14-30024538-20
NR4709--MA0523.1.TCF7L2	chr2	45946382	45946395	+	0.000	0.000	Merged-chr2-45946471-14
NR2931--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR4313--MA0523.1.TCF7L2	chr18	84911821	84911834	-	0.000	0.000	Merged-chr18-84911932-15
NR1598--MA0523.1.TCF7L2	chr11	108202866	108202879	-	0.000	0.000	Merged-chr11-108202916-3
NR5968--MA0769.1.Tcf7	chr3	148493442	148493453	-	0.000	0.000	Merged-chr3-148493527-10
NR8463--MA0769.1.Tcf7	chr8	123404748	123404759	-	0.000	0.000	Merged-chr8-123404693-24
NR4915--MA0523.1.TCF7L2	chr2	91791948	91791961	+	0.000	0.000	Merged-chr2-91791842-8
NR2655--MA0523.1.TCF7L2	chr14	22270836	22270849	-	0.000	0.000	Merged-chr14-22271018-1
NR5058--MA1421.1.TCF7L1	chr2	121570240	121570251	+	0.000	0.000	Merged-chr2-121570231-16
NR1812--MA1421.1.TCF7L1	chr12	53024928	53024939	-	0.000	0.000	Merged-chr12-53024873-19
NR5771--MA0769.1.Tcf7	chr3	116386819	116386830	+	0.000	0.000	Merged-chr3-116386953-10
NR2027--MA0769.1.Tcf7	chr12	106658339	106658350	-	0.000	0.000	Merged-chr12-106658505-23
NR1921--MA0523.1.TCF7L2	chr12	82187505	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR2148--MA0769.1.Tcf7	chr13	5769669	5769680	+	0.000	0.000	Merged-chr13-5769839-23
NR2628--MA1421.1.TCF7L1	chr14	15272608	15272619	+	0.000	0.000	Merged-chr14-15272424-5
NR3774--MA1421.1.TCF7L1	chr17	21661845	21661856	+	0.000	0.000	Merged-chr17-21661730-8
NR7958--MA1421.1.TCF7L1	chr7	116557589	116557600	-	0.000	0.000	Merged-chr7-116557657-1
NR8918--MA0523.1.TCF7L2	chr9	108617523	108617536	+	0.000	0.000	Merged-chr9-108617434-16
NR3905--MA0769.1.Tcf7	chr17	63460229	63460240	-	0.000	0.000	Merged-chr17-63460148-16
NR731--MA1421.1.TCF7L1	chr10	6954709	6954720	-	0.000	0.000	Merged-chr10-6954726-16
NR2217--MA0523.1.TCF7L2	chr13	30833848	30833861	+	0.000	0.000	Merged-chr13-30833715-52
NR8253--MA0769.1.Tcf7	chr8	60954792	60954803	+	0.000	0.000	Merged-chr8-60954738-34
NR1366--MA0523.1.TCF7L2	chr11	30168263	30168276	-	0.000	0.000	Merged-chr11-30168139-12
NR6005--MA0523.1.TCF7L2	chr3	154694066	154694079	-	0.000	0.000	Merged-chr3-154694103-10
NR5647--MA1421.1.TCF7L1	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR6512--MA0769.1.Tcf7	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR1609--MA0769.1.Tcf7	chr11	109785570	109785581	+	0.000	0.000	Merged-chr11-109785498-8
NR1206--MA1421.1.TCF7L1	chr10	114645086	114645097	-	0.000	0.000	Merged-chr10-114644949-1
NR4515--MA0523.1.TCF7L2	chr19	58443269	58443282	+	0.000	0.000	Merged-chr19-58443436-34
NR3086--MA1421.1.TCF7L1	chr15	31649926	31649937	+	0.000	0.000	Merged-chr15-31649789-27
NR5756--MA0523.1.TCF7L2	chr3	115604041	115604054	+	0.000	0.000	Merged-chr3-115603959-15
NR7960--MA0769.1.Tcf7	chr7	116557589	116557600	-	0.000	0.000	Merged-chr7-116557657-1
NR7817--MA0769.1.Tcf7	chr7	79190893	79190904	+	0.000	0.000	Merged-chr7-79190820-25
NR621--MA0523.1.TCF7L2	chr1	179184969	179184982	-	0.000	0.000	Merged-chr1-179184943-3
NR1891--MA0769.1.Tcf7	chr12	76853353	76853364	-	0.000	0.000	Merged-chr12-76853290-4
NR1748--MA0769.1.Tcf7	chr12	31756178	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR2806--MA0523.1.TCF7L2	chr14	61773199	61773212	+	0.000	0.000	Merged-chr14-61773241-2
NR8108--MA1421.1.TCF7L1	chr7	142967347	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR650--MA0769.1.Tcf7	chr1	181157418	181157429	-	0.000	0.000	Merged-chr1-181157308-13
NR3283--MA0769.1.Tcf7	chr15	91619666	91619677	-	0.000	0.000	Merged-chr15-91619613-11
NR402--MA0523.1.TCF7L2	chr1	136618658	136618671	-	0.000	0.000	Merged-chr1-136618798-23
NR4033--MA0523.1.TCF7L2	chr18	12876590	12876603	+	0.000	0.000	Merged-chr18-12876665-8
NR7177--MA0769.1.Tcf7	chr6	53706591	53706602	+	0.000	0.000	Merged-chr6-53706669-3
NR426--MA1421.1.TCF7L1	chr1	138912380	138912391	-	0.000	0.000	Merged-chr1-138912378-18
NR5318--MA0523.1.TCF7L2	chr2	169423640	169423653	-	0.000	0.000	Merged-chr2-169423761-9
NR1305--MA0769.1.Tcf7	chr11	3557883	3557894	+	0.000	0.000	Merged-chr11-3557717-6
NR6163--MA0523.1.TCF7L2	chr4	55755858	55755871	-	0.000	0.000	Merged-chr4-55755950-2
NR8520--MA1421.1.TCF7L1	chr9	11559578	11559589	-	0.000	0.000	Merged-chr9-11559688-28
NR3610--MA0769.1.Tcf7	chr16	76575446	76575457	-	0.000	0.000	Merged-chr16-76575582-30
NR1775--MA0769.1.Tcf7	chr12	39649245	39649256	-	0.000	0.000	Merged-chr12-39649191-14
NR3432--MA0523.1.TCF7L2	chr16	25466154	25466167	+	0.000	0.000	Merged-chr16-25466054-6
NR3264--MA0523.1.TCF7L2	chr15	86064926	86064939	-	0.000	0.000	Merged-chr15-86064998-16
NR23--MA1421.1.TCF7L1	chr1	15791838	15791849	+	0.000	0.000	Merged-chr1-15791984-23
NR8173--MA0769.1.Tcf7	chr8	25769246	25769257	+	0.000	0.000	Merged-chr8-25769209-9
NR780--MA0769.1.Tcf7	chr10	19406887	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR6597--MA0523.1.TCF7L2	chr5	36140700	36140713	-	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR3060--MA1421.1.TCF7L1	chr15	25828686	25828697	-	0.000	0.000	Merged-chr15-25828667-44
NR2649--MA1421.1.TCF7L1	chr14	21078678	21078689	-	0.000	0.000	Merged-chr14-21078723-20
NR7625--MA0769.1.Tcf7	chr6	146960240	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR5217--MA0769.1.Tcf7	chr2	150130342	150130353	+	0.000	0.000	Merged-chr2-150130462-1
NR8952--MA0769.1.Tcf7	chr9	114604275	114604286	-	0.000	0.000	Merged-chr9-114604237-4
NR3609--MA0523.1.TCF7L2	chr16	76575444	76575457	-	0.000	0.000	Merged-chr16-76575582-30
NR4812--MA0769.1.Tcf7	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR3045--MA0523.1.TCF7L2	chr15	10447302	10447315	+	0.000	0.000	Merged-chr15-10447359-14
NR8706--MA0769.1.Tcf7	chr9	65084569	65084580	-	0.000	0.000	Merged-chr9-65084631-10
NR1341--MA0769.1.Tcf7	chr11	20035502	20035513	+	0.000	0.000	Merged-chr11-20035595-25
NR65--MA0769.1.Tcf7	chr1	36910447	36910458	+	0.000	0.000	Merged-chr1-36910479-15
NR8171--MA1421.1.TCF7L1	chr8	25769246	25769257	+	0.000	0.000	Merged-chr8-25769209-9
NR2796--MA0523.1.TCF7L2	chr14	59202010	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR4888--MA0523.1.TCF7L2	chr2	84016487	84016500	-	0.000	0.000	Merged-chr2-84016424-23
NR1453--MA0769.1.Tcf7	chr11	68204521	68204532	-	0.000	0.000	Merged-chr11-68204624-12
NR788--MA0523.1.TCF7L2	chr10	19965011	19965024	+	0.000	0.000	Merged-chr10-19965136-5
NR3853--MA0523.1.TCF7L2	chr17	45342329	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR1207--MA0769.1.Tcf7	chr10	114645086	114645097	-	0.000	0.000	Merged-chr10-114644949-1
NR7473--MA0523.1.TCF7L2	chr6	120006467	120006480	+	0.000	0.000	Merged-chr6-120006378-7
NR400--MA1421.1.TCF7L1	chr1	136609083	136609094	-	0.000	0.000	Merged-chr1-136609076-3
NR3727--MA0769.1.Tcf7	chr17	3246828	3246839	+	0.000	0.000	Merged-chr17-3246798-10
NR9147--MA0769.1.Tcf7	chrX	134301655	134301666	-	0.000	0.000	Merged-chrX-134301547-11
NR4441--MA0523.1.TCF7L2	chr19	40665895	40665908	-	0.000	0.000	Merged-chr19-40666029-20
NR539--MA0769.1.Tcf7	chr1	161480192	161480203	-	0.000	0.000	Merged-chr1-161480099-19
NR5726--MA0523.1.TCF7L2	chr3	108124338	108124351	+	0.000	0.000	Merged-chr3-108124378-33
NR1337--MA0769.1.Tcf7	chr11	16858778	16858789	-	0.000	0.000	Merged-chr11-16858803-1
NR7446--MA1421.1.TCF7L1	chr6	115560105	115560116	+	0.000	0.000	Merged-chr6-115560075-18
NR8760--MA1421.1.TCF7L1	chr9	77683541	77683552	+	0.000	0.000	Merged-chr9-77683679-29
NR3672--MA0523.1.TCF7L2	chr16	92307632	92307645	+	0.000	0.000	Merged-chr16-92307633-7
NR3087--MA0769.1.Tcf7	chr15	31649926	31649937	+	0.000	0.000	Merged-chr15-31649789-27
NR4921--MA1421.1.TCF7L1	chr2	92948442	92948453	+	0.000	0.000	Merged-chr2-92948458-20
NR388--MA0523.1.TCF7L2	chr1	133571485	133571498	+	0.000	0.000	Merged-chr1-133571423-3
NR575--MA0769.1.Tcf7	chr1	167296112	167296123	-	0.000	0.000	Merged-chr1-167296095-13
NR2139--MA0523.1.TCF7L2	chr13	3479835	3479848	+	0.000	0.000	Merged-chr13-3479941-4
NR4100--MA1421.1.TCF7L1	chr18	38584853	38584864	-	0.000	0.000	Merged-chr18-38584729-14
NR1104--MA0523.1.TCF7L2	chr10	95691109	95691122	+	0.000	0.000	Merged-chr10-95691143-13
NR6697--MA0769.1.Tcf7	chr5	67930823	67930834	-	0.000	0.000	Merged-chr5-67930859-12
NR7097--MA1421.1.TCF7L1	chr6	30677300	30677311	+	0.000	0.000	Merged-chr6-30677356-3
NR799--MA0769.1.Tcf7	chr10	24111229	24111240	-	0.000	0.000	Merged-chr10-24111264-14
NR1538--MA0523.1.TCF7L2	chr11	96058765	96058778	+	0.000	0.000	Merged-chr11-96058605-21
NR5775--MA1421.1.TCF7L1	chr3	117044690	117044701	+	0.000	0.000	Merged-chr3-117044595-20
NR902--MA0769.1.Tcf7	chr10	54255357	54255368	+	0.000	0.000	Merged-chr10-54255218-57
NR4572--MA1421.1.TCF7L1	chr2	11441904	11441915	-	0.000	0.000	Merged-chr2-11441982-17
NR1744--MA0523.1.TCF7L2	chr12	31621765	31621778	+	0.000	0.000	Merged-chr12-31621788-10
NR8588--MA1421.1.TCF7L1	chr9	35007272	35007283	+	0.000	0.000	Merged-chr9-35007274-11
NR2223--MA1421.1.TCF7L1	chr13	35842034	35842045	-	0.000	0.000	Merged-chr13-35841945-14
NR7624--MA0523.1.TCF7L2	chr6	146960238	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR8662--MA0769.1.Tcf7	chr9	51185627	51185638	+	0.000	0.000	Merged-chr9-51185836-35
NR215--MA1421.1.TCF7L1	chr1	85335693	85335704	+	0.000	0.000	Merged-chr1-85335844-5
NR8697--MA0523.1.TCF7L2	chr9	61745321	61745334	+	0.000	0.000	Merged-chr9-61745239-9
NR2728--MA0523.1.TCF7L2	chr14	45009529	45009542	-	0.000	0.000	Merged-chr14-45009601-8
NR7447--MA0769.1.Tcf7	chr6	115560105	115560116	+	0.000	0.000	Merged-chr6-115560075-18
NR4522--MA0769.1.Tcf7	chr19	59926319	59926330	-	0.000	0.000	Merged-chr19-59926305-20
NR1115--MA1421.1.TCF7L1	chr10	96955127	96955138	+	0.000	0.000	Merged-chr10-96955164-15
NR1051--MA0769.1.Tcf7	chr10	84015022	84015033	-	0.000	0.000	Merged-chr10-84014974-1
NR1933--MA0769.1.Tcf7	chr12	84270077	84270088	-	0.000	0.000	Merged-chr12-84270208-31
NR253--MA1421.1.TCF7L1	chr1	91625898	91625909	-	0.000	0.000	Merged-chr1-91625866-1
NR7854--MA1421.1.TCF7L1	chr7	90081893	90081904	-	0.000	0.000	Merged-chr7-90081975-11
NR7193--MA0523.1.TCF7L2	chr6	55256721	55256734	-	0.000	0.000	Merged-chr6-55256807-22
NR2598--MA0523.1.TCF7L2	chr14	7832268	7832281	-	0.000	0.000	Merged-chr14-7832137-26
NR4630--MA0523.1.TCF7L2	chr2	30648125	30648138	+	0.000	0.000	Merged-chr2-30648109-4
NR7839--MA0523.1.TCF7L2	chr7	84143204	84143217	-	0.000	0.000	Merged-chr7-84143230-35
NR1275--MA0769.1.Tcf7	chr10	122604119	122604130	+	0.000	0.000	Merged-chr10-122604110-13
NR1755--MA1421.1.TCF7L1	chr12	34143172	34143183	+	0.000	0.000	Merged-chr12-34143068-3
NR280--MA0769.1.Tcf7	chr1	95375654	95375665	-	0.000	0.000	Merged-chr1-95375799-8
NR7689--MA0769.1.Tcf7	chr7	24468103	24468114	-	0.000	0.000	Merged-chr7-24468111-23
NR2365--MA0769.1.Tcf7	chr13	73772886	73772897	+	0.000	0.000	Merged-chr13-73772920-55
NR8890--MA0523.1.TCF7L2	chr9	102587425	102587438	-	0.000	0.000	Merged-chr9-102587549-11
NR5299--MA0769.1.Tcf7	chr2	164534498	164534509	-	0.000	0.000	Merged-chr2-164534526-17
NR2025--MA0769.1.Tcf7	chr12	105538348	105538359	+	0.000	0.000	Merged-chr12-105538395-6
NR5760--MA0769.1.Tcf7	chr3	115704660	115704671	-	0.000	0.000	Merged-chr3-115704719-34
NR8318--MA0769.1.Tcf7	chr8	81735892	81735903	-	0.000	0.000	Merged-chr8-81736050-71
NR5758--MA1421.1.TCF7L1	chr3	115704660	115704671	-	0.000	0.000	Merged-chr3-115704719-34
NR6183--MA0769.1.Tcf7	chr4	57834166	57834177	+	0.000	0.000	Merged-chr4-57834236-9
NR3775--MA0523.1.TCF7L2	chr17	21661845	21661858	+	0.000	0.000	Merged-chr17-21661730-8
NR4442--MA0769.1.Tcf7	chr19	40665897	40665908	-	0.000	0.000	Merged-chr19-40666029-20
NR130--MA0523.1.TCF7L2	chr1	60883020	60883033	-	0.000	0.000	Merged-chr1-60883000-15
NR3585--MA0769.1.Tcf7	chr16	58553483	58553494	-	0.000	0.000	Merged-chr16-58553585-23
NR8130--MA0769.1.Tcf7	chr8	8343178	8343189	+	0.000	0.000	Merged-chr8-8343206-7
NR7607--MA0523.1.TCF7L2	chr6	145285831	145285844	-	0.000	0.000	Merged-chr6-145285757-35
NR7660--MA1421.1.TCF7L1	chr7	12987584	12987595	-	0.000	0.000	Merged-chr7-12987633-12
NR732--MA0523.1.TCF7L2	chr10	6954707	6954720	-	0.000	0.000	Merged-chr10-6954726-16
NR8452--MA0523.1.TCF7L2	chr8	120890474	120890487	-	0.000	0.000	Merged-chr8-120890385-4
NR706--MA0769.1.Tcf7	chr1	191486653	191486664	-	0.000	0.000	Merged-chr1-191486758-12
NR4102--MA0769.1.Tcf7	chr18	38701046	38701057	+	0.000	0.000	Merged-chr18-38700911-27
NR818--MA0769.1.Tcf7	chr10	25918280	25918291	+	0.000	0.000	Merged-chr10-25918351-16
NR7176--MA0523.1.TCF7L2	chr6	53706591	53706604	+	0.000	0.000	Merged-chr6-53706669-3
NR8490--MA0523.1.TCF7L2	chr8	126826118	126826131	-	0.000	0.000	Merged-chr8-126826357-7
NR6537--MA0523.1.TCF7L2	chr5	9107427	9107440	+	0.000	0.000	Merged-chr5-9107352-33
NR345--MA0523.1.TCF7L2	chr1	119795335	119795348	-	0.000	0.000	Merged-chr1-119795246-28
NR7778--MA0523.1.TCF7L2	chr7	67911887	67911900	+	0.000	0.000	Merged-chr7-67912081-16
NR2955--MA0523.1.TCF7L2	chr14	108374020	108374033	+	0.000	0.000	Merged-chr14-108373968-8
NR5502--MA0523.1.TCF7L2	chr3	60124187	60124200	+	0.000	0.000	Merged-chr3-60124423-36
NR4073--MA1421.1.TCF7L1	chr18	33060123	33060134	-	0.000	0.000	Merged-chr18-33060171-12
NR8014--MA0769.1.Tcf7	chr7	125561321	125561332	-	0.000	0.000	Merged-chr7-125561411-29
NR779--MA0523.1.TCF7L2	chr10	19406885	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR4590--MA0769.1.Tcf7	chr2	17855732	17855743	-	0.000	0.000	Merged-chr2-17855738-13
NR6599--MA1421.1.TCF7L1	chr5	36140747	36140758	+	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR9146--MA1421.1.TCF7L1	chrX	134301655	134301666	-	0.000	0.000	Merged-chrX-134301547-11
NR3375--MA0769.1.Tcf7	chr16	10399306	10399317	-	0.000	0.000	Merged-chr16-10399279-20
NR2993--MA0523.1.TCF7L2	chr14	121353971	121353984	-	0.000	0.000	Merged-chr14-121354142-24
NR5416--MA0769.1.Tcf7	chr3	21639672	21639683	+	0.000	0.000	Merged-chr3-21639655-12
NR6781--MA0523.1.TCF7L2	chr5	96254009	96254022	-	0.000	0.000	Merged-chr5-96254113-8
NR2736--MA0523.1.TCF7L2	chr14	47664710	47664723	+	0.000	0.000	Merged-chr14-47664615-11
NR7207--MA0523.1.TCF7L2	chr6	59451110	59451123	-	0.000	0.000	Merged-chr6-59451158-16
NR6864--MA0769.1.Tcf7	chr5	107529092	107529103	-	0.000	0.000	Merged-chr5-107529039-9
NR7092--MA1421.1.TCF7L1	chr6	28622361	28622372	-	0.000	0.000	Merged-chr6-28622467-8
NR3047--MA1421.1.TCF7L1	chr15	11489301	11489312	-	0.000	0.000	Merged-chr15-11489207-4
NR5649--MA0769.1.Tcf7	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR1557--MA1421.1.TCF7L1	chr11	98660778	98660789	+	0.000	0.000	Merged-chr11-98660794-12
NR6618--MA0769.1.Tcf7	chr5	38632724	38632735	-	0.000	0.000	Merged-chr5-38632599-22
NR4538--MA1421.1.TCF7L1	chr2	4298905	4298916	+	0.000	0.000	Merged-chr2-4299012-15
NR8860--MA0523.1.TCF7L2	chr9	96696536	96696549	-	0.000	0.000	Merged-chr9-96696442-50
NR8950--MA0769.1.Tcf7	chr9	114592577	114592588	-	0.000	0.000	Merged-chr9-114592565-4
NR6511--MA0523.1.TCF7L2	chr4	150517642	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR8435--MA0523.1.TCF7L2	chr8	115237246	115237259	+	0.000	0.000	Merged-chr8-115237313-17
NR6175--MA0523.1.TCF7L2	chr4	56944535	56944548	-	0.000	0.000	Merged-chr4-56944579-16
NR151--MA0523.1.TCF7L2	chr1	64308911	64308924	-	0.000	0.000	Merged-chr1-64308786-15
NR5704--MA0523.1.TCF7L2	chr3	103640395	103640408	-	0.000	0.000	Merged-chr3-103640406-6
NR6015--MA1421.1.TCF7L1	chr3	157083255	157083266	-	0.000	0.000	Merged-chr3-157083390-6
NR5500--MA1421.1.TCF7L1	chr3	59277951	59277962	+	0.000	0.000	Merged-chr3-59277984-20
NR2514--MA0769.1.Tcf7	chr13	108763551	108763562	-	0.000	0.000	Merged-chr13-108763497-25
NR868--MA0769.1.Tcf7	chr10	43519934	43519945	-	0.000	0.000	Merged-chr10-43520023-14
NR1157--MA1421.1.TCF7L1	chr10	106614442	106614453	-	0.000	0.000	Merged-chr10-106614389-7
NR9105--MA0523.1.TCF7L2	chrX	85737705	85737718	-	0.000	0.000	Merged-chrX-85737636-10
NR2117--MA0523.1.TCF7L2	chr12	117761967	117761980	-	0.000	0.000	Merged-chr12-117761862-24
NR6186--MA1421.1.TCF7L1	chr4	58121160	58121171	-	0.000	0.000	Merged-chr4-58121225-3
NR8050--MA1421.1.TCF7L1	chr7	132356463	132356474	-	0.000	0.000	Merged-chr7-132356427-27
NR4599--MA0523.1.TCF7L2	chr2	19050361	19050374	+	0.000	0.000	Merged-chr2-19050158-33
NR2816--MA1421.1.TCF7L1	chr14	64182429	64182440	+	0.000	0.000	Merged-chr14-64182620-14
NR6538--MA0769.1.Tcf7	chr5	9107427	9107438	+	0.000	0.000	Merged-chr5-9107352-33
NR7352--MA0523.1.TCF7L2	chr6	95682809	95682822	-	0.000	0.000	Merged-chr6-95682989-10
NR8593--MA0523.1.TCF7L2	chr9	36802533	36802546	+	0.000	0.000	Merged-chr9-36802612-8
NR2288--MA0523.1.TCF7L2	chr13	52144227	52144240	-	0.000	0.000	Merged-chr13-52144310-15
NR1746--MA1421.1.TCF7L1	chr12	31756178	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR1559--MA0769.1.Tcf7	chr11	98660778	98660789	+	0.000	0.000	Merged-chr11-98660794-12
NR7626--MA1421.1.TCF7L1	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR3197--MA0769.1.Tcf7	chr15	68228377	68228388	+	0.000	0.000	Merged-chr15-68228296-28
NR8624--MA0769.1.Tcf7	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR2310--MA0523.1.TCF7L2	chr13	55255379	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR1687--MA0523.1.TCF7L2	chr12	8817860	8817873	+	0.000	0.000	Merged-chr12-8817903-12
NR3770--MA0769.1.Tcf7	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR4836--MA0523.1.TCF7L2	chr2	70727345	70727358	+	0.000	0.000	Merged-chr2-70727299-23
NR3619--MA1421.1.TCF7L1	chr16	78595989	78596000	-	0.000	0.000	Merged-chr16-78595924-17
NR1034--MA0523.1.TCF7L2	chr10	82728184	82728197	-	0.000	0.000	Merged-chr10-82728321-8
NR7407--MA1421.1.TCF7L1	chr6	103565084	103565095	+	0.000	0.000	Merged-chr6-103565102-16
NR2275--MA0523.1.TCF7L2	chr13	51712203	51712216	-	0.000	0.000	Merged-chr13-51712212-27
NR5681--MA0523.1.TCF7L2	chr3	100703372	100703385	-	0.000	0.000	Merged-chr3-100703204-27
NR4199--MA0523.1.TCF7L2	chr18	65327447	65327460	-	0.000	0.000	Merged-chr18-65327246-34
NR1689--MA0769.1.Tcf7	chr12	8817860	8817871	+	0.000	0.000	Merged-chr12-8817903-12
NR4508--MA1421.1.TCF7L1	chr19	58051237	58051248	-	0.000	0.000	Merged-chr19-58051277-2
NR4015--MA0523.1.TCF7L2	chr18	5820059	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR3261--MA1421.1.TCF7L1	chr15	85792256	85792267	-	0.000	0.000	Merged-chr15-85792290-2
NR2481--MA0523.1.TCF7L2	chr13	101713894	101713907	+	0.000	0.000	Merged-chr13-101713890-21
NR966--MA1421.1.TCF7L1	chr10	67697939	67697950	+	0.000	0.000	Merged-chr10-67697981-39
NR8589--MA0523.1.TCF7L2	chr9	35007272	35007285	+	0.000	0.000	Merged-chr9-35007274-11
