#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR47403--MA0493.1.Klf1	chr5	35176572	35176582	-	0.000	0.000	Merged-chr5-35176446-65
NR31895--MA0599.1.KLF5	chr19	33164692	33164701	-	0.000	0.000	Merged-chr19-33164881-15
NR24093--MA0741.1.KLF16	chr16	24624702	24624712	-	0.000	0.000	Merged-chr16-24624633-23
NR19846--MA0599.1.KLF5	chr14	67911777	67911786	-	0.000	0.000	Merged-chr14-67911920-26
NR52444--MA0039.3.KLF4	chr6	61270467	61270477	+	0.000	0.000	Merged-chr6-61270558-8
NR38364--MA0493.1.Klf1	chr2	181239449	181239459	+	0.000	0.000	Merged-chr2-181239288-1
NR51391--MA0493.1.Klf1	chr6	3541167	3541177	-	0.000	0.000	Merged-chr6-3541149-9
NR37615--MA0599.1.KLF5	chr2	166607046	166607055	+	0.000	0.000	Merged-chr2-166607083-27
NR29673--MA0741.1.KLF16	chr18	46917801	46917811	-	0.000	0.000	Merged-chr18-46917814-10
NR22283--MA0599.1.KLF5	chr15	78926265	78926274	+	0.000	0.000	Merged-chr15-78926202-1
NR28655--MA0039.3.KLF4	chr17	84368866	84368876	-	0.000	0.000	Merged-chr17-84368765-10
NR45385--MA0599.1.KLF5	chr4	135068053	135068062	-	0.000	0.000	Merged-chr4-135068016-12
NR39234--MA1107.1.KLF9	chr3	68784296	68784308	-	0.000	0.000	Merged-chr3-68784168-43
NR32976--MA0599.1.KLF5	chr2	5003273	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR40180--MA0741.1.KLF16	chr3	103376028	103376038	+	0.000	0.000	Merged-chr3-103375915-4
NR29849--MA0493.1.Klf1	chr18	56871835	56871845	-	0.000	0.000	Merged-chr18-56871976-16
NR6375--MA1107.1.KLF9	chr10	78243968	78243980	-	0.000	0.000	Merged-chr10-78243898-1
NR6712--MA0599.1.KLF5	chr10	81127651	81127660	+	0.000	0.000	Merged-chr10-81127720-40
NR15275--MA1107.1.KLF9	chr12	112699308	112699320	+	0.000	0.000	Merged-chr12-112699364-12
NR53544--MA0493.1.Klf1	chr6	113675504	113675514	-	0.000	0.000	Merged-chr6-113675410-10
NR61403--MA1107.1.KLF9	chr8	82782549	82782561	+	0.000	0.000	Merged-chr8-82782643-15
NR54442--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR57940--MA0742.1.Klf12	chr7	102427242	102427256	+	0.000	0.000	Merged-chr7-102427168-1
NR63574--MA0741.1.KLF16	chr9	24410668	24410678	+	0.000	0.000	Merged-chr9-24410583-1
NR12490--MA0599.1.KLF5	chr11	114361138	114361147	+	0.000	0.000	Merged-chr11-114361301-1
NR37526--MA0742.1.Klf12	chr2	164828985	164828999	+	0.000	0.000	Merged-chr2-164829091-12
NR26750--MA0599.1.KLF5	chr17	29345513	29345522	+	0.000	0.000	Merged-chr17-29345464-1
NR35234--MA0599.1.KLF5	chr2	92243970	92243979	-	0.000	0.000	Merged-chr2-92243919-9
NR51390--MA0039.3.KLF4	chr6	3541165	3541175	-	0.000	0.000	Merged-chr6-3541149-9
NR2160--MA0599.1.KLF5	chr1	131161257	131161266	-	0.000	0.000	Merged-chr1-131161352-21
NR1598--MA0493.1.Klf1	chr1	92258975	92258985	+	0.000	0.000	Merged-chr1-92258987-8
NR39252--MA1107.1.KLF9	chr3	69264217	69264229	-	0.000	0.000	Merged-chr3-69264408-12
NR43304--MA0599.1.KLF5	chr4	59230709	59230718	+	0.000	0.000	Merged-chr4-59230603-11
NR12793--MA0039.3.KLF4	chr11	118200330	118200340	-	0.000	0.000	Merged-chr11-118200400-19
NR34255--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR55679--MA0741.1.KLF16	chr7	19790020	19790030	+	0.000	0.000	Merged-chr7-19790098-49
NR33497--MA0493.1.Klf1	chr2	27487406	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR19607--MA0741.1.KLF16	chr14	59553207	59553217	+	0.000	0.000	Merged-chr14-59553394-22
NR490--MA0039.3.KLF4	chr1	40290710	40290720	+	0.000	0.000	Merged-chr1-40290751-7
NR13404--MA0039.3.KLF4	chr12	32202002	32202012	-	0.000	0.000	Merged-chr12-32202051-6
NR26689--MA0741.1.KLF16	chr17	28590946	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR39226--MA0493.1.Klf1	chr3	68784315	68784325	-	0.000	0.000	Merged-chr3-68784168-43
NR57216--MA0741.1.KLF16	chr7	80032536	80032546	+	0.000	0.000	Merged-chr7-80032517-2
NR49631--MA0742.1.Klf12	chr5	120688648	120688662	-	0.000	0.000	Merged-chr5-120688663-27
NR8417--MA0493.1.Klf1	chr10	122976231	122976241	+	0.000	0.000	Merged-chr10-122976254-31
NR60281--MA0742.1.Klf12	chr8	25059855	25059869	+	0.000	0.000	Merged-chr8-25059963-13
NR48520--MA0493.1.Klf1	chr5	93152193	93152203	-	0.000	0.000	Merged-chr5-93152431-86
NR39476--MA1107.1.KLF9	chr3	87266829	87266841	-	0.000	0.000	Merged-chr3-87266700-20
NR32869--MA0599.1.KLF5	chr19	60183111	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR58459--MA0742.1.Klf12	chr7	117449797	117449811	+	0.000	0.000	Merged-chr7-117449738-12
NR26817--MA0493.1.Klf1	chr17	31077832	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR53570--MA0039.3.KLF4	chr6	114679266	114679276	-	0.000	0.000	Merged-chr6-114679499-19
NR51387--MA0493.1.Klf1	chr6	3536249	3536259	+	0.000	0.000	Merged-chr6-3536376-27
NR57739--MA0741.1.KLF16	chr7	98469322	98469332	+	0.000	0.000	Merged-chr7-98469350-12
NR13526--MA0493.1.Klf1	chr12	41040123	41040133	-	0.000	0.000	Merged-chr12-41040097-12
NR26503--MA1107.1.KLF9	chr17	25584053	25584065	-	0.000	0.000	Merged-chr17-25583989-33
NR24453--MA1107.1.KLF9	chr16	44337716	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR42110--MA0741.1.KLF16	chr3	154628487	154628497	+	0.000	0.000	Merged-chr3-154628476-23
NR58452--MA0493.1.Klf1	chr7	117406360	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR37560--MA0741.1.KLF16	chr2	164943142	164943152	-	0.000	0.000	Merged-chr2-164943047-31
NR8215--MA1107.1.KLF9	chr10	121382682	121382694	-	0.000	0.000	Merged-chr10-121382753-17
NR39906--MA1107.1.KLF9	chr3	96338267	96338279	+	0.000	0.000	Merged-chr3-96338308-3
NR31097--MA0039.3.KLF4	chr19	3976115	3976125	+	0.000	0.000	Merged-chr19-3976009-22
NR22162--MA0742.1.Klf12	chr15	76799671	76799685	+	0.000	0.000	Merged-chr15-76799596-17
NR62978--MA0599.1.KLF5	chr8	124085801	124085810	+	0.000	0.000	Merged-chr8-124085760-17
NR20379--MA0740.1.KLF14	chr14	99266181	99266194	-	0.000	0.000	Merged-chr14-99266048-28
NR51209--MA0741.1.KLF16	chr5	148769452	148769462	+	0.000	0.000	Merged-chr5-148769647-40
NR47122--MA0599.1.KLF5	chr5	24969657	24969666	+	0.000	0.000	Merged-chr5-24969658-12
NR56631--MA0599.1.KLF5	chr7	45857206	45857215	+	0.000	0.000	Merged-chr7-45857394-8
NR22166--MA1107.1.KLF9	chr15	76799671	76799683	+	0.000	0.000	Merged-chr15-76799596-17
NR9961--MA0742.1.Klf12	chr11	58636719	58636733	+	0.000	0.000	Merged-chr11-58636809-13
NR66531--MA0493.1.Klf1	chr9	117911131	117911141	+	0.000	0.000	Merged-chr9-117910970-21
NR20792--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR37781--MA0599.1.KLF5	chr2	167975555	167975564	-	0.000	0.000	Merged-chr2-167975780-28
NR11611--MA0599.1.KLF5	chr11	97146173	97146182	+	0.000	0.000	Merged-chr11-97146058-3
NR23369--MA0599.1.KLF5	chr15	102110645	102110654	-	0.000	0.000	Merged-chr15-102110732-12
NR6909--MA0493.1.Klf1	chr10	83733946	83733956	-	0.000	0.000	Merged-chr10-83733897-13
NR35803--MA0741.1.KLF16	chr2	118499606	118499616	-	0.000	0.000	Merged-chr2-118499587-16
NR13167--MA0741.1.KLF16	chr12	13508949	13508959	-	0.000	0.000	Merged-chr12-13508859-14
NR59738--MA0039.3.KLF4	chr7	143644104	143644114	-	0.000	0.000	Merged-chr7-143644190-29
NR14512--MA0039.3.KLF4	chr12	94083600	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR182--MA0740.1.KLF14	chr1	21870788	21870801	+	0.000	0.000	Merged-chr1-21870806-15
NR31787--MA1107.1.KLF9	chr19	29194020	29194032	+	0.000	0.000	Merged-chr19-29193940-1
NR26867--MA0599.1.KLF5	chr17	31873301	31873310	-	0.000	0.000	Merged-chr17-31873313-29
NR21749--MA0599.1.KLF5	chr15	59805087	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR59654--MA0493.1.Klf1	chr7	141579225	141579235	-	0.000	0.000	Merged-chr7-141579078-48
NR30721--MA0742.1.Klf12	chr18	80600734	80600748	-	0.000	0.000	Merged-chr18-80600681-25
NR37511--MA0039.3.KLF4	chr2	164506744	164506754	+	0.000	0.000	Merged-chr2-164506889-12
NR2114--MA0742.1.Klf12	chr1	128540452	128540466	+	0.000	0.000	Merged-chr1-128540410-9
NR18591--MA0599.1.KLF5	chr14	12243815	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR3079--MA0657.1.KLF13	chr1	160268584	160268601	-	0.000	0.000	Merged-chr1-160268500-8
NR12239--MA0742.1.Klf12	chr11	108052551	108052565	-	0.000	0.000	Merged-chr11-108052517-16
NR32519--MA1107.1.KLF9	chr19	53407589	53407601	+	0.000	0.000	Merged-chr19-53407600-23
NR44738--MA1107.1.KLF9	chr4	126053437	126053449	-	0.000	0.000	Merged-chr4-126053470-9
NR65584--MA1107.1.KLF9	chr9	99699946	99699958	+	0.000	0.000	Merged-chr9-99699985-12
NR66661--MA0493.1.Klf1	chr9	119887698	119887708	+	0.000	0.000	Merged-chr9-119887655-1
NR63871--MA0599.1.KLF5	chr9	40997193	40997202	-	0.000	0.000	Merged-chr9-40997043-1
NR48230--MA0599.1.KLF5	chr5	77167274	77167283	-	0.000	0.000	Merged-chr5-77167373-14
NR40074--MA1107.1.KLF9	chr3	100812085	100812097	+	0.000	0.000	Merged-chr3-100812047-20
NR2365--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR1974--MA1107.1.KLF9	chr1	121241524	121241536	-	0.000	0.000	Merged-chr1-121241343-38
NR63504--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR706--MA1107.1.KLF9	chr1	53852270	53852282	-	0.000	0.000	Merged-chr1-53852404-19
NR47659--MA0493.1.Klf1	chr5	54111079	54111089	+	0.000	0.000	Merged-chr5-54110931-21
NR62463--MA0742.1.Klf12	chr8	115728735	115728749	+	0.000	0.000	Merged-chr8-115728663-11
NR46704--MA0599.1.KLF5	chr5	5573937	5573946	-	0.000	0.000	Merged-chr5-5574084-22
NR39904--MA0741.1.KLF16	chr3	96338268	96338278	+	0.000	0.000	Merged-chr3-96338308-3
NR15635--MA0599.1.KLF5	chr13	9360276	9360285	-	0.000	0.000	Merged-chr13-9360244-14
NR40552--MA0741.1.KLF16	chr3	116434980	116434990	-	0.000	0.000	Merged-chr3-116434903-21
NR24458--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR29209--MA1107.1.KLF9	chr18	23733805	23733817	+	0.000	0.000	Merged-chr18-23733972-8
NR10499--MA0740.1.KLF14	chr11	70473449	70473462	-	0.000	0.000	Merged-chr11-70473545-6
NR49550--MA0740.1.KLF14	chr5	117954102	117954115	-	0.000	0.000	Merged-chr5-117954106-23
NR29678--MA0741.1.KLF16	chr18	46917806	46917816	-	0.000	0.000	Merged-chr18-46917814-10
NR5320--MA0741.1.KLF16	chr10	40171487	40171497	-	0.000	0.000	Merged-chr10-40171372-15
NR25381--MA0741.1.KLF16	chr16	93447139	93447149	+	0.000	0.000	Merged-chr16-93447186-16
NR17964--MA0740.1.KLF14	chr13	106999703	106999716	-	0.000	0.000	Merged-chr13-106999635-1
NR65878--MA0741.1.KLF16	chr9	106430881	106430891	-	0.000	0.000	Merged-chr9-106430870-17
NR32973--MA0740.1.KLF14	chr2	5003272	5003285	+	0.000	0.000	Merged-chr2-5003396-19
NR32542--MA0493.1.Klf1	chr19	53760526	53760536	-	0.000	0.000	Merged-chr19-53760542-10
NR48454--MA0599.1.KLF5	chr5	92511404	92511413	-	0.000	0.000	Merged-chr5-92511528-18
NR11955--MA1107.1.KLF9	chr11	102074295	102074307	+	0.000	0.000	Merged-chr11-102074455-23
NR32462--MA0599.1.KLF5	chr19	47829049	47829058	-	0.000	0.000	Merged-chr19-47829109-19
NR32000--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR3357--MA1107.1.KLF9	chr1	167245605	167245617	-	0.000	0.000	Merged-chr1-167245435-23
NR57944--MA1107.1.KLF9	chr7	102427242	102427254	+	0.000	0.000	Merged-chr7-102427168-1
NR41276--MA1107.1.KLF9	chr3	136730175	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR16034--MA0039.3.KLF4	chr13	37124295	37124305	-	0.000	0.000	Merged-chr13-37124169-8
NR39247--MA0740.1.KLF14	chr3	69264216	69264229	-	0.000	0.000	Merged-chr3-69264408-12
NR2118--MA0741.1.KLF16	chr1	128540453	128540463	+	0.000	0.000	Merged-chr1-128540410-9
NR33985--MA1107.1.KLF9	chr2	35729683	35729695	-	0.000	0.000	Merged-chr2-35729635-16
NR29227--MA1107.1.KLF9	chr18	23841684	23841696	-	0.000	0.000	Merged-chr18-23841558-17
NR19341--MA0599.1.KLF5	chr14	53362233	53362242	-	0.000	0.000	Merged-chr14-53362328-16
NR51087--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR10516--MA1107.1.KLF9	chr11	70597422	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR11728--MA0599.1.KLF5	chr11	98510400	98510409	+	0.000	0.000	Merged-chr11-98510270-21
NR25106--MA0599.1.KLF5	chr16	85000213	85000222	+	0.000	0.000	Merged-chr16-85000062-1
NR42721--MA0741.1.KLF16	chr4	41770564	41770574	+	0.000	0.000	Merged-chr4-41770467-12
NR40513--MA1107.1.KLF9	chr3	115706550	115706562	+	0.000	0.000	Merged-chr3-115706402-1
NR42107--MA0493.1.Klf1	chr3	154628466	154628476	+	0.000	0.000	Merged-chr3-154628476-23
NR65487--MA0599.1.KLF5	chr9	97310559	97310568	-	0.000	0.000	Merged-chr9-97310505-7
NR19453--MA0599.1.KLF5	chr14	55025537	55025546	-	0.000	0.000	Merged-chr14-55025661-27
NR1065--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR29230--MA0741.1.KLF16	chr18	24056636	24056646	-	0.000	0.000	Merged-chr18-24056645-8
NR6780--MA0599.1.KLF5	chr10	81401939	81401948	-	0.000	0.000	Merged-chr10-81401925-26
NR32667--MA1107.1.KLF9	chr19	56756822	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR47327--MA0039.3.KLF4	chr5	33468920	33468930	+	0.000	0.000	Merged-chr5-33468852-15
NR30747--MA0742.1.Klf12	chr18	80629044	80629058	+	0.000	0.000	Merged-chr18-80629168-11
NR67110--MA0741.1.KLF16	chrX	12977808	12977818	-	0.000	0.000	Merged-chrX-12977868-18
NR40945--MA0741.1.KLF16	chr3	129470142	129470152	-	0.000	0.000	Merged-chr3-129470281-15
NR3157--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR40550--MA0599.1.KLF5	chr3	116434990	116434999	-	0.000	0.000	Merged-chr3-116434903-21
NR9539--MA0493.1.Klf1	chr11	46454881	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR59448--MA1107.1.KLF9	chr7	139075218	139075230	-	0.000	0.000	Merged-chr7-139075138-3
NR38964--MA0039.3.KLF4	chr3	52297523	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR63991--MA1107.1.KLF9	chr9	44698876	44698888	-	0.000	0.000	Merged-chr9-44698915-5
NR49632--MA0039.3.KLF4	chr5	120688650	120688660	-	0.000	0.000	Merged-chr5-120688663-27
NR35817--MA0599.1.KLF5	chr2	118658634	118658643	-	0.000	0.000	Merged-chr2-118658566-8
NR62561--MA1107.1.KLF9	chr8	117278225	117278237	-	0.000	0.000	Merged-chr8-117278352-17
NR64645--MA0742.1.Klf12	chr9	66604162	66604176	-	0.000	0.000	Merged-chr9-66604210-12
NR49222--MA0742.1.Klf12	chr5	112301909	112301923	+	0.000	0.000	Merged-chr5-112301937-36
NR48502--MA0741.1.KLF16	chr5	92967508	92967518	+	0.000	0.000	Merged-chr5-92967427-8
NR34090--MA0740.1.KLF14	chr2	44159727	44159740	+	0.000	0.000	Merged-chr2-44159655-18
NR56550--MA1107.1.KLF9	chr7	45211919	45211931	+	0.000	0.000	Merged-chr7-45211894-24
NR63035--MA0741.1.KLF16	chr8	124794654	124794664	+	0.000	0.000	Merged-chr8-124794523-6
NR32538--MA0493.1.Klf1	chr19	53760461	53760471	-	0.000	0.000	Merged-chr19-53760542-10
NR25329--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR55899--MA1107.1.KLF9	chr7	27260019	27260031	-	0.000	0.000	Merged-chr7-27259929-6
NR15271--MA0742.1.Klf12	chr12	112699308	112699322	+	0.000	0.000	Merged-chr12-112699364-12
NR21556--MA1107.1.KLF9	chr15	42983385	42983397	+	0.000	0.000	Merged-chr15-42983258-15
NR23498--MA0039.3.KLF4	chr16	4074962	4074972	+	0.000	0.000	Merged-chr16-4075088-14
NR62455--MA0599.1.KLF5	chr8	115408398	115408407	+	0.000	0.000	Merged-chr8-115408581-14
NR24109--MA0741.1.KLF16	chr16	24975253	24975263	+	0.000	0.000	Merged-chr16-24975123-11
NR37768--MA0493.1.Klf1	chr2	167831835	167831845	-	0.000	0.000	Merged-chr2-167831852-3
NR7717--MA1107.1.KLF9	chr10	111031828	111031840	+	0.000	0.000	Merged-chr10-111031729-43
NR29380--MA0493.1.Klf1	chr18	34783618	34783628	-	0.000	0.000	Merged-chr18-34783714-45
NR33770--MA0039.3.KLF4	chr2	32166595	32166605	-	0.000	0.000	Merged-chr2-32166737-9
NR20032--MA0740.1.KLF14	chr14	75064698	75064711	+	0.000	0.000	Merged-chr14-75064758-13
NR37889--MA0493.1.Klf1	chr2	169702951	169702961	+	0.000	0.000	Merged-chr2-169702917-20
NR62567--MA0599.1.KLF5	chr8	117481972	117481981	-	0.000	0.000	Merged-chr8-117482001-12
NR48929--MA0741.1.KLF16	chr5	105709896	105709906	-	0.000	0.000	Merged-chr5-105709845-15
NR37664--MA0039.3.KLF4	chr2	166753248	166753258	+	0.000	0.000	Merged-chr2-166753164-6
NR59821--MA0599.1.KLF5	chr7	145141144	145141153	+	0.000	0.000	Merged-chr7-145141078-1
NR37316--MA0493.1.Klf1	chr2	160657973	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR63872--MA0741.1.KLF16	chr9	40997192	40997202	-	0.000	0.000	Merged-chr9-40997043-1
NR21593--MA0599.1.KLF5	chr15	51510581	51510590	-	0.000	0.000	Merged-chr15-51510503-1
NR5312--MA0741.1.KLF16	chr10	40171479	40171489	-	0.000	0.000	Merged-chr10-40171372-15
NR45138--MA0741.1.KLF16	chr4	132808284	132808294	-	0.000	0.000	Merged-chr4-132808337-17
NR4377--MA0599.1.KLF5	chr1	189698583	189698592	+	0.000	0.000	Merged-chr1-189698584-1
NR64881--MA0599.1.KLF5	chr9	73071163	73071172	-	0.000	0.000	Merged-chr9-73071283-26
NR22235--MA0740.1.KLF14	chr15	78515787	78515800	-	0.000	0.000	Merged-chr15-78515914-15
NR38778--MA0599.1.KLF5	chr3	37387238	37387247	+	0.000	0.000	Merged-chr3-37387338-33
NR37208--MA1107.1.KLF9	chr2	157147996	157148008	-	0.000	0.000	Merged-chr2-157147783-53
NR37783--MA0741.1.KLF16	chr2	167975535	167975545	-	0.000	0.000	Merged-chr2-167975780-28
NR40177--MA0741.1.KLF16	chr3	103376025	103376035	+	0.000	0.000	Merged-chr3-103375915-4
NR61471--MA0039.3.KLF4	chr8	84024606	84024616	+	0.000	0.000	Merged-chr8-84024491-4
NR15652--MA0039.3.KLF4	chr13	12412262	12412272	-	0.000	0.000	Merged-chr13-12412239-11
NR17965--MA0657.1.KLF13	chr13	106999700	106999717	-	0.000	0.000	Merged-chr13-106999635-1
NR11729--MA0741.1.KLF16	chr11	98510400	98510410	+	0.000	0.000	Merged-chr11-98510270-21
NR32974--MA0657.1.KLF13	chr2	5003271	5003288	+	0.000	0.000	Merged-chr2-5003396-19
NR39948--MA0493.1.Klf1	chr3	96716029	96716039	+	0.000	0.000	Merged-chr3-96716132-19
NR39868--MA0599.1.KLF5	chr3	95995718	95995727	+	0.000	0.000	Merged-chr3-95995619-1
NR51791--MA0740.1.KLF14	chr6	34497749	34497762	-	0.000	0.000	Merged-chr6-34497714-15
NR36042--MA1107.1.KLF9	chr2	124698656	124698668	-	0.000	0.000	Merged-chr2-124698684-1
NR37315--MA0039.3.KLF4	chr2	160657971	160657981	-	0.000	0.000	Merged-chr2-160657923-30
NR61225--MA0039.3.KLF4	chr8	72163002	72163012	+	0.000	0.000	Merged-chr8-72162977-17
NR48467--MA1107.1.KLF9	chr5	92511444	92511456	-	0.000	0.000	Merged-chr5-92511528-18
NR32001--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR40433--MA1107.1.KLF9	chr3	108727625	108727637	-	0.000	0.000	Merged-chr3-108727524-22
NR40557--MA0741.1.KLF16	chr3	116434989	116434999	-	0.000	0.000	Merged-chr3-116434903-21
NR52313--MA0599.1.KLF5	chr6	54902691	54902700	+	0.000	0.000	Merged-chr6-54902774-18
NR25134--MA0741.1.KLF16	chr16	87497083	87497093	-	0.000	0.000	Merged-chr16-87497296-12
NR35513--MA0599.1.KLF5	chr2	104179788	104179797	-	0.000	0.000	Merged-chr2-104179856-4
NR53630--MA1107.1.KLF9	chr6	115021461	115021473	+	0.000	0.000	Merged-chr6-115021349-12
NR54290--MA1107.1.KLF9	chr6	134014645	134014657	-	0.000	0.000	Merged-chr6-134014705-25
NR64047--MA0039.3.KLF4	chr9	46151679	46151689	+	0.000	0.000	Merged-chr9-46151705-34
NR49370--MA0599.1.KLF5	chr5	114041787	114041796	-	0.000	0.000	Merged-chr5-114041714-24
NR60284--MA0493.1.Klf1	chr8	25059855	25059865	+	0.000	0.000	Merged-chr8-25059963-13
NR1560--MA0742.1.Klf12	chr1	91507356	91507370	+	0.000	0.000	Merged-chr1-91507469-20
NR59041--MA0742.1.Klf12	chr7	128070069	128070083	+	0.000	0.000	Merged-chr7-128070068-7
NR16089--MA1107.1.KLF9	chr13	38503553	38503565	+	0.000	0.000	Merged-chr13-38503650-43
NR53264--MA0741.1.KLF16	chr6	99429068	99429078	+	0.000	0.000	Merged-chr6-99429138-37
NR32493--MA1107.1.KLF9	chr19	53035491	53035503	-	0.000	0.000	Merged-chr19-53035588-13
NR9164--MA0599.1.KLF5	chr11	22662217	22662226	-	0.000	0.000	Merged-chr11-22662312-4
NR42707--MA1107.1.KLF9	chr4	41658632	41658644	-	0.000	0.000	Merged-chr4-41658604-11
NR3510--MA1107.1.KLF9	chr1	170471949	170471961	+	0.000	0.000	Merged-chr1-170472023-1
NR21544--MA0742.1.Klf12	chr15	42983349	42983363	+	0.000	0.000	Merged-chr15-42983258-15
NR19461--MA0039.3.KLF4	chr14	55370587	55370597	-	0.000	0.000	Merged-chr14-55370593-10
NR11652--MA0493.1.Klf1	chr11	97719142	97719152	-	0.000	0.000	Merged-chr11-97719070-35
NR30752--MA1107.1.KLF9	chr18	80629044	80629056	+	0.000	0.000	Merged-chr18-80629168-11
NR67108--MA0599.1.KLF5	chrX	12977826	12977835	-	0.000	0.000	Merged-chrX-12977868-18
NR44872--MA0742.1.Klf12	chr4	129060102	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR44350--MA0493.1.Klf1	chr4	117220903	117220913	+	0.000	0.000	Merged-chr4-117221015-24
NR41454--MA0740.1.KLF14	chr3	142281222	142281235	+	0.000	0.000	Merged-chr3-142281213-32
NR60283--MA0039.3.KLF4	chr8	25059857	25059867	+	0.000	0.000	Merged-chr8-25059963-13
NR668--MA0599.1.KLF5	chr1	52144980	52144989	+	0.000	0.000	Merged-chr1-52145007-7
NR32105--MA0741.1.KLF16	chr19	41360631	41360641	+	0.000	0.000	Merged-chr19-41360707-21
NR28654--MA0599.1.KLF5	chr17	84368868	84368877	-	0.000	0.000	Merged-chr17-84368765-10
NR31851--MA0741.1.KLF16	chr19	31337342	31337352	-	0.000	0.000	Merged-chr19-31337298-1
NR4820--MA0493.1.Klf1	chr10	6956473	6956483	+	0.000	0.000	Merged-chr10-6956561-24
NR33426--MA0039.3.KLF4	chr2	26312944	26312954	+	0.000	0.000	Merged-chr2-26313010-11
NR34091--MA0657.1.KLF13	chr2	44159726	44159743	+	0.000	0.000	Merged-chr2-44159655-18
NR53748--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR47167--MA0742.1.Klf12	chr5	28242651	28242665	-	0.000	0.000	Merged-chr5-28242683-9
NR8929--MA0493.1.Klf1	chr11	5005465	5005475	+	0.000	0.000	Merged-chr11-5005546-13
NR12929--MA0741.1.KLF16	chr11	120990521	120990531	+	0.000	0.000	Merged-chr11-120990355-3
NR48452--MA0657.1.KLF13	chr5	92511398	92511415	-	0.000	0.000	Merged-chr5-92511528-18
NR2519--MA1107.1.KLF9	chr1	143505378	143505390	-	0.000	0.000	Merged-chr1-143505261-1
NR67367--MA0741.1.KLF16	chrX	48435797	48435807	-	0.000	0.000	Merged-chrX-48435827-14
NR26499--MA0742.1.Klf12	chr17	25583845	25583859	+	0.000	0.000	Merged-chr17-25583989-33
NR29814--MA0039.3.KLF4	chr18	56374074	56374084	-	0.000	0.000	Merged-chr18-56374140-32
NR14048--MA0740.1.KLF14	chr12	76889980	76889993	+	0.000	0.000	Merged-chr12-76889803-12
NR24083--MA1107.1.KLF9	chr16	24517830	24517842	-	0.000	0.000	Merged-chr16-24517976-11
NR37799--MA0039.3.KLF4	chr2	168429754	168429764	+	0.000	0.000	Merged-chr2-168429700-17
NR2514--MA0039.3.KLF4	chr1	143505177	143505187	+	0.000	0.000	Merged-chr1-143505261-1
NR35711--MA0657.1.KLF13	chr2	114566902	114566919	+	0.000	0.000	Merged-chr2-114567021-7
NR21548--MA0741.1.KLF16	chr15	42983350	42983360	+	0.000	0.000	Merged-chr15-42983258-15
NR2766--MA0740.1.KLF14	chr1	153287928	153287941	+	0.000	0.000	Merged-chr1-153288080-22
