#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR5092--MA0117.2.Mafb	chr17	8237581	8237592	-	0.000	0.000	Merged-chr17-8237581-7
NR4674--MA0659.1.MAFG	chr16	23175324	23175344	-	0.000	0.000	Merged-chr16-23175130-44
NR7921--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR4690--MA0495.2.MAFF	chr16	24854663	24854683	+	0.000	0.000	Merged-chr16-24854563-13
NR9633--MA0496.2.MAFK	chr6	29735987	29736005	+	0.000	0.000	Merged-chr6-29735888-24
NR5483--MA0591.1.Bach1::Mafk	chr17	86206505	86206519	-	0.000	0.000	Merged-chr17-86206449-38
NR8335--MA0117.2.Mafb	chr4	88079197	88079208	-	0.000	0.000	Merged-chr4-88079193-33
NR12355--MA0591.1.Bach1::Mafk	chr9	118646504	118646518	+	0.000	0.000	Merged-chr9-118646527-1
NR6120--MA0089.1.MAFG::NFE2L1	chr19	36364984	36364989	-	0.000	0.000	Merged-chr19-36364955-22
NR1262--MA0089.1.MAFG::NFE2L1	chr10	61233192	61233197	+	0.000	0.000	Merged-chr10-61233317-40
NR8292--MA0501.1.MAF::NFE2	chr4	63899067	63899081	-	0.000	0.000	Merged-chr4-63899190-80
NR4168--MA0501.1.MAF::NFE2	chr15	27577089	27577103	+	0.000	0.000	Merged-chr15-27577065-2
NR367--MA0496.2.MAFK	chr1	92119342	92119360	+	0.000	0.000	Merged-chr1-92119439-48
NR2323--MA0501.1.MAF::NFE2	chr11	108135098	108135112	+	0.000	0.000	Merged-chr11-108135170-1
NR2418--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR7466--MA0089.1.MAFG::NFE2L1	chr3	8845797	8845802	+	0.000	0.000	Merged-chr3-8845963-11
NR4226--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR8973--MA0089.1.MAFG::NFE2L1	chr5	29205966	29205971	+	0.000	0.000	Merged-chr5-29205850-28
NR2695--MA0089.1.MAFG::NFE2L1	chr12	80017802	80017807	-	0.000	0.000	Merged-chr12-80017692-17
NR4692--MA0117.2.Mafb	chr16	24854672	24854683	-	0.000	0.000	Merged-chr16-24854563-13
NR8899--MA0089.1.MAFG::NFE2L1	chr5	10246074	10246079	-	0.000	0.000	Merged-chr5-10245943-14
NR5015--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR12124--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR10903--MA0089.1.MAFG::NFE2L1	chr7	112679287	112679292	+	0.000	0.000	Merged-chr7-112679423-49
NR824--MA0496.2.MAFK	chr1	181157217	181157235	+	0.000	0.000	Merged-chr1-181157308-13
NR4576--MA0117.2.Mafb	chr15	102717591	102717602	-	0.000	0.000	Merged-chr15-102717579-4
NR5619--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR4389--MA0089.1.MAFG::NFE2L1	chr15	73599728	73599733	-	0.000	0.000	Merged-chr15-73599756-21
NR10210--MA0089.1.MAFG::NFE2L1	chr6	134117865	134117870	+	0.000	0.000	Merged-chr6-134117779-3
NR1071--MA0089.1.MAFG::NFE2L1	chr10	21029361	21029366	-	0.000	0.000	Merged-chr10-21029256-16
NR1286--MA0089.1.MAFG::NFE2L1	chr10	67498175	67498180	-	0.000	0.000	Merged-chr10-67498312-2
NR6678--MA0591.1.Bach1::Mafk	chr2	85223660	85223674	+	0.000	0.000	Merged-chr2-85223588-7
NR4361--MA0089.1.MAFG::NFE2L1	chr15	67139102	67139107	+	0.000	0.000	Merged-chr15-67138945-51
NR413--MA0089.1.MAFG::NFE2L1	chr1	106375139	106375144	+	0.000	0.000	Merged-chr1-106375068-41
NR11310--MA0659.1.MAFG	chr8	54660905	54660925	+	0.000	0.000	Merged-chr8-54660891-16
NR10338--MA0591.1.Bach1::Mafk	chr6	144909755	144909769	-	0.000	0.000	Merged-chr6-144909826-5
NR1211--MA0495.2.MAFF	chr10	53346649	53346669	+	0.000	0.000	Merged-chr10-53346835-25
NR8173--MA0495.2.MAFF	chr4	32387815	32387835	+	0.000	0.000	Merged-chr4-32387941-10
NR10652--MA0496.2.MAFK	chr7	73517588	73517606	+	0.000	0.000	Merged-chr7-73517689-25
NR4391--MA0495.2.MAFF	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR9923--MA0659.1.MAFG	chr6	97447130	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR867--MA0117.2.Mafb	chr1	183964330	183964341	-	0.000	0.000	Merged-chr1-183964383-6
NR7994--MA0659.1.MAFG	chr3	144134643	144134663	+	0.000	0.000	Merged-chr3-144134560-2
NR5673--MA0496.2.MAFK	chr18	39877922	39877940	+	0.000	0.000	Merged-chr18-39877975-43
NR9043--MA0089.1.MAFG::NFE2L1	chr5	57868855	57868860	-	0.000	0.000	Merged-chr5-57869019-33
NR847--MA0496.2.MAFK	chr1	182100629	182100647	-	0.000	0.000	Merged-chr1-182100503-13
NR60--MA0089.1.MAFG::NFE2L1	chr1	20740624	20740629	+	0.000	0.000	Merged-chr1-20740658-39
NR11703--MA0501.1.MAF::NFE2	chr8	125344032	125344046	-	0.000	0.000	Merged-chr8-125344095-45
NR6807--MA0591.1.Bach1::Mafk	chr2	117082001	117082015	+	0.000	0.000	Merged-chr2-117082079-6
NR10458--MA0659.1.MAFG	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR7852--MA0501.1.MAF::NFE2	chr3	121981098	121981112	+	0.000	0.000	Merged-chr3-121981151-1
NR12183--MA0496.2.MAFK	chr9	92602541	92602559	+	0.000	0.000	Merged-chr9-92602445-4
NR8175--MA0117.2.Mafb	chr4	32405326	32405337	+	0.000	0.000	Merged-chr4-32405236-4
NR9917--MA0495.2.MAFF	chr6	97447130	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR7777--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR7867--MA0495.2.MAFF	chr3	123192153	123192173	-	0.000	0.000	Merged-chr3-123192207-28
NR1499--MA0089.1.MAFG::NFE2L1	chr10	96535667	96535672	+	0.000	0.000	Merged-chr10-96535668-22
NR1464--MA0659.1.MAFG	chr10	93567012	93567032	+	0.000	0.000	Merged-chr10-93567136-2
NR2629--MA0501.1.MAF::NFE2	chr12	48511795	48511809	-	0.000	0.000	Merged-chr12-48511851-4
NR6423--MA0591.1.Bach1::Mafk	chr2	32772913	32772927	-	0.000	0.000	Merged-chr2-32772920-32
NR5219--MA0117.2.Mafb	chr17	34296158	34296169	-	0.000	0.000	Merged-chr17-34296219-24
NR4385--MA0089.1.MAFG::NFE2L1	chr15	73318726	73318731	+	0.000	0.000	Merged-chr15-73318798-19
NR7871--MA0496.2.MAFK	chr3	123192154	123192172	-	0.000	0.000	Merged-chr3-123192207-28
NR11309--MA0495.2.MAFF	chr8	54660905	54660925	-	0.000	0.000	Merged-chr8-54660891-16
NR9610--MA0659.1.MAFG	chr6	22314618	22314638	+	0.000	0.000	Merged-chr6-22314730-22
NR4348--MA0501.1.MAF::NFE2	chr15	64252670	64252684	-	0.000	0.000	Merged-chr15-64252738-7
NR11919--MA0591.1.Bach1::Mafk	chr9	55003787	55003801	+	0.000	0.000	Merged-chr9-55003714-9
NR4384--MA0591.1.Bach1::Mafk	chr15	73268472	73268486	-	0.000	0.000	Merged-chr15-73268336-36
NR4208--MA0089.1.MAFG::NFE2L1	chr15	38120472	38120477	-	0.000	0.000	Merged-chr15-38120488-27
NR1391--MA0501.1.MAF::NFE2	chr10	83590708	83590722	+	0.000	0.000	Merged-chr10-83590901-21
NR5513--MA0089.1.MAFG::NFE2L1	chr17	88480633	88480638	-	0.000	0.000	Merged-chr17-88480530-23
NR12329--MA0501.1.MAF::NFE2	chr9	116283898	116283912	-	0.000	0.000	Merged-chr9-116283998-37
NR360--MA0495.2.MAFF	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR4222--MA0501.1.MAF::NFE2	chr15	38710302	38710316	+	0.000	0.000	Merged-chr15-38710125-56
NR4942--MA0591.1.Bach1::Mafk	chr16	89974508	89974522	+	0.000	0.000	Merged-chr16-89974505-28
NR11074--MA0089.1.MAFG::NFE2L1	chr7	130774229	130774234	-	0.000	0.000	Merged-chr7-130774226-12
NR1008--MA0659.1.MAFG	chr10	3238612	3238632	+	0.000	0.000	Merged-chr10-3238463-21
NR3091--MA0496.2.MAFK	chr13	18757807	18757825	-	0.000	0.000	Merged-chr13-18757680-4
NR8816--MA0089.1.MAFG::NFE2L1	chr4	150339212	150339217	-	0.000	0.000	Merged-chr4-150339180-18
NR6795--MA0496.2.MAFK	chr2	114059829	114059847	+	0.000	0.000	Merged-chr2-114059851-34
NR4111--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR6363--MA0117.2.Mafb	chr2	17845441	17845452	-	0.000	0.000	Merged-chr2-17845339-45
NR8412--MA0089.1.MAFG::NFE2L1	chr4	101349694	101349699	-	0.000	0.000	Merged-chr4-101349658-19
NR320--MA0089.1.MAFG::NFE2L1	chr1	85985999	85986004	-	0.000	0.000	Merged-chr1-85986038-7
NR9926--MA0496.2.MAFK	chr6	97447131	97447149	-	0.000	0.000	Merged-chr6-97447180-22
NR1990--MA0591.1.Bach1::Mafk	chr11	64115901	64115915	-	0.000	0.000	Merged-chr11-64115983-5
NR7997--MA0496.2.MAFK	chr3	144134644	144134662	-	0.000	0.000	Merged-chr3-144134560-2
NR9609--MA0495.2.MAFF	chr6	22314618	22314638	-	0.000	0.000	Merged-chr6-22314730-22
NR1607--MA0089.1.MAFG::NFE2L1	chr10	117802925	117802930	-	0.000	0.000	Merged-chr10-117802767-2
NR2385--MA0501.1.MAF::NFE2	chr11	114965566	114965580	+	0.000	0.000	Merged-chr11-114965534-1
NR8729--MA0496.2.MAFK	chr4	144916722	144916740	-	0.000	0.000	Merged-chr4-144916675-7
NR363--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	-	0.000	0.000	Merged-chr1-92119439-48
NR6247--MA0117.2.Mafb	chr19	58524239	58524250	+	0.000	0.000	Merged-chr19-58524177-18
NR964--MA0591.1.Bach1::Mafk	chr1	191305799	191305813	-	0.000	0.000	Merged-chr1-191305828-16
NR114--MA0496.2.MAFK	chr1	39196873	39196891	-	0.000	0.000	Merged-chr1-39196974-45
NR9049--MA0496.2.MAFK	chr5	58084184	58084202	-	0.000	0.000	Merged-chr5-58084122-29
NR11878--MA0089.1.MAFG::NFE2L1	chr9	42897422	42897427	+	0.000	0.000	Merged-chr9-42897501-20
NR2557--MA0496.2.MAFK	chr12	25851736	25851754	-	0.000	0.000	Merged-chr12-25851772-17
NR256--MA0591.1.Bach1::Mafk	chr1	74854905	74854919	+	0.000	0.000	Merged-chr1-74854969-34
NR12357--MA0501.1.MAF::NFE2	chr9	118731080	118731094	-	0.000	0.000	Merged-chr9-118731153-14
NR11098--MA0089.1.MAFG::NFE2L1	chr7	135647132	135647137	+	0.000	0.000	Merged-chr7-135647119-33
NR11410--MA0591.1.Bach1::Mafk	chr8	79679125	79679139	+	0.000	0.000	Merged-chr8-79679083-33
NR4784--MA0659.1.MAFG	chr16	45310575	45310595	+	0.000	0.000	Merged-chr16-45310615-7
NR1291--MA0089.1.MAFG::NFE2L1	chr10	67891305	67891310	+	0.000	0.000	Merged-chr10-67891340-18
NR5623--MA0117.2.Mafb	chr18	34119202	34119213	-	0.000	0.000	Merged-chr18-34119023-1
NR12011--MA0089.1.MAFG::NFE2L1	chr9	63802244	63802249	+	0.000	0.000	Merged-chr9-63802306-15
NR3121--MA0117.2.Mafb	chr13	28417741	28417752	+	0.000	0.000	Merged-chr13-28417856-64
NR1593--MA0089.1.MAFG::NFE2L1	chr10	117293709	117293714	+	0.000	0.000	Merged-chr10-117293824-9
NR4753--MA0591.1.Bach1::Mafk	chr16	43253287	43253301	-	0.000	0.000	Merged-chr16-43253230-31
NR7582--MA0089.1.MAFG::NFE2L1	chr3	59703633	59703638	-	0.000	0.000	Merged-chr3-59703585-1
NR1018--MA0501.1.MAF::NFE2	chr10	7041181	7041195	-	0.000	0.000	Merged-chr10-7041240-23
NR11920--MA0501.1.MAF::NFE2	chr9	55003790	55003804	+	0.000	0.000	Merged-chr9-55003714-9
NR10658--MA0089.1.MAFG::NFE2L1	chr7	74343820	74343825	-	0.000	0.000	Merged-chr7-74343758-7
NR12528--MA0089.1.MAFG::NFE2L1	chrX	106962485	106962490	+	0.000	0.000	Merged-chrX-106962471-28
NR2273--MA0117.2.Mafb	chr11	102930843	102930854	+	0.000	0.000	Merged-chr11-102930777-13
NR9793--MA0495.2.MAFF	chr6	67668204	67668224	+	0.000	0.000	Merged-chr6-67668321-12
NR11552--MA0501.1.MAF::NFE2	chr8	111449823	111449837	-	0.000	0.000	Merged-chr8-111449964-18
NR818--MA0495.2.MAFF	chr1	181157216	181157236	+	0.000	0.000	Merged-chr1-181157308-13
NR11270--MA0089.1.MAFG::NFE2L1	chr8	33968385	33968390	-	0.000	0.000	Merged-chr8-33968508-27
NR11724--MA0659.1.MAFG	chr8	126686967	126686987	-	0.000	0.000	Merged-chr8-126687126-29
NR12035--MA0659.1.MAFG	chr9	68717083	68717103	+	0.000	0.000	Merged-chr9-68717105-6
NR3072--MA0089.1.MAFG::NFE2L1	chr13	13493562	13493567	+	0.000	0.000	Merged-chr13-13493678-12
NR4670--MA0496.2.MAFK	chr16	22794956	22794974	-	0.000	0.000	Merged-chr16-22794765-7
NR4453--MA0117.2.Mafb	chr15	84372887	84372898	+	0.000	0.000	Merged-chr15-84372915-18
NR255--MA0089.1.MAFG::NFE2L1	chr1	74784280	74784285	-	0.000	0.000	Merged-chr1-74784432-23
NR9773--MA0591.1.Bach1::Mafk	chr6	61263678	61263692	-	0.000	0.000	Merged-chr6-61263601-18
NR6504--MA0501.1.MAF::NFE2	chr2	46302669	46302683	-	0.000	0.000	Merged-chr2-46302794-23
NR2545--MA0089.1.MAFG::NFE2L1	chr12	25306111	25306116	-	0.000	0.000	Merged-chr12-25306142-51
NR5620--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR4200--MA0089.1.MAFG::NFE2L1	chr15	36759083	36759088	-	0.000	0.000	Merged-chr15-36759289-17
NR1533--MA0659.1.MAFG	chr10	105229292	105229312	-	0.000	0.000	Merged-chr10-105229362-2
NR11704--MA0496.2.MAFK	chr8	125344033	125344051	+	0.000	0.000	Merged-chr8-125344095-45
NR4465--MA0495.2.MAFF	chr15	85469117	85469137	+	0.000	0.000	Merged-chr15-85469002-5
NR4434--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR11046--MA0496.2.MAFK	chr7	126725175	126725193	-	0.000	0.000	Merged-chr7-126725257-13
NR11772--MA0089.1.MAFG::NFE2L1	chr8	128183761	128183766	-	0.000	0.000	Merged-chr8-128183667-3
NR109--MA0591.1.Bach1::Mafk	chr1	38723982	38723996	-	0.000	0.000	Merged-chr1-38723833-22
NR9784--MA0496.2.MAFK	chr6	65765318	65765336	+	0.000	0.000	Merged-chr6-65765316-29
NR4675--MA0496.2.MAFK	chr16	23175325	23175343	+	0.000	0.000	Merged-chr16-23175130-44
NR11157--MA0591.1.Bach1::Mafk	chr7	141097385	141097399	+	0.000	0.000	Merged-chr7-141097451-2
NR3083--MA0089.1.MAFG::NFE2L1	chr13	17185298	17185303	+	0.000	0.000	Merged-chr13-17185459-34
NR4787--MA0496.2.MAFK	chr16	45310576	45310594	-	0.000	0.000	Merged-chr16-45310615-7
NR366--MA0501.1.MAF::NFE2	chr1	92119347	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR2501--MA0591.1.Bach1::Mafk	chr12	8829648	8829662	+	0.000	0.000	Merged-chr12-8829730-25
NR10365--MA0089.1.MAFG::NFE2L1	chr6	146391317	146391322	+	0.000	0.000	Merged-chr6-146391315-9
NR10741--MA0089.1.MAFG::NFE2L1	chr7	84192270	84192275	-	0.000	0.000	Merged-chr7-84192440-15
NR9004--MA0501.1.MAF::NFE2	chr5	35673212	35673226	-	0.000	0.000	Merged-chr5-35673221-20
NR12177--MA0495.2.MAFF	chr9	92602540	92602560	-	0.000	0.000	Merged-chr9-92602445-4
NR8372--MA0496.2.MAFK	chr4	89350397	89350415	-	0.000	0.000	Merged-chr4-89350457-2
NR4843--MA0591.1.Bach1::Mafk	chr16	57281633	57281647	+	0.000	0.000	Merged-chr16-57281679-14
NR11287--MA0591.1.Bach1::Mafk	chr8	40584824	40584838	-	0.000	0.000	Merged-chr8-40584789-43
NR9090--MA0591.1.Bach1::Mafk	chr5	72844546	72844560	-	0.000	0.000	Merged-chr5-72844506-23
NR159--MA0501.1.MAF::NFE2	chr1	52066538	52066552	-	0.000	0.000	Merged-chr1-52066714-41
NR2052--MA0089.1.MAFG::NFE2L1	chr11	72762468	72762473	+	0.000	0.000	Merged-chr11-72762548-4
NR8722--MA0495.2.MAFF	chr4	144916721	144916741	-	0.000	0.000	Merged-chr4-144916675-7
NR999--MA0501.1.MAF::NFE2	chr1	194311315	194311329	+	0.000	0.000	Merged-chr1-194311253-1
NR4940--MA0495.2.MAFF	chr16	89974505	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR4033--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR4915--MA0117.2.Mafb	chr16	84618442	84618453	-	0.000	0.000	Merged-chr16-84618456-1
NR6688--MA0089.1.MAFG::NFE2L1	chr2	90752729	90752734	-	0.000	0.000	Merged-chr2-90752646-2
NR9733--MA0501.1.MAF::NFE2	chr6	53498094	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR10339--MA0501.1.MAF::NFE2	chr6	144909752	144909766	-	0.000	0.000	Merged-chr6-144909826-5
NR12190--MA0496.2.MAFK	chr9	93131712	93131730	-	0.000	0.000	Merged-chr9-93131866-17
NR12038--MA0496.2.MAFK	chr9	68717084	68717102	-	0.000	0.000	Merged-chr9-68717105-6
NR7225--MA0089.1.MAFG::NFE2L1	chr2	158166963	158166968	-	0.000	0.000	Merged-chr2-158166857-55
NR9669--MA0591.1.Bach1::Mafk	chr6	34938209	34938223	+	0.000	0.000	Merged-chr6-34938048-1
NR10867--MA0089.1.MAFG::NFE2L1	chr7	109265802	109265807	-	0.000	0.000	Merged-chr7-109265818-41
NR7972--MA0496.2.MAFK	chr3	142533311	142533329	-	0.000	0.000	Merged-chr3-142533345-44
NR11796--MA0089.1.MAFG::NFE2L1	chr9	11559614	11559619	-	0.000	0.000	Merged-chr9-11559688-28
NR6683--MA0117.2.Mafb	chr2	90552034	90552045	-	0.000	0.000	Merged-chr2-90552172-12
NR12197--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR3967--MA0495.2.MAFF	chr14	78273820	78273840	+	0.000	0.000	Merged-chr14-78273841-14
NR1973--MA0501.1.MAF::NFE2	chr11	61564298	61564312	+	0.000	0.000	Merged-chr11-61564144-31
NR6104--MA0495.2.MAFF	chr19	33429569	33429589	-	0.000	0.000	Merged-chr19-33429713-40
NR3570--MA0089.1.MAFG::NFE2L1	chr13	109701294	109701299	+	0.000	0.000	Merged-chr13-109701151-1
NR112--MA0495.2.MAFF	chr1	39196872	39196892	-	0.000	0.000	Merged-chr1-39196974-45
NR2561--MA0117.2.Mafb	chr12	26187583	26187594	-	0.000	0.000	Merged-chr12-26187652-24
NR6480--MA0495.2.MAFF	chr2	38548156	38548176	-	0.000	0.000	Merged-chr2-38548313-22
NR555--MA0501.1.MAF::NFE2	chr1	138952349	138952363	+	0.000	0.000	Merged-chr1-138952405-35
NR9826--MA0495.2.MAFF	chr6	72841910	72841930	+	0.000	0.000	Merged-chr6-72841906-9
NR12352--MA0501.1.MAF::NFE2	chr9	118361134	118361148	-	0.000	0.000	Merged-chr9-118361138-26
NR7501--MA0591.1.Bach1::Mafk	chr3	16227583	16227597	+	0.000	0.000	Merged-chr3-16227487-10
NR226--MA0659.1.MAFG	chr1	64601371	64601391	+	0.000	0.000	Merged-chr1-64601532-28
NR9672--MA0089.1.MAFG::NFE2L1	chr6	37055249	37055254	+	0.000	0.000	Merged-chr6-37055038-92
NR11699--MA0591.1.Bach1::Mafk	chr8	125344035	125344049	+	0.000	0.000	Merged-chr8-125344095-45
NR4711--MA0089.1.MAFG::NFE2L1	chr16	31205968	31205973	+	0.000	0.000	Merged-chr16-31205914-4
NR7120--MA0659.1.MAFG	chr2	148537465	148537485	-	0.000	0.000	Merged-chr2-148537326-5
NR11697--MA0495.2.MAFF	chr8	125344032	125344052	-	0.000	0.000	Merged-chr8-125344095-45
NR1015--MA0117.2.Mafb	chr10	5448533	5448544	+	0.000	0.000	Merged-chr10-5448562-35
NR10479--MA0117.2.Mafb	chr7	19239705	19239716	+	0.000	0.000	Merged-chr7-19239613-31
NR6395--MA0089.1.MAFG::NFE2L1	chr2	25620596	25620601	-	0.000	0.000	Merged-chr2-25620603-21
NR799--MA0117.2.Mafb	chr1	179169976	179169987	-	0.000	0.000	Merged-chr1-179169843-56
NR3752--MA0496.2.MAFK	chr14	33400262	33400280	-	0.000	0.000	Merged-chr14-33400156-27
NR365--MA0659.1.MAFG	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR1938--MA0089.1.MAFG::NFE2L1	chr11	54163129	54163134	+	0.000	0.000	Merged-chr11-54163174-10
NR10776--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR3293--MA0591.1.Bach1::Mafk	chr13	58453732	58453746	-	0.000	0.000	Merged-chr13-58453789-10
NR5390--MA0496.2.MAFK	chr17	73810262	73810280	+	0.000	0.000	Merged-chr17-73810198-2
NR7008--MA0591.1.Bach1::Mafk	chr2	136713311	136713325	-	0.000	0.000	Merged-chr2-136713421-11
NR9206--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR7575--MA0495.2.MAFF	chr3	55419474	55419494	-	0.000	0.000	Merged-chr3-55419547-37
NR12182--MA0501.1.MAF::NFE2	chr9	92602540	92602554	-	0.000	0.000	Merged-chr9-92602445-4
NR4939--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR9179--MA0117.2.Mafb	chr5	92963210	92963221	+	0.000	0.000	Merged-chr5-92963069-8
NR4943--MA0501.1.MAF::NFE2	chr16	89974511	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR1689--MA0496.2.MAFK	chr10	127607205	127607223	-	0.000	0.000	Merged-chr10-127607308-16
NR822--MA0659.1.MAFG	chr1	181157216	181157236	-	0.000	0.000	Merged-chr1-181157308-13
NR2135--MA0495.2.MAFF	chr11	83828747	83828767	+	0.000	0.000	Merged-chr11-83828814-21
NR2634--MA0501.1.MAF::NFE2	chr12	52644368	52644382	+	0.000	0.000	Merged-chr12-52644289-23
NR9889--MA0591.1.Bach1::Mafk	chr6	91061508	91061522	-	0.000	0.000	Merged-chr6-91061386-8
NR2081--MA0591.1.Bach1::Mafk	chr11	74973442	74973456	+	0.000	0.000	Merged-chr11-74973432-13
NR4979--MA0591.1.Bach1::Mafk	chr16	92904128	92904142	+	0.000	0.000	Merged-chr16-92904166-16
NR2459--MA0117.2.Mafb	chr11	120013376	120013387	+	0.000	0.000	Merged-chr11-120013327-19
NR8061--MA0089.1.MAFG::NFE2L1	chr3	152355557	152355562	+	0.000	0.000	Merged-chr3-152355609-21
NR8334--MA0495.2.MAFF	chr4	88079188	88079208	-	0.000	0.000	Merged-chr4-88079193-33
NR2360--MA0591.1.Bach1::Mafk	chr11	113009445	113009459	-	0.000	0.000	Merged-chr11-113009621-13
NR2137--MA0659.1.MAFG	chr11	83828747	83828767	+	0.000	0.000	Merged-chr11-83828814-21
NR1960--MA0117.2.Mafb	chr11	59293985	59293996	-	0.000	0.000	Merged-chr11-59293910-11
NR7158--MA0089.1.MAFG::NFE2L1	chr2	150918919	150918924	-	0.000	0.000	Merged-chr2-150918832-31
NR2383--MA0117.2.Mafb	chr11	114883427	114883438	+	0.000	0.000	Merged-chr11-114883420-19
NR3910--MA0495.2.MAFF	chr14	70096505	70096525	+	0.000	0.000	Merged-chr14-70096534-4
NR11331--MA0501.1.MAF::NFE2	chr8	68674322	68674336	+	0.000	0.000	Merged-chr8-68674402-29
NR5502--MA0501.1.MAF::NFE2	chr17	87300509	87300523	+	0.000	0.000	Merged-chr17-87300519-3
NR9634--MA0496.2.MAFK	chr6	29735987	29736005	-	0.000	0.000	Merged-chr6-29735888-24
NR12188--MA0591.1.Bach1::Mafk	chr9	93131714	93131728	-	0.000	0.000	Merged-chr9-93131866-17
NR685--MA0501.1.MAF::NFE2	chr1	162215974	162215988	-	0.000	0.000	Merged-chr1-162215888-4
NR11962--MA0495.2.MAFF	chr9	61187130	61187150	+	0.000	0.000	Merged-chr9-61187199-16
NR5414--MA0495.2.MAFF	chr17	74808029	74808049	+	0.000	0.000	Merged-chr17-74808088-1
NR368--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR3872--MA0501.1.MAF::NFE2	chr14	64650075	64650089	+	0.000	0.000	Merged-chr14-64650080-4
NR13--MA0117.2.Mafb	chr1	9826011	9826022	-	0.000	0.000	Merged-chr1-9826104-1
NR6962--MA0501.1.MAF::NFE2	chr2	130030038	130030052	-	0.000	0.000	Merged-chr2-130029976-28
NR2167--MA0495.2.MAFF	chr11	87724906	87724926	+	0.000	0.000	Merged-chr11-87724985-4
NR7869--MA0501.1.MAF::NFE2	chr3	123192159	123192173	+	0.000	0.000	Merged-chr3-123192207-28
NR3136--MA0495.2.MAFF	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR4668--MA0501.1.MAF::NFE2	chr16	22794961	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR4544--MA0089.1.MAFG::NFE2L1	chr15	100189188	100189193	+	0.000	0.000	Merged-chr15-100189073-42
NR9956--MA0501.1.MAF::NFE2	chr6	100314332	100314346	-	0.000	0.000	Merged-chr6-100314409-23
NR7273--MA0591.1.Bach1::Mafk	chr2	166035997	166036011	+	0.000	0.000	Merged-chr2-166035871-23
NR5473--MA0089.1.MAFG::NFE2L1	chr17	84635862	84635867	-	0.000	0.000	Merged-chr17-84635720-1
NR7970--MA0495.2.MAFF	chr3	142533310	142533330	-	0.000	0.000	Merged-chr3-142533345-44
NR5752--MA0501.1.MAF::NFE2	chr18	61626446	61626460	+	0.000	0.000	Merged-chr18-61626581-16
NR12125--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR4344--MA0117.2.Mafb	chr15	64173598	64173609	-	0.000	0.000	Merged-chr15-64173635-34
