#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR5586--MA0741.1.KLF16	chr10	41620111	41620121	-	0.000	0.000	Merged-chr10-41620205-22
NR67425--MA1107.1.KLF9	chr9	80318211	80318223	+	0.000	0.000	Merged-chr9-80318250-48
NR42483--MA0039.3.KLF4	chr3	122721568	122721578	-	0.000	0.000	Merged-chr3-122721694-22
NR55613--MA0742.1.Klf12	chr6	115021461	115021475	+	0.000	0.000	Merged-chr6-115021349-12
NR19665--MA0742.1.Klf12	chr14	27114834	27114848	+	0.000	0.000	Merged-chr14-27114945-21
NR63935--MA0742.1.Klf12	chr8	86485065	86485079	+	0.000	0.000	Merged-chr8-86484982-16
NR23224--MA0741.1.KLF16	chr15	77071685	77071695	-	0.000	0.000	Merged-chr15-77071598-27
NR46029--MA0493.1.Klf1	chr4	108371566	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR34521--MA1107.1.KLF9	chr2	8871596	8871608	-	0.000	0.000	Merged-chr2-8871484-19
NR22769--MA0599.1.KLF5	chr15	59805087	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR12667--MA0741.1.KLF16	chr11	113537056	113537066	+	0.000	0.000	Merged-chr11-113536889-33
NR26670--MA0039.3.KLF4	chr16	95150796	95150806	+	0.000	0.000	Merged-chr16-95150686-45
NR60724--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR34435--MA0742.1.Klf12	chr2	5003272	5003286	+	0.000	0.000	Merged-chr2-5003396-19
NR68749--MA0657.1.KLF13	chr9	114613216	114613233	-	0.000	0.000	Merged-chr9-114613191-38
NR67328--MA0599.1.KLF5	chr9	77939192	77939201	+	0.000	0.000	Merged-chr9-77938986-43
NR19669--MA0741.1.KLF16	chr14	27114835	27114845	+	0.000	0.000	Merged-chr14-27114945-21
NR58452--MA0741.1.KLF16	chr7	28665852	28665862	-	0.000	0.000	Merged-chr7-28665750-36
NR63939--MA0741.1.KLF16	chr8	86485166	86485176	-	0.000	0.000	Merged-chr8-86484982-16
NR44132--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR65165--MA1107.1.KLF9	chr8	123163063	123163075	+	0.000	0.000	Merged-chr8-123163099-40
NR47034--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR60061--MA0493.1.Klf1	chr7	97625722	97625732	-	0.000	0.000	Merged-chr7-97625910-13
NR16561--MA0599.1.KLF5	chr13	32692570	32692579	+	0.000	0.000	Merged-chr13-32692698-24
NR7185--MA0039.3.KLF4	chr10	85013284	85013294	-	0.000	0.000	Merged-chr10-85013144-1
NR49455--MA1107.1.KLF9	chr5	53605580	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR34439--MA0741.1.KLF16	chr2	5003273	5003283	+	0.000	0.000	Merged-chr2-5003396-19
NR59620--MA0740.1.KLF14	chr7	79363683	79363696	-	0.000	0.000	Merged-chr7-79363578-43
NR68800--MA0741.1.KLF16	chr9	114978184	114978194	-	0.000	0.000	Merged-chr9-114978138-2
NR31167--MA1107.1.KLF9	chr18	60625569	60625581	-	0.000	0.000	Merged-chr18-60625535-13
NR23293--MA0741.1.KLF16	chr15	78502838	78502848	+	0.000	0.000	Merged-chr15-78502753-19
NR47173--MA0493.1.Klf1	chr4	136031620	136031630	+	0.000	0.000	Merged-chr4-136031447-41
NR35513--MA1107.1.KLF9	chr2	38472631	38472643	+	0.000	0.000	Merged-chr2-38472573-96
NR18937--MA0741.1.KLF16	chr13	111634787	111634797	+	0.000	0.000	Merged-chr13-111634662-22
NR28891--MA1107.1.KLF9	chr17	52602273	52602285	+	0.000	0.000	Merged-chr17-52602412-35
NR14435--MA0741.1.KLF16	chr12	73876650	73876660	+	0.000	0.000	Merged-chr12-73876720-26
NR45539--MA1107.1.KLF9	chr4	89359531	89359543	-	0.000	0.000	Merged-chr4-89359690-21
NR64752--MA0493.1.Klf1	chr8	116645535	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR59127--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR27452--MA1107.1.KLF9	chr17	24084754	24084766	+	0.000	0.000	Merged-chr17-24084802-20
NR14037--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR54452--MA0741.1.KLF16	chr6	70831524	70831534	+	0.000	0.000	Merged-chr6-70831450-1
NR29488--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR11304--MA0742.1.Klf12	chr11	87817280	87817294	+	0.000	0.000	Merged-chr11-87817234-11
NR34988--MA0493.1.Klf1	chr2	27432661	27432671	+	0.000	0.000	Merged-chr2-27432813-10
NR2887--MA1107.1.KLF9	chr1	155647087	155647099	+	0.000	0.000	Merged-chr1-155646912-20
NR18731--MA1107.1.KLF9	chr13	108170102	108170114	+	0.000	0.000	Merged-chr13-108170237-20
NR67097--MA0741.1.KLF16	chr9	70484979	70484989	+	0.000	0.000	Merged-chr9-70485119-27
NR4942--MA0741.1.KLF16	chr10	7212243	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR66096--MA0740.1.KLF14	chr9	40997190	40997203	-	0.000	0.000	Merged-chr9-40997043-1
NR43163--MA0493.1.Klf1	chr3	137833414	137833424	+	0.000	0.000	Merged-chr3-137833460-41
NR68799--MA0599.1.KLF5	chr9	114978185	114978194	-	0.000	0.000	Merged-chr9-114978138-2
NR58444--MA0741.1.KLF16	chr7	28451956	28451966	+	0.000	0.000	Merged-chr7-28452002-19
NR31046--MA0039.3.KLF4	chr18	55161684	55161694	-	0.000	0.000	Merged-chr18-55161771-19
NR24365--MA0740.1.KLF14	chr15	99652666	99652679	-	0.000	0.000	Merged-chr15-99652729-6
NR60741--MA0039.3.KLF4	chr7	114356564	114356574	-	0.000	0.000	Merged-chr7-114356592-29
NR14041--MA0493.1.Klf1	chr12	52383137	52383147	-	0.000	0.000	Merged-chr12-52383146-23
NR43050--MA0039.3.KLF4	chr3	136106653	136106663	-	0.000	0.000	Merged-chr3-136106732-41
NR53748--MA1107.1.KLF9	chr6	34364842	34364854	-	0.000	0.000	Merged-chr6-34364838-25
NR56621--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR29077--MA1107.1.KLF9	chr17	57335020	57335032	-	0.000	0.000	Merged-chr17-57334984-16
NR21389--MA0599.1.KLF5	chr14	104038933	104038942	+	0.000	0.000	Merged-chr14-104039105-39
NR30245--MA0740.1.KLF14	chr18	3933944	3933957	-	0.000	0.000	Merged-chr18-3933786-31
NR45793--MA0741.1.KLF16	chr4	101419688	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR48926--MA0493.1.Klf1	chr5	28269733	28269743	-	0.000	0.000	Merged-chr5-28269924-54
NR34219--MA0599.1.KLF5	chr19	57894405	57894414	-	0.000	0.000	Merged-chr19-57894362-1
NR55065--MA0599.1.KLF5	chr6	97300924	97300933	-	0.000	0.000	Merged-chr6-97300820-20
NR24887--MA0599.1.KLF5	chr16	10814916	10814925	+	0.000	0.000	Merged-chr16-10815093-30
NR65144--MA0741.1.KLF16	chr8	122906590	122906600	-	0.000	0.000	Merged-chr8-122906716-41
NR27104--MA0493.1.Klf1	chr17	10229875	10229885	+	0.000	0.000	Merged-chr17-10229858-11
NR18521--MA1107.1.KLF9	chr13	102284488	102284500	+	0.000	0.000	Merged-chr13-102284441-1
NR69503--MA0741.1.KLF16	chrX	7586655	7586665	-	0.000	0.000	Merged-chrX-7586610-10
NR19038--MA1107.1.KLF9	chr13	113023845	113023857	-	0.000	0.000	Merged-chr13-113023939-34
NR4732--MA0493.1.Klf1	chr1	193421576	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR44333--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR55885--MA0740.1.KLF14	chr6	121017541	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR492--MA0741.1.KLF16	chr1	39196990	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR32107--MA0742.1.Klf12	chr18	82607597	82607611	+	0.000	0.000	Merged-chr18-82607647-23
NR10401--MA0741.1.KLF16	chr11	69232978	69232988	+	0.000	0.000	Merged-chr11-69233174-16
NR34438--MA0493.1.Klf1	chr2	5003272	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR3692--MA0599.1.KLF5	chr1	177008855	177008864	+	0.000	0.000	Merged-chr1-177008942-27
NR59625--MA1107.1.KLF9	chr7	79363684	79363696	-	0.000	0.000	Merged-chr7-79363578-43
NR14927--MA0657.1.KLF13	chr12	91008917	91008934	-	0.000	0.000	Merged-chr12-91009085-35
NR28677--MA1107.1.KLF9	chr17	47171155	47171167	-	0.000	0.000	Merged-chr17-47171280-54
NR10491--MA0741.1.KLF16	chr11	70005845	70005855	+	0.000	0.000	Merged-chr11-70005839-25
NR67032--MA0039.3.KLF4	chr9	69068527	69068537	-	0.000	0.000	Merged-chr9-69068633-33
NR69497--MA0741.1.KLF16	chrX	7586645	7586655	-	0.000	0.000	Merged-chrX-7586610-10
NR39485--MA0599.1.KLF5	chr2	170206042	170206051	-	0.000	0.000	Merged-chr2-170206161-1
NR47639--MA1107.1.KLF9	chr4	144901710	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR23949--MA0741.1.KLF16	chr15	91664736	91664746	-	0.000	0.000	Merged-chr15-91664603-13
NR31778--MA0599.1.KLF5	chr18	75716460	75716469	+	0.000	0.000	Merged-chr18-75716251-26
NR3544--MA0493.1.Klf1	chr1	174041002	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR18517--MA1107.1.KLF9	chr13	102284456	102284468	+	0.000	0.000	Merged-chr13-102284441-1
NR19664--MA0740.1.KLF14	chr14	27114834	27114847	+	0.000	0.000	Merged-chr14-27114945-21
NR68752--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR10080--MA1107.1.KLF9	chr11	59293929	59293941	-	0.000	0.000	Merged-chr11-59293910-11
NR55615--MA1107.1.KLF9	chr6	115021461	115021473	+	0.000	0.000	Merged-chr6-115021349-12
NR37851--MA0493.1.Klf1	chr2	132669325	132669335	+	0.000	0.000	Merged-chr2-132669439-31
NR50192--MA0039.3.KLF4	chr5	91814537	91814547	+	0.000	0.000	Merged-chr5-91814561-31
NR12448--MA1107.1.KLF9	chr11	109124577	109124589	+	0.000	0.000	Merged-chr11-109124612-1
NR16814--MA0741.1.KLF16	chr13	43453449	43453459	-	0.000	0.000	Merged-chr13-43453382-48
NR5635--MA0657.1.KLF13	chr10	42699279	42699296	+	0.000	0.000	Merged-chr10-42699170-35
NR30246--MA0657.1.KLF13	chr18	3933941	3933958	-	0.000	0.000	Merged-chr18-3933786-31
NR12658--MA0039.3.KLF4	chr11	113508469	113508479	+	0.000	0.000	Merged-chr11-113508478-30
NR154--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR8214--MA1107.1.KLF9	chr10	117784742	117784754	+	0.000	0.000	Merged-chr10-117784888-21
NR4642--MA0039.3.KLF4	chr1	192693017	192693027	+	0.000	0.000	Merged-chr1-192693207-29
NR14432--MA0599.1.KLF5	chr12	73876644	73876653	+	0.000	0.000	Merged-chr12-73876720-26
NR64821--MA0599.1.KLF5	chr8	117866245	117866254	-	0.000	0.000	Merged-chr8-117866396-8
NR13556--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR69824--MA0740.1.KLF14	chrX	57185035	57185048	+	0.000	0.000	Merged-chrX-57185087-24
NR12215--MA0039.3.KLF4	chr11	103351167	103351177	+	0.000	0.000	Merged-chr11-103350991-5
NR29482--MA0599.1.KLF5	chr17	74865000	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR23292--MA0599.1.KLF5	chr15	78502838	78502847	+	0.000	0.000	Merged-chr15-78502753-19
NR66786--MA0599.1.KLF5	chr9	63698592	63698601	-	0.000	0.000	Merged-chr9-63698652-22
NR17017--MA0599.1.KLF5	chr13	52801166	52801175	+	0.000	0.000	Merged-chr13-52800951-49
NR56961--MA0493.1.Klf1	chr6	142856631	142856641	+	0.000	0.000	Merged-chr6-142856601-13
NR27167--MA1107.1.KLF9	chr17	12715315	12715327	+	0.000	0.000	Merged-chr17-12715294-20
NR65122--MA1107.1.KLF9	chr8	122712177	122712189	-	0.000	0.000	Merged-chr8-122712057-14
NR22926--MA0039.3.KLF4	chr15	66994527	66994537	-	0.000	0.000	Merged-chr15-66994727-12
NR27064--MA1107.1.KLF9	chr17	8306074	8306086	+	0.000	0.000	Merged-chr17-8305975-23
NR42132--MA1107.1.KLF9	chr3	108284062	108284074	-	0.000	0.000	Merged-chr3-108284126-29
NR66526--MA0493.1.Klf1	chr9	56098021	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR31164--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR31237--MA0599.1.KLF5	chr18	61830731	61830740	-	0.000	0.000	Merged-chr18-61830902-25
NR2066--MA0599.1.KLF5	chr1	128540353	128540362	+	0.000	0.000	Merged-chr1-128540410-9
NR66324--MA1107.1.KLF9	chr9	48447924	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR19667--MA0599.1.KLF5	chr14	27114840	27114849	+	0.000	0.000	Merged-chr14-27114945-21
NR63936--MA0039.3.KLF4	chr8	86485067	86485077	+	0.000	0.000	Merged-chr8-86484982-16
NR69953--MA0599.1.KLF5	chrX	75155779	75155788	-	0.000	0.000	Merged-chrX-75155761-15
NR32900--MA0599.1.KLF5	chr19	10305051	10305060	-	0.000	0.000	Merged-chr19-10304967-15
NR47423--MA0741.1.KLF16	chr4	140868695	140868705	+	0.000	0.000	Merged-chr4-140868739-15
NR28916--MA0493.1.Klf1	chr17	56023591	56023601	-	0.000	0.000	Merged-chr17-56023630-14
NR35788--MA0741.1.KLF16	chr2	57102551	57102561	-	0.000	0.000	Merged-chr2-57102684-19
NR66520--MA0741.1.KLF16	chr9	55410605	55410615	-	0.000	0.000	Merged-chr9-55410514-19
NR23950--MA0741.1.KLF16	chr15	91664737	91664747	-	0.000	0.000	Merged-chr15-91664603-13
NR10334--MA0740.1.KLF14	chr11	66961665	66961678	+	0.000	0.000	Merged-chr11-66961666-9
NR56574--MA0742.1.Klf12	chr6	136684095	136684109	+	0.000	0.000	Merged-chr6-136683885-26
NR57609--MA0599.1.KLF5	chr7	4614259	4614268	-	0.000	0.000	Merged-chr7-4614138-46
NR62669--MA0599.1.KLF5	chr8	33448812	33448821	+	0.000	0.000	Merged-chr8-33448893-8
NR34520--MA0741.1.KLF16	chr2	8871603	8871613	-	0.000	0.000	Merged-chr2-8871484-19
NR40894--MA0599.1.KLF5	chr3	68717302	68717311	+	0.000	0.000	Merged-chr3-68717472-17
NR20063--MA0741.1.KLF16	chr14	51984694	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR407--MA0599.1.KLF5	chr1	37469429	37469438	-	0.000	0.000	Merged-chr1-37469260-14
NR21592--MA0599.1.KLF5	chr14	118173737	118173746	-	0.000	0.000	Merged-chr14-118173746-41
NR24422--MA0741.1.KLF16	chr15	100301565	100301575	-	0.000	0.000	Merged-chr15-100301694-19
NR17510--MA0599.1.KLF5	chr13	69739934	69739943	-	0.000	0.000	Merged-chr13-69739823-33
NR47959--MA0741.1.KLF16	chr4	149664358	149664368	+	0.000	0.000	Merged-chr4-149664202-47
NR31045--MA0599.1.KLF5	chr18	55161686	55161695	-	0.000	0.000	Merged-chr18-55161771-19
NR60740--MA0599.1.KLF5	chr7	114356566	114356575	-	0.000	0.000	Merged-chr7-114356592-29
NR34502--MA0493.1.Klf1	chr2	7270156	7270166	+	0.000	0.000	Merged-chr2-7270224-62
NR35039--MA0741.1.KLF16	chr2	28466358	28466368	-	0.000	0.000	Merged-chr2-28466275-30
NR27884--MA1107.1.KLF9	chr17	29193443	29193455	+	0.000	0.000	Merged-chr17-29193494-23
NR20180--MA0599.1.KLF5	chr14	54056939	54056948	+	0.000	0.000	Merged-chr14-54056823-18
NR65172--MA1107.1.KLF9	chr8	123163077	123163089	+	0.000	0.000	Merged-chr8-123163099-40
NR24369--MA0493.1.Klf1	chr15	99652669	99652679	-	0.000	0.000	Merged-chr15-99652729-6
NR21006--MA0599.1.KLF5	chr14	78619067	78619076	-	0.000	0.000	Merged-chr14-78619032-26
NR31851--MA0599.1.KLF5	chr18	78048584	78048593	-	0.000	0.000	Merged-chr18-78048620-25
NR62911--MA0599.1.KLF5	chr8	46654735	46654744	-	0.000	0.000	Merged-chr8-46654782-26
NR35717--MA1107.1.KLF9	chr2	53051381	53051393	-	0.000	0.000	Merged-chr2-53051556-37
NR34673--MA0599.1.KLF5	chr2	17597921	17597930	-	0.000	0.000	Merged-chr2-17597899-18
NR61464--MA0742.1.Klf12	chr7	130812670	130812684	-	0.000	0.000	Merged-chr7-130812664-20
NR46312--MA0742.1.Klf12	chr4	118260692	118260706	+	0.000	0.000	Merged-chr4-118260858-21
NR44986--MA0740.1.KLF14	chr4	55342830	55342843	+	0.000	0.000	Merged-chr4-55342780-17
NR58725--MA1107.1.KLF9	chr7	35742595	35742607	-	0.000	0.000	Merged-chr7-35742502-39
NR55343--MA0039.3.KLF4	chr6	108512317	108512327	-	0.000	0.000	Merged-chr6-108512233-21
NR10335--MA0657.1.KLF13	chr11	66961664	66961681	+	0.000	0.000	Merged-chr11-66961666-9
NR4945--MA0599.1.KLF5	chr10	7212276	7212285	-	0.000	0.000	Merged-chr10-7212223-140
NR64754--MA1107.1.KLF9	chr8	116645533	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR966--MA0742.1.Klf12	chr1	64549349	64549363	+	0.000	0.000	Merged-chr1-64549530-8
NR67246--MA0599.1.KLF5	chr9	75222032	75222041	+	0.000	0.000	Merged-chr9-75222047-24
NR67031--MA0599.1.KLF5	chr9	69068529	69068538	-	0.000	0.000	Merged-chr9-69068633-33
NR52581--MA0599.1.KLF5	chr5	140659780	140659789	-	0.000	0.000	Merged-chr5-140659760-18
NR5632--MA0740.1.KLF14	chr10	42699262	42699275	+	0.000	0.000	Merged-chr10-42699170-35
NR876--MA0039.3.KLF4	chr1	60017020	60017030	+	0.000	0.000	Merged-chr1-60017133-4
NR14030--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR22954--MA0740.1.KLF14	chr15	68228134	68228147	+	0.000	0.000	Merged-chr15-68228296-28
NR19040--MA1107.1.KLF9	chr13	113023849	113023861	-	0.000	0.000	Merged-chr13-113023939-34
NR44134--MA1107.1.KLF9	chr4	8913755	8913767	-	0.000	0.000	Merged-chr4-8913815-2
NR35507--MA0741.1.KLF16	chr2	37735574	37735584	-	0.000	0.000	Merged-chr2-37735387-35
NR43296--MA0599.1.KLF5	chr3	142207650	142207659	-	0.000	0.000	Merged-chr3-142207646-13
NR64820--MA0742.1.Klf12	chr8	117866241	117866255	-	0.000	0.000	Merged-chr8-117866396-8
NR60181--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR56959--MA0742.1.Klf12	chr6	142856631	142856645	+	0.000	0.000	Merged-chr6-142856601-13
NR872--MA0740.1.KLF14	chr1	60017018	60017031	+	0.000	0.000	Merged-chr1-60017133-4
NR59489--MA0493.1.Klf1	chr7	73517695	73517705	-	0.000	0.000	Merged-chr7-73517689-25
NR62655--MA0741.1.KLF16	chr8	27201025	27201035	+	0.000	0.000	Merged-chr8-27201067-26
NR52791--MA0493.1.Klf1	chr5	144165950	144165960	-	0.000	0.000	Merged-chr5-144166019-31
NR70311--MA0741.1.KLF16	chrX	143030858	143030868	+	0.000	0.000	Merged-chrX-143030752-27
NR35981--MA0039.3.KLF4	chr2	61755187	61755197	+	0.000	0.000	Merged-chr2-61755182-23
NR16944--MA0740.1.KLF14	chr13	51391534	51391547	-	0.000	0.000	Merged-chr13-51391583-19
NR58440--MA0599.1.KLF5	chr7	28451880	28451889	-	0.000	0.000	Merged-chr7-28452002-19
NR18510--MA1107.1.KLF9	chr13	102284434	102284446	+	0.000	0.000	Merged-chr13-102284441-1
NR45556--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR55823--MA1107.1.KLF9	chr6	120119995	120120007	-	0.000	0.000	Merged-chr6-120119917-19
NR37625--MA0740.1.KLF14	chr2	128092314	128092327	-	0.000	0.000	Merged-chr2-128092262-29
NR57667--MA1107.1.KLF9	chr7	4948748	4948760	-	0.000	0.000	Merged-chr7-4948568-26,Merged-chr7-4948937-4
NR2899--MA1107.1.KLF9	chr1	156217441	156217453	-	0.000	0.000	Merged-chr1-156217514-18
NR35783--MA0740.1.KLF14	chr2	57102550	57102563	-	0.000	0.000	Merged-chr2-57102684-19
NR11123--MA1107.1.KLF9	chr11	82205862	82205874	+	0.000	0.000	Merged-chr11-82205985-28
NR55071--MA1107.1.KLF9	chr6	97300922	97300934	-	0.000	0.000	Merged-chr6-97300820-20
NR59945--MA0039.3.KLF4	chr7	92420557	92420567	-	0.000	0.000	Merged-chr7-92420666-38
NR38800--MA0493.1.Klf1	chr2	158179202	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR37527--MA0741.1.KLF16	chr2	125014923	125014933	-	0.000	0.000	Merged-chr2-125015027-17
NR18515--MA1107.1.KLF9	chr13	102284452	102284464	+	0.000	0.000	Merged-chr13-102284441-1
NR51258--MA1107.1.KLF9	chr5	118088048	118088060	+	0.000	0.000	Merged-chr5-118087962-12
NR28684--MA1107.1.KLF9	chr17	47171169	47171181	-	0.000	0.000	Merged-chr17-47171280-54
NR4726--MA0493.1.Klf1	chr1	193365983	193365993	-	0.000	0.000	Merged-chr1-193366026-12
NR69564--MA1107.1.KLF9	chrX	11807626	11807638	-	0.000	0.000	Merged-chrX-11807540-17
NR47638--MA0741.1.KLF16	chr4	144901711	144901721	+	0.000	0.000	Merged-chr4-144901724-37
NR16697--MA0741.1.KLF16	chr13	38152878	38152888	+	0.000	0.000	Merged-chr13-38152778-13
NR5184--MA1107.1.KLF9	chr10	19333703	19333715	+	0.000	0.000	Merged-chr10-19333654-15
NR18524--MA1107.1.KLF9	chr13	102284494	102284506	+	0.000	0.000	Merged-chr13-102284441-1
NR873--MA0657.1.KLF13	chr1	60017017	60017034	+	0.000	0.000	Merged-chr1-60017133-4
NR41979--MA0741.1.KLF16	chr3	104967952	104967962	-	0.000	0.000	Merged-chr3-104968115-29
NR23226--MA1107.1.KLF9	chr15	77071699	77071711	-	0.000	0.000	Merged-chr15-77071598-27
NR53723--MA0741.1.KLF16	chr6	31085525	31085535	+	0.000	0.000	Merged-chr6-31085577-29
NR21028--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR61536--MA0599.1.KLF5	chr7	132772647	132772656	-	0.000	0.000	Merged-chr7-132772585-7
NR58453--MA1107.1.KLF9	chr7	28665851	28665863	-	0.000	0.000	Merged-chr7-28665750-36
NR11133--MA0493.1.Klf1	chr11	82424780	82424790	-	0.000	0.000	Merged-chr11-82424845-7
NR19969--MA0599.1.KLF5	chr14	46578517	46578526	+	0.000	0.000	Merged-chr14-46578431-37
NR12665--MA0039.3.KLF4	chr11	113537057	113537067	+	0.000	0.000	Merged-chr11-113536889-33
NR10051--MA0039.3.KLF4	chr11	58290597	58290607	+	0.000	0.000	Merged-chr11-58290425-28
NR2344--MA0039.3.KLF4	chr1	135766475	135766485	-	0.000	0.000	Merged-chr1-135766283-55
NR11832--MA0599.1.KLF5	chr11	98053464	98053473	+	0.000	0.000	Merged-chr11-98053395-1
NR66784--MA0599.1.KLF5	chr9	63698636	63698645	+	0.000	0.000	Merged-chr9-63698652-22
NR30103--MA0039.3.KLF4	chr17	88479189	88479199	-	0.000	0.000	Merged-chr17-88479234-18
NR55614--MA0493.1.Klf1	chr6	115021461	115021471	+	0.000	0.000	Merged-chr6-115021349-12
NR44096--MA0599.1.KLF5	chr4	6941241	6941250	+	0.000	0.000	Merged-chr4-6941109-33
NR7482--MA0740.1.KLF14	chr10	93540836	93540849	+	0.000	0.000	Merged-chr10-93541056-8
NR5086--MA1107.1.KLF9	chr10	13446829	13446841	-	0.000	0.000	Merged-chr10-13446841-15
NR69889--MA0742.1.Klf12	chrX	71622511	71622525	+	0.000	0.000	Merged-chrX-71622436-27
NR20418--MA1107.1.KLF9	chr14	59553387	59553399	-	0.000	0.000	Merged-chr14-59553394-22
NR62653--MA0599.1.KLF5	chr8	27201025	27201034	+	0.000	0.000	Merged-chr8-27201067-26
NR49515--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR9651--MA0039.3.KLF4	chr11	48926915	48926925	+	0.000	0.000	Merged-chr11-48927051-20
NR66528--MA1107.1.KLF9	chr9	56098021	56098033	+	0.000	0.000	Merged-chr9-56098023-21
NR42127--MA0740.1.KLF14	chr3	108284061	108284074	-	0.000	0.000	Merged-chr3-108284126-29
NR8437--MA0493.1.Klf1	chr10	120697548	120697558	-	0.000	0.000	Merged-chr10-120697518-32
NR13555--MA0493.1.Klf1	chr12	17511203	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR50035--MA0740.1.KLF14	chr5	86783215	86783228	+	0.000	0.000	Merged-chr5-86783243-43
NR54140--MA0599.1.KLF5	chr6	51380025	51380034	+	0.000	0.000	Merged-chr6-51379853-17
NR55897--MA0599.1.KLF5	chr6	121110159	121110168	-	0.000	0.000	Merged-chr6-121110104-77
NR8911--MA1107.1.KLF9	chr10	128940594	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR5636--MA0742.1.Klf12	chr10	42699262	42699276	+	0.000	0.000	Merged-chr10-42699170-35
NR13690--MA0740.1.KLF14	chr12	25247229	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR22881--MA0599.1.KLF5	chr15	64163724	64163733	-	0.000	0.000	Merged-chr15-64163684-42
NR27166--MA0493.1.Klf1	chr17	12715315	12715325	+	0.000	0.000	Merged-chr17-12715294-20
NR24260--MA0740.1.KLF14	chr15	98699668	98699681	-	0.000	0.000	Merged-chr15-98699636-21
NR45737--MA0599.1.KLF5	chr4	101062311	101062320	-	0.000	0.000	Merged-chr4-101062472-1
NR41162--MA0493.1.Klf1	chr3	84772125	84772135	-	0.000	0.000	Merged-chr3-84772067-31
NR47957--MA0741.1.KLF16	chr4	149664344	149664354	+	0.000	0.000	Merged-chr4-149664202-47
NR55342--MA0599.1.KLF5	chr6	108512319	108512328	-	0.000	0.000	Merged-chr6-108512233-21
NR68877--MA0741.1.KLF16	chr9	116241446	116241456	+	0.000	0.000	Merged-chr9-116241562-13
NR28871--MA0740.1.KLF14	chr17	52569689	52569702	-	0.000	0.000	Merged-chr17-52569832-16
NR34674--MA0741.1.KLF16	chr2	17597920	17597930	-	0.000	0.000	Merged-chr2-17597899-18
NR14574--MA0599.1.KLF5	chr12	80069209	80069218	-	0.000	0.000	Merged-chr12-80069261-23
