#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_up.bed
NR4081--MA0117.2.Mafb	chr13	101759533	101759544	-	0.000	0.000	Merged-chr13-101759388-22
NR10615--MA0089.1.MAFG::NFE2L1	chr5	3515667	3515672	-	0.000	0.000	Merged-chr5-3515677-1
NR7777--MA0501.1.MAF::NFE2	chr2	59617052	59617066	+	0.000	0.000	Merged-chr2-59617159-6
NR967--MA0501.1.MAF::NFE2	chr1	165075766	165075780	+	0.000	0.000	Merged-chr1-165075837-38
NR11631--MA0089.1.MAFG::NFE2L1	chr6	30410722	30410727	+	0.000	0.000	Merged-chr6-30410666-6
NR204--MA0496.2.MAFK	chr1	51820962	51820980	+	0.000	0.000	Merged-chr1-51820806-47
NR7666--MA0501.1.MAF::NFE2	chr2	44953125	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR952--MA0501.1.MAF::NFE2	chr1	164395262	164395276	-	0.000	0.000	Merged-chr1-164395295-18
NR3211--MA0659.1.MAFG	chr12	91604327	91604347	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR14430--MA0089.1.MAFG::NFE2L1	chr9	80026232	80026237	-	0.000	0.000	Merged-chr9-80026146-29
NR12271--MA0089.1.MAFG::NFE2L1	chr6	127767654	127767659	+	0.000	0.000	Merged-chr6-127767567-1
NR12317--MA0659.1.MAFG	chr6	130429677	130429697	-	0.000	0.000	Merged-chr6-130429681-16
NR856--MA0501.1.MAF::NFE2	chr1	153847747	153847761	+	0.000	0.000	Merged-chr1-153847735-8
NR495--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	-	0.000	0.000	Merged-chr1-92119439-48
NR8067--MA0496.2.MAFK	chr2	106015177	106015195	+	0.000	0.000	Merged-chr2-106015150-10
NR10294--MA0501.1.MAF::NFE2	chr4	118060213	118060227	+	0.000	0.000	Merged-chr4-118060227-12
NR9496--MA0501.1.MAF::NFE2	chr3	132863353	132863367	+	0.000	0.000	Merged-chr3-132863176-3
NR3551--MA0117.2.Mafb	chr13	8234315	8234326	+	0.000	0.000	Merged-chr13-8234431-1
NR2604--MA0089.1.MAFG::NFE2L1	chr11	88493875	88493880	-	0.000	0.000	Merged-chr11-88493877-11
NR76--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR12657--MA0117.2.Mafb	chr7	37978088	37978099	+	0.000	0.000	Merged-chr7-37977957-29
NR12516--MA0496.2.MAFK	chr6	146960324	146960342	+	0.000	0.000	Merged-chr6-146960171-26
NR12442--MA0117.2.Mafb	chr6	143132516	143132527	-	0.000	0.000	Merged-chr6-143132490-15
NR4809--MA0496.2.MAFK	chr14	86239028	86239046	+	0.000	0.000	Merged-chr14-86238911-3
NR428--MA0496.2.MAFK	chr1	85250858	85250876	-	0.000	0.000	Merged-chr1-85250842-29
NR501--MA0089.1.MAFG::NFE2L1	chr1	92148772	92148777	+	0.000	0.000	Merged-chr1-92148662-9
NR3737--MA0496.2.MAFK	chr13	44260147	44260165	+	0.000	0.000	Merged-chr13-44260111-9
NR8629--MA0117.2.Mafb	chr2	168742462	168742473	-	0.000	0.000	Merged-chr2-168742095-110
NR1394--MA0659.1.MAFG	chr10	21659609	21659629	-	0.000	0.000	Merged-chr10-21659696-16
NR13913--MA0501.1.MAF::NFE2	chr8	111624157	111624171	-	0.000	0.000	Merged-chr8-111624206-14
NR10779--MA0501.1.MAF::NFE2	chr5	34430987	34431001	+	0.000	0.000	Merged-chr5-34430803-28
NR5819--MA0495.2.MAFF	chr16	57422225	57422245	-	0.000	0.000	Merged-chr16-57422160-30
NR11455--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR5201--MA0089.1.MAFG::NFE2L1	chr15	57820958	57820963	-	0.000	0.000	Merged-chr15-57820803-7
NR6088--MA0501.1.MAF::NFE2	chr16	96358152	96358166	-	0.000	0.000	Merged-chr16-96358039-35
NR11305--MA0591.1.Bach1::Mafk	chr5	122950752	122950766	+	0.000	0.000	Merged-chr5-122950770-15
NR5246--MA0501.1.MAF::NFE2	chr15	62726723	62726737	-	0.000	0.000	Merged-chr15-62726785-12
NR13869--MA0501.1.MAF::NFE2	chr8	107164532	107164546	-	0.000	0.000	Merged-chr8-107164486-19
NR10840--MA0117.2.Mafb	chr5	45675325	45675336	-	0.000	0.000	Merged-chr5-45675268-16
NR14254--MA0089.1.MAFG::NFE2L1	chr9	44509564	44509569	+	0.000	0.000	Merged-chr9-44509369-1
NR493--MA0117.2.Mafb	chr1	92119350	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR1487--MA0089.1.MAFG::NFE2L1	chr10	41572406	41572411	-	0.000	0.000	Merged-chr10-41572400-16
NR14197--MA0659.1.MAFG	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR9404--MA0495.2.MAFF	chr3	121874812	121874832	-	0.000	0.000	Merged-chr3-121874730-10
NR4004--MA0591.1.Bach1::Mafk	chr13	89889247	89889261	+	0.000	0.000	Merged-chr13-89889254-28
NR5012--MA0089.1.MAFG::NFE2L1	chr14	122788067	122788072	-	0.000	0.000	Merged-chr14-122788282-21
NR7067--MA0591.1.Bach1::Mafk	chr18	80654611	80654625	+	0.000	0.000	Merged-chr18-80654548-18
NR9837--MA0089.1.MAFG::NFE2L1	chr4	32401551	32401556	-	0.000	0.000	Merged-chr4-32401611-9
NR12207--MA0089.1.MAFG::NFE2L1	chr6	120978185	120978190	+	0.000	0.000	Merged-chr6-120978325-32
NR7667--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR13512--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR4036--MA0501.1.MAF::NFE2	chr13	93939720	93939734	-	0.000	0.000	Merged-chr13-93939742-17
NR8064--MA0501.1.MAF::NFE2	chr2	104847824	104847838	-	0.000	0.000	Merged-chr2-104847897-10
NR2400--MA0089.1.MAFG::NFE2L1	chr11	53617387	53617392	-	0.000	0.000	Merged-chr11-53617453-3
NR5793--MA0089.1.MAFG::NFE2L1	chr16	52143352	52143357	+	0.000	0.000	Merged-chr16-52143257-58
NR2885--MA0501.1.MAF::NFE2	chr12	16339278	16339292	+	0.000	0.000	Merged-chr12-16339165-4
NR3120--MA0495.2.MAFF	chr12	76052065	76052085	-	0.000	0.000	Merged-chr12-76052186-4
NR14604--MA0591.1.Bach1::Mafk	chr9	102860138	102860152	-	0.000	0.000	Merged-chr9-102860175-15
NR7753--MA0501.1.MAF::NFE2	chr2	57407769	57407783	+	0.000	0.000	Merged-chr2-57407840-54
NR10970--MA0117.2.Mafb	chr5	72159920	72159931	-	0.000	0.000	Merged-chr5-72159731-18
NR7657--MA0501.1.MAF::NFE2	chr2	43756690	43756704	+	0.000	0.000	Merged-chr2-43756825-12
NR10075--MA0659.1.MAFG	chr4	88110178	88110198	-	0.000	0.000	Merged-chr4-88110065-14
NR7347--MA0117.2.Mafb	chr19	44282812	44282823	-	0.000	0.000	Merged-chr19-44282748-31
NR12018--MA0089.1.MAFG::NFE2L1	chr6	99057059	99057064	+	0.000	0.000	Merged-chr6-99057290-54
NR839--MA0591.1.Bach1::Mafk	chr1	152831295	152831309	-	0.000	0.000	Merged-chr1-152831430-11
NR7598--MA0659.1.MAFG	chr2	31172199	31172219	-	0.000	0.000	Merged-chr2-31172206-22
NR3353--MA0495.2.MAFF	chr12	106447410	106447430	-	0.000	0.000	Merged-chr12-106447324-1
NR1675--MA0501.1.MAF::NFE2	chr10	75170652	75170666	-	0.000	0.000	Merged-chr10-75170572-27
NR4762--MA0089.1.MAFG::NFE2L1	chr14	75197972	75197977	-	0.000	0.000	Merged-chr14-75197932-9
NR4655--MA0117.2.Mafb	chr14	62879728	62879739	-	0.000	0.000	Merged-chr14-62879632-33
NR12480--MA0591.1.Bach1::Mafk	chr6	144909755	144909769	-	0.000	0.000	Merged-chr6-144909826-5
NR6747--MA0089.1.MAFG::NFE2L1	chr18	32485149	32485154	+	0.000	0.000	Merged-chr18-32485174-19
NR3355--MA0659.1.MAFG	chr12	106447410	106447430	-	0.000	0.000	Merged-chr12-106447324-1
NR5918--MA0089.1.MAFG::NFE2L1	chr16	76409439	76409444	-	0.000	0.000	Merged-chr16-76409543-10
NR11720--MA0117.2.Mafb	chr6	53294482	53294493	+	0.000	0.000	Merged-chr6-53294695-9
NR12482--MA0089.1.MAFG::NFE2L1	chr6	144922951	144922956	-	0.000	0.000	Merged-chr6-144923057-24
NR13168--MA0501.1.MAF::NFE2	chr7	123327118	123327132	+	0.000	0.000	Merged-chr7-123327122-14
NR1963--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR3394--MA0501.1.MAF::NFE2	chr12	110939576	110939590	+	0.000	0.000	Merged-chr12-110939619-21
NR10348--MA0089.1.MAFG::NFE2L1	chr4	124817903	124817908	+	0.000	0.000	Merged-chr4-124818011-13
NR8755--MA0591.1.Bach1::Mafk	chr2	180227846	180227860	-	0.000	0.000	Merged-chr2-180227803-24
NR11479--MA0089.1.MAFG::NFE2L1	chr5	150718068	150718073	-	0.000	0.000	Merged-chr5-150717955-23
NR12218--MA0089.1.MAFG::NFE2L1	chr6	122334303	122334308	+	0.000	0.000	Merged-chr6-122334221-7
NR9675--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR6645--MA0089.1.MAFG::NFE2L1	chr18	5694538	5694543	+	0.000	0.000	Merged-chr18-5694694-26
NR5225--MA0089.1.MAFG::NFE2L1	chr15	61441870	61441875	-	0.000	0.000	Merged-chr15-61441836-34
NR20--MA0117.2.Mafb	chr1	13281525	13281536	+	0.000	0.000	Merged-chr1-13281685-7
NR9862--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR4765--MA0496.2.MAFK	chr14	75328209	75328227	+	0.000	0.000	Merged-chr14-75328241-8
NR14278--MA0089.1.MAFG::NFE2L1	chr9	46025402	46025407	-	0.000	0.000	Merged-chr9-46025474-7
NR3143--MA0495.2.MAFF	chr12	79502029	79502049	-	0.000	0.000	Merged-chr12-79502114-6
NR4962--MA0089.1.MAFG::NFE2L1	chr14	119227886	119227891	-	0.000	0.000	Merged-chr14-119227938-9
NR5914--MA0501.1.MAF::NFE2	chr16	76341848	76341862	-	0.000	0.000	Merged-chr16-76341927-28
NR10483--MA0591.1.Bach1::Mafk	chr4	145201493	145201507	+	0.000	0.000	Merged-chr4-145201623-9
NR14365--MA0089.1.MAFG::NFE2L1	chr9	65084607	65084612	-	0.000	0.000	Merged-chr9-65084631-10
NR1397--MA0496.2.MAFK	chr10	21659610	21659628	-	0.000	0.000	Merged-chr10-21659696-16
NR725--MA0089.1.MAFG::NFE2L1	chr1	133012581	133012586	+	0.000	0.000	Merged-chr1-133012523-20
NR12797--MA0089.1.MAFG::NFE2L1	chr7	68250585	68250590	-	0.000	0.000	Merged-chr7-68250535-42
NR3145--MA0659.1.MAFG	chr12	79502029	79502049	+	0.000	0.000	Merged-chr12-79502114-6
NR12635--MA0501.1.MAF::NFE2	chr7	28677042	28677056	+	0.000	0.000	Merged-chr7-28677170-43
NR8040--MA0501.1.MAF::NFE2	chr2	102733285	102733299	+	0.000	0.000	Merged-chr2-102733347-57
NR2800--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR13786--MA0501.1.MAF::NFE2	chr8	92165264	92165278	+	0.000	0.000	Merged-chr8-92165196-1
NR3933--MA0659.1.MAFG	chr13	75053978	75053998	+	0.000	0.000	Merged-chr13-75053881-13
NR10804--MA0591.1.Bach1::Mafk	chr5	36945324	36945338	+	0.000	0.000	Merged-chr5-36945334-10
NR7774--MA0089.1.MAFG::NFE2L1	chr2	59438671	59438676	-	0.000	0.000	Merged-chr2-59438662-53
NR6842--MA0496.2.MAFK	chr18	54822971	54822989	+	0.000	0.000	Merged-chr18-54822886-30
NR1496--MA0089.1.MAFG::NFE2L1	chr10	43532594	43532599	+	0.000	0.000	Merged-chr10-43532719-12
NR11521--MA0501.1.MAF::NFE2	chr6	10690801	10690815	-	0.000	0.000	Merged-chr6-10690708-20
NR3366--MA0089.1.MAFG::NFE2L1	chr12	107640747	107640752	-	0.000	0.000	Merged-chr12-107640697-5
NR14611--MA0501.1.MAF::NFE2	chr9	104258160	104258174	-	0.000	0.000	Merged-chr9-104258018-4
NR3004--MA0496.2.MAFK	chr12	41565895	41565913	+	0.000	0.000	Merged-chr12-41565825-5
NR7370--MA0089.1.MAFG::NFE2L1	chr19	46970217	46970222	+	0.000	0.000	Merged-chr19-46970347-33
NR14029--MA0591.1.Bach1::Mafk	chr8	126551191	126551205	-	0.000	0.000	Merged-chr8-126551138-20
NR2739--MA0089.1.MAFG::NFE2L1	chr11	107668452	107668457	+	0.000	0.000	Merged-chr11-107668374-46
NR2259--MA0496.2.MAFK	chr11	23570307	23570325	-	0.000	0.000	Merged-chr11-23570355-13
NR1310--MA0117.2.Mafb	chr10	9855908	9855919	-	0.000	0.000	Merged-chr10-9856019-18
NR13232--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR4007--MA0659.1.MAFG	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR6090--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR10078--MA0496.2.MAFK	chr4	88110179	88110197	-	0.000	0.000	Merged-chr4-88110065-14
NR11366--MA0501.1.MAF::NFE2	chr5	136550862	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR13908--MA0495.2.MAFF	chr8	111624157	111624177	-	0.000	0.000	Merged-chr8-111624206-14
NR3730--MA0495.2.MAFF	chr13	44260146	44260166	-	0.000	0.000	Merged-chr13-44260111-9
NR938--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR7119--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR21--MA0591.1.Bach1::Mafk	chr1	13281528	13281542	-	0.000	0.000	Merged-chr1-13281685-7
NR12813--MA0496.2.MAFK	chr7	73517588	73517606	-	0.000	0.000	Merged-chr7-73517689-25
NR5560--MA0496.2.MAFK	chr16	22661303	22661321	+	0.000	0.000	Merged-chr16-22661270-2
NR23--MA0496.2.MAFK	chr1	13281526	13281544	-	0.000	0.000	Merged-chr1-13281685-7
NR9555--MA0089.1.MAFG::NFE2L1	chr3	138992833	138992838	+	0.000	0.000	Merged-chr3-138992913-17
NR7069--MA0495.2.MAFF	chr18	80671894	80671914	-	0.000	0.000	Merged-chr18-80671844-8
NR3741--MA0659.1.MAFG	chr13	44420069	44420089	+	0.000	0.000	Merged-chr13-44420007-1
NR6527--MA0117.2.Mafb	chr17	74354552	74354563	+	0.000	0.000	Merged-chr17-74354475-5
NR9907--MA0591.1.Bach1::Mafk	chr4	47716214	47716228	-	0.000	0.000	Merged-chr4-47716164-4
NR7928--MA0496.2.MAFK	chr2	83700796	83700814	+	0.000	0.000	Merged-chr2-83700891-43
NR4242--MA0496.2.MAFK	chr13	113418360	113418378	+	0.000	0.000	Merged-chr13-113418245-6
NR4763--MA0591.1.Bach1::Mafk	chr14	75328211	75328225	-	0.000	0.000	Merged-chr14-75328241-8
NR14118--MA0659.1.MAFG	chr9	14248437	14248457	-	0.000	0.000	Merged-chr9-14248366-20
NR12614--MA0117.2.Mafb	chr7	24237730	24237741	-	0.000	0.000	Merged-chr7-24237656-23
NR5999--MA0496.2.MAFK	chr16	89974506	89974524	+	0.000	0.000	Merged-chr16-89974505-28
NR498--MA0501.1.MAF::NFE2	chr1	92119347	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR12793--MA0089.1.MAFG::NFE2L1	chr7	67631085	67631090	-	0.000	0.000	Merged-chr7-67631020-23
NR14376--MA0591.1.Bach1::Mafk	chr9	67634216	67634230	+	0.000	0.000	Merged-chr9-67634088-25
NR9114--MA0496.2.MAFK	chr3	84732099	84732117	+	0.000	0.000	Merged-chr3-84732134-27
NR13358--MA0089.1.MAFG::NFE2L1	chr8	3205012	3205017	+	0.000	0.000	Merged-chr8-3205181-19
NR4699--MA0591.1.Bach1::Mafk	chr14	69813199	69813213	+	0.000	0.000	Merged-chr14-69813335-19
NR5825--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR13243--MA0089.1.MAFG::NFE2L1	chr7	132484522	132484527	+	0.000	0.000	Merged-chr7-132484598-7
NR9763--MA0501.1.MAF::NFE2	chr4	8499317	8499331	+	0.000	0.000	Merged-chr4-8499502-2
NR10797--MA0117.2.Mafb	chr5	36538670	36538681	-	0.000	0.000	Merged-chr5-36538864-43
NR5045--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR1302--MA0089.1.MAFG::NFE2L1	chr10	7846458	7846463	+	0.000	0.000	Merged-chr10-7846413-3
NR11332--MA0659.1.MAFG	chr5	132218577	132218597	+	0.000	0.000	Merged-chr5-132218633-11
NR9479--MA0117.2.Mafb	chr3	130905322	130905333	+	0.000	0.000	Merged-chr3-130905343-29
NR6484--MA0591.1.Bach1::Mafk	chr17	70728879	70728893	+	0.000	0.000	Merged-chr17-70729015-28
NR3685--MA0501.1.MAF::NFE2	chr13	36203199	36203213	-	0.000	0.000	Merged-chr13-36203222-10
NR7606--MA0496.2.MAFK	chr2	32181555	32181573	+	0.000	0.000	Merged-chr2-32181600-13
NR2586--MA0501.1.MAF::NFE2	chr11	84016343	84016357	+	0.000	0.000	Merged-chr11-84016302-8
NR8810--MA0501.1.MAF::NFE2	chr3	18243873	18243887	+	0.000	0.000	Merged-chr3-18243680-52
NR13716--MA0495.2.MAFF	chr8	83131932	83131952	+	0.000	0.000	Merged-chr8-83131891-13
NR2648--MA0089.1.MAFG::NFE2L1	chr11	96504777	96504782	-	0.000	0.000	Merged-chr11-96504933-13
NR7778--MA0501.1.MAF::NFE2	chr2	59969361	59969375	-	0.000	0.000	Merged-chr2-59969233-23
NR2967--MA0496.2.MAFK	chr12	36474438	36474456	-	0.000	0.000	Merged-chr12-36474390-19
NR113--MA0501.1.MAF::NFE2	chr1	33454547	33454561	+	0.000	0.000	Merged-chr1-33454547-11
NR636--MA0496.2.MAFK	chr1	119469664	119469682	-	0.000	0.000	Merged-chr1-119469584-5
NR2244--MA0089.1.MAFG::NFE2L1	chr11	21253668	21253673	+	0.000	0.000	Merged-chr11-21253599-7
NR12722--MA0591.1.Bach1::Mafk	chr7	51964852	51964866	+	0.000	0.000	Merged-chr7-51964767-12
NR6377--MA0591.1.Bach1::Mafk	chr17	48404019	48404033	-	0.000	0.000	Merged-chr17-48404057-9
NR10147--MA0501.1.MAF::NFE2	chr4	100095987	100096001	-	0.000	0.000	Merged-chr4-100096138-68
NR6450--MA0089.1.MAFG::NFE2L1	chr17	64826307	64826312	-	0.000	0.000	Merged-chr17-64826379-6
NR10260--MA0117.2.Mafb	chr4	111577510	111577521	+	0.000	0.000	Merged-chr4-111577435-1
NR2759--MA0117.2.Mafb	chr11	109785552	109785563	-	0.000	0.000	Merged-chr11-109785498-8
NR7247--MA0591.1.Bach1::Mafk	chr19	21200066	21200080	+	0.000	0.000	Merged-chr19-21199898-12
NR6114--MA0495.2.MAFF	chr17	5126119	5126139	+	0.000	0.000	Merged-chr17-5126157-22
NR10079--MA0089.1.MAFG::NFE2L1	chr4	88179470	88179475	-	0.000	0.000	Merged-chr4-88179548-21
NR4740--MA0495.2.MAFF	chr14	73472443	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR7395--MA0501.1.MAF::NFE2	chr19	55383078	55383092	-	0.000	0.000	Merged-chr19-55383240-23
NR9148--MA0117.2.Mafb	chr3	89876585	89876596	-	0.000	0.000	Merged-chr3-89876737-10
NR8752--MA0117.2.Mafb	chr2	180227698	180227709	+	0.000	0.000	Merged-chr2-180227803-24
NR10366--MA0495.2.MAFF	chr4	128713568	128713588	-	0.000	0.000	Merged-chr4-128713412-15
NR5008--MA0117.2.Mafb	chr14	122453889	122453900	+	0.000	0.000	Merged-chr14-122453892-19
NR12615--MA0591.1.Bach1::Mafk	chr7	24237724	24237738	+	0.000	0.000	Merged-chr7-24237656-23
NR6261--MA0089.1.MAFG::NFE2L1	chr17	29552560	29552565	+	0.000	0.000	Merged-chr17-29552502-38
NR13222--MA0501.1.MAF::NFE2	chr7	129764597	129764611	-	0.000	0.000	Merged-chr7-129764736-16
NR505--MA0591.1.Bach1::Mafk	chr1	92799880	92799894	-	0.000	0.000	Merged-chr1-92799887-22
NR4964--MA0495.2.MAFF	chr14	119227930	119227950	+	0.000	0.000	Merged-chr14-119227938-9
NR12313--MA0495.2.MAFF	chr6	130429677	130429697	+	0.000	0.000	Merged-chr6-130429681-16
NR369--MA0089.1.MAFG::NFE2L1	chr1	79859555	79859560	+	0.000	0.000	Merged-chr1-79859601-7
NR9614--MA0659.1.MAFG	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR10353--MA0089.1.MAFG::NFE2L1	chr4	126090367	126090372	-	0.000	0.000	Merged-chr4-126090420-25
NR8757--MA0659.1.MAFG	chr2	180227843	180227863	-	0.000	0.000	Merged-chr2-180227803-24
NR11362--MA0495.2.MAFF	chr5	136550856	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR3199--MA0089.1.MAFG::NFE2L1	chr12	89950227	89950232	-	0.000	0.000	Merged-chr12-89950260-14
NR3084--MA0089.1.MAFG::NFE2L1	chr12	69863711	69863716	-	0.000	0.000	Merged-chr12-69863671-25
NR6865--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR5445--MA0089.1.MAFG::NFE2L1	chr15	100189188	100189193	+	0.000	0.000	Merged-chr15-100189073-42
NR357--MA0659.1.MAFG	chr1	78422793	78422813	+	0.000	0.000	Merged-chr1-78422740-38
NR5190--MA0495.2.MAFF	chr15	55327531	55327551	-	0.000	0.000	Merged-chr15-55327422-12
NR5532--MA0089.1.MAFG::NFE2L1	chr16	17024650	17024655	-	0.000	0.000	Merged-chr16-17024705-22
NR10903--MA0496.2.MAFK	chr5	58084108	58084126	+	0.000	0.000	Merged-chr5-58084122-29
NR8853--MA0501.1.MAF::NFE2	chr3	28317954	28317968	-	0.000	0.000	Merged-chr3-28318064-9
NR2362--MA0591.1.Bach1::Mafk	chr11	49695208	49695222	+	0.000	0.000	Merged-chr11-49695258-6
NR13583--MA0501.1.MAF::NFE2	chr8	68674322	68674336	+	0.000	0.000	Merged-chr8-68674402-29
NR11725--MA0591.1.Bach1::Mafk	chr6	53704642	53704656	+	0.000	0.000	Merged-chr6-53704558-10
NR12121--MA0089.1.MAFG::NFE2L1	chr6	114905013	114905018	+	0.000	0.000	Merged-chr6-114905018-60
NR2567--MA0117.2.Mafb	chr11	80043596	80043607	+	0.000	0.000	Merged-chr11-80043547-27
NR7318--MA0117.2.Mafb	chr19	36183567	36183578	+	0.000	0.000	Merged-chr19-36183401-31
NR7617--MA0089.1.MAFG::NFE2L1	chr2	33746603	33746608	+	0.000	0.000	Merged-chr2-33746692-5
NR4553--MA0501.1.MAF::NFE2	chr14	46578214	46578228	-	0.000	0.000	Merged-chr14-46578431-37
NR55--MA0501.1.MAF::NFE2	chr1	15544449	15544463	+	0.000	0.000	Merged-chr1-15544410-27
NR10553--MA0089.1.MAFG::NFE2L1	chr4	149854336	149854341	-	0.000	0.000	Merged-chr4-149854542-67
NR9838--MA0117.2.Mafb	chr4	32405326	32405337	+	0.000	0.000	Merged-chr4-32405236-4
NR3682--MA0495.2.MAFF	chr13	36203199	36203219	+	0.000	0.000	Merged-chr13-36203222-10
NR9677--MA0089.1.MAFG::NFE2L1	chr3	153411717	153411722	-	0.000	0.000	Merged-chr3-153411590-2
NR1426--MA0089.1.MAFG::NFE2L1	chr10	26359169	26359174	-	0.000	0.000	Merged-chr10-26358949-44
NR13167--MA0591.1.Bach1::Mafk	chr7	123327115	123327129	+	0.000	0.000	Merged-chr7-123327122-14
NR7894--MA0089.1.MAFG::NFE2L1	chr2	78915030	78915035	+	0.000	0.000	Merged-chr2-78915095-10
NR8633--MA0089.1.MAFG::NFE2L1	chr2	169398676	169398681	-	0.000	0.000	Merged-chr2-169398588-9
NR2252--MA0495.2.MAFF	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR3833--MA0591.1.Bach1::Mafk	chr13	58206785	58206799	-	0.000	0.000	Merged-chr13-58206802-1
NR12277--MA0501.1.MAF::NFE2	chr6	128345846	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR10080--MA0495.2.MAFF	chr4	88236992	88237012	+	0.000	0.000	Merged-chr4-88237071-4
NR14721--MA0496.2.MAFK	chr9	116319685	116319703	+	0.000	0.000	Merged-chr9-116319642-35
NR7101--MA0496.2.MAFK	chr18	82868219	82868237	+	0.000	0.000	Merged-chr18-82868234-58
NR467--MA0089.1.MAFG::NFE2L1	chr1	90739103	90739108	+	0.000	0.000	Merged-chr1-90739110-18
NR5942--MA0496.2.MAFK	chr16	77644508	77644526	+	0.000	0.000	Merged-chr16-77644361-24
NR5940--MA0591.1.Bach1::Mafk	chr16	77644510	77644524	+	0.000	0.000	Merged-chr16-77644361-24
NR8646--MA0089.1.MAFG::NFE2L1	chr2	170247903	170247908	+	0.000	0.000	Merged-chr2-170247949-28
NR10160--MA0501.1.MAF::NFE2	chr4	101142025	101142039	-	0.000	0.000	Merged-chr4-101141952-10
NR178--MA0089.1.MAFG::NFE2L1	chr1	43299651	43299656	-	0.000	0.000	Merged-chr1-43299668-27
NR10297--MA0659.1.MAFG	chr4	118078607	118078627	+	0.000	0.000	Merged-chr4-118078644-25
NR554--MA0089.1.MAFG::NFE2L1	chr1	104215344	104215349	+	0.000	0.000	Merged-chr1-104215254-1
NR7792--MA0089.1.MAFG::NFE2L1	chr2	61563435	61563440	+	0.000	0.000	Merged-chr2-61563608-27
NR8332--MA0117.2.Mafb	chr2	133020646	133020657	-	0.000	0.000	Merged-chr2-133020601-19
NR5616--MA0495.2.MAFF	chr16	30676264	30676284	-	0.000	0.000	Merged-chr16-30676152-12
NR8295--MA0591.1.Bach1::Mafk	chr2	128465764	128465778	+	0.000	0.000	Merged-chr2-128465659-44
NR150--MA0089.1.MAFG::NFE2L1	chr1	39235259	39235264	+	0.000	0.000	Merged-chr1-39235066-45
NR3208--MA0495.2.MAFF	chr12	91604327	91604347	+	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR13667--MA0089.1.MAFG::NFE2L1	chr8	77435129	77435134	+	0.000	0.000	Merged-chr8-77435130-10
NR10088--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
NR14296--MA0496.2.MAFK	chr9	48538399	48538417	-	0.000	0.000	Merged-chr9-48538454-59
NR7310--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
