#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR871--MA0769.1.Tcf7	chr11	5411820	5411831	-	0.000	0.000	Merged-chr11-5411816-25
NR4769--MA0523.1.TCF7L2	chr5	73237084	73237097	+	0.000	0.000	Merged-chr5-73237054-48
NR5451--MA0769.1.Tcf7	chr7	16196946	16196957	+	0.000	0.000	Merged-chr7-16196917-6
NR2349--MA1421.1.TCF7L1	chr15	67196442	67196453	+	0.000	0.000	Merged-chr15-67196543-23
NR1270--MA1421.1.TCF7L1	chr12	36019829	36019840	+	0.000	0.000	Merged-chr12-36019766-41
NR5205--MA0769.1.Tcf7	chr6	89065277	89065288	-	0.000	0.000	Merged-chr6-89065226-11
NR3940--MA0523.1.TCF7L2	chr3	65793914	65793927	-	0.000	0.000	Merged-chr3-65793747-53
NR5005--MA0523.1.TCF7L2	chr5	148709220	148709233	+	0.000	0.000	Merged-chr5-148709171-35
NR1996--MA0769.1.Tcf7	chr14	49155777	49155788	+	0.000	0.000	Merged-chr14-49155726-21
NR3105--MA1421.1.TCF7L1	chr18	69547458	69547469	-	0.000	0.000	Merged-chr18-69547283-22
NR3276--MA0769.1.Tcf7	chr19	38934991	38935002	-	0.000	0.000	Merged-chr19-38934925-15
NR3515--MA0523.1.TCF7L2	chr2	70845160	70845173	-	0.000	0.000	Merged-chr2-70845075-67
NR5395--MA0523.1.TCF7L2	chr6	144688000	144688013	+	0.000	0.000	Merged-chr6-144688020-8
NR3046--MA0523.1.TCF7L2	chr18	53418103	53418116	+	0.000	0.000	Merged-chr18-53418017-24
NR5438--MA0769.1.Tcf7	chr7	4087645	4087656	-	0.000	0.000	Merged-chr7-4087604-2
NR6284--MA0523.1.TCF7L2	chr9	77683664	77683677	-	0.000	0.000	Merged-chr9-77683679-29
NR585--MA1421.1.TCF7L1	chr10	61233358	61233369	+	0.000	0.000	Merged-chr10-61233317-40
NR1556--MA0523.1.TCF7L2	chr12	118101597	118101610	+	0.000	0.000	Merged-chr12-118101555-6
NR284--MA1421.1.TCF7L1	chr1	151973287	151973298	-	0.000	0.000	Merged-chr1-151973357-25
NR3252--MA0523.1.TCF7L2	chr19	34510905	34510918	+	0.000	0.000	Merged-chr19-34511025-19
NR2746--MA0769.1.Tcf7	chr17	5748010	5748021	-	0.000	0.000	Merged-chr17-5748141-46
NR6629--MA0523.1.TCF7L2	chrX	166806120	166806133	+	0.000	0.000	Merged-chrX-166805944-25
NR6401--MA0523.1.TCF7L2	chr9	105061792	105061805	-	0.000	0.000	Merged-chr9-105061659-1
NR1101--MA0769.1.Tcf7	chr11	100824191	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR5550--MA0523.1.TCF7L2	chr7	74599972	74599985	-	0.000	0.000	Merged-chr7-74599992-6
NR1213--MA0769.1.Tcf7	chr11	121100824	121100835	+	0.000	0.000	Merged-chr11-121100966-23
NR5474--MA0769.1.Tcf7	chr7	25576080	25576091	-	0.000	0.000	Merged-chr7-25575910-1
NR5222--MA1421.1.TCF7L1	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR2323--MA1421.1.TCF7L1	chr15	61438935	61438946	+	0.000	0.000	Merged-chr15-61438700-21
NR3467--MA0523.1.TCF7L2	chr2	48328422	48328435	-	0.000	0.000	Merged-chr2-48328415-44
NR4917--MA0769.1.Tcf7	chr5	118614716	118614727	+	0.000	0.000	Merged-chr5-118614593-18
NR315--MA1421.1.TCF7L1	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR545--MA0769.1.Tcf7	chr10	41620211	41620222	+	0.000	0.000	Merged-chr10-41620205-22
NR5260--MA1421.1.TCF7L1	chr6	103565175	103565186	+	0.000	0.000	Merged-chr6-103565102-16
NR5092--MA1421.1.TCF7L1	chr6	41113489	41113500	+	0.000	0.000	Merged-chr6-41113305-59
NR4823--MA0769.1.Tcf7	chr5	96201891	96201902	+	0.000	0.000	Merged-chr5-96201907-44
NR5597--MA0523.1.TCF7L2	chr7	89712886	89712899	+	0.000	0.000	Merged-chr7-89712844-48
NR4053--MA0769.1.Tcf7	chr3	108124338	108124349	+	0.000	0.000	Merged-chr3-108124378-33
NR6309--MA0769.1.Tcf7	chr9	80754678	80754689	-	0.000	0.000	Merged-chr9-80754738-24
NR3909--MA1421.1.TCF7L1	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR2609--MA0523.1.TCF7L2	chr16	55769889	55769902	-	0.000	0.000	Merged-chr16-55769882-2
NR6282--MA1421.1.TCF7L1	chr9	77683541	77683552	+	0.000	0.000	Merged-chr9-77683679-29
NR317--MA0769.1.Tcf7	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR3286--MA0523.1.TCF7L2	chr19	44078364	44078377	-	0.000	0.000	Merged-chr19-44078434-18
NR4071--MA0769.1.Tcf7	chr3	115584852	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR4907--MA0523.1.TCF7L2	chr5	114783567	114783580	-	0.000	0.000	Merged-chr5-114783654-34
NR3881--MA0769.1.Tcf7	chr2	181483763	181483774	-	0.000	0.000	Merged-chr2-181483913-67
NR4836--MA1421.1.TCF7L1	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR3029--MA0523.1.TCF7L2	chr18	39877980	39877993	-	0.000	0.000	Merged-chr18-39877975-43
NR411--MA0523.1.TCF7L2	chr1	180987938	180987951	-	0.000	0.000	Merged-chr1-180987901-35
NR3492--MA0523.1.TCF7L2	chr2	60717566	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR243--MA0523.1.TCF7L2	chr1	135117131	135117144	-	0.000	0.000	Merged-chr1-135117180-5
NR2451--MA0769.1.Tcf7	chr15	94259920	94259931	-	0.000	0.000	Merged-chr15-94259724-7
NR4971--MA0769.1.Tcf7	chr5	140502567	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR2778--MA0769.1.Tcf7	chr17	19303975	19303986	-	0.000	0.000	Merged-chr17-19304000-8
NR4969--MA1421.1.TCF7L1	chr5	140502567	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR3910--MA0523.1.TCF7L2	chr3	38280377	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR281--MA0523.1.TCF7L2	chr1	151245345	151245358	+	0.000	0.000	Merged-chr1-151245323-7
NR1348--MA0769.1.Tcf7	chr12	76950384	76950395	+	0.000	0.000	Merged-chr12-76950525-26
NR5394--MA0769.1.Tcf7	chr6	144333302	144333313	+	0.000	0.000	Merged-chr6-144333219-22
NR4983--MA0523.1.TCF7L2	chr5	144308236	144308249	-	0.000	0.000	Merged-chr5-144308281-9
NR2317--MA0769.1.Tcf7	chr15	59399302	59399313	-	0.000	0.000	Merged-chr15-59399326-17
NR1254--MA0769.1.Tcf7	chr12	33076323	33076334	+	0.000	0.000	Merged-chr12-33076409-32
NR1008--MA0769.1.Tcf7	chr11	74100908	74100919	+	0.000	0.000	Merged-chr11-74100988-13
NR3547--MA1421.1.TCF7L1	chr2	80462095	80462106	+	0.000	0.000	Merged-chr2-80462138-40
NR6528--MA1421.1.TCF7L1	chrX	57185001	57185012	+	0.000	0.000	Merged-chrX-57185087-24
NR460--MA1421.1.TCF7L1	chr1	192950439	192950450	+	0.000	0.000	Merged-chr1-192950489-1
NR4970--MA0523.1.TCF7L2	chr5	140502565	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR5748--MA0523.1.TCF7L2	chr7	121969010	121969023	-	0.000	0.000	Merged-chr7-121969039-14
NR336--MA1421.1.TCF7L1	chr1	161436587	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR870--MA0523.1.TCF7L2	chr11	5411818	5411831	-	0.000	0.000	Merged-chr11-5411816-25
NR1307--MA0523.1.TCF7L2	chr12	55357449	55357462	-	0.000	0.000	Merged-chr12-55357452-12
NR5945--MA0769.1.Tcf7	chr8	81867187	81867198	+	0.000	0.000	Merged-chr8-81867222-29
NR4713--MA0523.1.TCF7L2	chr5	45790460	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR5175--MA0769.1.Tcf7	chr6	72495472	72495483	+	0.000	0.000	Merged-chr6-72495605-8
NR1345--MA0523.1.TCF7L2	chr12	76923266	76923279	-	0.000	0.000	Merged-chr12-76923289-32
NR4217--MA1421.1.TCF7L1	chr3	146192789	146192800	+	0.000	0.000	Merged-chr3-146192596-55
NR1177--MA0523.1.TCF7L2	chr11	115589121	115589134	+	0.000	0.000	Merged-chr11-115589146-15
NR241--MA1421.1.TCF7L1	chr1	135019188	135019199	-	0.000	0.000	Merged-chr1-135019182-17
NR1274--MA1421.1.TCF7L1	chr12	39649118	39649129	-	0.000	0.000	Merged-chr12-39649191-14
NR4748--MA0769.1.Tcf7	chr5	64766125	64766136	+	0.000	0.000	Merged-chr5-64765991-19
NR42--MA0523.1.TCF7L2	chr1	39954710	39954723	+	0.000	0.000	Merged-chr1-39954782-26
NR3643--MA0523.1.TCF7L2	chr2	120502274	120502287	+	0.000	0.000	Merged-chr2-120502347-30
NR5717--MA0769.1.Tcf7	chr7	117090955	117090966	+	0.000	0.000	Merged-chr7-117091001-52
NR5399--MA0523.1.TCF7L2	chr6	145285831	145285844	-	0.000	0.000	Merged-chr6-145285757-35
NR3315--MA1421.1.TCF7L1	chr19	57180490	57180501	-	0.000	0.000	Merged-chr19-57180536-30
NR5623--MA0769.1.Tcf7	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR3147--MA1421.1.TCF7L1	chr18	81521369	81521380	-	0.000	0.000	Merged-chr18-81521430-36
NR1332--MA0523.1.TCF7L2	chr12	73888160	73888173	+	0.000	0.000	Merged-chr12-73888255-48
NR3353--MA1421.1.TCF7L1	chr2	5003345	5003356	+	0.000	0.000	Merged-chr2-5003396-19
NR2898--MA1421.1.TCF7L1	chr17	57098644	57098655	-	0.000	0.000	Merged-chr17-57098619-14
NR4305--MA0769.1.Tcf7	chr4	41241025	41241036	+	0.000	0.000	Merged-chr4-41241074-39
NR2449--MA0523.1.TCF7L2	chr15	94255221	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR5879--MA1421.1.TCF7L1	chr8	56443932	56443943	-	0.000	0.000	Merged-chr8-56443904-53
NR5554--MA0523.1.TCF7L2	chr7	75384766	75384779	-	0.000	0.000	Merged-chr7-75384885-29
NR4202--MA0769.1.Tcf7	chr3	144232070	144232081	-	0.000	0.000	Merged-chr3-144232172-58
NR4747--MA0523.1.TCF7L2	chr5	64766125	64766138	+	0.000	0.000	Merged-chr5-64765991-19
NR4681--MA0769.1.Tcf7	chr5	22740159	22740170	-	0.000	0.000	Merged-chr5-22740212-9
NR6443--MA0523.1.TCF7L2	chr9	116283891	116283904	-	0.000	0.000	Merged-chr9-116283998-37
NR3075--MA0523.1.TCF7L2	chr18	60630814	60630827	+	0.000	0.000	Merged-chr18-60630804-17
NR1219--MA1421.1.TCF7L1	chr11	121777144	121777155	-	0.000	0.000	Merged-chr11-121777303-26
NR525--MA1421.1.TCF7L1	chr10	28520256	28520267	-	0.000	0.000	Merged-chr10-28520121-26
NR5866--MA1421.1.TCF7L1	chr8	36028577	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR3117--MA0769.1.Tcf7	chr18	75374134	75374145	+	0.000	0.000	Merged-chr18-75374196-25
NR1100--MA0523.1.TCF7L2	chr11	100824189	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR287--MA0769.1.Tcf7	chr1	152053401	152053412	+	0.000	0.000	Merged-chr1-152053412-31
NR2666--MA1421.1.TCF7L1	chr16	83639405	83639416	+	0.000	0.000	Merged-chr16-83639403-2
NR1855--MA0769.1.Tcf7	chr13	112133937	112133948	+	0.000	0.000	Merged-chr13-112133906-22
NR25--MA0523.1.TCF7L2	chr1	34831577	34831590	+	0.000	0.000	Merged-chr1-34831505-37
NR3493--MA0769.1.Tcf7	chr2	60717568	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR5749--MA0769.1.Tcf7	chr7	121969012	121969023	-	0.000	0.000	Merged-chr7-121969039-14
NR3626--MA0523.1.TCF7L2	chr2	117365467	117365480	-	0.000	0.000	Merged-chr2-117365460-12
NR2409--MA1421.1.TCF7L1	chr15	84168879	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR5251--MA1421.1.TCF7L1	chr6	100601909	100601920	+	0.000	0.000	Merged-chr6-100601796-17
NR6395--MA0523.1.TCF7L2	chr9	103337111	103337124	+	0.000	0.000	Merged-chr9-103337204-21
NR1572--MA0523.1.TCF7L2	chr13	6652691	6652704	-	0.000	0.000	Merged-chr13-6652733-20
NR3664--MA0523.1.TCF7L2	chr2	128544644	128544657	+	0.000	0.000	Merged-chr2-128544786-45
NR4311--MA1421.1.TCF7L1	chr4	43172666	43172677	-	0.000	0.000	Merged-chr4-43172681-14
NR2051--MA1421.1.TCF7L1	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR3292--MA1421.1.TCF7L1	chr19	44454938	44454949	+	0.000	0.000	Merged-chr19-44454908-10
NR847--MA0769.1.Tcf7	chr10	128940664	128940675	-	0.000	0.000	Merged-chr10-128940717-41
NR3941--MA0769.1.Tcf7	chr3	65793916	65793927	-	0.000	0.000	Merged-chr3-65793747-53
NR5785--MA0769.1.Tcf7	chr7	130816459	130816470	-	0.000	0.000	Merged-chr7-130816442-11
NR5590--MA1421.1.TCF7L1	chr7	88459894	88459905	-	0.000	0.000	Merged-chr7-88459917-15
NR3386--MA0769.1.Tcf7	chr2	17597779	17597790	+	0.000	0.000	Merged-chr2-17597899-18
NR959--MA0769.1.Tcf7	chr11	54188050	54188061	+	0.000	0.000	Merged-chr11-54188081-11
NR2762--MA0523.1.TCF7L2	chr17	13479935	13479948	+	0.000	0.000	Merged-chr17-13479919-17
NR2410--MA0523.1.TCF7L2	chr15	84168877	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR2981--MA0769.1.Tcf7	chr18	4280613	4280624	+	0.000	0.000	Merged-chr18-4280777-15
NR189--MA0769.1.Tcf7	chr1	106374908	106374919	-	0.000	0.000	Merged-chr1-106375068-41
NR4892--MA0523.1.TCF7L2	chr5	107840714	107840727	+	0.000	0.000	Merged-chr5-107840807-27
NR1627--MA1421.1.TCF7L1	chr13	35129661	35129672	-	0.000	0.000	Merged-chr13-35129636-40
NR977--MA0769.1.Tcf7	chr11	63146802	63146813	-	0.000	0.000	Merged-chr11-63146790-18
NR1305--MA0769.1.Tcf7	chr12	54562485	54562496	-	0.000	0.000	Merged-chr12-54562378-9
NR5781--MA0523.1.TCF7L2	chr7	127922927	127922940	-	0.000	0.000	Merged-chr7-127922827-35
NR4115--MA0523.1.TCF7L2	chr3	130901561	130901574	+	0.000	0.000	Merged-chr3-130901613-29
NR3149--MA0769.1.Tcf7	chr18	81521369	81521380	-	0.000	0.000	Merged-chr18-81521430-36
NR508--MA1421.1.TCF7L1	chr10	19406887	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR5621--MA1421.1.TCF7L1	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR5002--MA0769.1.Tcf7	chr5	148266941	148266952	-	0.000	0.000	Merged-chr5-148266957-7
NR4923--MA0523.1.TCF7L2	chr5	122288603	122288616	+	0.000	0.000	Merged-chr5-122288620-47
NR5586--MA1421.1.TCF7L1	chr7	84141525	84141536	+	0.000	0.000	Merged-chr7-84141440-16
NR2771--MA0769.1.Tcf7	chr17	17792227	17792238	-	0.000	0.000	Merged-chr17-17792149-13
NR5093--MA0523.1.TCF7L2	chr6	41113489	41113502	+	0.000	0.000	Merged-chr6-41113305-59
NR2362--MA0523.1.TCF7L2	chr15	73268381	73268394	-	0.000	0.000	Merged-chr15-73268336-36
NR2310--MA0769.1.Tcf7	chr15	58145496	58145507	-	0.000	0.000	Merged-chr15-58145479-45
NR552--MA0769.1.Tcf7	chr10	43783356	43783367	+	0.000	0.000	Merged-chr10-43783399-14
NR2202--MA1421.1.TCF7L1	chr14	121137384	121137395	+	0.000	0.000	Merged-chr14-121137502-35
NR3443--MA1421.1.TCF7L1	chr2	34991224	34991235	-	0.000	0.000	Merged-chr2-34991107-1
NR2431--MA0769.1.Tcf7	chr15	91616725	91616736	-	0.000	0.000	Merged-chr15-91616695-12
NR6628--MA0523.1.TCF7L2	chrX	166805811	166805824	-	0.000	0.000	Merged-chrX-166805944-25
NR5199--MA1421.1.TCF7L1	chr6	88782959	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR2539--MA0523.1.TCF7L2	chr16	33499241	33499254	-	0.000	0.000	Merged-chr16-33499243-20
NR6159--MA0523.1.TCF7L2	chr9	35498053	35498066	+	0.000	0.000	Merged-chr9-35498014-17
NR4387--MA0769.1.Tcf7	chr4	89169078	89169089	-	0.000	0.000	Merged-chr4-89169046-30
NR1113--MA0769.1.Tcf7	chr11	102393512	102393523	+	0.000	0.000	Merged-chr11-102393451-21
NR1991--MA1421.1.TCF7L1	chr14	49089838	49089849	-	0.000	0.000	Merged-chr14-49089916-20
NR341--MA0523.1.TCF7L2	chr1	161671054	161671067	-	0.000	0.000	Merged-chr1-161671075-50
NR6571--MA0523.1.TCF7L2	chrX	101878836	101878849	+	0.000	0.000	Merged-chrX-101878716-19
NR5089--MA0523.1.TCF7L2	chr6	39348076	39348089	+	0.000	0.000	Merged-chr6-39348126-65
NR819--MA0523.1.TCF7L2	chr10	121580561	121580574	+	0.000	0.000	Merged-chr10-121580464-25
NR872--MA1421.1.TCF7L1	chr11	5415750	5415761	+	0.000	0.000	Merged-chr11-5415987-23
NR2526--MA0523.1.TCF7L2	chr16	25587908	25587921	-	0.000	0.000	Merged-chr16-25587871-42
NR5598--MA0769.1.Tcf7	chr7	89712886	89712897	+	0.000	0.000	Merged-chr7-89712844-48
NR4714--MA0769.1.Tcf7	chr5	45790462	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR4715--MA1421.1.TCF7L1	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR5764--MA0523.1.TCF7L2	chr7	125511553	125511566	+	0.000	0.000	Merged-chr7-125511628-40
NR2287--MA1421.1.TCF7L1	chr15	50098731	50098742	+	0.000	0.000	Merged-chr15-50098581-5
NR3651--MA0769.1.Tcf7	chr2	125422355	125422366	+	0.000	0.000	Merged-chr2-125422559-12
NR1323--MA0523.1.TCF7L2	chr12	73670853	73670866	+	0.000	0.000	Merged-chr12-73670833-29
NR1155--MA0523.1.TCF7L2	chr11	111056295	111056308	+	0.000	0.000	Merged-chr11-111056370-11
NR4620--MA0769.1.Tcf7	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR1420--MA1421.1.TCF7L1	chr12	100276855	100276866	-	0.000	0.000	Merged-chr12-100277058-24
NR5392--MA1421.1.TCF7L1	chr6	144333302	144333313	+	0.000	0.000	Merged-chr6-144333219-22
NR2564--MA0523.1.TCF7L2	chr16	44735811	44735824	+	0.000	0.000	Merged-chr16-44735956-40
NR4488--MA0523.1.TCF7L2	chr4	129565410	129565423	+	0.000	0.000	Merged-chr4-129565342-28
NR1355--MA0769.1.Tcf7	chr12	78198827	78198838	-	0.000	0.000	Merged-chr12-78198818-9
NR4065--MA0769.1.Tcf7	chr3	109421018	109421029	+	0.000	0.000	Merged-chr3-109421125-43
NR3043--MA1421.1.TCF7L1	chr18	53411604	53411615	+	0.000	0.000	Merged-chr18-53411654-14
NR4304--MA0523.1.TCF7L2	chr4	41241025	41241038	+	0.000	0.000	Merged-chr4-41241074-39
NR2333--MA0769.1.Tcf7	chr15	62374854	62374865	+	0.000	0.000	Merged-chr15-62374783-6
NR160--MA0523.1.TCF7L2	chr1	89090379	89090392	-	0.000	0.000	Merged-chr1-89090487-27
NR5710--MA0769.1.Tcf7	chr7	115310907	115310918	-	0.000	0.000	Merged-chr7-115311049-7
NR2998--MA0523.1.TCF7L2	chr18	19483681	19483694	-	0.000	0.000	Merged-chr18-19483716-13
NR1467--MA0769.1.Tcf7	chr12	107560345	107560356	-	0.000	0.000	Merged-chr12-107560295-13
NR2770--MA0523.1.TCF7L2	chr17	17792225	17792238	-	0.000	0.000	Merged-chr17-17792149-13
NR1109--MA0769.1.Tcf7	chr11	101199604	101199615	+	0.000	0.000	Merged-chr11-101199720-6
NR3028--MA0523.1.TCF7L2	chr18	39657208	39657221	-	0.000	0.000	Merged-chr18-39657147-8
NR6602--MA0523.1.TCF7L2	chrX	140445788	140445801	-	0.000	0.000	Merged-chrX-140445733-1
NR4298--MA0769.1.Tcf7	chr4	33791678	33791689	+	0.000	0.000	Merged-chr4-33791808-5
NR6124--MA0769.1.Tcf7	chr9	7576736	7576747	+	0.000	0.000	Merged-chr9-7576753-19
NR1128--MA1421.1.TCF7L1	chr11	107539141	107539152	+	0.000	0.000	Merged-chr11-107539158-14
NR97--MA0769.1.Tcf7	chr1	64486515	64486526	-	0.000	0.000	Merged-chr1-64486540-36
NR2351--MA0769.1.Tcf7	chr15	67196442	67196453	+	0.000	0.000	Merged-chr15-67196543-23
NR4607--MA0769.1.Tcf7	chr4	148683801	148683812	-	0.000	0.000	Merged-chr4-148683681-71
NR337--MA0523.1.TCF7L2	chr1	161436585	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR1485--MA0769.1.Tcf7	chr12	110939502	110939513	-	0.000	0.000	Merged-chr12-110939619-21
NR4719--MA0769.1.Tcf7	chr5	52615665	52615676	-	0.000	0.000	Merged-chr5-52615674-28
NR2383--MA0523.1.TCF7L2	chr15	78683743	78683756	-	0.000	0.000	Merged-chr15-78683730-20
NR338--MA0769.1.Tcf7	chr1	161436587	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR3432--MA0769.1.Tcf7	chr2	31950163	31950174	-	0.000	0.000	Merged-chr2-31950269-16
NR3668--MA0523.1.TCF7L2	chr2	129285384	129285397	-	0.000	0.000	Merged-chr2-129285453-11
NR4410--MA0769.1.Tcf7	chr4	101217141	101217152	+	0.000	0.000	Merged-chr4-101217167-64
NR4218--MA0523.1.TCF7L2	chr3	146192789	146192802	+	0.000	0.000	Merged-chr3-146192596-55
NR2985--MA0523.1.TCF7L2	chr18	6106798	6106811	+	0.000	0.000	Merged-chr18-6106813-28
NR244--MA0769.1.Tcf7	chr1	135117133	135117144	-	0.000	0.000	Merged-chr1-135117180-5
NR5397--MA0769.1.Tcf7	chr6	145002330	145002341	-	0.000	0.000	Merged-chr6-145002461-23
NR2332--MA0523.1.TCF7L2	chr15	62374854	62374867	+	0.000	0.000	Merged-chr15-62374783-6
NR2164--MA0523.1.TCF7L2	chr14	103532698	103532711	-	0.000	0.000	Merged-chr14-103532610-9
NR6160--MA0769.1.Tcf7	chr9	35498053	35498064	+	0.000	0.000	Merged-chr9-35498014-17
NR1051--MA0769.1.Tcf7	chr11	88455691	88455702	-	0.000	0.000	Merged-chr11-88455545-42
NR3307--MA0769.1.Tcf7	chr19	55364331	55364342	-	0.000	0.000	Merged-chr19-55364335-1
NR6445--MA1421.1.TCF7L1	chr9	116284010	116284021	+	0.000	0.000	Merged-chr9-116283998-37
NR324--MA0523.1.TCF7L2	chr1	159938619	159938632	+	0.000	0.000	Merged-chr1-159938641-24
NR5709--MA0523.1.TCF7L2	chr7	115310905	115310918	-	0.000	0.000	Merged-chr7-115311049-7
NR5145--MA0523.1.TCF7L2	chr6	61263669	61263682	+	0.000	0.000	Merged-chr6-61263601-18
NR5169--MA1421.1.TCF7L1	chr6	71638554	71638565	-	0.000	0.000	Merged-chr6-71638648-13
NR3683--MA0769.1.Tcf7	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR5724--MA0769.1.Tcf7	chr7	117404664	117404675	+	0.000	0.000	Merged-chr7-117404576-18
NR406--MA0523.1.TCF7L2	chr1	180252833	180252846	-	0.000	0.000	Merged-chr1-180252895-14
NR1275--MA0769.1.Tcf7	chr12	39649118	39649129	-	0.000	0.000	Merged-chr12-39649191-14
NR1094--MA0523.1.TCF7L2	chr11	99116123	99116136	-	0.000	0.000	Merged-chr11-99116157-23
NR4773--MA0769.1.Tcf7	chr5	74261230	74261241	-	0.000	0.000	Merged-chr5-74261391-1
NR1102--MA1421.1.TCF7L1	chr11	100891711	100891722	+	0.000	0.000	Merged-chr11-100891852-30
NR3560--MA0523.1.TCF7L2	chr2	84582511	84582524	+	0.000	0.000	Merged-chr2-84582461-28
NR3628--MA1421.1.TCF7L1	chr2	117418888	117418899	-	0.000	0.000	Merged-chr2-117418760-26
NR4677--MA0523.1.TCF7L2	chr5	22587657	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR2381--MA1421.1.TCF7L1	chr15	78683698	78683709	-	0.000	0.000	Merged-chr15-78683730-20
NR5760--MA0769.1.Tcf7	chr7	125186632	125186643	+	0.000	0.000	Merged-chr7-125186656-23
NR4349--MA1421.1.TCF7L1	chr4	63928487	63928498	-	0.000	0.000	Merged-chr4-63928441-11
NR951--MA0523.1.TCF7L2	chr11	52109580	52109593	+	0.000	0.000	Merged-chr11-52109659-16
NR5194--MA1421.1.TCF7L1	chr6	86754831	86754842	+	0.000	0.000	Merged-chr6-86754818-10
NR2534--MA0523.1.TCF7L2	chr16	30769353	30769366	+	0.000	0.000	Merged-chr16-30769529-58
NR2198--MA0523.1.TCF7L2	chr14	118828073	118828086	+	0.000	0.000	Merged-chr14-118827968-19
NR1780--MA1421.1.TCF7L1	chr13	101569251	101569262	-	0.000	0.000	Merged-chr13-101569413-14
NR5867--MA0523.1.TCF7L2	chr8	36028575	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR130--MA0523.1.TCF7L2	chr1	80416614	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR3423--MA0523.1.TCF7L2	chr2	30131387	30131400	-	0.000	0.000	Merged-chr2-30131357-10
NR952--MA0769.1.Tcf7	chr11	52109580	52109591	+	0.000	0.000	Merged-chr11-52109659-16
NR2968--MA0523.1.TCF7L2	chr17	88480580	88480593	-	0.000	0.000	Merged-chr17-88480530-23
NR6295--MA0769.1.Tcf7	chr9	78553201	78553212	+	0.000	0.000	Merged-chr9-78553202-20
NR3447--MA1421.1.TCF7L1	chr2	38548329	38548340	+	0.000	0.000	Merged-chr2-38548313-22
NR2155--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR182--MA0769.1.Tcf7	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR1298--MA0769.1.Tcf7	chr12	52831026	52831037	-	0.000	0.000	Merged-chr12-52830906-26
NR2412--MA1421.1.TCF7L1	chr15	84372947	84372958	+	0.000	0.000	Merged-chr15-84372915-18
NR4504--MA1421.1.TCF7L1	chr4	131901421	131901432	-	0.000	0.000	Merged-chr4-131901332-16
NR2052--MA0769.1.Tcf7	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR6622--MA0769.1.Tcf7	chrX	164070760	164070771	+	0.000	0.000	Merged-chrX-164070772-1
NR4938--MA1421.1.TCF7L1	chr5	129191994	129192005	-	0.000	0.000	Merged-chr5-129191899-21
NR1304--MA1421.1.TCF7L1	chr12	54562485	54562496	-	0.000	0.000	Merged-chr12-54562378-9
